ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
CC,CCK,Cocos (Keeling) Islands,2020-11-30,2020-04-24,100,4,67171.0396126521,4,67171.0396126521,35,92,5,2,3328055.63311664,67,6,82,12,10,80,10,7,81,12,16,75,9,13,74,13,16,76,8,7,82,11,7,81,12,3,85,12,4,85,11,11,80,9,9,80,11,12,85,3,6,4,90,17,71,12,5,7,88,3,3,94,25,58,17,57,29,14,25,60,15,26,58,16,14,72,14,16,70,14,25,60,15,12,3,5,5,75,19,79,2,52,9,3,1,7,9,19,34,14,12,21,19,5,3,10,11,46,25,7,1,11,15,42,24,16,26,13,18,27,5,8,12,49,26,38,26,3,2,31,6,3,7,11,13,18,10,32,39,11,14,36,57.2916666666667,108.918777631651,71.4285714285714,75.5928946018454,8.53517877739331,27.0497953947459,0.04,0.0384072934108425,0.0201832682555694,0.000151084869631228,0.04,0.0384072934108425,0.0201832682555694,0.000151084869631228,0.00535823637477036,0.00177039136421488
CC,CCK,Cocos (Keeling) Islands,2020-12-01,2020-04-24,100,4,67171.0396126521,4,67171.0396126521,33,92,5,2,3312168.87642494,67,6,82,12,10,80,10,7,81,12,16,75,9,12,75,13,16,76,8,7,82,11,7,81,12,3,85,12,4,85,11,11,80,9,9,80,11,11,86,3,6,3,91,17,71,12,5,7,88,3,3,94,25,57,18,57,29,14,25,59,16,26,57,17,14,71,15,16,69,15,26,59,15,12,4,5,5,74,20,78,2,53,8,3,1,7,9,19,33,14,13,21,19,5,3,10,11,46,25,7,1,10,15,43,24,17,25,13,18,27,5,8,12,49,26,37,27,3,2,31,5,3,7,11,13,19,10,32,39,11,14,36,61.4366729678639,115.91298971846,91.6666666666667,93.5414346693485,8.49673202614379,27.0550343089017,0.04,0.0384072934108425,0.0202800769280686,0.000151802045618998,0.04,0.0384072934108425,0.0202800769280686,0.000151802045618998,0.0050520514390692,0.00171932930420918
CC,CCK,Cocos (Keeling) Islands,2020-12-03,2020-04-24,100,5,83355.8243555298,4,67171.0396126521,33,92,5,2,3285294.19190676,67,6,82,12,11,80,9,7,82,11,15,76,9,13,75,12,16,77,7,7,83,10,7,82,11,3,86,11,4,86,10,11,81,8,9,81,10,11,86,3,6,3,91,16,72,12,5,7,88,2,3,95,26,56,18,57,29,14,25,59,16,26,57,17,14,71,15,16,69,15,26,59,15,12,4,5,5,74,19,79,2,53,8,4,1,7,8,19,32,15,13,21,19,5,3,10,11,46,25,6,1,10,15,44,24,17,25,13,18,27,6,7,12,49,26,37,27,3,2,31,5,3,7,12,13,19,9,32,38,12,14,36,56.7708333333333,109.130376892174,91.6666666666667,93.5414346693485,8.49673202614379,27.0550343089017,0.05,0.042716424707947,0.0253724079142973,0.00017004393705108,0.04,0.0384072934108425,0.0204459739946962,0.000153030873453591,0.0050520514390692,0.00171932930420918
CC,CCK,Cocos (Keeling) Islands,2020-12-04,2020-05-03,100,6,86193.7923158415,4,67171.0396126521,45,91,6,3,3127436.47615549,65,7,80,13,11,79,10,7,81,12,15,74,11,12,74,14,15,76,9,6,83,11,6,81,13,3,84,13,4,84,12,10,81,9,8,80,12,12,84,4,7,3,90,17,71,12,6,7,87,3,3,94,29,52,19,59,26,15,26,57,17,28,54,18,15,69,16,18,66,16,26,58,16,12,4,5,5,74,19,78,3,55,6,4,1,6,7,21,30,14,13,22,21,4,3,10,12,45,26,5,2,9,15,44,25,18,25,12,17,28,5,8,12,48,27,36,26,2,2,34,4,3,8,11,13,19,8,34,39,11,13,37,48.5207100591716,97.5867201841729,91.8367346938776,81.1721706177606,4.64,3.8426181550753,0.06,0.046546565661405,0.0275605253609493,0.000181438262531248,0.04,0.0384072934108425,0.0214779868831179,0.000160670419983925,0.0069648661197957,0.00202785507499657
CC,CCK,Cocos (Keeling) Islands,2020-12-05,2020-05-04,100,5,82210.5682132597,3,63187.8155100703,34,91,6,3,3128790.32481737,64,6,81,13,10,80,10,6,82,12,15,74,11,12,74,14,14,77,9,5,84,11,5,82,13,2,85,13,3,85,12,10,81,9,7,81,12,11,85,4,6,3,91,17,70,13,6,7,87,3,3,94,28,52,20,58,26,16,25,57,18,27,54,19,14,69,17,18,65,17,25,58,17,12,4,5,4,75,19,77,4,55,6,4,1,5,7,22,30,14,13,21,22,3,3,10,12,45,27,4,2,9,15,44,26,18,25,12,16,29,5,8,12,47,28,36,26,2,1,35,4,3,7,11,13,19,8,35,39,10,13,38,51.36,103.477404941047,94.4444444444445,96.9917904124231,4.33152852977926,2.72000360160486,0.05,0.042716424707947,0.0262755121559826,0.000177236637479866,0.03,0.0334344809563718,0.0201956056335474,0.000155868369805069,0.0052623432905123,0.00176417672441904
CC,CCK,Cocos (Keeling) Islands,2020-12-12,2020-05-06,100,5,82210.5682132597,3,63187.8155100703,34,91,6,3,3131036.20171579,64,6,81,13,10,80,10,6,82,12,14,75,11,11,75,14,14,77,9,5,84,11,5,82,13,2,85,13,3,85,12,10,81,9,7,81,12,11,85,4,6,3,91,17,70,13,6,7,87,3,3,94,28,52,20,58,26,16,25,57,18,27,54,19,14,69,17,18,65,17,26,57,17,13,4,5,4,74,19,77,4,55,6,4,1,5,7,22,30,14,13,21,22,3,3,10,12,45,27,4,2,9,15,44,26,18,26,12,15,29,5,8,12,47,28,37,26,1,1,35,4,3,6,11,13,19,9,35,39,11,12,38,55.3819444444445,109.68691147403,94.4444444444445,96.9917904124231,4.3731778425656,2.66741277914254,0.05,0.042716424707947,0.0262566648600897,0.000177111220556814,0.03,0.0334344809563718,0.0201811194247591,0.000155757717598835,0.0052623432905123,0.00176417672441904
CC,CCK,Cocos (Keeling) Islands,2020-12-14,2020-05-06,100,5,82210.5682132597,3,63187.8155100703,34,91,6,3,3105983.35438406,63,6,81,13,10,80,10,6,82,12,15,74,11,11,75,14,15,76,9,5,84,11,5,82,13,3,84,13,3,85,12,10,81,9,7,81,12,11,85,4,6,3,91,17,70,13,6,7,87,3,3,94,29,51,20,57,27,16,25,57,18,27,54,19,14,69,17,18,65,17,26,56,18,13,4,5,4,74,19,76,5,54,6,4,1,5,7,23,30,13,13,21,23,3,3,10,12,44,28,4,2,9,15,43,27,18,25,12,15,30,5,7,12,47,29,36,26,1,1,36,4,3,6,11,13,18,9,36,38,11,12,39,51.2,103.550309833755,94.4444444444445,96.9917904124231,4.55729166666667,2.67198916139366,0.05,0.042716424707947,0.0264684509970797,0.000178520381860017,0.03,0.0334344809563718,0.0203439002404445,0.000157001015431254,0.0052623432905123,0.00176417672441904
CC,CCK,Cocos (Keeling) Islands,2020-12-16,2020-05-06,100,5,82210.5682132597,3,63187.8155100703,34,91,6,3,3095884.543793,63,6,80,14,10,80,10,6,81,13,16,73,11,12,74,14,15,75,10,5,83,12,5,82,13,3,83,14,3,84,13,10,80,10,8,80,12,11,85,4,6,3,91,17,70,13,6,7,87,3,3,94,29,51,20,57,27,16,25,57,18,27,54,19,14,69,17,18,65,17,26,57,17,13,4,5,4,74,19,75,6,54,6,4,1,5,7,23,30,13,13,21,23,3,3,10,12,44,28,4,2,9,15,43,27,18,25,12,15,30,5,7,12,47,29,36,26,1,1,36,4,3,6,11,13,18,9,36,38,11,12,39,51.2,103.550309833755,94.4444444444445,96.9917904124231,4.55729166666667,2.67198916139366,0.05,0.042716424707947,0.0265547913852554,0.000179094775085299,0.03,0.0334344809563718,0.020410262274398,0.000157507819457822,0.0052623432905123,0.00176417672441904
CC,CCK,Cocos (Keeling) Islands,2020-12-17,2020-05-06,100,5,82210.5682132597,3,63187.8155100703,34,91,6,3,3107071.80007015,63,6,80,14,9,81,10,6,81,13,17,72,11,11,75,14,16,74,10,5,83,12,5,82,13,3,83,14,3,84,13,10,80,10,7,81,12,11,85,4,6,3,91,17,70,13,6,7,87,3,3,94,29,51,20,57,27,16,25,57,18,28,53,19,14,69,17,19,64,17,26,57,17,14,3,5,4,74,19,75,6,55,5,4,1,5,7,23,29,14,13,21,23,3,3,10,12,44,28,4,2,9,15,43,27,18,24,12,16,30,5,7,12,47,29,36,26,1,1,36,4,3,5,11,14,18,9,36,39,11,11,39,51.04,103.616472306933,94.4444444444445,96.9917904124231,4.73090277777778,2.77650772531595,0.05,0.042716424707947,0.0264591787712802,0.000178458693804715,0.03,0.0334344809563718,0.0203367735205358,0.000156946586901252,0.0052623432905123,0.00176417672441904
CC,CCK,Cocos (Keeling) Islands,2020-12-19,2020-05-14,100,4,39818.0818999077,2,20795.3291967183,34,91,6,3,3047815.84123921,61,5,81,14,8,82,10,5,82,13,16,73,11,10,76,14,15,75,10,4,84,12,4,83,13,2,84,14,3,84,13,10,80,10,6,82,12,11,85,4,6,3,91,17,69,14,6,7,87,3,3,94,29,51,20,55,28,17,24,58,18,28,52,20,14,69,17,19,64,17,25,57,18,14,3,4,4,75,19,74,7,55,5,3,1,5,7,24,29,14,13,20,24,4,2,10,12,43,29,5,2,9,13,43,28,18,24,11,16,31,5,7,12,46,30,36,25,1,1,37,3,4,5,10,14,18,9,37,37,11,11,41,48.0902777777778,107.16326858235,94.4444444444445,96.9917904124231,4.93435943866003,2.77435510866284,0.04,0.0384072934108425,0.0130644645129602,0.000127480550433443,0.02,0.0274394957835608,0.00682302681000015,9.24177923167504e-05,0.0052623432905123,0.00176417672441904
