ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MU,MUS,Mauritius,2020-08-09,2020-04-29,100,2,33750.1571440755,1,20316.0362843981,34,90,10,0,3599171.4667993,69,3,95,2,10,88,2,6,92,2,20,77,3,10,87,3,17,81,2,7,91,2,4,94,2,8,91,1,7,90,3,8,91,1,13,83,4,15,81,4,6,6,88,22,68,10,10,7,83,0,9,1,90,25,59,16,45,43,12,15,70,15,24,62,14,11,75,14,18,68,14,30,55,15,15,8,2,4,71,10,90,0,40,11,7,6,5,12,19,40,13,12,15,20,4,5,7,18,43,23,7,9,5,17,40,22,27,17,11,21,24,13,10,21,34,22,36,37,0,0,27,14,18,19,7,6,6,1,29,31,17,22,30,11.5918367346939,13.6838397541311,41.9753086419753,49.3093590951643,5.39644970414201,6.53349968360083,0.02,0.0274394957835608,0.00937720179641487,9.95720876568216e-05,0.01,0.0195013954179879,0.0056446425161469,7.73990896639528e-05,0.005320813771518,0.00178372626217558
MU,MUS,Mauritius,2020-08-12,2020-04-29,100,1,20316.0362843981,1,20316.0362843981,34,90,10,0,3592274.76975219,69,2,96,2,10,88,2,5,93,2,19,78,3,10,87,3,16,82,2,7,91,2,3,95,2,7,92,1,7,90,3,9,90,1,12,84,4,15,81,4,6,6,88,22,68,10,10,7,83,0,9,1,90,25,59,16,45,43,12,15,70,15,24,62,14,11,75,14,18,68,14,30,55,15,15,8,2,4,71,10,90,0,40,11,7,6,5,12,19,39,13,12,16,20,3,5,7,18,44,23,7,8,5,18,40,22,26,18,11,21,24,13,10,20,35,22,36,37,0,0,27,13,18,19,7,7,6,1,29,30,18,22,30,11.3469387755102,13.7633177113264,41.9753086419753,49.3093590951643,5.44378698224852,6.50487370241635,0.01,0.0195013954179879,0.00565547949045101,7.75472632009064e-05,0.01,0.0195013954179879,0.00565547949045101,7.75472632009064e-05,0.005320813771518,0.00178372626217558
MU,MUS,Mauritius,2020-08-13,2020-05-03,100,1,20316.0362843981,1,20316.0362843981,34,90,10,0,3551220.81402906,69,2,95,3,10,87,3,5,92,3,18,78,4,10,86,4,17,81,2,8,90,2,2,95,3,7,91,2,7,89,4,10,89,1,13,83,4,15,81,4,6,6,88,23,67,10,10,8,82,0,9,1,90,25,58,17,45,43,12,15,70,15,24,62,14,11,74,15,17,68,15,30,55,15,15,8,2,4,71,10,90,0,40,11,7,6,5,12,19,39,12,13,16,20,3,5,7,19,43,23,7,8,4,19,40,22,25,19,11,21,24,12,10,20,36,22,36,37,0,0,27,13,17,19,7,8,6,1,29,30,18,22,30,11.265306122449,13.7887136048916,41.9753086419753,49.3093590951643,5.44378698224852,6.50487370241635,0.01,0.0195013954179879,0.00572085976860122,7.84411708466534e-05,0.01,0.0195013954179879,0.00572085976860122,7.84411708466534e-05,0.005320813771518,0.00178372626217558
MU,MUS,Mauritius,2020-08-15,2020-05-07,100,1,20316.0362843981,1,20316.0362843981,34,90,10,0,3568640.99567422,69,2,95,3,11,86,3,5,92,3,18,78,4,10,86,4,17,81,2,8,90,2,2,95,3,7,91,2,7,89,4,10,89,1,13,83,4,15,81,4,6,6,88,24,66,10,10,9,81,0,9,1,90,25,58,17,45,43,12,16,69,15,25,61,14,10,75,15,17,68,15,31,54,15,16,8,2,4,70,9,91,0,40,11,7,6,5,12,19,40,12,13,15,20,3,5,7,18,44,23,7,8,4,19,40,22,24,20,11,21,24,12,11,19,36,22,37,36,0,0,27,13,18,19,6,8,6,1,29,30,18,22,30,10.7253086419753,13.282853811188,41.9753086419753,49.3093590951643,5.49112426035503,6.49857307260392,0.01,0.0195013954179879,0.00569293361507209,7.80593595317878e-05,0.01,0.0195013954179879,0.00569293361507209,7.80593595317878e-05,0.005320813771518,0.00178372626217558
MU,MUS,Mauritius,2020-08-16,2020-05-08,100,1,20316.0362843981,1,20316.0362843981,34,90,10,0,3553144.88938078,69,2,95,3,11,86,3,5,92,3,17,79,4,10,86,4,16,82,2,8,90,2,2,95,3,6,92,2,7,89,4,10,89,1,12,84,4,15,81,4,6,6,88,25,65,10,10,10,80,0,9,1,90,25,58,17,45,43,12,16,69,15,25,61,14,10,75,15,17,68,15,31,54,15,16,8,2,4,70,9,91,0,41,11,7,6,5,11,19,39,13,13,15,20,3,5,7,19,44,22,7,8,4,19,41,21,24,21,11,21,23,12,11,19,36,22,37,36,0,0,27,13,19,18,6,8,6,1,29,29,19,22,30,10.7253086419753,13.282853811188,41.9753086419753,49.3093590951643,5.39644970414201,6.51081869870806,0.01,0.0195013954179879,0.00571776184672803,7.83988160414791e-05,0.01,0.0195013954179879,0.00571776184672803,7.83988160414791e-05,0.005320813771518,0.00178372626217558
MU,MUS,Mauritius,2020-08-17,2020-05-11,100,1,20316.0362843981,1,20316.0362843981,34,90,10,0,3556318.79312476,69,2,95,3,11,86,3,5,92,3,17,79,4,10,86,4,16,82,2,8,90,2,2,95,3,6,92,2,7,89,4,10,89,1,12,84,4,15,81,4,6,6,88,25,65,10,10,10,80,0,9,1,90,24,59,17,44,44,12,16,69,15,25,61,14,10,75,15,17,68,15,30,55,15,15,8,2,4,71,9,91,0,41,11,7,6,5,11,19,40,13,12,15,20,3,5,7,19,44,22,7,8,4,19,41,21,24,21,11,21,23,12,11,18,37,22,36,37,0,0,27,13,19,18,5,8,7,1,29,28,20,22,30,10.7253086419753,13.282853811188,41.9753086419753,49.3093590951643,5.37278106508876,6.52216905036425,0.01,0.0195013954179879,0.00571265892238739,7.83290485423926e-05,0.01,0.0195013954179879,0.00571265892238739,7.83290485423926e-05,0.005320813771518,0.00178372626217558
MU,MUS,Mauritius,2020-08-18,2020-05-11,100,1,20316.0362843981,1,20316.0362843981,34,90,10,0,3557170.86683073,69,2,95,3,11,86,3,5,92,3,17,79,4,10,86,4,16,82,2,8,90,2,2,95,3,6,92,2,7,89,4,10,89,1,12,84,4,15,81,4,6,6,88,25,65,10,10,10,80,0,9,1,90,24,59,17,45,43,12,17,68,15,26,60,14,10,75,15,18,67,15,31,54,15,15,9,2,4,70,9,91,0,40,12,7,6,5,11,19,39,14,12,15,20,3,5,8,19,43,22,7,8,4,19,41,21,24,22,10,21,23,12,11,18,37,22,35,38,0,0,27,13,18,18,5,9,7,1,29,28,20,22,30,10.7253086419753,13.282853811188,41.9753086419753,49.3093590951643,5.3491124260355,6.53341259988018,0.01,0.0195013954179879,0.00571129052974021,7.83103397318333e-05,0.01,0.0195013954179879,0.00571129052974021,7.83103397318333e-05,0.005320813771518,0.00178372626217558
MU,MUS,Mauritius,2020-08-20,2020-05-11,100,1,20316.0362843981,1,20316.0362843981,34,90,10,0,3555475.95219465,70,2,95,3,11,86,3,5,92,3,17,79,4,10,86,4,15,83,2,8,90,2,2,95,3,5,93,2,7,89,4,9,90,1,11,85,4,15,81,4,6,6,88,25,65,10,10,10,80,0,9,1,90,24,59,17,45,43,12,18,67,15,26,60,14,10,75,15,19,66,15,31,55,14,15,9,2,4,70,9,91,0,41,12,7,6,5,11,18,39,15,12,15,19,3,5,9,19,43,21,7,8,5,19,41,20,25,22,10,21,22,12,11,19,37,21,35,39,0,0,26,13,18,18,6,9,7,1,28,29,20,22,29,11.1020408163265,13.8552182423556,41.9753086419753,49.3093590951643,5.23415977961433,6.39067304731879,0.01,0.0195013954179879,0.00571401313285718,7.83475634272477e-05,0.01,0.0195013954179879,0.00571401313285718,7.83475634272477e-05,0.005320813771518,0.00178372626217558
MU,MUS,Mauritius,2020-08-22,2020-05-12,100,1,20316.0362843981,1,20316.0362843981,34,90,11,0,3590484.70611373,70,2,95,3,10,87,3,5,92,3,17,79,4,9,87,4,14,84,2,8,90,2,2,95,3,5,93,2,7,89,4,9,90,1,10,86,4,15,81,4,6,6,88,26,64,10,11,10,79,0,10,1,89,24,59,17,44,44,12,18,67,15,26,60,14,10,75,15,19,66,15,32,54,14,16,9,2,4,69,9,91,0,40,13,7,6,5,11,18,40,15,12,14,19,3,4,9,19,44,21,7,7,5,19,42,20,24,23,10,21,22,12,10,19,38,21,36,38,0,0,26,12,18,19,6,9,7,1,28,29,20,22,29,11.5916955017301,14.4440356157383,41.9753086419753,49.3093590951643,5.18824609733701,6.40656298716497,0.01,0.0195013954179879,0.0056582990730485,7.75858149805113e-05,0.01,0.0195013954179879,0.0056582990730485,7.75858149805113e-05,0.005320813771518,0.00178372626217558
MU,MUS,Mauritius,2020-08-23,2020-05-15,100,1,20316.0362843981,1,20316.0362843981,34,90,11,0,3606225.65400484,70,2,95,3,9,88,3,5,92,3,16,80,4,8,88,4,13,85,2,7,91,2,2,95,3,4,94,2,7,89,4,8,91,1,9,87,4,15,81,4,6,6,88,27,63,10,11,11,78,0,10,1,89,24,59,17,45,43,12,19,66,15,26,60,14,10,75,15,19,66,15,33,53,14,17,9,2,4,68,9,91,0,41,13,7,6,5,10,18,40,15,12,14,19,3,4,9,18,45,21,7,7,5,18,43,20,23,25,10,20,22,11,10,20,38,21,37,37,0,0,26,12,18,18,6,10,7,1,28,29,20,22,29,12.2130394857668,15.0276155436717,41.9753086419753,49.3093590951643,5.92286501377411,9.37296429915778,0.01,0.0195013954179879,0.00563360095390493,7.72481171359298e-05,0.01,0.0195013954179879,0.00563360095390493,7.72481171359298e-05,0.005320813771518,0.00178372626217558
