ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BS,BHS,Bahamas,2020-05-01,2020-05-01,233,1,3272.76768156582,1,3272.76768156582,14,231,2,0,1204590.91258319,213,2,224,7,15,212,6,7,220,6,30,197,6,38,191,4,30,199,4,25,201,7,9,218,6,21,205,7,7,220,6,32,196,5,74,153,6,9,223,1,4,4,225,4,222,7,2,0,231,0,2,2,229,61,161,11,117,108,8,10,210,13,57,164,12,4,215,14,41,181,11,72,153,8,45,16,6,5,161,21,212,0,146,15,3,2,0,54,13,103,55,32,30,13,3,9,37,61,105,18,0,12,38,62,103,18,99,78,22,16,18,74,66,47,29,17,96,115,1,4,17,56,71,33,24,21,5,1,22,175,19,21,18,7.8128418549346,18.7473601792899,50.96875,33.9295981987493,2.99974574704142,2.34278287052994,0.00429184549356223,0.00839379197738522,0.00271691214617211,9.29555499341621e-05,0.00429184549356223,0.00839379197738522,0.00271691214617211,9.29555499341621e-05,0.000853606487409304,0.000446947325461626
BS,BHS,Bahamas,2020-05-02,2020-05-02,177,0,0,0,0,5,177,0,0,988810.959278123,168,0,173,4,13,162,2,4,169,4,18,155,4,31,143,3,24,149,4,18,157,2,6,167,4,15,159,3,2,171,4,16,157,4,37,139,1,4,173,0,0,4,173,8,169,0,0,2,175,0,7,1,169,47,126,4,98,77,2,13,158,6,37,134,6,4,166,7,56,120,1,51,123,3,36,8,2,4,127,15,162,0,117,11,1,2,0,41,5,89,30,30,23,5,5,8,20,54,83,7,2,8,19,49,92,7,66,62,26,16,7,37,54,45,34,7,71,93,1,2,10,34,57,37,24,11,5,0,9,140,12,15,10,9.55739795918367,17.9794905232823,55.3125,22.125,2.8969921875,2.00008917498166,0,0,0,0,0,0,0,0,0.000397867430572133,0.000348670388057443
BS,BHS,Bahamas,2020-05-03,2020-05-03,352,3,7358.22387198233,0,0,61,352,2,0,1288335.04035667,327,5,338,9,33,311,8,8,335,9,50,293,9,59,284,9,51,295,6,49,295,8,14,329,9,24,319,9,8,335,9,37,307,8,97,249,6,22,330,0,7,15,330,16,332,4,2,4,346,0,13,2,337,85,259,8,190,151,11,16,321,15,67,272,13,3,337,12,68,275,9,102,245,5,76,13,6,7,250,41,311,0,243,23,3,3,2,66,12,172,78,47,43,12,4,22,57,90,161,18,5,26,57,88,159,17,154,114,37,31,16,94,95,93,55,15,171,150,2,9,20,84,113,76,24,18,9,1,27,293,24,16,19,8.86177959183674,15.3156950113571,44.3636363636364,44.9661729520838,2.89473684210526,2.18402269032505,0.00852272727272727,0.0096030112278664,0.00571142105235702,0.00013012537556512,0,0,0,0,0.00244078104993598,0.000611760369630751
BS,BHS,Bahamas,2020-05-04,2020-05-04,418,3,7473.00063558854,1,3208.67210273229,105,415,1,0,1141369.15637809,386,8,402,8,49,363,6,9,401,8,54,358,6,59,354,5,59,354,5,61,352,5,14,396,8,29,382,7,9,401,8,42,368,8,116,301,1,30,386,2,9,21,388,7,405,6,1,1,416,0,6,1,411,104,299,15,198,203,17,26,367,25,108,288,22,14,379,25,67,334,17,125,280,13,87,24,6,8,293,35,383,0,257,39,2,7,1,91,21,201,94,60,43,20,7,23,82,98,182,26,8,24,66,118,175,27,189,129,46,29,25,105,132,107,49,25,198,186,0,8,26,105,134,79,46,17,3,1,33,322,31,38,27,7.83732057416268,13.0130239677856,51.6908442330559,55.7601777711359,3.12916272397058,2.10046390100886,0.00717703349282297,0.00809223235037083,0.00654740019373104,0.000147959564260447,0.00239234449760766,0.00468329695250623,0.00281124830192046,9.71344562653072e-05,0.00356354997454607,0.000680394975820074
BS,BHS,Bahamas,2020-05-05,2020-05-05,389,4,11594.3878528943,2,5609.21522623504,69,388,0,0,1178889.73101221,362,7,370,12,34,346,9,12,365,12,48,329,12,57,322,10,43,335,11,50,332,7,21,357,11,24,356,9,10,367,12,36,342,11,104,276,9,25,364,0,7,17,365,11,369,9,0,7,382,0,10,0,379,110,259,20,207,170,12,24,343,22,90,281,18,10,357,22,84,289,16,120,257,12,88,15,8,8,270,31,358,0,261,27,4,0,1,84,12,179,89,64,43,14,10,11,67,92,188,21,11,22,55,102,179,20,168,147,39,15,20,102,124,87,58,18,184,182,2,1,20,110,124,62,41,12,5,3,32,315,27,26,21,8.51434799486399,17.8297000536806,45.9236111111111,65.4761310856748,3.20069325303736,3.65117788939796,0.0102827763496144,0.0100249923399466,0.0098350062333134,0.000178136371796056,0.0051413881748072,0.00710712852659145,0.00475804910219965,0.000124219648325682,0.00250471903586467,0.000590252706258457
BS,BHS,Bahamas,2020-05-06,2020-05-06,387,1,2043.20356426847,0,0,49,383,4,0,1169654.23424681,343,7,372,8,43,339,5,14,367,6,51,329,7,58,322,7,60,320,7,71,310,6,20,359,8,27,353,7,13,365,9,39,341,7,121,261,5,21,365,1,4,15,368,11,366,10,4,3,380,0,8,3,376,100,265,22,192,175,20,13,347,27,68,293,26,8,351,28,94,269,24,111,257,19,84,12,5,10,276,31,356,0,249,29,3,4,0,79,23,196,87,49,31,24,4,20,47,100,184,32,8,25,48,97,177,32,172,126,30,28,31,112,108,73,62,32,163,180,2,5,37,103,128,49,45,13,3,1,45,308,18,23,38,6.80102040816327,11.3978917464852,58.5277777777778,53.0783195526756,3.51652944051989,2.52283618066575,0.00258397932816537,0.00505795889765034,0.00174684407104649,7.56774967983445e-05,0,0,0,0,0.0018019343213327,0.000504077566874123
BS,BHS,Bahamas,2020-05-07,2020-05-06,100,2,4202.55187917402,0,0,16,99,2,0,388548.293565928,83,2,95,3,10,88,2,4,95,1,12,86,2,16,81,3,13,84,3,16,82,2,6,92,2,10,88,2,3,93,4,15,82,3,31,68,1,4,95,1,1,3,96,4,93,3,2,1,97,0,4,0,96,22,70,8,49,45,6,3,88,9,17,75,8,2,89,9,28,65,7,27,68,5,19,4,1,3,73,8,92,0,58,7,0,2,0,24,9,49,22,8,10,11,1,4,9,20,53,13,2,8,11,22,44,13,46,28,6,7,13,26,24,18,19,13,31,51,0,3,15,28,32,10,7,5,1,0,17,68,8,8,16,7.23852040816327,10.080955030163,100,64.5497224367903,4.19969640748861,3.76220176787423,0.02,0.0274394957835608,0.0108160348372781,0.000325235662619311,0,0,0,0,0.00227628396642481,0.00111408848846795
BS,BHS,Bahamas,2020-05-08,2020-05-06,100,2,4202.55187917402,0,0,16,99,2,0,384849.409438325,85,2,95,3,10,88,2,4,95,1,13,85,2,15,82,3,13,84,3,15,83,2,6,92,2,10,88,2,3,93,4,15,82,3,31,68,1,4,95,1,1,3,96,4,94,2,2,1,97,0,4,0,96,22,71,7,48,47,5,3,89,8,19,74,7,2,90,8,28,66,6,28,68,4,19,4,1,4,72,9,91,0,58,7,0,2,0,25,8,49,22,9,10,10,1,4,9,20,54,12,2,8,11,21,46,12,46,27,7,8,12,26,23,18,21,12,31,52,0,3,14,28,32,11,7,6,1,0,15,68,9,8,15,7.27040816326531,10.066206754302,100,64.5497224367903,4.05383752603749,3.63370659693559,0.02,0.0274394957835608,0.010919990458885,0.000328344329494457,0,0,0,0,0.00227628396642481,0.00111408848846795
BS,BHS,Bahamas,2020-05-09,2020-05-06,100,2,4202.55187917402,0,0,17,99,2,0,436870.170190572,83,2,95,3,10,88,2,4,95,1,10,88,2,17,80,3,12,85,3,16,82,2,6,92,2,8,90,2,3,93,4,15,82,3,31,68,1,5,94,1,1,4,95,4,94,2,2,1,97,0,4,0,96,20,73,7,50,45,5,4,88,8,20,73,7,3,89,8,25,69,6,29,66,5,20,4,1,4,71,10,90,0,56,7,0,3,1,24,9,49,21,9,10,11,1,4,7,21,54,13,2,7,10,20,48,13,44,29,7,7,13,25,21,19,22,13,28,52,0,4,16,24,31,11,10,6,1,0,17,64,11,8,17,7.51028806584362,10.6193084164635,68,52.1536192416212,4.05124653739612,3.79387632829558,0.02,0.0274394957835608,0.00961968146587069,0.000289436462451771,0,0,0,0,0.00241855171432636,0.00114829425082753
BS,BHS,Bahamas,2020-05-10,2020-05-06,100,2,4202.55187917402,0,0,17,99,2,0,435635.075669225,83,2,95,3,10,88,2,4,95,1,10,88,2,17,80,3,12,85,3,16,82,2,6,92,2,8,90,2,3,93,4,15,82,3,31,68,1,5,94,1,1,4,95,4,94,2,2,1,97,0,4,0,96,20,73,7,49,46,5,5,88,7,19,75,6,3,90,7,25,70,5,29,66,5,21,4,1,3,71,11,89,0,54,9,0,3,1,24,9,51,20,9,9,11,1,4,7,22,53,13,2,7,10,22,46,13,42,31,7,7,13,25,22,18,22,13,29,51,0,4,16,22,32,11,10,6,1,1,17,65,11,7,17,7.51028806584362,10.6193084164635,68,52.1536192416212,3.99930747922438,3.8161874533757,0.02,0.0274394957835608,0.00964695478828934,0.000290253064110297,0,0,0,0,0.00241855171432636,0.00114829425082753
