ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
WS,WSM,Samoa,2020-09-11,2020-04-27,100,9,80708.7135037525,4,26502.7430615974,69,91,8,1,3343707.74314433,66,11,82,7,15,77,8,9,84,7,13,78,9,14,79,7,18,73,9,9,83,8,8,86,6,5,89,6,4,87,9,12,80,8,17,70,13,24,76,0,13,6,81,21,68,11,8,5,87,1,9,1,89,40,43,17,49,34,17,26,55,19,31,50,19,23,60,17,24,58,18,36,49,15,17,11,2,4,66,6,94,0,40,8,8,3,10,9,22,37,12,12,16,23,4,5,8,10,49,24,5,6,6,13,45,25,22,16,7,27,28,14,7,17,35,27,41,23,3,33,18,12,12,10,9,3,2,34,32,10,25,33,10.9567901234568,11.4037735571322,30.2222222222222,34.3526683112945,6.79924751410911,6.97338887699462,0.09,0.0560905943465434,0.0241374903860038,0.000164503184413184,0.04,0.0384072934108425,0.0079261541670131,9.50467329521485e-05,0.0106794613836867,0.00250634821041506
WS,WSM,Samoa,2020-09-18,2020-05-02,100,9,80708.7135037525,4,26502.7430615974,69,91,9,1,3341932.84029131,65,11,82,7,15,77,8,9,84,7,13,78,9,13,80,7,18,73,9,9,83,8,8,86,6,5,89,6,4,87,9,12,80,8,17,70,13,24,76,0,13,6,81,22,67,11,9,5,86,1,10,1,88,40,42,18,48,34,18,26,54,20,31,49,20,23,59,18,24,57,19,36,48,16,17,11,2,4,66,6,94,0,40,8,7,3,10,9,23,36,12,12,16,24,4,5,8,9,49,25,5,6,6,12,45,26,22,15,7,27,29,13,7,17,35,28,41,22,3,34,18,12,11,10,9,3,2,35,31,10,25,34,10.7755102040816,11.5140858311094,30.2222222222222,34.3526683112945,7,7.11619992118458,0.09,0.0560905943465434,0.0241503098239154,0.000164589471091565,0.04,0.0384072934108425,0.00793036375299726,9.50970105787114e-05,0.0106794613836867,0.00250634821041506
WS,WSM,Samoa,2020-09-19,2020-05-05,100,10,96278.7499420141,5,42072.779499859,69,92,9,1,3357815.46627745,65,12,81,7,16,76,8,10,83,7,13,79,8,14,79,7,18,73,9,8,84,8,8,86,6,5,88,7,4,87,9,13,79,8,17,70,13,23,77,0,13,6,81,23,67,10,9,6,85,1,10,1,88,41,42,17,49,34,17,26,55,19,31,50,19,23,60,17,24,58,18,35,50,15,16,11,2,4,67,6,94,0,39,10,6,4,10,9,22,36,12,12,17,23,5,4,9,9,48,25,4,8,7,12,44,25,21,15,7,27,30,12,7,17,36,28,42,21,3,34,17,12,12,10,9,3,2,35,30,11,25,34,10.4938271604938,11.093460407177,30.2222222222222,34.3526683112945,6.9604944907283,7.08059930186781,0.1,0.0587989195362016,0.0286730318890189,0.000178500406991208,0.05,0.042716424707947,0.0125298069302485,0.000118974493777661,0.0105633802816901,0.00247925073269662
WS,WSM,Samoa,2020-09-20,2020-05-07,100,10,96278.7499420141,5,42072.779499859,69,91,10,1,3396543.22705007,64,12,80,8,16,75,9,10,83,7,13,78,9,14,79,7,18,72,10,8,83,9,8,86,6,5,88,7,4,86,10,13,79,8,17,69,14,24,76,0,14,6,80,24,66,10,10,6,84,1,11,1,87,41,41,18,49,33,18,27,54,19,31,49,20,23,59,18,24,57,19,35,49,16,16,11,2,4,67,6,94,0,39,10,5,4,10,9,23,35,12,12,17,24,5,4,9,9,47,26,4,8,7,12,43,26,21,14,7,27,31,12,7,16,36,29,41,21,3,35,16,12,12,10,9,3,2,36,30,10,25,35,10.4938271604938,11.093460407177,30.2222222222222,34.3526683112945,7.08333333333333,7.25915877109945,0.1,0.0587989195362016,0.0283460988145978,0.000176494820815093,0.05,0.042716424707947,0.0123869406886364,0.000117626441584893,0.0106794613836867,0.00250634821041506
WS,WSM,Samoa,2020-09-21,2020-05-08,100,10,96278.7499420141,5,42072.779499859,69,91,10,1,3486615.67193301,63,12,80,8,16,75,9,10,83,7,12,79,9,14,79,7,18,72,10,8,83,9,8,86,6,5,88,7,4,86,10,13,79,8,17,69,14,24,76,0,14,6,80,23,66,11,10,6,84,1,10,1,88,40,42,18,48,34,18,26,55,19,30,50,20,22,60,18,23,58,19,34,49,17,16,10,2,4,68,6,94,0,38,10,5,4,10,9,24,35,12,11,17,25,5,4,9,9,46,27,4,8,7,12,42,27,20,14,7,27,32,12,7,15,36,30,41,20,3,36,15,12,12,10,9,3,2,37,29,10,25,36,11.1020408163265,11.4237684985721,30.2222222222222,34.3526683112945,7.21057167480609,7.44535159631638,0.1,0.0587989195362016,0.0276138120748583,0.000172000070614925,0.05,0.042716424707947,0.0120669392495828,0.000114606269119457,0.0106794613836867,0.00250634821041506
WS,WSM,Samoa,2020-09-25,2020-05-10,100,10,96278.7499420141,5,42072.779499859,69,91,11,1,3478347.58674305,64,12,80,8,16,75,9,10,83,7,12,79,9,14,79,7,18,72,10,8,83,9,8,86,6,5,88,7,4,86,10,13,79,8,17,69,14,24,76,0,14,6,80,23,66,11,11,6,83,1,10,1,88,40,42,18,48,34,18,26,55,19,30,50,20,22,60,18,24,57,19,34,49,17,16,10,2,4,68,6,94,0,37,11,5,4,10,9,24,35,12,11,17,25,5,4,9,9,47,26,4,8,7,13,42,26,20,15,7,27,31,12,7,16,36,29,41,21,3,35,15,12,12,10,9,3,3,36,29,11,25,35,11.1020408163265,11.4237684985721,30.2222222222222,34.3526683112945,6.97222222222222,7.31643962343294,0.1,0.0587989195362016,0.0276794505267269,0.00017240309829186,0.05,0.042716424707947,0.0120956225479621,0.000114877022280951,0.0106794613836867,0.00250634821041506
WS,WSM,Samoa,2020-10-01,2020-05-11,100,10,96278.7499420141,5,42072.779499859,69,91,11,1,3444611.76945006,63,12,80,8,16,75,9,10,83,7,12,79,9,14,79,7,18,72,10,8,83,9,8,86,6,5,88,7,4,86,10,13,79,8,17,69,14,24,76,0,14,6,80,22,67,11,11,6,83,1,9,1,89,40,42,18,49,33,18,27,54,19,30,50,20,22,60,18,25,56,19,34,49,17,16,10,2,4,68,6,94,0,36,11,5,4,11,9,24,34,13,11,17,25,5,4,9,9,46,27,4,8,7,13,41,27,20,15,7,26,32,12,7,16,35,30,41,21,2,36,15,12,12,10,9,3,2,37,28,11,25,36,11.1020408163265,11.4237684985721,30.2222222222222,34.3526683112945,7.21057167480609,7.44535159631638,0.1,0.0587989195362016,0.027950537356895,0.000174067308278597,0.05,0.042716424707947,0.0122140845807352,0.000115995148889577,0.0106794613836867,0.00250634821041506
WS,WSM,Samoa,2020-10-02,2020-05-15,100,10,96278.7499420141,5,42072.779499859,69,91,11,1,3449301.88291315,63,12,80,8,16,75,9,10,83,7,12,79,9,13,80,7,18,72,10,8,83,9,8,86,6,5,88,7,4,86,10,13,79,8,16,70,14,24,76,0,14,6,80,22,67,11,11,6,83,1,9,1,89,41,41,18,50,32,18,27,54,19,30,50,20,22,60,18,25,56,19,34,49,17,16,10,2,4,68,6,94,0,35,11,5,5,11,9,24,34,13,11,17,25,5,4,9,9,46,27,4,8,7,13,41,27,20,15,6,27,32,12,7,16,35,30,41,20,3,36,15,12,12,10,9,3,2,37,27,11,26,36,11.1020408163265,11.4237684985721,30.2222222222222,34.3526683112945,7.26802642918702,7.42841928912945,0.1,0.0587989195362016,0.0279125322196214,0.000173834022206457,0.05,0.042716424707947,0.0121974767439972,0.000115838400794861,0.0106794613836867,0.00250634821041506
WS,WSM,Samoa,2020-10-03,2020-05-16,100,9,93050.3410903379,5,42072.779499859,69,91,12,2,3567457.87584209,62,11,81,8,15,76,9,9,84,7,12,80,8,13,80,7,18,73,9,8,83,9,8,86,6,5,88,7,4,86,10,13,79,8,15,71,14,24,76,0,14,6,80,23,67,10,12,6,82,2,9,1,88,41,40,19,50,31,19,27,53,20,31,48,21,22,59,19,25,55,20,34,48,18,16,10,2,4,68,6,94,0,34,11,5,5,11,9,25,33,13,11,17,26,5,4,9,9,45,28,4,8,7,14,39,28,19,16,6,26,33,12,7,16,34,31,42,18,3,37,14,12,13,9,9,3,2,38,26,11,26,37,11.4186851211073,11.9364624987269,30.2222222222222,34.3526683112945,7.43162901307967,7.63039772039688,0.09,0.0560905943465434,0.0260830945532534,0.000165389972223963,0.05,0.042716424707947,0.0117934902006174,0.000112024675522122,0.0106794613836867,0.00250634821041506
WS,WSM,Samoa,2020-10-08,2020-05-20,100,9,93050.3410903379,5,42072.779499859,69,91,12,2,3575056.36777198,62,11,81,8,15,76,9,9,84,7,12,80,8,13,80,7,18,73,9,8,83,9,8,86,6,5,88,7,4,86,10,13,79,8,15,71,14,24,76,0,14,6,80,23,66,11,12,6,82,2,9,1,88,41,40,19,50,31,19,28,52,20,31,48,21,22,59,19,25,55,20,34,48,18,16,10,2,4,68,6,94,0,34,11,5,5,11,9,25,32,13,11,18,26,5,4,10,9,44,28,5,8,7,14,38,28,20,16,6,25,33,12,7,16,34,31,43,17,3,37,13,12,13,10,9,3,2,38,27,11,25,37,11.4186851211073,11.9364624987269,30.2222222222222,34.3526683112945,7.49108204518431,7.62591847274326,0.09,0.0560905943465434,0.0260276570543496,0.000165043146381088,0.05,0.042716424707947,0.0117684240951085,0.000111787993911628,0.0106794613836867,0.00250634821041506
