"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-06-05,"RU","RUAD",463091,0,0,0
2020-06-05,"RU","RUAL",221050,0,0,0
2020-06-05,"RU","RUALT",2296773,0,0,0
2020-06-05,"RU","RUAMU",781850,0,0,0
2020-06-05,"RU","RUARK",1083695,0,0,0
2020-06-05,"RU","RUAST",997685,0,0,0
2020-06-05,"RU","RUBA",4016481,0,0,0
2020-06-05,"RU","RUBEL",1543087,0,0,0
2020-06-05,"RU","RUBRY",1183228,0,0,0
2020-06-05,"RU","RUBU",986132,0,0,0
2020-06-05,"RU","RUCE",1436981,0,0,0
2020-06-05,"RU","RUCHE",3444025,0,0,0
2020-06-05,"RU","RUCHU",49348,0,0,0
2020-06-05,"RU","RUCU",1231117,0,0,0
2020-06-05,"RU","RUDA",3132268,0,0,0
2020-06-05,"RU","RUIN",412529,0,0,0
2020-06-05,"RU","RUIRK",2375640,0,0,0
2020-06-05,"RU","RUIVA",987694,0,0,0
2020-06-05,"RU","RUKAM",311985,0,0,0
2020-06-05,"RU","RUKB",870197,0,0,0
2020-06-05,"RU","RUKC",465592,0,0,0
2020-06-05,"RU","RUKDA",5689538,0,0,0
2020-06-05,"RU","RUKEM",2634376,0,0,0
2020-06-05,"RU","RUKGD",1019601,0,0,0
2020-06-05,"RU","RUKGN",819299,0,0,0
2020-06-05,"RU","RUKHA",1302918,0,0,0
2020-06-05,"RU","RUKHM",1625501,0,0,0
2020-06-05,"RU","RUKIR",1251182,0,0,0
2020-06-05,"RU","RUKK",537513,0,0,0
2020-06-05,"RU","RUKL",275413,0,0,0
2020-06-05,"RU","RUKLU",1010930,0,0,0
2020-06-05,"RU","RUKO",840873,0,0,0
2020-06-05,"RU","RUKOS",628972,0,0,0
2020-06-05,"RU","RUKR",622484,0,0,0
2020-06-05,"RU","RUKRS",1098361,0,0,0
2020-06-05,"RU","RUKYA",2857567,0,0,0
2020-06-05,"RU","RULEN",1894038,0,0,0
2020-06-05,"RU","RULIP",1128181,0,0,0
2020-06-05,"RU","RUMAG",138991,0,0,0
2020-06-05,"RU","RUME",676184,0,0,0
2020-06-05,"RU","RUMO",805056,0,0,0
2020-06-05,"RU","RUMOS",7713326,0,0,0
2020-06-05,"RU","RUMOW",12636312,0.06,NA,NA
2020-06-05,"RU","RUMUR",733158,0,0,0
2020-06-05,"RU","RUNEN",44404,0,0,0
2020-06-05,"RU","RUNGR",593232,0,0,0
2020-06-05,"RU","RUNIZ",3177816,0,0,0
2020-06-05,"RU","RUNVS",2786412,0,0,0
2020-06-05,"RU","RUOMS",1904294,0,0,0
2020-06-05,"RU","RUORE",1945307,0,0,0
2020-06-05,"RU","RUORL",739465,0,0,0
2020-06-05,"RU","RUPER",2580639,0,0,0
2020-06-05,"RU","RUPNZ",1292211,0,0,0
2020-06-05,"RU","RUPRI",1879486,0,0,0
2020-06-05,"RU","RUPSK",621098,0,0,0
2020-06-05,"RU","RUROS",4185233,0,0,0
2020-06-05,"RU","RURYA",1098998,0,0,0
2020-06-05,"RU","RUSA",958528,0,0,0
2020-06-05,"RU","RUSAK",485627,0,0,0
2020-06-05,"RU","RUSAM",3155390,0,0,0
2020-06-05,"RU","RUSAR",2396961,0,0,0
2020-06-05,"RU","RUSE",701765,0,0,0
2020-06-05,"RU","RUSMO",921620,0,0,0
2020-06-05,"RU","RUSPE",5388759,0,0,0
2020-06-05,"RU","RUSTA",2794625,0,0,0
2020-06-05,"RU","RUSVE",4291886,0,0,0
2020-06-05,"RU","RUTA",3894507,0,0,0
2020-06-05,"RU","RUTAM",995761,0,0,0
2020-06-05,"RU","RUTOM",1070544,0,0,0
2020-06-05,"RU","RUTUL",1450675,0,0,0
2020-06-05,"RU","RUTVE",1246759,0,0,0
2020-06-05,"RU","RUTY",330327,0,0,0
2020-06-05,"RU","RUTYU",1542535,0,0,0
2020-06-05,"RU","RUUD",1513044,0,0,0
2020-06-05,"RU","RUULY",1219240,0,0,0
