"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECA",881394,0,0,NA,NA,NA,NA,394,8,0,0,NA,NA,NA,NA
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECB",209933,0,0,NA,NA,NA,NA,20,2,0,0,NA,NA,NA,NA
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECC",186869,0,0,NA,NA,NA,NA,158,5,0,0,NA,NA,NA,NA
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECD",161338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECE",643654,0.125,0.111111111111111,0,0,0,0,40,3,0.125,0.111111111111111,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECF",281396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECG",4387434,0.15,0.155555555555556,NA,NA,NA,NA,80,3,0.15,0.155555555555556,NA,NA,NA,NA
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECH",524004,0.0188679245283019,0.0144927536231884,NA,NA,NA,NA,53,3,0.0188679245283019,0.0144927536231884,NA,NA,NA,NA
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECI",476257,0.2,0.15,0,0,0,0,15,2,0.2,0.15,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECL",521154,0.0139784946236559,0.0128571428571429,0,0,0.0133333333333333,0.01,930,14,0.0139784946236559,0.0128571428571429,0,0,0.0133333333333333,0.01
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECM",1562079,0.1,0.1,0,0,0,0,20,1,0.1,0.1,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECN",133705,0.0333333333333333,0.0333333333333333,NA,NA,NA,NA,30,1,0.0333333333333333,0.0333333333333333,NA,NA,NA,NA
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECO",715751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECP",3228233,0.0428108108108108,0.0650058823529412,0.0167910447761194,0.0252249134948097,0.0345149253731343,0.0448039215686275,4625,50,0.0428108108108108,0.0650058823529412,0.0167910447761194,0.0252249134948097,0.0345149253731343,0.0448039215686275
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECR",921763,0,0,NA,NA,NA,NA,30,1,0,0,NA,NA,NA,NA
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECS",196535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECSD",458580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECSE",401178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECT",590600,0.0755968169761273,0.0713000872143729,0.0240728692257645,0.0127387251196775,0.0533506831489915,0.0413423018780162,3770,50,0.0755968169761273,0.0713000872143729,0.0240728692257645,0.0127387251196775,0.0533506831489915,0.0413423018780162
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECU",230503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECW",33042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECX",488716,0.0761904761904762,0.0772727272727273,0.0256410256410256,0.0166666666666667,0.0512820512820513,0.0388888888888889,210,11,0.0761904761904762,0.0772727272727273,0.0256410256410256,0.0166666666666667,0.0512820512820513,0.0388888888888889
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECY",114202,0.166666666666667,0.166666666666667,NA,NA,NA,NA,6,1,0.166666666666667,0.166666666666667,NA,NA,NA,NA
"EC",2020-10-16,17468736,0.0269230769230769,0.02,0.02,2080,19,0.0559902252105031,9610,0.00810430385762344,0.0175134581348396,9610,0.050818311742766,0.0102209033423235,0.0102209033423235,"ECZ",120416,0.2,0.15,NA,NA,NA,NA,15,2,0.2,0.15,NA,NA,NA,NA
