"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/13","NLDR",493682,0,0,NA,NA
"2020/04/14","NLDR",493682,0,0,NA,NA
"2020/04/15","NLDR",493682,0,0,NA,NA
"2020/04/16","NLDR",493682,0,0,NA,NA
"2020/04/17","NLDR",493682,0,0,NA,NA
"2020/04/18","NLDR",493682,0,0,NA,NA
"2020/04/19","NLDR",493682,0,0,NA,NA
"2020/04/20","NLDR",493682,0,0,NA,NA
"2020/04/21","NLDR",493682,0,0,NA,NA
"2020/04/22","NLDR",493682,0,0,NA,NA
"2020/04/23","NLDR",493682,0,0,NA,NA
"2020/04/24","NLDR",493682,0,0,NA,NA
"2020/04/25","NLDR",493682,0,0,NA,NA
"2020/04/26","NLDR",493682,0,0,NA,NA
"2020/04/27","NLDR",493682,0,0,NA,NA
"2020/04/13","NLFL",423021,0,0,NA,NA
"2020/04/14","NLFL",423021,0,0,NA,NA
"2020/04/15","NLFL",423021,0,0,NA,NA
"2020/04/16","NLFL",423021,0,0,NA,NA
"2020/04/17","NLFL",423021,0,0,NA,NA
"2020/04/18","NLFL",423021,0,0,NA,NA
"2020/04/19","NLFL",423021,0,0,NA,NA
"2020/04/20","NLFL",423021,0,0,NA,NA
"2020/04/21","NLFL",423021,0,0,NA,NA
"2020/04/22","NLFL",423021,0,0,NA,NA
"2020/04/23","NLFL",423021,0,0,NA,NA
"2020/04/24","NLFL",423021,0,0,NA,NA
"2020/04/25","NLFL",423021,0,0,NA,NA
"2020/04/26","NLFL",423021,0,0,NA,NA
"2020/04/27","NLFL",423021,0,0,NA,NA
"2020/04/13","NLFR",649957,0,0,NA,NA
"2020/04/14","NLFR",649957,0,0,NA,NA
"2020/04/15","NLFR",649957,0,0,NA,NA
"2020/04/16","NLFR",649957,0,0,NA,NA
"2020/04/17","NLFR",649957,0,0,NA,NA
"2020/04/18","NLFR",649957,0,0,NA,NA
"2020/04/19","NLFR",649957,0,0,NA,NA
"2020/04/20","NLFR",649957,0,0,NA,NA
"2020/04/21","NLFR",649957,0,0,NA,NA
"2020/04/22","NLFR",649957,0,0,NA,NA
"2020/04/23","NLFR",649957,0,0,NA,NA
"2020/04/24","NLFR",649957,0,0,NA,NA
"2020/04/25","NLFR",649957,0,0,NA,NA
"2020/04/26","NLFR",649957,0,0,NA,NA
"2020/04/27","NLFR",649957,0,0,NA,NA
"2020/04/13","NLGE",2085952,0,0,NA,NA
"2020/04/14","NLGE",2085952,0,0,NA,NA
"2020/04/15","NLGE",2085952,0,0,NA,NA
"2020/04/16","NLGE",2085952,0,0,NA,NA
"2020/04/17","NLGE",2085952,0,0,NA,NA
"2020/04/18","NLGE",2085952,0,0,NA,NA
"2020/04/19","NLGE",2085952,0,0,NA,NA
"2020/04/20","NLGE",2085952,0,0,NA,NA
"2020/04/21","NLGE",2085952,0,0,NA,NA
"2020/04/22","NLGE",2085952,0,0,NA,NA
"2020/04/23","NLGE",2085952,0,0,NA,NA
"2020/04/24","NLGE",2085952,0,0,NA,NA
"2020/04/25","NLGE",2085952,0,0,NA,NA
"2020/04/26","NLGE",2085952,0,0,NA,NA
"2020/04/27","NLGE",2085952,0,0,NA,NA
"2020/04/13","NLGR",585866,0,0,NA,NA
"2020/04/14","NLGR",585866,0,0,NA,NA
"2020/04/15","NLGR",585866,0,0,NA,NA
"2020/04/16","NLGR",585866,0,0,NA,NA
"2020/04/17","NLGR",585866,0,0,NA,NA
"2020/04/18","NLGR",585866,0,0,NA,NA
"2020/04/19","NLGR",585866,0,0,NA,NA
"2020/04/20","NLGR",585866,0,0,NA,NA
"2020/04/21","NLGR",585866,0,0,NA,NA
"2020/04/22","NLGR",585866,0,0,NA,NA
"2020/04/23","NLGR",585866,0,0,NA,NA
"2020/04/24","NLGR",585866,0,0,NA,NA
"2020/04/25","NLGR",585866,0,0,NA,NA
"2020/04/26","NLGR",585866,0,0,NA,NA
"2020/04/27","NLGR",585866,0,0,NA,NA
"2020/04/13","NLLI",1117201,0,0,NA,NA
"2020/04/14","NLLI",1117201,0,0,NA,NA
"2020/04/15","NLLI",1117201,0,0,NA,NA
"2020/04/16","NLLI",1117201,0,0,NA,NA
"2020/04/17","NLLI",1117201,0,0,NA,NA
"2020/04/18","NLLI",1117201,0,0,NA,NA
"2020/04/19","NLLI",1117201,0,0,NA,NA
"2020/04/20","NLLI",1117201,0,0,NA,NA
"2020/04/21","NLLI",1117201,0,0,NA,NA
"2020/04/22","NLLI",1117201,0,0,NA,NA
"2020/04/23","NLLI",1117201,0,0,NA,NA
"2020/04/24","NLLI",1117201,0,0,NA,NA
"2020/04/25","NLLI",1117201,0,0,NA,NA
"2020/04/26","NLLI",1117201,0,0,NA,NA
"2020/04/27","NLLI",1117201,0,0,NA,NA
"2020/04/13","NLNB",2562955,0,0,NA,NA
"2020/04/14","NLNB",2562955,0,0,NA,NA
"2020/04/15","NLNB",2562955,0,0,NA,NA
"2020/04/16","NLNB",2562955,0,0,NA,NA
"2020/04/17","NLNB",2562955,0,0,NA,NA
"2020/04/18","NLNB",2562955,0,0,NA,NA
"2020/04/19","NLNB",2562955,0,0,NA,NA
"2020/04/20","NLNB",2562955,0,0,NA,NA
"2020/04/21","NLNB",2562955,0,0,NA,NA
"2020/04/22","NLNB",2562955,0,0,NA,NA
"2020/04/23","NLNB",2562955,0,0,NA,NA
"2020/04/24","NLNB",2562955,0,0,NA,NA
"2020/04/25","NLNB",2562955,0,0,NA,NA
"2020/04/26","NLNB",2562955,0,0,NA,NA
"2020/04/27","NLNB",2562955,0,0,NA,NA
"2020/04/13","NLNH",2879527,0,0,NA,NA
"2020/04/14","NLNH",2879527,0,0,NA,NA
"2020/04/15","NLNH",2879527,0,0,NA,NA
"2020/04/16","NLNH",2879527,0,0,NA,NA
"2020/04/17","NLNH",2879527,0,0,NA,NA
"2020/04/18","NLNH",2879527,0,0,NA,NA
"2020/04/19","NLNH",2879527,0,0,NA,NA
"2020/04/20","NLNH",2879527,0,0,NA,NA
"2020/04/21","NLNH",2879527,0,0,NA,NA
"2020/04/22","NLNH",2879527,0,0,NA,NA
"2020/04/23","NLNH",2879527,0,0,NA,NA
"2020/04/24","NLNH",2879527,0,0,NA,NA
"2020/04/25","NLNH",2879527,0,0,NA,NA
"2020/04/26","NLNH",2879527,0,0,NA,NA
"2020/04/27","NLNH",2879527,0,0,NA,NA
"2020/04/13","NLOV",1162406,0,0,NA,NA
"2020/04/14","NLOV",1162406,0,0,NA,NA
"2020/04/15","NLOV",1162406,0,0,NA,NA
"2020/04/16","NLOV",1162406,0,0,NA,NA
"2020/04/17","NLOV",1162406,0,0,NA,NA
"2020/04/18","NLOV",1162406,0,0,NA,NA
"2020/04/19","NLOV",1162406,0,0,NA,NA
"2020/04/20","NLOV",1162406,0,0,NA,NA
"2020/04/21","NLOV",1162406,0,0,NA,NA
"2020/04/22","NLOV",1162406,0,0,NA,NA
"2020/04/23","NLOV",1162406,0,0,NA,NA
"2020/04/24","NLOV",1162406,0,0,NA,NA
"2020/04/25","NLOV",1162406,0,0,NA,NA
"2020/04/26","NLOV",1162406,0,0,NA,NA
"2020/04/27","NLOV",1162406,0,0,NA,NA
"2020/04/13","NLUT",1354834,1,15,NA,NA
"2020/04/14","NLUT",1354834,1,15,NA,NA
"2020/04/15","NLUT",1354834,1,15,NA,NA
"2020/04/16","NLUT",1354834,1,15,NA,NA
"2020/04/17","NLUT",1354834,1,15,NA,NA
"2020/04/18","NLUT",1354834,1,15,NA,NA
"2020/04/19","NLUT",1354834,1,15,NA,NA
"2020/04/20","NLUT",1354834,1,15,NA,NA
"2020/04/21","NLUT",1354834,1,15,NA,NA
"2020/04/22","NLUT",1354834,1,15,NA,NA
"2020/04/23","NLUT",1354834,1,15,NA,NA
"2020/04/24","NLUT",1354834,1,15,NA,NA
"2020/04/25","NLUT",1354834,1,15,NA,NA
"2020/04/26","NLUT",1354834,1,15,NA,NA
"2020/04/27","NLUT",1354834,1,15,NA,NA
"2020/04/13","NLZE",383488,0,0,NA,NA
"2020/04/14","NLZE",383488,0,0,NA,NA
"2020/04/15","NLZE",383488,0,0,NA,NA
"2020/04/16","NLZE",383488,0,0,NA,NA
"2020/04/17","NLZE",383488,0,0,NA,NA
"2020/04/18","NLZE",383488,0,0,NA,NA
"2020/04/19","NLZE",383488,0,0,NA,NA
"2020/04/20","NLZE",383488,0,0,NA,NA
"2020/04/21","NLZE",383488,0,0,NA,NA
"2020/04/22","NLZE",383488,0,0,NA,NA
"2020/04/23","NLZE",383488,0,0,NA,NA
"2020/04/24","NLZE",383488,0,0,NA,NA
"2020/04/25","NLZE",383488,0,0,NA,NA
"2020/04/26","NLZE",383488,0,0,NA,NA
"2020/04/27","NLZE",383488,0,0,NA,NA
"2020/04/13","NLZH",3708696,0,0,NA,NA
"2020/04/14","NLZH",3708696,0,0,NA,NA
"2020/04/15","NLZH",3708696,0,0,NA,NA
"2020/04/16","NLZH",3708696,0,0,NA,NA
"2020/04/17","NLZH",3708696,0,0,NA,NA
"2020/04/18","NLZH",3708696,0,0,NA,NA
"2020/04/19","NLZH",3708696,0,0,NA,NA
"2020/04/20","NLZH",3708696,0,0,NA,NA
"2020/04/21","NLZH",3708696,0,0,NA,NA
"2020/04/22","NLZH",3708696,0,0,NA,NA
"2020/04/23","NLZH",3708696,0,0,NA,NA
"2020/04/24","NLZH",3708696,0,0,NA,NA
"2020/04/25","NLZH",3708696,0,0,NA,NA
"2020/04/26","NLZH",3708696,0,0,NA,NA
"2020/04/27","NLZH",3708696,0,0,NA,NA
