"date","region","regionname","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","cases","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error","p_vaccinated","p_vaccinated_error","p_refusevaccine","p_refusevaccine_error","p_longcovid","p_longcovid_error","p_vaccinesideeffects","p_vaccinesideeffects_error"
"2020/03/22","FR69","département:Rhône",1756069,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","FR69","département:Rhône",1756069,2,55,2,55,0.0181818181818182,0.0353102617297846,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","FR69","département:Rhône",1756069,2,55,2,55,0.0181818181818182,0.0353102617297846,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","FR69","département:Rhône",1756069,2,55,2,55,0.0181818181818182,0.0353102617297846,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","FR69","département:Rhône",1756069,2,55,2,55,0.0181818181818182,0.0353102617297846,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","FR69","département:Rhône",1756069,2,55,2,55,0.0181818181818182,0.0353102617297846,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","FR69","département:Rhône",1756069,2,55,2,55,0.0181818181818182,0.0353102617297846,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","FR69","département:Rhône",1756069,2,55,2,55,0.0181818181818182,0.0353102617297846,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/30","FR69","département:Rhône",1756069,4,110,4,110,0.0181818181818182,0.0249681255146025,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/31","FR69","département:Rhône",1756069,4,110,4,110,0.0181818181818182,0.0249681255146025,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/01","FR69","département:Rhône",1756069,4,110,4,110,0.0181818181818182,0.0249681255146025,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/02","FR69","département:Rhône",1756069,4,110,4,110,0.0181818181818182,0.0249681255146025,31928.5272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/03","FR69","département:Rhône",1756069,5,135,5,135,0.0148148148148148,0.0203792527964805,26015.837037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/04","FR69","département:Rhône",1756069,5,135,5,135,0.0148148148148148,0.0203792527964805,26015.837037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/05","FR69","département:Rhône",1756069,5,135,5,135,0.0148148148148148,0.0203792527964805,26015.837037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/06","FR69","département:Rhône",1756069,6,170,4,115,0.0117647058823529,0.0162085568146735,20659.6352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/07","FR69","département:Rhône",1756069,7,205,5,150,0.0146341463414634,0.016438175450644,25698.5707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/08","FR69","département:Rhône",1756069,7,205,5,150,0.0146341463414634,0.016438175450644,25698.5707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/09","FR69","département:Rhône",1756069,7,205,5,150,0.0146341463414634,0.016438175450644,25698.5707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/10","FR69","département:Rhône",1756069,7,205,5,150,0.0146341463414634,0.016438175450644,25698.5707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/11","FR69","département:Rhône",1756069,7,205,5,150,0.0146341463414634,0.016438175450644,25698.5707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/12","FR69","département:Rhône",1756069,7,205,5,150,0.0146341463414634,0.016438175450644,25698.5707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/13","FR69","département:Rhône",1756069,7,205,3,95,0.0146341463414634,0.016438175450644,25698.5707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/14","FR69","département:Rhône",1756069,7,205,3,95,0.0146341463414634,0.016438175450644,25698.5707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/15","FR69","département:Rhône",1756069,7,205,3,95,0.0146341463414634,0.016438175450644,25698.5707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/16","FR69","département:Rhône",1756069,9,275,5,165,0.0327272727272727,0.021028636956661,57471.3490909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
