ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
GT,GTM,Guatemala,Alta Verapaz,2020-05-04,2020-05-02,112,49,3,0,0,0,0,0,0,0,0,0.00100300667958818,0.000982435418537366,0,0,,,0.00340245643722664,,,0.00340245643722664
GT,GTM,Guatemala,Alta Verapaz,2020-05-05,2020-05-03,141,45,3,0,0,0,0,0,0,0,0,0.000796714525630328,0.000780454802361619,1,0,,,0.00345304427154095,,,0.00345304427154095
GT,GTM,Guatemala,Alta Verapaz,2020-05-06,2020-05-04,144,50,3,0,0,0,0,0,0,0,0,0.00175526168927932,0.00114574303303978,3,0,,,0.00349990142226943,,,0.00349990142226943
GT,GTM,Guatemala,Alta Verapaz,2020-05-07,2020-05-06,104,54,2,0,0,0,0,0,0,0,0,0.00297044285878038,0.00175277821782624,2,0,,,0.00354274476022332,,,0.00354274476022332
GT,GTM,Guatemala,Alta Verapaz,2020-05-08,2020-05-07,107,53,2,0,0,0,0,0,0,0,0,0.00105978064258374,0.00103801547356235,0,0,,,0.00358115245067977,,,0.00358115245067977
GT,GTM,Guatemala,Alta Verapaz,2020-05-09,2020-05-07,153,46,3,0.0065359477124183,0.0127682900213672,0.00723903507147661,0.000105960819369631,0.0065359477124183,0.0127682900213672,0.00723903507147661,0.000105960819369631,0.000743951974264081,0.000728788294793902,1,0,,,0.00361505845959957,,,0.00361505845959957
GT,GTM,Guatemala,Alta Verapaz,2020-05-10,2020-05-08,144,45,3,0.00694444444444444,0.0135635187350798,0.00733954856357104,0.000107426639189128,0.00694444444444444,0.0135635187350798,0.00733954856357104,0.000107426639189128,0.000197775964989219,0.00038759543416973,2,0,,,0.00364429617260976,,,0.00364429617260976
GT,GTM,Guatemala,Alta Verapaz,2020-05-11,2020-05-09,144,53,3,0.00694444444444444,0.0135635187350798,0.00704907174394862,0.000103190116986817,0.00694444444444444,0.0135635187350798,0.00704907174394862,0.000103190116986817,0.000796714525630328,0.000780454802361619,2,0,,,0.0036689026526199,,,0.0036689026526199
GT,GTM,Guatemala,Alta Verapaz,2020-05-12,2020-05-11,111,58,2,0,0,0,0,0,0,0,0,0.00128826546002152,0.00112846612891925,0,0,,,0.00368872734919202,,,0.00368872734919202
GT,GTM,Guatemala,Alta Verapaz,2020-05-13,2020-05-12,106,48,2,0.00943396226415094,0.0184028015418055,0.00437212812925157,9.88991387475537e-05,0,0,0,0,0.00106987379156073,0.00104789604127941,0,0,,,0.00370395649671462,,,0.00370395649671462
