ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cases_active
IQ,IRQ,Iraq,Al-Anbar,2020-05-07,2020-05-01,100,7,7,0.01,0.0195013954179879,0.01635447114471,0.000111414393533383,0.01,0.0195013954179879,0.01635447114471,0.000111414393533383,0.00208616124065001,0.00113284582853398,2,0,0.011511167474332,0.011511167474332
IQ,IRQ,Iraq,Al-Anbar,2020-05-08,2020-05-02,103,19,7,0.00970873786407767,0.018936178546626,0.017256489282963,0.000117505453528889,0.00970873786407767,0.018936178546626,0.017256489282963,0.000117505453528889,0.0018679166800897,0.00105586641490421,2,0,0.0114836276447836,0.0114836276447836
IQ,IRQ,Iraq,Al-Anbar,2020-05-09,2020-05-02,116,13,8,0.00862068965517241,0.0168232549815172,0.015757703552639,0.000107381489216052,0.00862068965517241,0.0168232549815172,0.015757703552639,0.000107381489216052,0.00165302361069885,0.000934495637420144,2,0,0.0114543733644774,0.0114543733644774
IQ,IRQ,Iraq,Al-Anbar,2020-05-10,2020-05-04,109,18,7,0.018348623853211,0.0251950503612202,0.0199748325334875,0.000129028747714778,0.018348623853211,0.0251950503612202,0.0199748325334875,0.000129028747714778,0.00220273193406805,0.00111348729170818,2,0,0.0114234786349111,0.0114234786349111
IQ,IRQ,Iraq,Al-Anbar,2020-05-11,2020-05-05,106,18,7,0.0188679245283019,0.0259012641269205,0.021408574672449,0.000138188905804513,0.0188679245283019,0.0259012641269205,0.021408574672449,0.000138188905804513,0.00226688917486615,0.00114588211915707,2,0,0.0113910574214941,0.0113910574214941
IQ,IRQ,Iraq,Al-Anbar,2020-05-12,2020-05-05,117,11,8,0.0170940170940171,0.0234873065658838,0.018776631268341,0.000121363010283669,0.0170940170940171,0.0234873065658838,0.018776631268341,0.000121363010283669,0.00614446276345297,0.00178972943841622,3,0,0.0113574404660863,0.0113574404660863
IQ,IRQ,Iraq,Al-Anbar,2020-05-13,2020-05-08,100,21,6,0.01,0.0195013954179879,0.00205978821721201,4.29765753314497e-05,0.01,0.0195013954179879,0.00205978821721201,4.29765753314497e-05,0.00619462164315463,0.0019381225940272,3,0,0.0113227190087651,0.0113227190087651
IQ,IRQ,Iraq,Al-Anbar,2020-05-14,2020-05-09,101,20,6,0.0099009900990099,0.0193092777830645,0.00194722575112005,4.06303002268145e-05,0.0099009900990099,0.0193092777830645,0.00194722575112005,4.06303002268145e-05,0.00638204865697316,0.00194726917095255,5,0,0.0112871603218886,0.0112871603218886
IQ,IRQ,Iraq,Al-Anbar,2020-05-15,2020-05-10,112,24,6,0.00892857142857143,0.0174213797031353,0.00182438096254767,3.8069395847019e-05,0.00892857142857143,0.0174213797031353,0.00182438096254767,3.8069395847019e-05,0.0057495933846605,0.00175485478186923,6,0,0.0112512089569691,0.0112512089569691
IQ,IRQ,Iraq,Al-Anbar,2020-05-16,2020-05-11,113,19,6,0,0,0,0,0,0,0,0,0.00486436635440027,0.00160761290418509,5,0,0.0112150256254491,0.0112150256254491
