ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
BW,BWA,Botswana,North-East,2020-05-04,2020-05-03,61,2,122,1471263.11160472,0,0,92,75,0,0,0,0,0,0,19,5338.4170212766,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-05,2020-05-04,60,2,121,1416376.59353065,0,0,86,66,0,0,0,0,0,0,15,5294.29787234043,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-06,2020-05-05,77,2,137,1442736.86042103,0,0,102,78,0,0,0,0,0,0,17,5867.84680851064,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-07,2020-05-05,10,3,147,1522472.32222283,0,0,108,83,0,0,0,0,0,0,17,6309.03829787234,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-08,2020-05-05,11,4,158,1621056.71220039,0,0,114,90,0,0,0,0,0,0,17,6750.22978723404,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-09,2020-05-06,7,4,105,1075185.83505577,0,0,77,64,0,0,0,0,0,0,9,4456.03404255319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-10,2020-05-06,9,5,114,1176611.97410218,0,0,82,68,0,0,0,0,0,0,9,4853.10638297872,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-11,2020-05-06,5,6,119,1320750.92549842,0,0,87,72,0,0,0,0,0,0,9,5073.70212765957,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-12,2020-05-06,4,7,123,1370478.55748596,0,0,90,74,0,0,0,0,0,0,9,5250.17872340426,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-13,2020-05-06,6,8,129,1526343.59879949,0,0,95,79,0,0,0,0,0,0,9,5514.89361702128,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-05-28,2020-05-06,1,9,130,1530330.41128076,0,0,95,79,0,0,0,0,0,0,9,5559.01276595745,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,BWA,Botswana,North-East,2020-06-26,2020-05-06,1,10,131,1541497.96974724,0,0,95,79,0,0,0,0,0,0,9,5603.13191489362,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
