ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
BA,BIH,Bosnia and Herzegovina,Brčko,2020-05-26,2020-05-01,7,25,100,1153258.78523134,0,0,0,0,0,0,0,0,0,0,2,3184.33703623956,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-05-27,2020-05-03,6,24,104,1072571.09877799,0,0,0,0,0,0,0,0,0,0,2,3281.81674143056,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-05-28,2020-05-05,5,23,100,1066059.85860607,0,0,0,0,0,0,0,0,0,0,2,3151.84380117589,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-05-29,2020-05-05,2,24,102,1093900.679165,0,0,0,0,0,0,0,0,0,0,2,3216.83027130322,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-05-30,2020-05-05,2,25,104,1108382.3951523,0,0,0,0,0,0,0,0,0,0,2,3281.81674143056,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-05-31,2020-05-05,1,26,105,1122740.69498127,0,0,0,0,0,0,0,0,0,0,2,3314.30997649423,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-01,2020-05-07,5,25,100,1060701.79194175,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,14,3151.84380117589,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-02,2020-05-07,2,26,102,1091371.46857821,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,14,3216.83027130322,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-03,2020-05-08,6,26,103,1125725.27059851,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,14,3249.32350636689,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-04,2020-05-10,6,25,102,1151569.01134937,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,14,3216.83027130322,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-05,2020-05-11,3,25,102,1165824.53542541,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,14,3216.83027130322,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-06,2020-05-11,3,26,105,1229563.84716253,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,14,3314.30997649423,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-07,2020-05-11,2,27,107,1248917.24373758,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,14,3379.29644662157,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-08,2020-05-12,5,27,102,1213697.10675473,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,31,3216.83027130322,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00556328233657858,0.00171893362860763,0.00940763104454953,0.00276255408649346,0.00273675848159072,0.0027883496913962,0.00556328233657858,0.00171893362860763,0.00940763104454953,0.00276255408649346,0.00273675848159072,0.0027883496913962,0.00310620242335754,0.00259429345778663,0.00361811138892845,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-09,2020-05-16,8,24,100,1222373.76092018,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,31,3151.84380117589,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0062586926286509,0.00218257103294154,0.0103348142243603,0.00309442595304498,0.00306718850067582,0.00312166340541413,0.0062586926286509,0.00218257103294154,0.0103348142243603,0.00309442595304498,0.00306718850067582,0.00312166340541413,0.00374774946413859,0.00318543553861265,0.00431006338966452,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-10,2020-05-17,6,24,100,1242790.55743236,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,31,3151.84380117589,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00697350069735007,0.00266645619938101,0.0112805451953191,0.00340199789524723,0.00337359421086454,0.00343040157962992,0.00697350069735007,0.00266645619938101,0.0112805451953191,0.00340199789524723,0.00337359421086454,0.00343040157962992,0.00439967795865262,0.0037897409916918,0.00500961492561344,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-11,2020-05-17,2,25,102,1270310.33688768,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,31,3216.83027130322,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00766016713091922,0.00315075212275831,0.0121695821390801,0.00369544261957284,0.00366602911245955,0.00372485612668613,0.00766016713091922,0.00315075212275831,0.0121695821390801,0.00369544261957284,0.00366602911245955,0.00372485612668613,0.00503360486725353,0.00438188044644039,0.00568532928806667,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-12,2020-05-18,3,25,100,1255793.30703778,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,31,3151.84380117589,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00836820083682008,0.00365338443972125,0.0130830172339189,0.00399186062993512,0.0039614449995226,0.00402227626034764,0.00836820083682008,0.00365338443972125,0.0130830172339189,0.00399186062993512,0.0039614449995226,0.00402227626034764,0.0056819961576569,0.00498929627091876,0.00637469604439504,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-13,2020-05-18,3,26,103,1284443.98806811,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,31,3216.83027130322,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00907187718073971,0.00416285885034574,0.0139808955111337,0.00427888526172776,0.0042475662207731,0.00431020430268241,0.00907187718073971,0.00416285885034574,0.0139808955111337,0.00427888526172776,0.0042475662207731,0.00431020430268241,0.00633225332227725,0.00560070342839352,0.00706380321616098,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-14,2020-05-19,3,26,100,1261207.57649991,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,31,3119.35056611222,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745,0.00469364385152869,0.0149141992857262,0.00457010537741792,0.00453787627819935,0.00460233447663649,0.00980392156862745,0.00469364385152869,0.0149141992857262,0.00457010537741792,0.00453787627819935,0.00460233447663649,0.00700457050901182,0.00623375942646348,0.00777538159156016,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-15,2020-05-19,4,27,104,1324768.18184799,0,0,0,0,0,0,1,5492.05552122563,1,5492.05552122563,31,3249.32350636689,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00977653631284916,0.00468046264645688,0.0148726099792414,0.00449948353322617,0.00446775134474146,0.00453121572171087,0.00977653631284916,0.00468046264645688,0.0148726099792414,0.00449948353322617,0.00446775134474146,0.00453121572171087,0.00736662682744492,0.00657714496737312,0.00815610868751673,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-16,2020-05-22,6,25,100,1254118.89078451,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,31,3151.84380117589,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0104895104895105,0.00520909757835991,0.0157699234006611,0.00495753774994671,0.0049243946236936,0.00499068087619982,0.00979020979020979,0.00468704398189761,0.014893375598522,0.0044570352723696,0.00442560177614789,0.00448846876859131,0.00775501605405044,0.00694456361275991,0.00856546849534096,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-17,2020-05-22,1,26,101,1263079.92818807,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,31,3184.33703623956,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0112044817927171,0.00574523007341382,0.0166637335120204,0.00541492615525643,0.00538043285172173,0.00544941945879113,0.00980392156862745,0.00469364385152869,0.0149141992857262,0.00442182832393741,0.00439064257531286,0.00445301407256197,0.00814452860452176,0.00731353496832284,0.00897552224072069,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-18,2020-05-22,2,27,103,1290651.29550238,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,31,3249.32350636689,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0118964310706788,0.00627506902749191,0.0175177931138657,0.00586456709469771,0.00582882102013684,0.00590031316925858,0.00979706088173548,0.00469034159504954,0.0149037801684214,0.00438674080087894,0.00435580196821364,0.00441767963354424,0.00851666826968739,0.00766736823020862,0.00936596830916615,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-19,2020-05-23,4,27,101,1230321.02420234,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,40,3184.33703623956,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0126050420168067,0.0068187334611497,0.0183913505724637,0.00633386897787726,0.0062967970811303,0.00637094087462423,0.00980392156862745,0.00469364385152869,0.0149141992857262,0.00437065799147449,0.00433983233877616,0.00440148364417282,0.00910139945150109,0.00822336972399704,0.00997942917900514,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-20,2020-05-26,7,26,104,1381998.16251018,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,41,3281.81674143056,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0133146461107218,0.00736775126569532,0.0192615409557483,0.00676604421506021,0.00672790166251011,0.00680418676761031,0.00981079187105816,0.00469695076114913,0.0149246329809672,0.00433311174706864,0.0043025503266584,0.00436367316747889,0.00970924575570245,0.00880232006920419,0.0106161714422007,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-21,2020-05-27,6,26,103,1377284.0598283,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,39,3249.32350636689,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0140548137737175,0.00793857299155178,0.0201710545558832,0.00720054065428885,0.0071613425874796,0.00723973872109811,0.00983836964160225,0.00471022512829596,0.0149665141549085,0.00430199034635743,0.00427164795087357,0.00433233274184128,0.0102957681812651,0.00936077359252177,0.0112307627700085,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-22,2020-05-28,5,26,102,1402359.20155703,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,40,3249.32350636689,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0147575544624034,0.00849250657257764,0.0210226023522291,0.00760337269521446,0.00756331214043986,0.00764343324998905,0.00983836964160225,0.00471022512829596,0.0149665141549085,0.00425705374096069,0.0042270276106062,0.00428707987131517,0.0104891582920727,0.00954585775882382,0.0114324588253216,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-23,2020-05-29,4,26,101,1482549.89265066,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,40,3249.32350636689,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0154494382022472,0.00904371078358187,0.0218551656209125,0.00796665844798351,0.00792595167077168,0.00800736522519534,0.0098314606741573,0.00470689950741464,0.0149560218409,0.00419660164309967,0.00416700099894772,0.00422620228725161,0.0106668089839025,0.0097166721776656,0.0116169457901393,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-24,2020-06-01,5,24,101,1521120.64916538,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,40,3249.32350636689,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.016140350877193,0.00959754975754608,0.0226831519968399,0.00831165076425959,0.00827039137528665,0.00835291015323253,0.00982456140350877,0.00470357857920865,0.0149455442278089,0.00413380378759237,0.00410464516746995,0.00416296240771479,0.010843690069847,0.00988683152582919,0.0118005486138649,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-25,2020-06-01,2,25,103,1561431.92106138,0,0,0,0,0,0,2,14126.2756212256,1,5492.05552122563,40,3314.30997649423,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0168302945301543,0.0101538010317998,0.0235067880285087,0.00864061572264924,0.00859888008517976,0.00868235136011872,0.00981767180925666,0.00470026233375261,0.0149350812847607,0.00407009983607181,0.00404138964641268,0.00409881002573095,0.0110198065401463,0.0100563377214397,0.0119832753588529,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-26,2020-06-03,9,24,105,1561771.51405601,0,0,0,0,0,0,1,8634.2201,0,0,28,3379.29644662157,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0167714884696017,0.0101181240717668,0.0234248528674365,0.00866657403454284,0.00862511073997898,0.00870803732910669,0.00908455625436758,0.00416870841175272,0.0140004040969824,0.00371913978661932,0.00369191011832915,0.00374636945490949,0.0108983258547633,0.0099425305913197,0.0118541211182068,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-27,2020-06-04,2,24,101,1511145.98021898,0,0,0,0,0,0,1,8634.2201,0,0,28,3249.32350636689,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0167949615115465,0.0101323647280893,0.0234575582950038,0.00872719216684544,0.00868582890629977,0.00876855542739111,0.00839748075577327,0.00366623730163296,0.0131287242099136,0.00339298377080385,0.00336712345876017,0.00341884408284753,0.0108243822758356,0.00987214063733619,0.0117766239143349,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-28,2020-06-04,3,25,104,1554054.19213118,0,0,0,0,0,0,1,8634.2201,0,0,28,3346.8032115579,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0167480809490579,0.0101039233883767,0.0233922385097391,0.00875693534041679,0.00871581112495144,0.00879805955588214,0.00767620376831821,0.00315738476767794,0.0121950227689585,0.00306403956752177,0.0030396439234169,0.00308843521162664,0.010704569313427,0.00975992050687133,0.0116492181199827,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-29,2020-06-06,5,24,100,1501369.612306,0,0,0,0,0,0,1,8634.2201,0,0,28,3184.33703623956,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0167949615115465,0.0101323647280893,0.0234575582950038,0.0088371473100022,0.0087960206247479,0.00887827399525651,0.00699790062981106,0.00267583909741077,0.0113199621622113,0.0027607624572529,0.00273770510943069,0.00278381980507511,0.0106539499189221,0.0097108407115728,0.0115970591262713,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-06-30,2020-06-08,7,23,102,1533600.21016734,0,0,0,0,0,0,1,8634.2201,0,0,29,3249.32350636689,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0160726764500349,0.00955708438401988,0.02258826851605,0.00844246250064748,0.00840253618819526,0.0084823888130997,0.00628930817610063,0.00219331057799887,0.0103853057742024,0.00245026235726843,0.00242868793154694,0.00247183678298992,0.0105873451302405,0.00964816190582086,0.0115265283546601,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-04,2020-06-10,3,25,102,1625136.40512221,0,0,1,2,,,1,8634.2201,0,0,12,4924.42246507775,0,0,,,,0.000698324022346369,0,0.00206653597769415,0.00139664804469274,0,0.00333091574896344,,,,,,,0.0153631284916201,0.00899290805827899,0.0217333489249612,0.00802615914251773,0.0079875662875266,0.00806475199750886,0.00558659217877095,0.00172618110977141,0.00944700324777049,0.00213960967478058,0.0021196246319698,0.00215959471759137,0.00979717577213826,0.00891011764150026,0.0106842339027763,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-05,2020-06-10,2,26,104,1644706.09107824,0,0,1,2,,,1,8634.2201,0,0,12,5022.91091437931,0,0,,,,0.00139567341242149,0,0.00332859225694777,0.00279134682484299,5.96976924807499e-05,0.00552299595720522,,,,,,,0.0146545708304257,0.00843291760709452,0.0208762240537568,0.00762720199130373,0.00758989322518112,0.00766451075742634,0.00488485694347523,0.00127501997552059,0.00849469391142987,0.00184042638266348,0.00182204619039534,0.00185880657493162,0.0090568326671085,0.00821917068884796,0.00989449464536904,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-06,2020-06-11,2,26,100,1602772.22900744,0,0,1,2,,,1,8634.2201,0,0,12,4825.9340157762,0,0,,,,0.00209497206703911,0,0.00446312805664034,0.00418994413407821,0.000844383140371517,0.00753550512778491,,,,,,,0.0139664804469274,0.00788840746885999,0.0200445534249948,0.00723527788295615,0.00719925288557678,0.00727130288033552,0.00418994413407821,0.000844383140371517,0.00753550512778491,0.00154987385249423,0.00153315276397923,0.00156659494100922,0.00821257826009138,0.00742757965922656,0.00899757686095621,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-07,2020-06-12,3,26,101,1604401.89269197,0,0,1,2,,,1,8634.2201,0,0,14,4875.17824042697,0,0,,,,0.00279916025192442,5.98755275079579e-05,0.00553844497634089,0.00559832050384885,0.00172982781605214,0.00946681319164555,,,,,,,0.013296011196641,0.00735738342865618,0.0192346389646258,0.0069047385885899,0.00686972290672924,0.00693975427045056,0.00349895031490553,0.00043741167793961,0.00656048895187145,0.00127819103244602,0.0012630827998455,0.00129329926504655,0.00744713488826358,0.00671078905884168,0.00818348071768547,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-08,2020-06-13,2,26,100,1578865.29710883,0,0,1,2,,,1,8634.2201,0,0,16,4825.9340157762,0,0,,,,0.00350631136044881,0.000438343230298201,0.00657427949059941,0.00701262272089762,0.002681500599047,0.0113437448427482,,,,,,,0.0126227208976157,0.00682834877575248,0.0184170930194789,0.00658729193105349,0.00655324454038329,0.00662133932172369,0.00280504908835905,6.00095981213708e-05,0.00555008857859672,0.00101304741881084,0.000999658043407608,0.00102643679421408,0.00680313169824861,0.00610947975391366,0.00749678364258355,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-10,2020-06-15,7,25,101,1576125.96183805,0,0,0,1,,,1,8634.2201,0,0,16,4924.42246507775,0,1,,,,0.00350877192982456,0.000438654629998298,0.00657888922965083,0.00771929824561404,0.00317520910974695,0.0122633873814811,,,,,,,0.0119298245614035,0.0062927785122546,0.0175668706105524,0.00628367821783866,0.00625055209476739,0.00631680434090993,0.00210526315789474,0,0.00448503992341076,0.000753745710371668,0.000742240856094468,0.000765250564648868,0.00616675301296369,0.00551615258250406,0.00681735344342332,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-11,2020-06-16,3,25,100,1540685.72928247,0,0,0,1,,,1,8634.2201,0,0,16,4875.17824042697,0,1,,,,0.00351123595505618,0.000438966472389572,0.00658350543772279,0.00842696629213483,0.00367918091570324,0.0131747516685664,,,,,,,0.0112359550561798,0.00576145548860652,0.016710454623753,0.00601642849147479,0.00598405312743034,0.00604880385551925,0.00140449438202247,0,0.00334962111701098,0.000501164255204636,0.000491794313951861,0.000510534196457412,0.00557237384284655,0.0049625848441858,0.00618216284150729,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-12,2020-06-17,6,25,100,1597638.1843035,0,0,0,1,,,0,0,0,0,16,4875.17824042697,0,1,,,,0.00351370344342937,0.000439278758416576,0.00658812812844217,0.00913562895291637,0.00419227197743454,0.0140789859283982,,,,,,,0.00983836964160225,0.00471022512829596,0.0149665141549085,0.00535320973167184,0.00532271390130534,0.00538370556203833,0.000702740688685875,0,0.0020796030852338,0.000249710336034609,0.000243107007276577,0.000256313664792642,0.00501082403548401,0.00444045569231422,0.00558119237865381,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-13,2020-06-19,3,24,100,1587370.91883589,0,0,0,1,,,0,0,0,0,16,4875.17824042697,0,1,,,,0.00352112676056338,0.000440218287797846,0.00660203523332891,0.00985915492957747,0.00472023024666716,0.0149980796124878,,,,,,,0.00845070422535211,0.0036896017962452,0.013211806654459,0.00470537308294048,0.00467678955677418,0.00473395660910677,0,0,0,0,0,0,0.00448427372729037,0.00395157749771649,0.00501696995686425,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-14,2020-06-20,9,24,105,1641380.11789844,0,0,0,1,,,0,0,0,0,17,5072.15513903009,0,1,,,,0.00352112676056338,0.000440218287797846,0.00660203523332891,0.0105633802816901,0.00524597985482243,0.0158807807085579,,,,,,,0.00774647887323944,0.00318645187909798,0.0123065058673809,0.00429772091685791,0.0042704472738588,0.00432499455985703,0,0,0,0,0,0,0.00418502448869757,0.00367739277395966,0.00469265620343548,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-15,2020-06-21,2,24,100,1469751.50133994,0,0,0,1,,,0,0,0,0,16,4825.9340157762,0,1,,,,0.00352360817477097,0.000440532357867183,0.00660668399167475,0.0112755461592671,0.0057818665897851,0.0167692257287491,,,,,,,0.00704721634954193,0.00269480439595206,0.0113996283031318,0.00391435105153642,0.00388829283750455,0.0039404092655683,0,0,0,0,0,0,0.00389307299850697,0.00340949361427111,0.00437665238274282,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-16,2020-06-21,3,25,103,1492337.32253096,0,0,0,1,,,0,0,0,0,16,4973.66668972853,0,1,,,,0.00352609308885755,0.000440846876335523,0.00661133930137957,0.0119887165021157,0.0063240118284312,0.0176534211758001,,,,,,,0.00634696755994358,0.00221353842782231,0.0104803966920649,0.00353280055929716,0.00350800545708315,0.00355759566151116,0,0,0,0,0,0,0.0036124428510763,0.00315239053385271,0.00407249516829989,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-17,2020-06-22,5,25,102,1434255.19936032,0,0,0,1,,,0,0,0,0,76,4875.17824042697,0,1,,,,0.00352112676056338,0.000440218287797846,0.00660203523332891,0.0126760563380282,0.00685735811518696,0.0184947545608694,,,,,,,0.00563380281690141,0.00174086096945365,0.00952674466434916,0.00314987804106519,0.00312642494341191,0.00317333113871848,0,0,0,0,0,0,0.00423750344829213,0.00374571664760126,0.00472929024898299,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-18,2020-06-23,3,25,100,1400433.97083634,0,0,0,1,,,1,5885.20891748103,0,0,78,4776.68979112542,0,1,,,,0.00352609308885755,0.000440846876335523,0.00661133930137957,0.0133991537376587,0.00741477043566145,0.0193835370396559,,,,,,,0.00564174894217207,0.00174333192108965,0.00954016596325449,0.00304299748293787,0.00301987416830025,0.00306612079757549,0,0,0,0,0,0,0.00485791257000241,0.00433741558796434,0.00537840955204048,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-19,2020-06-24,4,25,100,1270546.43598847,0,0,0,1,,,1,5885.20891748103,0,0,79,4776.68979112542,0,2,,,,0.00282485875706215,6.04608530515227e-05,0.00558925666107277,0.0127118644067797,0.00687683499803123,0.0185468938155281,,,,,,,0.00564971751412429,0.00174580989694118,0.00955362513130741,0.00296511055121216,0.0029420962150379,0.00298812488738642,0,0,0,0,0,0,0.00584793371984801,0.00527652489043972,0.00641934254925631,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-20,2020-06-26,9,24,102,1298880.1788661,0,0,0,1,,,1,5885.20891748103,0,0,80,4825.9340157762,0,2,,,,0.00212164073550212,0,0.0045199109352815,0.012022630834512,0.00634199903535662,0.0177032626336674,,,,,,,0.00565770862800566,0.00174829492700173,0.00956712232900959,0.00288340575066173,0.00286052450846012,0.00290628699286335,0,0,0,0,0,0,0.00686184297916,0.00624230094932733,0.00748138500899267,0,0,0
BA,BIH,Bosnia and Herzegovina,Brčko,2020-07-21,2020-06-26,5,25,107,1376654.4445135,0,0,0,1,,,1,5885.20891748103,0,0,83,5072.15513903009,0,2,,,,0.00140745953553835,0,0.00335668990732872,0.0112596762843068,0.00577368481961747,0.0167456677489962,,,,,,,0.00562983814215341,0.00173962811838997,0.00952004816591686,0.00278292230686081,0.00276032070282983,0.00280552391089178,0,0,0,0,0,0,0.00787442155750419,0.00721227261050497,0.00853657050450342,0,0,0
