ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
IT,ITA,Italy,Abruzzo,2020-05-02,2020-05-01,159,83,2,0,0,0,0,0,0,0,0,0.0022728340340656,0.000763101408494628,0,0,,,0.00204646294396137,,,0.00204646294396137
IT,ITA,Italy,Abruzzo,2020-05-03,2020-05-03,239,239,1,0,0,0,0,0,0,0,0,0.00237197310584065,0.000637828965079655,0,0,,,0.00202778268681238,,,0.00202778268681238
IT,ITA,Italy,Abruzzo,2020-05-04,2020-05-04,199,199,1,0.0050251256281407,0.00982428768705325,0.00471406336302637,0.00012555879857078,0.0050251256281407,0.00982428768705325,0.00471406336302637,0.00012555879857078,0.00139396867899992,0.000535440879240886,2,1,,,0.00200693832695226,,,0.00200693832695226
IT,ITA,Italy,Abruzzo,2020-05-05,2020-05-05,228,228,1,0,0,0,0,0,0,0,0,0.00355182080700933,0.000797112649180711,0,0,,,0.00198400099176257,,,0.00198400099176257
IT,ITA,Italy,Abruzzo,2020-05-06,2020-05-06,220,220,1,0.00454545454545455,0.00888865657959676,0.00338611317848179,0.00010696884321807,0.00454545454545455,0.00888865657959676,0.00338611317848179,0.00010696884321807,0.00165487455014915,0.000555794264152864,1,0,,,0.00195906846595558,,,0.00195906846595558
IT,ITA,Italy,Abruzzo,2020-05-07,2020-05-07,201,201,1,0,0,0,0,0,0,0,0,0.000800151019122916,0.000404762811685986,0,0,,,0.00193238357635171,,,0.00193238357635171
IT,ITA,Italy,Abruzzo,2020-05-08,2020-05-08,189,189,1,0.00529100529100529,0.0103427090891254,0.00357449584053775,0.000116191757637286,0,0,0,0,0.00183686842650826,0.00063584595584304,2,0,,,0.00190403236840311,,,0.00190403236840311
IT,ITA,Italy,Abruzzo,2020-05-09,2020-05-09,204,204,1,0.00980392156862745,0.0135205239699182,0.0094600168614618,0.000183846777276102,0.00490196078431373,0.00958408945941471,0.00493884998385548,0.00013314101500547,0.000936531439131059,0.000432444859588953,2,0,,,0.00187408688183219,,,0.00187408688183219
IT,ITA,Italy,Abruzzo,2020-05-10,2020-05-10,214,214,1,0,0,0,0,0,0,0,0,0.000493551095907593,0.0003058250193475,0,0,,,0.00184285802341342,,,0.00184285802341342
IT,ITA,Italy,Abruzzo,2020-05-11,2020-05-11,202,202,1,0.00495049504950495,0.0096787453932065,0.00483664814823325,0.000132268868030265,0.00495049504950495,0.0096787453932065,0.00483664814823325,0.000132268868030265,0.000893302928811853,0.000424451744871488,1,0,,,0.00181059683978305,,,0.00181059683978305
IT,ITA,Italy,Abruzzo,2020-05-12,2020-05-12,183,183,1,0,0,0,0,0,0,0,0,0.000348197586343599,0.000278562466268071,0,0,,,0.00177758252433593,,,0.00177758252433593
IT,ITA,Italy,Abruzzo,2020-05-13,2020-05-13,207,207,1,0,0,0,0,0,0,0,0,0.000206087677120439,0.000201941400372848,0,0,,,0.00174421151615007,,,0.00174421151615007
IT,ITA,Italy,Abruzzo,2020-05-14,2020-05-14,174,174,1,0,0,0,0,0,0,0,0,0.0007368832641225,0.000416769654472175,1,0,,,0.00171066192539183,,,0.00171066192539183
IT,ITA,Italy,Abruzzo,2020-05-15,2020-05-15,173,173,1,0,0,0,0,0,0,0,0,0.00123532087162836,0.000541058793859508,1,0,,,0.00167734545647452,,,0.00167734545647452
IT,ITA,Italy,Abruzzo,2020-05-16,2020-05-16,199,199,1,0,0,0,0,0,0,0,0,0.000586777414023472,0.000346655170907698,1,0,,,0.00164461936692431,,,0.00164461936692431
IT,ITA,Italy,Abruzzo,2020-05-17,2020-05-17,210,210,1,0,0,0,0,0,0,0,0,0.000855018517577059,0.000406268739414942,0,0,,,0.00161284525697965,,,0.00161284525697965
