ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
RW,RWA,Rwanda,Umujyi wa Kigali,2021-07-26,2020-12-05,100,1,79,0.05,0.042716424707947,0.00763592182025516,4.33431035386901e-05,0.03,0.0334344809563718,0.00206428535285577,2.25990352432259e-05,0.0191920755301037,0.00334542405703295,50,9,4,12,0.0499907426584645,0.0427087219363914,0.00751113734426816,4.26374389847123e-05,0.0299944455950787,0.0334283854392545,0.00203055127698291,2.22300968559586e-05,0.0232192512285124,0.00365358884079114,,,,,,0.25,0.252164333653942,0.0499907426584645
RW,RWA,Rwanda,Umujyi wa Kigali,2021-07-28,2020-12-06,100,1,79,0.05,0.042716424707947,0.00757499816046427,4.29986078240886e-05,0.03,0.0334344809563718,0.00204781532847507,2.24189124860175e-05,0.0191920755301037,0.00334542405703295,50,9,4,13,0.0499827796190246,0.0427020961169313,0.00748760082581809,4.25043321508218e-05,0.0299896677714148,0.0334231421582298,0.00202418844464421,2.21605077966037e-05,0.0239961515451589,0.00371243575406516,,,,,,0.235294117647059,0.252850038072951,0.0499827796190246
RW,RWA,Rwanda,Umujyi wa Kigali,2021-07-30,2020-12-07,100,1,79,0.05,0.042716424707947,0.00746846422522344,4.23961555342587e-05,0.03,0.0334344809563718,0.00201901508047929,2.21039343292288e-05,0.0277046896765207,0.00400197121888789,51,10,5,13,0.0499695019651635,0.0426910481574178,0.00746044026818484,4.2350728671879e-05,0.0299817011790981,0.0334143994575227,0.00201684589418108,2.20802035408874e-05,0.0248535458030926,0.00377706356645741,,,,,,0.277777777777778,0.253552660690401,0.0499695019651635
RW,RWA,Rwanda,Umujyi wa Kigali,2021-08-01,2020-12-13,100,2,78,0.05,0.042716424707947,0.00731564441385944,4.15318418065932e-05,0.03,0.0334344809563718,0.00197770196784526,2.16520914882925e-05,0.0287881132951556,0.00407719813275819,52,9,5,15,0.0499492657600533,0.0426742101846025,0.00743019881902688,4.21796998340718e-05,0.029969559456032,0.0334010748832736,0.00200867045943785,2.19907899267965e-05,0.025757735600524,0.0038448321835561,,,,,,0.25,0.254424339347719,0.0499492657600533
RW,RWA,Rwanda,Umujyi wa Kigali,2021-08-06,2020-12-15,100,1,78,0.05,0.042716424707947,0.00731833343572213,4.15470514527403e-05,0.03,0.0334344809563718,0.0019784289145814,2.16600422900225e-05,0.0292524377031419,0.00410896466327581,52,9,5,16,0.0498752026983733,0.0426125844097897,0.00735228926967999,4.17390774449473e-05,0.029925121619024,0.0333523078956346,0.0019876084913677,2.17604367606793e-05,0.0278081122123999,0.00399746301900499,,,,,,0.238095238095238,0.260943477857465,0.0498752026983733
RW,RWA,Rwanda,Umujyi wa Kigali,2021-08-08,2020-12-15,101,1,79,0.0495049504950495,0.042304508043671,0.00727924051676627,4.13259299976578e-05,0.0297029702970297,0.0331085145091172,0.00196786058479744,2.15444532028772e-05,0.02893447642376,0.00406496756562664,53,9,6,16,0.0498524170192135,0.042593625091865,0.00732451722741847,4.158200535477e-05,0.0299114502115281,0.0333373046145289,0.00198010063293111,2.16783230992053e-05,0.028392709617607,0.00404164520690937,,,,,,0.272727272727273,0.268644714384069,0.0498524170192135
RW,RWA,Rwanda,Umujyi wa Kigali,2021-08-16,2020-12-18,100,2,78,0.05,0.042716424707947,0.00726422720891661,4.12410078292394e-05,0.03,0.0334344809563718,0.00196380190632725,2.15000618570445e-05,0.0295774647887324,0.00415392424009925,52,10,8,16,0.0499462587205613,0.0426717081122552,0.00723264082880754,4.10623300468301e-05,0.0299677552323368,0.0333990948914341,0.00195526288466834,2.14066657560816e-05,0.0293640320793731,0.0041256774123276,-7.41398965053292e-06,-4.64160859101041e-05,-4.44839379031929e-06,-1.25480653857609e-05,0.00102413014181011,0.333333333333333,0.339364889987424,0.0499462587205613
RW,RWA,Rwanda,Umujyi wa Kigali,2021-08-21,2020-12-19,100,1,78,0.05,0.042716424707947,0.00718615145502243,4.07993546663918e-05,0.03,0.0334344809563718,0.00194269500673205,2.12692045677802e-05,0.0295774647887324,0.00415392424009925,52,10,9,16,0.0499912629509788,0.0427091548570484,0.00720667751774302,4.09154654932502e-05,0.0299947577705873,0.0334287280270174,0.00194824399631357,2.13298968638863e-05,0.029393655957243,0.0041285237388519,1.41388865903281e-06,-4.68205513458462e-05,8.48333195419225e-07,-1.26574080551062e-05,0.000899584068680688,0.36,0.361919679031886,0.0499912629509788
RW,RWA,Rwanda,Umujyi wa Kigali,2021-08-22,2020-12-23,100,1,78,0.05,0.042716424707947,0.00719359595364863,4.08414676630482e-05,0.03,0.0334344809563718,0.00194470754298309,2.12912169487209e-05,0.0292524377031419,0.00410896466327581,53,10,10,16,0.0499942024127135,0.0427116006998589,0.00720394544850125,4.09000110711578e-05,0.0299965214476281,0.0334306635221323,0.00194750541220395,2.13218186004492e-05,0.0293884556063743,0.00412778647640578,4.11674125833673e-06,-4.27491366139323e-05,2.47004475500158e-06,-1.15567469961892e-05,0.000755818300546946,0.384615384615385,0.363969639567355,0.0499942024127135
RW,RWA,Rwanda,Umujyi wa Kigali,2021-08-23,2020-12-26,100,1,78,0.05,0.042716424707947,0.00719288219350197,4.08374299866736e-05,0.03,0.0334344809563718,0.00194451458597661,2.1289106457915e-05,0.0292524377031419,0.00410896466327581,53,10,10,17,0.0499961868070771,0.0427132518581747,0.00720173159626591,4.08874880085146e-05,0.0299977120842462,0.0334319701510132,0.00194690692221801,2.13152726129884e-05,0.0293824262163404,0.00412694908085794,7.82017450395624e-06,-3.80778704601616e-05,4.69210470237641e-06,-1.02939228699727e-05,0.000604115102636072,0.37037037037037,0.365585545774471,0.0499961868070771
