ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
MK,MKD,Republic of North Macedonia,Eastern,2021-08-05,2020-12-10,100,2,83,0.02,0.0274394957835608,0.0153923209853528,0.000140995142673314,0.02,0.0274394957835608,0.0153923209853528,0.000140995142673314,0.00727963285329957,0.00209600405051346,10,1,7,19,0.0199983577893498,0.0274372654736981,0.0150470053202467,0.000137854773567536,0.0199983577893498,0.0274372654736981,0.0150470053202467,0.000137854773567536,0.00724246252856989,0.00209053837527071,,,,,,0.269230769230769,0.252913417943428,0.0199983577893498
MK,MKD,Republic of North Macedonia,Eastern,2021-08-10,2020-12-12,100,1,83,0.02,0.0274394957835608,0.0153094645533638,0.000140242070209799,0.02,0.0274394957835608,0.0153094645533638,0.000140242070209799,0.00727963285329957,0.00209600405051346,11,1,7,20,0.019993113322657,0.0274301428881833,0.0146750845637478,0.000134471590104683,0.019993113322657,0.0274301428881833,0.0146750845637478,0.000134471590104683,0.00719673355435415,0.00208363189987387,,,,,,0.259259259259259,0.242922485940137,0.019993113322657
MK,MKD,Republic of North Macedonia,Eastern,2021-08-11,2020-12-20,100,1,83,0.02,0.0274394957835608,0.0152168924564378,0.00013940061736684,0.02,0.0274394957835608,0.0152168924564378,0.00013940061736684,0.00727963285329957,0.00209600405051346,10,1,7,21,0.0199912912716598,0.0274276683345631,0.0145831512259176,0.000133635245496584,0.0199912912716598,0.0274276683345631,0.0145831512259176,0.000133635245496584,0.0071861602413918,0.0020820006971575,,,,,,0.25,0.240846274429736,0.0199912912716598
MK,MKD,Republic of North Macedonia,Eastern,2021-08-12,2020-12-22,100,1,83,0.02,0.0274394957835608,0.015034267852983,0.000137740379350779,0.02,0.0274394957835608,0.015034267852983,0.000137740379350779,0.00727963285329957,0.00209600405051346,10,1,7,22,0.0199891825827425,0.0274248044938683,0.0144875396017016,0.000132765412806672,0.0199891825827425,0.0274248044938683,0.0144875396017016,0.000132765412806672,0.00717559741215436,0.00208035492712385,,,,,,0.241379310344828,0.238786500700359,0.0199891825827425
MK,MKD,Republic of North Macedonia,Eastern,2021-08-15,2020-12-27,100,2,82,0.02,0.0274394957835608,0.0139319822682947,0.000127712904009334,0.02,0.0274394957835608,0.0139319822682947,0.000127712904009334,0.00696312707706916,0.00205025916194318,11,1,7,24,0.0199813923575112,0.0274142244771306,0.0141939347036302,0.000130094166220011,0.0199813923575112,0.0274142244771306,0.0141939347036302,0.000130094166220011,0.00714637970157146,0.00207569317076758,,,,,,0.225806451612903,0.232897815467756,0.0199813923575112
MK,MKD,Republic of North Macedonia,Eastern,2021-08-16,2020-12-30,100,1,82,0.02,0.0274394957835608,0.0138575620755523,0.000127035496047386,0.02,0.0274394957835608,0.0138575620755523,0.000127035496047386,0.00696312707706916,0.00205025916194318,11,1,7,25,0.0199784850138796,0.0274102759720012,0.0140994346159961,0.000129234343218758,0.0199784850138796,0.0274102759720012,0.0140994346159961,0.000129234343218758,0.00713815661720154,0.00207434139014939,,,,,,0.21875,0.231093487986221,0.0199784850138796
MK,MKD,Republic of North Macedonia,Eastern,2021-08-17,2021-01-08,100,2,82,0.02,0.0274394957835608,0.0136841455661738,0.000125456776100024,0.02,0.0274394957835608,0.0136841455661738,0.000125456776100024,0.00727963285329957,0.00209600405051346,12,2,8,26,0.0199755481448014,0.027406287367939,0.0140093100128766,0.000128414305782055,0.0199755481448014,0.027406287367939,0.0140093100128766,0.000128414305782055,0.00713092906948007,0.00207313217038125,-3.80160742472167e-06,-0.000172949217895018,-3.80160742472167e-06,-0.000172949217895018,-1.85889098483024e-05,0.235294117647059,0.229394888336352,0.0199755481448014
MK,MKD,Republic of North Macedonia,Eastern,2021-08-20,2021-01-09,101,2,82,0.0198019801980198,0.0271705622473482,0.0133264430998813,0.000122199498776012,0.0198019801980198,0.0271705622473482,0.0133264430998813,0.000122199498776012,0.00704225352112676,0.00205030690299496,12,2,8,28,0.0199674027182059,0.0273952249471286,0.0137765387130992,0.000126296203622243,0.0199674027182059,0.0273952249471286,0.0137765387130992,0.000126296203622243,0.00711551118689745,0.00207044972257411,-4.28510074185033e-06,-0.000149757641774766,-4.28510074185033e-06,-0.000149757641774766,-1.35370612427834e-05,0.222222222222222,0.225023816818525,0.0199674027182059
MK,MKD,Republic of North Macedonia,Eastern,2021-08-21,2021-01-10,100,1,82,0.02,0.0274394957835608,0.0133988953981465,0.00012285935360563,0.02,0.0274394957835608,0.0133988953981465,0.00012285935360563,0.00712137996518437,0.00207326144763113,13,2,8,29,0.0199651517422284,0.0273921678643343,0.0137135126804622,0.000125722658694673,0.0199651517422284,0.0273921678643343,0.0137135126804622,0.000125722658694673,0.0071123030857381,0.00206986160148531,-4.356588238566e-06,-0.000144939757575885,-4.356588238566e-06,-0.000144939757575885,-1.23095259422835e-05,0.216216216216216,0.223817498871268,0.0199651517422284
MK,MKD,Republic of North Macedonia,Eastern,2021-08-22,2021-01-11,100,1,82,0.02,0.0274394957835608,0.0133001863714793,0.000121960355160286,0.02,0.0274394957835608,0.0133001863714793,0.000121960355160286,0.00712137996518437,0.00207326144763113,13,2,8,30,0.0199632178223431,0.0273895413799711,0.0136579203346067,0.000125216743675546,0.0199632178223431,0.0273895413799711,0.0136579203346067,0.000125216743675546,0.00710989489534462,0.00206940729493505,-4.32746006656543e-06,-0.000138269877849138,-4.32746006656543e-06,-0.000138269877849138,-1.09504194682906e-05,0.210526315789474,0.222731507705361,0.0199632178223431
