ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cases_active
TN,TUN,Tunisia,Ariana,2020-05-04,2020-05-03,115,60,2,0.00869565217391304,0.0169689025724735,0.000889032943558369,5.24389900375935e-05,0,0,0,0,0.00389921470278706,0.00254246876965008,2,0,0.00877605333841813,0.00877605333841813
TN,TUN,Tunisia,Ariana,2020-05-05,2020-05-04,132,72,2,0.00757575757575758,0.014791861850129,0.000842419992769941,4.96907166504128e-05,0,0,0,0,0.00791748939649892,0.00337287177280492,0,0,0.00870181883495857,0.00870181883495857
TN,TUN,Tunisia,Ariana,2020-05-06,2020-05-05,132,60,2,0.00757575757575758,0.014791861850129,0.00089291191398914,4.7589880306582e-05,0,0,0,0,0.00823167548366157,0.00342554840171888,0,0,0.00862096644687508,0.00862096644687508
TN,TUN,Tunisia,Ariana,2020-05-07,2020-05-06,129,69,2,0.0155038759689922,0.0213196653743568,0.006565190141106,0.000132715671412889,0.00775193798449612,0.0151345150788071,0.0056153341084624,0.000122798730617945,0.00463031745955963,0.00261372829921775,0,0,0.00853352846719071,0.00853352846719071
TN,TUN,Tunisia,Ariana,2020-05-08,2020-05-07,141,72,2,0.00709219858156028,0.0138510736925787,0.00691412985249787,0.000151102621703456,0.00709219858156028,0.0138510736925787,0.00691412985249787,0.000151102621703456,0.00319791709437212,0.00208592411640754,0,0,0.00843949013989653,0.00843949013989653
TN,TUN,Tunisia,Ariana,2020-05-09,2020-05-08,142,70,2,0.0140845070422535,0.0193818215253853,0.00371321566671152,0.0001194610692198,0.00704225352112676,0.0137538768295014,0.00262716064683905,0.000100538224040324,0.00176393046078462,0.00154476057869674,1,1,0.00833894911717773,0.00833894911717773
TN,TUN,Tunisia,Ariana,2020-05-10,2020-05-09,162,92,2,0.0123456790123457,0.0170039789383968,0.00321069858566924,0.000103320205045185,0.00617283950617284,0.0120611441281663,0.00227162161593544,8.69476734909827e-05,0.00216081481446116,0.00159899423172688,1,1,0.00823213770173849,0.00823213770173849
TN,TUN,Tunisia,Ariana,2020-05-11,2020-05-10,159,67,2,0,0,0,0,0,0,0,0,0.000943758972649097,0.00106744012994453,0,0,0.0081194454893501,0.0081194454893501
TN,TUN,Tunisia,Ariana,2020-05-12,2020-05-11,119,52,2,0.00840336134453782,0.0164009367054754,0.0152239395276291,0.000236581840925596,0.00840336134453782,0.0164009367054754,0.0152239395276291,0.000236581840925596,0,0,0,0,0.00800144132706251,0.00800144132706251
TN,TUN,Tunisia,Ariana,2020-05-13,2020-05-12,111,59,2,0.00900900900900901,0.0175776157070447,0.0116477041833809,0.0001813350830198,0.00900900900900901,0.0175776157070447,0.0116477041833809,0.0001813350830198,0,0,0,0,0.00787889320569256,0.00787889320569256
TN,TUN,Tunisia,Ariana,2020-05-14,2020-05-13,130,71,2,0.0153846153846154,0.0211569492946931,0.00346019049503571,9.72513876162546e-05,0,0,0,0,0.0015314745085882,0.00149966776786923,0,0,0.00775293318790297,0.00775293318790297
TN,TUN,Tunisia,Ariana,2020-05-15,2020-05-14,146,75,2,0.0205479452054795,0.0230116337605262,0.00503843973668073,0.00012831130496735,0.00684931506849315,0.0133783578498663,0.000895290950610105,5.42002558794708e-05,0.00240090534940129,0.00177644650310402,0,0,0.00762479693843619,0.00762479693843619
TN,TUN,Tunisia,Ariana,2020-05-16,2020-05-15,127,52,2,0.0078740157480315,0.0153719081972501,0.000991122369142161,5.99989418214773e-05,0.0078740157480315,0.0153719081972501,0.000991122369142161,5.99989418214773e-05,0.00235190728104616,0.00187966887776466,0,0,0.00749588512455694,0.00749588512455694
TN,TUN,Tunisia,Ariana,2020-05-17,2020-05-16,134,82,2,0,0,0,0,0,0,0,0,0.00405440732777361,0.00239109556326857,0,0,0.00736774960108461,0.00736774960108461
TN,TUN,Tunisia,Ariana,2020-05-18,2020-05-17,151,69,2,0,0,0,0,0,0,0,0,0.00500574860492933,0.00252686350073748,1,0,0.00724239732687625,0.00724239732687625
TN,TUN,Tunisia,Ariana,2020-05-19,2020-05-18,127,58,2,0,0,0,0,0,0,0,0,0.00398306878241689,0.0024637648656747,1,0,0.00712192918423688,0.00712192918423688
TN,TUN,Tunisia,Ariana,2020-05-20,2020-05-19,131,73,2,0.00763358778625954,0.0149043425566953,0.0293073300684344,0.000331020801879556,0.00763358778625954,0.0149043425566953,0.0293073300684344,0.000331020801879556,0.00569885225791955,0.00287573478002353,1,0,0.0070087165583188,0.0070087165583188
TN,TUN,Tunisia,Ariana,2020-05-21,2020-05-20,143,70,2,0.013986013986014,0.0192472456407752,0.036011118362375,0.000372852380406651,0.00699300699300699,0.0136580345505899,0.0304711534755726,0.000343959586399812,0.00417380728749037,0.00235657699386696,1,0,0.00690492095340119,0.00690492095340119
TN,TUN,Tunisia,Ariana,2020-05-22,2020-05-21,127,57,2,0.015748031496063,0.0216527226936702,0.00803910977193394,0.000202115428869355,0.0078740157480315,0.0153719081972501,0.000952504675056842,6.98191952666986e-05,0.00235190728104616,0.00187966887776466,0,0,0.00681286427796524,0.00681286427796524
TN,TUN,Tunisia,Ariana,2020-05-23,2020-05-22,117,60,2,0.0170940170940171,0.0234873065658838,0.0142022341418065,0.00025985802245254,0.00854700854700855,0.0166800862899834,0.000896805885804255,6.57382712175586e-05,0.00259947646852471,0.00207727097133084,0,0,0.00673487725874123,0.00673487725874123
TN,TUN,Tunisia,Ariana,2020-05-24,2020-05-23,128,68,2,0.0078125,0.0152522879936616,0.0128239383797357,0.000242587367498268,0,0,0,0,0.00274389182788719,0.00202987553724935,0,0,0.00667322459797599,0.00667322459797599
TN,TUN,Tunisia,Ariana,2020-05-25,2020-05-24,134,66,2,0,0,0,0,0,0,0,0,0.00374167067439162,0.00231472623445682,0,0,0.00662961710518396,0.00662961710518396
TN,TUN,Tunisia,Ariana,2020-05-26,2020-05-25,131,65,2,0,0,0,0,0,0,0,0,0.0015314745085882,0.00149966776786923,0,0,0.00660567085049814,0.00660567085049814
TN,TUN,Tunisia,Ariana,2020-05-27,2020-05-26,139,74,2,0,0,0,0,0,0,0,0,0.00396562468555959,0.00233884004629819,0,0,0.00660244138720529,0.00660244138720529
TN,TUN,Tunisia,Ariana,2020-05-28,2020-05-27,140,66,2,0,0,0,0,0,0,0,0,0.00536848401108363,0.00270947553282562,0,0,0.0066205417883106,0.0066205417883106
TN,TUN,Tunisia,Ariana,2020-05-29,2020-05-28,138,72,2,0,0,0,0,0,0,0,0,0.00322109040665018,0.00210101508629124,0,0,0.00665995547390943,0.00665995547390943
TN,TUN,Tunisia,Ariana,2020-05-30,2020-05-29,134,62,2,0,0,0,0,0,0,0,0,0.00221149490605833,0.00176757421435155,0,0,0.00672009437996851,0.00672009437996851
TN,TUN,Tunisia,Ariana,2020-05-31,2020-05-30,129,67,2,0,0,0,0,0,0,0,0,0.0022972117628823,0.00183600597499811,0,0,0.00679955946055504,0.00679955946055504
TN,TUN,Tunisia,Ariana,2020-06-01,2020-05-31,124,57,2,0,0,0,0,0,0,0,0,0.00278814814769182,0.00206256969729591,0,0,0.00689670660265585,0.00689670660265585
TN,TUN,Tunisia,Ariana,2020-06-02,2020-06-01,117,60,2,0,0,0,0,0,0,0,0,0.00127732895436128,0.00144448379725593,0,0,0.00700930175109455,0.00700930175109455
TN,TUN,Tunisia,Ariana,2020-06-03,2020-06-02,105,45,2,0.00952380952380953,0.0185772237565978,0.0688369737835049,0.000481006398969534,0,0,0,0,0.00189961741930652,0.00185982186740412,0,0,0.00713449859285433,0.00713449859285433
TN,TUN,Tunisia,Ariana,2020-06-04,2020-06-02,150,45,3,0.00666666666666667,0.0130227989741459,0.0484516814177448,0.000342247668991565,0,0,0,0,0.00132590746045556,0.00129850372977111,0,0,0.00726914994826973,0.00726914994826973
TN,TUN,Tunisia,Ariana,2020-06-05,2020-06-03,142,52,3,0.00704225352112676,0.0137538768295014,0.0471120041089715,0.000333018783467012,0,0,0,0,0.00139126909583012,0.00136246988907805,0,0,0.00740976677153175,0.00740976677153175
TN,TUN,Tunisia,Ariana,2020-06-06,2020-06-05,104,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00755313603844304,0.00755313603844304
TN,TUN,Tunisia,Ariana,2020-06-07,2020-06-05,133,29,3,0,0,0,0,0,0,0,0,0.00490130295973742,0.00265779231695809,0,0,0.00769583528056295,0.00769583528056295
TN,TUN,Tunisia,Ariana,2020-06-08,2020-06-06,140,59,3,0,0,0,0,0,0,0,0,0.00608428187922812,0.00288341886817004,0,0,0.00783489585920919,0.00783489585920919
TN,TUN,Tunisia,Ariana,2020-06-09,2020-06-08,118,59,2,0.0338983050847458,0.032651828097163,0.0234616981331723,0.000230555818677681,0.00847457627118644,0.0165393337479136,0.00412390471038801,9.7613231340759e-05,0.00251135862213404,0.00200694365455805,0,0,0.00796747196593786,0.00796747196593786
TN,TUN,Tunisia,Ariana,2020-06-10,2020-06-08,155,37,3,0.0258064516129032,0.0249614042119311,0.0169444125271803,0.000167065801194432,0.00645161290322581,0.0126040728356257,0.00297834974429228,7.05383674064485e-05,0.00223051851815346,0.00165051703965213,0,0,0.00809132089275125,0.00809132089275125
TN,TUN,Tunisia,Ariana,2020-06-11,2020-06-09,142,46,3,0.028169014084507,0.0272135446262074,0.0192745372314406,0.000189814632702213,0.00704225352112676,0.0137538768295014,0.00338791993776878,8.02220260846132e-05,0.00243472091770272,0.00180143634401061,0,0,0.00820491204765057,0.00820491204765057
TN,TUN,Tunisia,Ariana,2020-06-12,2020-06-11,109,63,2,0,0,0,0,0,0,0,0,0.00181247900557686,0.00177458639710952,0,0,0.00830741797416971,0.00830741797416971
TN,TUN,Tunisia,Ariana,2020-06-13,2020-06-12,118,55,2,0.00847457627118644,0.0165393337479136,0.0011179346990728,5.98386176387973e-05,0.00847457627118644,0.0165393337479136,0.0011179346990728,5.98386176387973e-05,0.00125567931106702,0.0014200164118649,0,0,0.00839860504945808,0.00839860504945808
TN,TUN,Tunisia,Ariana,2020-06-14,2020-06-13,110,55,2,0.00909090909090909,0.0177366792474103,0.00118052883511799,6.31870540049244e-05,0.00909090909090909,0.0177366792474103,0.00118052883511799,6.31870540049244e-05,0.00181247900557686,0.00177458639710952,1,1,0.00847903650829443,0.00847903650829443
