ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
SI,SVN,Slovenia,Gorenjska,2020-05-04,2020-05-01,40,4,110,773027.729584917,0,0,0,0,0,0,0,6,5367.25177759472,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-05,2020-05-03,42,3,125,568813.176878587,0,0,0,0,0,0,0,7,6056.62356554266,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-06,2020-05-04,38,3,120,611573.370978649,0,0,0,0,0,0,0,4,5859.66019755753,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-07,2020-05-05,48,3,128,629836.639576583,0,0,0,0,0,0,0,6,6253.58693352779,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-08,2020-05-06,28,3,114,633399.150136828,0,0,1,1,2312.78851780229,1,2312.78851780229,9,5613.45598757612,1,1,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-09,2020-05-07,46,3,122,665896.325082431,0,0,1,1,2312.78851780229,1,2312.78851780229,10,6007.38272354638,1,2,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-10,2020-05-08,41,3,115,614494.71273124,0,0,1,1,2312.78851780229,1,2312.78851780229,18,5662.69682957241,1,2,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-11,2020-05-09,38,3,125,623058.501962004,0,0,0,0,0,0,0,12,6105.86440753894,0,1,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-12,2020-05-10,31,3,110,562846.657761298,0,0,0,0,0,0,0,12,5367.25177759472,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-13,2020-05-10,30,4,140,749997.77242574,0,0,0,0,0,0,0,12,6844.47703748317,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-14,2020-05-11,33,4,132,786317.089151567,0,0,0,0,0,0,0,6,6450.55030151292,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-15,2020-05-12,34,4,128,742662.824738944,0,0,0,0,0,0,0,9,6302.82777552407,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-16,2020-05-13,28,4,125,746060.921787789,0,0,0,0,0,0,0,10,6155.10524953522,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SI,SVN,Slovenia,Gorenjska,2020-05-17,2020-05-15,41,3,103,542051.659709212,0,0,0,0,0,0,0,13,5071.80672561703,0,0,,,,0.00176782557454331,0,0.00376650277288703,0.00176782557454331,0,0.00376650277288703,0.000750090610888355,0.00073244769797319,0.00076773352380352,0.00176782557454331,0,0.00376650277288703,0.000750090610888355,0.00073244769797319,0.00076773352380352,0.00161215533767515,0.00133941321273575,0.00188489746261455,0.5,0.0999240269703909,0.900075973029609
SI,SVN,Slovenia,Gorenjska,2020-05-18,2020-05-16,33,3,102,572268.95986441,0,0,0,0,0,0,0,10,5022.56588362074,0,0,,,,0.00177619893428064,0,0.00378433450575388,0.00177619893428064,0,0.00378433450575388,0.0007667314160629,0.000748697244233006,0.000784765587892793,0.00177619893428064,0,0.00378433450575388,0.0007667314160629,0.000748697244233006,0.000784765587892793,0.00166719309303897,0.00138926520854126,0.00194512097753667,0.5,0.0999240269703909,0.900075973029609
SI,SVN,Slovenia,Gorenjska,2020-05-19,2020-05-17,32,3,106,555879.936908239,0,0,0,0,0,0,0,9,5219.52925160587,0,0,,,,0.00179640718562874,0,0.00382736925059147,0.00179640718562874,0,0.00382736925059147,0.000767828798015492,0.00074976882475026,0.000785888771280725,0.00179640718562874,0,0.00382736925059147,0.000767828798015492,0.00074976882475026,0.000785888771280725,0.00170863478311294,0.00142584613373938,0.00199142343248649,0.5,0.0999240269703909,0.900075973029609
SI,SVN,Slovenia,Gorenjska,2020-05-20,2020-05-18,43,3,108,544336.564652737,0,0,0,0,0,0,0,6,5268.77009360215,0,0,,,,0.00180940892641737,0,0.00385505703238247,0.00180940892641737,0,0.00385505703238247,0.000773584817211105,0.000755389509983854,0.000791780124438356,0.00180940892641737,0,0.00385505703238247,0.000773584817211105,0.000755389509983854,0.000791780124438356,0.00174563254770058,0.00145876768289418,0.00203249741250697,0.5,0.0999240269703909,0.900075973029609
SI,SVN,Slovenia,Gorenjska,2020-05-21,2020-05-19,32,3,107,557902.590560708,0,0,0,1,2696.93233036449,1,2696.93233036449,19,5219.52925160587,0,1,,,,0.00183262064752596,0,0.00390448694238803,0.00244349419670128,5.18412466054877e-05,0.00483514714679708,0.00108296165095627,0.0010613497331817,0.00110457356873084,0.00244349419670128,5.18412466054877e-05,0.00483514714679708,0.00108296165095627,0.0010613497331817,0.00110457356873084,0.00192997759157611,0.00162643823146885,0.00223351695168337,0.428571428571429,0.0619721094472632,0.795170747695594
SI,SVN,Slovenia,Gorenjska,2020-05-22,2020-05-19,23,4,130,733725.876629856,0,0,0,2,6705.24726641377,2,6705.24726641377,19,6352.06861752035,0,1,,,,0.00120992135511192,0,0.00288574126228044,0.00302480338777979,0.000377507917659786,0.0056720988578998,0.00155907263330491,0.00153329271626101,0.00158485255034881,0.00302480338777979,0.000377507917659786,0.0056720988578998,0.00155907263330491,0.00153329271626101,0.00158485255034881,0.00203576968430606,0.00172546220080107,0.00234607716781105,0.285714285714286,0,0.620372146798187
SI,SVN,Slovenia,Gorenjska,2020-05-23,2020-05-20,40,4,138,758819.336183101,0,0,0,2,6705.24726641377,2,6705.24726641377,20,6745.99535349061,0,2,,,,0.000599161174355902,0,0.00177314363654908,0.00359496704613541,0.000723622320549129,0.00646631177172169,0.00202633194959073,0.00199709911882669,0.00205556478035477,0.00359496704613541,0.000723622320549129,0.00646631177172169,0.00202633194959073,0.00199709911882669,0.00205556478035477,0.00213965102280247,0.0018229810423479,0.00245632100325705,0.142857142857143,0,0.402082007388211
SI,SVN,Slovenia,Gorenjska,2020-05-24,2020-05-21,33,4,128,777269.978413645,0,0,0,2,6705.24726641377,2,6705.24726641377,19,6302.82777552407,0,2,,,,0,0,0,0.00416171224732461,0.00108515125362905,0.00723827324102017,0.00246538250623756,0.00243342975262228,0.00249733525985283,0.00416171224732461,0.00108515125362905,0.00723827324102017,0.00246538250623756,0.00243342975262228,0.00249733525985283,0.00213516648370706,0.0018200585342969,0.00245027443311722,0,0,0
SI,SVN,Slovenia,Gorenjska,2020-05-25,2020-05-23,30,3,103,585535.242073081,0,0,0,0,0,0,0,6,5071.80672561703,0,1,,,,0,0,0,0.00421686746987952,0.00109961910537923,0.00733411583437981,0.00247542074916418,0.00244333805566128,0.00250750344266708,0.00421686746987952,0.00109961910537923,0.00733411583437981,0.00247542074916418,0.00244333805566128,0.00250750344266708,0.00208857751035774,0.00177494561367054,0.00240220940704494,0,0,0
SI,SVN,Slovenia,Gorenjska,2020-05-26,2020-05-24,37,3,100,568763.740603234,0,0,0,0,0,0,0,5,4874.8433576319,0,0,,,,0,0,0,0.00424242424242424,0.00110632370837597,0.00737852477647252,0.00247383238255056,0.00244177024954863,0.00250589451555248,0.00424242424242424,0.00110632370837597,0.00737852477647252,0.00247383238255056,0.00244177024954863,0.00250589451555248,0.00201476580077075,0.00170577829611582,0.00232375330542568,0,0,0
SI,SVN,Slovenia,Gorenjska,2020-05-27,2020-05-25,39,3,106,573639.989961384,0,0,0,0,0,0,0,3,5170.28840960959,0,0,,,,0,0,0,0.00433168316831683,0.00112974384036245,0.00753362249627122,0.00252206546959617,0.00248937900138393,0.00255475193780841,0.00433168316831683,0.00112974384036245,0.00753362249627122,0.00252206546959617,0.00248937900138393,0.00255475193780841,0.00194374462834675,0.00163705121625075,0.00225043804044275,0,0,0
SI,SVN,Slovenia,Gorenjska,2020-05-28,2020-05-26,33,3,109,598121.845556632,0,0,0,0,0,0,0,6,5318.01093559843,0,0,,,,0,0,0,0.00439422473320778,0.00114615728687282,0.00764229217954275,0.00257565456414035,0.00254227446734674,0.00260903466093395,0.00439422473320778,0.00114615728687282,0.00764229217954275,0.00257565456414035,0.00254227446734674,0.00260903466093395,0.00197193260215001,0.00166079594924158,0.00228306925505845,0,0,0
