ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
BZ,BLZ,Belize,Belize,2020-05-30,2020-05-03,6,27,100,1339425.46331767,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,55,2880.72054527751,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-05-31,2020-05-04,2,27,100,1406975.06368778,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,55,2880.72054527751,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-01,2020-05-04,2,28,102,1442754.32297507,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,56,2940.11684518014,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-02,2020-05-06,5,27,102,1471025.43859612,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,53,2910.41869522882,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-03,2020-05-08,5,26,100,1255697.62811429,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,59,2821.32424537488,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-04,2020-05-08,2,27,102,1266381.41229081,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,62,2880.72054527751,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-05,2020-05-08,4,28,106,1306398.51019665,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,69,2999.51314508277,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-06,2020-05-09,3,28,101,1307967.59291272,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,67,2851.02239532619,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-07,2020-05-09,4,29,105,1338115.64618015,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,75,2969.81499513145,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-08,2020-05-10,5,29,104,1400776.30282879,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,90,2940.11684518014,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-09,2020-05-10,1,30,105,1420034.4115311,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,90,2969.81499513145,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-10,2020-05-12,6,29,102,1493503.57204448,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,88,2880.72054527751,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-11,2020-05-12,4,30,106,1541363.72693749,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,89,2999.51314508277,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,BLZ,Belize,Belize,2020-06-12,2020-05-14,5,29,100,1454578.49633933,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,85,2851.02239532619,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00975609756097561,0.00467062522447868,0.0148415698974725,0.0127499105327108,0.0127000437552479,0.0127997773101738,0.00975609756097561,0.00467062522447868,0.0148415698974725,0.0127499105327108,0.0127000437552479,0.0127997773101738,0.0243528231824532,0.0228566937095513,0.025848952655355,0,0,0
BZ,BLZ,Belize,Belize,2020-06-13,2020-05-16,2,29,101,1458889.95689551,0,0,0,0,0,0,1,17708.7128253694,1,17708.7128253694,86,2880.72054527751,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00974930362116992,0.00466735526673216,0.0148312519756077,0.0126720570451677,0.0126224928099823,0.012721621280353,0.00974930362116992,0.00466735526673216,0.0148312519756077,0.0126720570451677,0.0126224928099823,0.012721621280353,0.0251130825164472,0.023594371100272,0.0266317939326223,0,0,0
