ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
CY,CYP,Cyprus,Larnaca,2020-09-13,2020-06-15,2,58,100,1767736.88847952,0,0,1,0,0,0,0,0,7,2062.36026058632,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-15,2020-06-18,2,57,100,1804556.65382298,0,0,1,0,0,0,0,0,7,2062.36026058632,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-16,2020-06-21,1,57,100,1792158.15112378,0,0,1,0,0,0,0,0,7,2062.36026058632,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-17,2020-06-23,1,57,100,1789528.69243451,0,0,1,0,0,0,0,0,7,2062.36026058632,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-18,2020-07-02,3,55,100,1734256.04083593,0,0,1,0,0,0,0,0,7,2062.36026058632,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-19,2020-07-03,3,55,101,1754926.62696902,0,0,1,0,0,0,0,0,7,2083.19218241042,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-20,2020-07-04,1,55,100,1747753.04817689,0,0,1,0,0,0,0,0,7,2062.36026058632,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-24,2020-07-05,1,55,100,1729164.20811158,0,0,1,0,0,0,0,0,9,2062.36026058632,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-25,2020-07-05,1,56,101,1758945.9973924,0,0,1,0,0,0,0,0,9,2083.19218241042,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-26,2020-07-06,1,56,100,1555994.75097171,0,0,1,0,0,0,0,0,9,2062.36026058632,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2020-09-29,2020-07-12,4,54,100,1507592.52981145,0,0,1,0,0,0,0,0,9,2062.36026058632,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2021-09-23,2021-06-12,2,59,100,2517939.97920918,23,73,3,3,2,80657.3049394723,2,80657.3049394723,124,5190.6277665996,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2021-09-24,2021-06-13,1,59,100,2477609.97644418,23,74,3,3,2,80657.3049394723,2,80657.3049394723,124,5190.6277665996,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Larnaca,2021-09-26,2021-06-14,1,59,100,2518515.63354362,23,74,3,3,2,80657.3049394723,2,80657.3049394723,124,5190.6277665996,4,51,0.237931034482759,0.188922493170855,0.286939575794662,0.014265335235378,0.00805814451034025,0.0204725259604158,0.00641940085592011,0.00223895229925091,0.0105998494125893,0.00427960057061341,0.000862605085932301,0.00769659605529452,0.00914596700502706,0.00910969261808178,0.00918224139197233,0.00427960057061341,0.000862605085932301,0.00769659605529452,0.00914596700502706,0.00910969261808178,0.00918224139197233,0.0119322675376764,0.0108448249643754,0.0130197101109774,0.0479166666666667,0.0288089737516926,0.0670243595816407
CY,CYP,Cyprus,Larnaca,2021-09-28,2021-06-15,1,59,100,2515877.29054601,24,73,3,3,2,80657.3049394723,2,80657.3049394723,127,5190.6277665996,4,50,0.24031007751938,0.197740750644422,0.282879404394337,0.0156918687589158,0.00918642458742879,0.0221973129304029,0.00855920114122682,0.00373723569735526,0.0133811665850984,0.00570613409415121,0.00176335494709106,0.00964891324121137,0.0118592670249602,0.0118185886597638,0.0118999453901566,0.00570613409415121,0.00176335494709106,0.00964891324121137,0.0118592670249602,0.0118185886597638,0.0118999453901566,0.0139278531120433,0.0127993605312295,0.015056345692857,0.051792828685259,0.0324070761006164,0.0711785812699016
CY,CYP,Cyprus,Larnaca,2021-09-29,2021-06-15,1,60,101,2530875.32385408,24,74,3,3,2,80657.3049394723,2,80657.3049394723,127,5243.0583501006,4,51,0.241237113402062,0.20316102527471,0.279313201529414,0.0171062009978617,0.0103212090214508,0.0238911929742727,0.0106913756236636,0.0053098929411432,0.016072858306184,0.00712758374910905,0.00272571445597445,0.0115294530422437,0.0144385997124794,0.0143943604218011,0.0144828390031578,0.00712758374910905,0.00272571445597445,0.0115294530422437,0.0144385997124794,0.0143943604218011,0.0144828390031578,0.0156248334098027,0.0144739603550572,0.0167757064645482,0.0552380952380952,0.035696996772477,0.0747791937037135
CY,CYP,Cyprus,Limassol,2020-09-07,2020-06-14,2,61,100,1306047.20350432,0,0,1,1,0,0,0,0,15,2083.19218241042,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-08,2020-06-21,2,60,100,1325928.47242471,0,0,1,1,0,0,0,0,15,2083.19218241042,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-09,2020-06-23,2,60,100,1341819.03645051,0,0,1,1,0,0,0,0,15,2083.19218241042,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-10,2020-06-24,1,60,100,1477668.63994806,0,0,1,1,0,0,0,0,15,2083.19218241042,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-11,2020-06-27,1,60,100,1715653.90201762,0,0,1,1,0,0,0,0,15,2083.19218241042,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-13,2020-06-28,1,60,100,1685802.2380924,0,0,1,1,0,0,0,0,15,2083.19218241042,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-14,2020-06-30,2,59,100,1685788.37497322,0,0,1,1,0,0,0,0,15,2083.19218241042,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-18,2020-07-01,1,59,100,1699048.25892646,0,0,1,1,0,0,0,0,15,2083.19218241042,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-19,2020-07-01,1,60,101,1702942.59222876,0,0,1,1,0,0,0,0,15,2104.02410423453,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-20,2020-07-05,1,60,100,1668095.68041831,0,0,1,1,0,0,0,0,13,2083.19218241042,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-21,2020-07-06,1,60,100,1669975.72289415,0,0,1,1,0,0,0,0,13,2083.19218241042,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-23,2020-07-07,1,60,100,1681170.06825207,0,0,1,1,0,0,0,0,13,2083.19218241042,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-24,2020-07-14,1,60,100,1671552.71615964,0,0,1,1,0,0,0,0,13,2062.36026058632,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Limassol,2020-09-27,2020-07-15,2,60,100,1479795.73883925,0,0,1,1,0,0,0,0,13,2062.36026058632,1,25,,,,0.00999286224125625,0.00478459648391031,0.0152011279986022,0.00999286224125625,0.00478459648391031,0.0152011279986022,0,0,0,0,0,0,0,0,0,0,0,0,0.00686250926913763,0.00591470049317347,0.00781031804510179,0.0415430267062315,0.0202386654043741,0.0628473880080888
CY,CYP,Cyprus,Limassol,2020-09-29,2020-07-16,2,60,100,1654415.47412595,0,0,1,1,0,0,0,0,13,2062.36026058632,1,27,,,,0.00999286224125625,0.00478459648391031,0.0152011279986022,0.00999286224125625,0.00478459648391031,0.0152011279986022,0,0,0,0,0,0,0,0,0,0,0,0,0.00679874389331066,0.005854981195884,0.00774250659073733,0.0410557184750733,0.0199959100265648,0.0621155269235819
CY,CYP,Cyprus,Limassol,2020-09-30,2020-07-18,1,60,100,1641505.39523727,0,0,1,1,0,0,0,0,13,2062.36026058632,1,27,,,,0.00999286224125625,0.00478459648391031,0.0152011279986022,0.00999286224125625,0.00478459648391031,0.0152011279986022,0,0,0,0,0,0,0,0,0,0,0,0,0.00673488722847034,0.00579520075725928,0.0076745736996814,0.0406976744186047,0.0198176301574589,0.0615777186797504
CY,CYP,Cyprus,Limassol,2021-09-25,2021-06-12,2,66,100,2404575.66999445,29,67,4,4,1,20647.6177954237,1,20647.6177954237,37,5138.19718309859,4,55,0.302083333333333,0.210233654564654,0.393933012102013,0.0121341898643826,0.00640117069602933,0.0178672090327358,0.0121341898643826,0.00640117069602933,0.0178672090327358,0.000713775874375446,0,0.00211225151475571,0.000866164361445781,0.000854355031446074,0.000877973691445488,0.000713775874375446,0,0.00211225151475571,0.000866164361445781,0.000854355031446074,0.000877973691445488,0.00677919723827541,0.00588234474973718,0.00767604972681363,0.0453333333333333,0.0242777555450439,0.0663889111216228
CY,CYP,Cyprus,Limassol,2021-09-26,2021-06-12,1,67,101,2454194.90146065,29,68,4,4,1,20647.6177954237,1,20647.6177954237,37,5190.6277665996,4,56,0.300518134715026,0.235834709608309,0.365201559821743,0.014265335235378,0.00805814451034025,0.0204725259604158,0.014265335235378,0.00805814451034025,0.0204725259604158,0.0014265335235378,0,0.00340216113042248,0.00166415634985541,0.00164811907488936,0.00168019362482147,0.0014265335235378,0,0.00340216113042248,0.00166415634985541,0.00164811907488936,0.00168019362482147,0.0068056850002971,0.00594759779442741,0.0076637722061668,0.0491400491400491,0.0281396786080418,0.0701404196720565
CY,CYP,Cyprus,Limassol,2021-09-27,2021-06-15,2,66,100,2476094.70123804,28,68,4,4,1,20647.6177954237,1,20647.6177954237,37,5138.19718309859,4,55,0.29757785467128,0.244867180430537,0.350288528912024,0.0164051355206847,0.00975589379275898,0.0230543772486105,0.0164051355206847,0.00975589379275898,0.0230543772486105,0.0021398002853067,0,0.00455857575318542,0.00242201197428112,0.00240296165748207,0.00244106229108017,0.0021398002853067,0,0.00455857575318542,0.00242201197428112,0.00240296165748207,0.00244106229108017,0.00683722491766567,0.00601216112520178,0.00766228871012955,0.0525114155251142,0.0316220672042387,0.0734007638459896
CY,CYP,Cyprus,Limassol,2021-09-28,2021-06-17,2,65,100,2449942.60901749,28,69,4,4,1,20647.6177954237,1,20647.6177954237,37,5138.19718309859,4,55,0.295336787564767,0.249827083472532,0.340846491657002,0.0185449358059914,0.0114830293332257,0.0256068422787572,0.0185449358059914,0.0114830293332257,0.0256068422787572,0.00285306704707561,6.11040897290629e-05,0.00564503000442215,0.00313566058653386,0.00311430899775768,0.00315701217531005,0.00285306704707561,6.11040897290629e-05,0.00564503000442215,0.00313566058653386,0.00311430899775768,0.00315701217531005,0.00686410717068883,0.00606853915355415,0.0076596751878235,0.0554371002132196,0.0347272306282877,0.0761469697981516
CY,CYP,Cyprus,Limassol,2021-09-30,2021-06-19,1,65,100,2457964.26638521,27,70,4,4,1,20647.6177954237,1,20647.6177954237,37,5138.19718309859,4,54,0.291925465838509,0.251379280217824,0.332471651459195,0.0206847360912981,0.0132346663521548,0.0281348058304415,0.0206847360912981,0.0132346663521548,0.0281348058304415,0.00356633380884451,0.000445940946617864,0.00668672667107115,0.00380793944825571,0.00378475537797999,0.00383112351853144,0.00356633380884451,0.000445940946617864,0.00668672667107115,0.00380793944825571,0.00378475537797999,0.00383112351853144,0.00688729254936245,0.00611827689945096,0.00765630819927394,0.058,0.0375118598146418,0.0784881401853582
CY,CYP,Cyprus,Nicosia,2020-08-31,2020-06-13,2,58,100,1761503.91286128,0,0,0,0,1,6382.68284794315,1,6382.68284794315,7,2062.36026058632,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-01,2020-06-15,2,57,100,1760518.1014818,0,0,0,0,1,6382.68284794315,1,6382.68284794315,7,2062.36026058632,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-02,2020-06-16,3,57,102,1784760.77714459,0,0,0,0,1,6382.68284794315,1,6382.68284794315,7,2104.02410423453,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-04,2020-06-19,3,55,100,1728424.24660252,0,0,0,0,1,6382.68284794315,1,6382.68284794315,6,2062.36026058632,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-06,2020-06-20,1,55,100,1733099.65343681,0,0,0,0,1,6382.68284794315,1,6382.68284794315,6,2062.36026058632,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-07,2020-06-22,1,55,100,1737854.38318469,0,0,0,0,1,6382.68284794315,1,6382.68284794315,6,2062.36026058632,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-08,2020-06-24,1,55,100,1753291.50152015,0,0,0,0,1,6382.68284794315,1,6382.68284794315,6,2062.36026058632,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-09,2020-06-25,2,55,101,1944957.61161654,0,0,0,0,1,6382.68284794315,1,6382.68284794315,6,2083.19218241042,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-10,2020-06-27,3,55,102,2093690.83547774,0,0,0,0,0,0,0,0,0,2104.02410423453,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-12,2020-06-28,2,55,100,2001842.28349312,0,0,0,0,0,0,0,0,0,2062.36026058632,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-13,2020-06-28,1,56,101,2023197.42139719,0,0,0,0,0,0,0,0,0,2083.19218241042,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-18,2020-07-02,3,54,100,2015620.05064377,0,0,0,0,0,0,0,0,0,2083.19218241042,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-20,2020-07-06,1,54,100,2015656.65366973,0,0,0,0,0,0,0,0,0,2083.19218241042,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,Nicosia,2020-09-22,2020-07-07,1,54,100,2016119.89483014,0,0,0,0,0,0,0,0,0,2083.19218241042,0,21,,,,0,0,0,0,0,0,0.00568990042674253,0.0017583061952148,0.00962149465827027,0.0019363072564535,0.0019195286894484,0.0019530858234586,0.00568990042674253,0.0017583061952148,0.00962149465827027,0.0019363072564535,0.0019195286894484,0.0019530858234586,0.00175495761234301,0.00127373257447253,0.0022361826502135,0,0,0
CY,CYP,Cyprus,Nicosia,2020-09-23,2020-07-07,1,55,101,2027427.88751821,0,0,0,0,0,0,0,0,0,2104.02410423453,0,21,,,,0,0,0,0,0,0,0.00497512437810945,0.00129874786663857,0.00865150088958033,0.00167735418864438,0.00166181395023034,0.00169289442705842,0.00497512437810945,0.00129874786663857,0.00865150088958033,0.00167735418864438,0.00166181395023034,0.00169289442705842,0.00151191345945253,0.00106551762866382,0.00195830929024123,0,0,0
CY,CYP,Cyprus,Nicosia,2020-09-24,2020-07-08,3,55,102,2113787.34441522,0,0,0,0,0,0,0,0,0,2124.85602605863,0,23,,,,0,0,0,0,0,0,0.0042583392476934,0.000858283310378208,0.00765839518500859,0.00141891365028184,0.00140471266530352,0.00143311463526016,0.0042583392476934,0.000858283310378208,0.00765839518500859,0.00141891365028184,0.00140471266530352,0.00143311463526016,0.00126865738320847,0.000860134940631085,0.00167717982578585,0,0,0
