ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
BD,BGD,Bangladesh,Barisal,2020-05-08,2020-05-03,31,6,109,7717169.23410933,0,0,5,4,2,178693.281083703,0,0,74,5765.20583043394,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-09,2020-05-05,21,5,100,7120978.96526447,0,0,4,3,2,178693.281083703,0,0,75,5230.28982554832,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-10,2020-05-06,22,5,113,7706126.88551727,0,0,4,3,2,169620.269220553,1,10445.0403168247,75,5884.07605374186,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-11,2020-05-07,22,5,120,8169373.29316105,0,0,4,2,1,10445.0403168247,1,10445.0403168247,22,6359.55694697353,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-12,2020-05-08,18,5,114,7411104.20015247,0,0,5,3,1,10445.0403168247,1,10445.0403168247,27,6181.25161201165,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-13,2020-05-09,17,5,100,6577222.68574634,0,0,2,2,2,62517.2765587529,1,10445.0403168247,63,5586.90049547207,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-14,2020-05-09,18,6,118,7588282.95859392,0,0,5,5,2,62517.2765587529,1,10445.0403168247,64,6537.8622819354,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-15,2020-05-11,28,5,103,7832424.17927518,0,0,7,6,1,52072.2362419282,0,0,122,5586.90049547207,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-16,2020-05-12,26,5,107,7153233.04413045,0,0,10,8,1,52072.2362419282,0,0,129,5765.20583043394,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-17,2020-05-13,21,5,110,7390640.64074617,0,0,9,7,1,52072.2362419282,0,0,126,5943.51116539582,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-18,2020-05-14,16,5,109,7736858.22282027,0,0,10,7,0,0,0,0,79,5705.77071877999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-19,2020-05-15,12,5,103,7593400.79461768,0,0,7,4,0,0,0,0,78,5408.5951605102,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-20,2020-05-15,19,6,122,8631629.80515394,0,0,8,5,0,0,0,0,94,6478.42717028144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BGD,Bangladesh,Barisal,2020-05-21,2020-05-16,17,6,111,6976909.22887149,0,0,5,3,0,0,0,0,41,6062.38138870373,0,0,,,,0.055230669265757,0.043818142019139,0.066643196512375,0.0402858999350227,0.0304621736431143,0.0501096262269312,0.00974658869395711,0.00483832062203973,0.0146548567658745,0.00785138386809585,0.00783455067158078,0.00786821706461091,0.00324886289798571,0.000405790995973073,0.00609193479999834,0.000494531759401128,0.000490291476784394,0.000498772042017862,0.0129582142479501,0.0121864721987208,0.0137299562971794,0,0,0
BD,BGD,Bangladesh,Barisal,2020-05-22,2020-05-17,26,6,111,7810656.25664292,0,0,2,1,0,0,0,0,35,6062.38138870373,0,0,,,,0.0532121998702142,0.0420054751257205,0.0644189246147078,0.0382868267358858,0.0287061929333612,0.0478674605384104,0.00843608046722907,0.00386964330053396,0.0130025176339242,0.00615385074839478,0.00613894183344649,0.00616875966334308,0.00324464633354964,0.000405258330942147,0.00608403433615714,0.000494094362914781,0.000489857829756521,0.00049833089607304,0.0124406486645706,0.0116856362253383,0.0131956611038029,0,0,0
BD,BGD,Bangladesh,Barisal,2020-05-23,2020-05-20,43,4,105,6369114.91187477,0,0,3,2,1,39869.9412020391,1,39869.9412020391,57,5824.6409420879,0,0,,,,0.0523932729624838,0.0412863137142493,0.0635002322107183,0.03751617076326,0.0280440043583834,0.0469883371681367,0.00776196636481242,0.00338737834289127,0.0121365543867336,0.00487514330571342,0.00486181743472061,0.00488846917670622,0.00388098318240621,0.000781638750905657,0.00698032761390676,0.000877539737919265,0.000871874660085235,0.000883204815753296,0.012136117108847,0.0113929505702536,0.0128792836474405,0,0,0
BD,BGD,Bangladesh,Barisal,2020-05-24,2020-05-21,21,4,107,6079832.88647103,0,0,5,1,1,39869.9412020391,1,39869.9412020391,45,5884.07605374186,0,0,,,,0.0532467532467532,0.0420329560397422,0.0644605504537643,0.0363636363636364,0.0270143605151565,0.0457129122121162,0.00714285714285714,0.00293687819050011,0.0113488360952142,0.0036960772363544,0.00368437629249193,0.00370777818021687,0.0038961038961039,0.000784707711871795,0.007007500080336,0.00117614440802768,0.00116953550721755,0.00118275330883781,0.0117763507913911,0.0110441491428087,0.0125085524399735,0,0,0
BD,BGD,Bangladesh,Barisal,2020-05-25,2020-05-22,23,4,113,6585932.5689877,0,0,6,2,1,39869.9412020391,1,39869.9412020391,134,6240.68672366561,1,1,,,,0.0547945205479452,0.0434022918577919,0.0661867492380985,0.0365296803652968,0.0271385229583827,0.0459208377722109,0.00717547292889759,0.00295035799333173,0.0114005878644634,0.00404282754405162,0.00403049731768145,0.0040551577704218,0.00391389432485323,0.000788318763892946,0.00703946988581351,0.0014836744246196,0.00147619522714203,0.00149115362209717,0.0131382071108591,0.0123648079412172,0.013911606280501,0.25,0,0.674344650278564
BD,BGD,Bangladesh,Barisal,2020-05-26,2020-05-23,27,4,114,6603492.55914587,0,0,6,2,1,39869.9412020391,1,39869.9412020391,134,6300.12183531957,1,1,,,,0.0554468362687541,0.043990952397488,0.0669027201400202,0.0358773646444879,0.0265672844795063,0.0451874448094696,0.00717547292889759,0.00295035799333173,0.0114005878644634,0.00436671593274084,0.00435385223216633,0.00437957963331534,0.00391389432485323,0.000788318763892946,0.00703946988581351,0.00178708516135314,0.0017788452419181,0.00179532508078818,0.0144026449088195,0.0135939799856318,0.0152113098320071,0.5,0.0100090038649866,0.989990996135013
BD,BGD,Bangladesh,Barisal,2020-05-27,2020-05-23,20,5,134,7861361.52932253,0,0,9,4,1,39869.9412020391,1,39869.9412020391,135,7251.0836217829,1,1,,,,0.0587109125717932,0.0470714073323375,0.0703504178112489,0.0363752393107849,0.0271054364581258,0.0456450421634441,0.00638162093171666,0.0024389647825766,0.0103242770808567,0.00409028737503212,0.00407791422488063,0.00410266052518362,0.00382897255902999,0.000771083866210682,0.00688686125184931,0.00205250962933289,0.00204373578680879,0.00206128347185699,0.0149673766255844,0.0141513489590839,0.015783404292085,0.75,0.325655349721436,1
BD,BGD,Bangladesh,Barisal,2020-05-28,2020-05-25,36,4,106,6624037.06145245,0,0,6,5,1,815.680424806635,0,0,132,5468.03027216415,1,2,,,,0.0598070739549839,0.0480210407158614,0.0715931071941064,0.0366559485530547,0.0273159709352528,0.0459959261708566,0.00578778135048232,0.00201745884454397,0.00955810385642066,0.00351983972046775,0.00350830392974283,0.00353137551119268,0.00321543408360129,0.000401568470327722,0.00602929969687485,0.00196889524756198,0.00196026079236525,0.00197752970275872,0.0159677429650131,0.0151199654328083,0.0168155204972179,0.8,0.449390983769368,1
BD,BGD,Bangladesh,Barisal,2020-05-29,2020-05-26,33,4,116,6688156.68461074,0,0,6,5,2,27490.2836827041,1,26674.6032578975,42,6062.38138870374,0,1,,,,0.0586734693877551,0.047041155950346,0.0703057828251642,0.0357142857142857,0.0265288679661569,0.0448997034624145,0.00637755102040816,0.00243740125084089,0.0103177007899754,0.00331451269607399,0.00330325346943968,0.00332577192270829,0.0038265306122449,0.00077058835798194,0.00688247286650786,0.00225786654826748,0.00224856879662951,0.00226716429990545,0.0149306228668931,0.0141127197133909,0.0157485260203953,0.666666666666667,0.289471421974609,1
BD,BGD,Bangladesh,Barisal,2020-05-30,2020-05-28,39,3,108,5756722.77158651,0,0,6,4,4,75359.1964258587,1,26674.6032578975,42,5705.77071877999,0,1,,,,0.0560866794136393,0.044701692363172,0.0674716664641065,0.0331421287444232,0.0242846904018949,0.0419995670869515,0.0082855321861058,0.00380024610883394,0.0127708182633777,0.00359732158956807,0.00358551084304201,0.00360913233609412,0.00446144040790312,0.00116380065082528,0.00775908016498097,0.00256004582131857,0.00255007714433964,0.00257001449829749,0.0139103055479029,0.0131201566799734,0.0147004544158323,0.571428571428571,0.204829252304406,0.938027890552737
BD,BGD,Bangladesh,Barisal,2020-05-31,2020-05-29,45,3,117,6272849.13716774,0,0,6,2,4,104008.849255849,1,26674.6032578975,152,6478.42717028144,0,0,,,,0.0539340101522843,0.0427817714656632,0.0650862488389053,0.0298223350253807,0.0214245173208718,0.0382201527298897,0.0101522842639594,0.00520307221225504,0.0151014963156637,0.00417071149907019,0.00415792531857955,0.00418349767956083,0.0050761421319797,0.00156755881541555,0.00858472544854384,0.00286269887868093,0.00285209881135517,0.0028732989460067,0.0141288213685286,0.0133350901033164,0.0149225526337408,0.571428571428571,0.204829252304406,0.938027890552737
BD,BGD,Bangladesh,Barisal,2020-06-01,2020-05-30,46,3,130,8076146.8668226,0,0,7,3,3,77334.245997951,0,0,180,7132.21339847498,1,1,,,,0.0513462742642455,0.0405218711035014,0.0621706774249895,0.0269254852849092,0.0189867658833801,0.0348642046864383,0.0118973074514715,0.00657964193270852,0.0172149729702345,0.00494594873503087,0.00493205439841633,0.00495984307164541,0.0050093926111459,0.0015468298108906,0.0084719554114012,0.00285278078606359,0.00284221739114519,0.002863344180982,0.0150649813845212,0.0142525590925319,0.0158774036765105,0.625,0.289526098053033,0.960473901946967
BD,BGD,Bangladesh,Barisal,2020-06-02,2020-05-31,38,3,129,7548911.8819948,0,0,5,2,2,46432.4086507008,0,0,191,7072.77828682102,1,1,,,,0.0492914356130622,0.0387597407477108,0.0598231304784136,0.0252618607516944,0.0176276265465847,0.0328960949568041,0.0129390018484288,0.00744091982600302,0.0184370838708547,0.00542254973725915,0.0054080015319367,0.0054370979425816,0.00492914356130622,0.0015219126422208,0.00833637448039165,0.00285407737019093,0.00284350918109797,0.00286464555928389,0.0160639102127938,0.0152333749058531,0.0168944455197344,0.666666666666667,0.358688039033405,0.974645294299928
BD,BGD,Bangladesh,Barisal,2020-06-03,2020-06-01,38,3,122,7064808.57502241,0,0,6,5,4,165333.87111038,2,141191.029314432,108,6775.60272855123,1,1,,,,0.0480591497227357,0.0376531968546102,0.0584651025908612,0.0252618607516944,0.0176276265465847,0.0328960949568041,0.0154035736290819,0.00941216827602417,0.0213949789821397,0.00722728357193097,0.00721036729742519,0.00724419984643675,0.00616142945163278,0.00235438896888947,0.00996846993437609,0.00436637463008177,0.0043532071540959,0.00437954210606763,0.0161683728300111,0.0153365885807761,0.0170001570792462,0.7,0.415974234910675,0.984025765089325
BD,BGD,Bangladesh,Barisal,2020-06-04,2020-06-02,34,3,110,5758255.81486782,0,0,5,4,5,189375.031588831,3,165232.189792883,98,6121.81650035769,0,0,,,,0.0480887792848335,0.0376765729553396,0.0585009856143275,0.0258939580764488,0.0181649278650003,0.0336229882878974,0.0184956843403206,0.0119387025847557,0.0250526660958855,0.00931121630501296,0.0092919131176895,0.00933051949233642,0.00801479654747226,0.00367547818241386,0.0123541149125307,0.00615977931857109,0.00614405405058465,0.00617550458655752,0.0168024418949824,0.0159550629631418,0.017649820826823,0.7,0.415974234910675,0.984025765089325
BD,BGD,Bangladesh,Barisal,2020-06-05,2020-06-03,34,3,106,5773882.92947438,0,0,7,6,6,447653.835104099,4,214638.796001357,99,5824.6409420879,0,0,,,,0.0513296227581942,0.0405740191749856,0.0620852263414028,0.0290661719233148,0.0208780968416096,0.0372542470050199,0.0222634508348794,0.0150722693952625,0.0294546322744963,0.0143251975236137,0.0143010553970443,0.0143493396501831,0.0105132962275819,0.00554202437363211,0.0154845680815318,0.00860096039531002,0.00858219938999066,0.00861972140062938,0.0175738608701319,0.0167064207188259,0.018441301021438,0.7,0.415974234910675,0.984025765089325
BD,BGD,Bangladesh,Barisal,2020-06-06,2020-06-04,34,3,102,5282009.68637912,0,0,6,4,3,299287.039389624,2,73447.7666869246,84,5468.03027216415,0,0,,,,0.0532837670384139,0.0423264633593842,0.0642410707174435,0.030359355638166,0.0219889210596879,0.0387297902166442,0.023543990086741,0.0161468694699605,0.0309411107035215,0.0173149872133774,0.0172883291780538,0.0173416452487009,0.0111524163568773,0.00602916703196149,0.0162756656817932,0.00906768853459329,0.00904831627958959,0.009087060789597,0.0179528182799304,0.0170744658720279,0.018831170687833,0.7,0.415974234910675,0.984025765089325
