ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cases_active
CH,CHE,Switzerland,Aargau,2020-05-14,2020-05-13,150,73,2,0,0,0,0,0,0,0,0,0.00420722888914764,0.0015023395075523,0,0,0.00111976508034195,0.00111976508034195
CH,CHE,Switzerland,Aargau,2020-05-15,2020-05-14,140,67,2,0,0,0,0,0,0,0,0,0.00432843715000165,0.00157194830466933,0,0,0.00114863008455541,0.00114863008455541
CH,CHE,Switzerland,Aargau,2020-05-16,2020-05-15,145,78,2,0,0,0,0,0,0,0,0,0.00232176705364073,0.00113632351065829,1,0,0.00117674802553944,0.00117674802553944
CH,CHE,Switzerland,Aargau,2020-05-17,2020-05-16,157,79,2,0,0,0,0,0,0,0,0,0.00187527338947905,0.000981388741360645,1,0,0.00120365581589041,0.00120365581589041
CH,CHE,Switzerland,Aargau,2020-05-18,2020-05-17,156,77,2,0,0,0,0,0,0,0,0,0.000943685963737847,0.000698749565623763,0,0,0.0012291267764084,0.0012291267764084
CH,CHE,Switzerland,Aargau,2020-05-19,2020-05-18,162,85,2,0,0,0,0,0,0,0,0,0.000519152881559419,0.000508628395785399,0,0,0.00125262022233173,0.00125262022233173
CH,CHE,Switzerland,Aargau,2020-05-20,2020-05-19,152,67,2,0,0,0,0,0,0,0,0,0.00166060160127947,0.000938776102313658,0,0,0.0012735268646115,0.0012735268646115
CH,CHE,Switzerland,Aargau,2020-05-21,2020-05-20,115,48,2,0,0,0,0,0,0,0,0,0.00293275838354619,0.00143491643065886,1,0,0.00129140597327475,0.00129140597327475
CH,CHE,Switzerland,Aargau,2020-05-22,2020-05-21,109,61,2,0,0,0,0,0,0,0,0,0.00325899412116543,0.00154667252253309,1,0,0.00130572771174829,0.00130572771174829
CH,CHE,Switzerland,Aargau,2020-05-23,2020-05-22,146,85,2,0,0,0,0,0,0,0,0,0.0035780656648573,0.00140006446443821,1,0,0.00131597739487501,0.00131597739487501
CH,CHE,Switzerland,Aargau,2020-05-24,2020-05-23,160,75,2,0,0,0,0,0,0,0,0,0.00183989087269643,0.000962889038925554,3,0,0.00132167888709188,0.00132167888709188
CH,CHE,Switzerland,Aargau,2020-05-25,2020-05-24,149,74,2,0,0,0,0,0,0,0,0,0.000988319759320042,0.000731782184483473,4,0,0.00132241955753291,0.00132241955753291
CH,CHE,Switzerland,Aargau,2020-05-26,2020-05-25,139,65,2,0.00719424460431655,0.0140496476855479,0.00841971463360969,0.000169725151871521,0.00719424460431655,0.0140496476855479,0.00841971463360969,0.000169725151871521,0.00180396289059856,0.00101974829553114,2,0,0.00131787550230332,0.00131787550230332
CH,CHE,Switzerland,Aargau,2020-05-27,2020-05-26,124,59,2,0.00806451612903226,0.0157422976270391,0.00867191832416622,0.000174786857828646,0.00806451612903226,0.0157422976270391,0.00867191832416622,0.000174786857828646,0.00220851012419485,0.0011992112860856,0,0,0.00130797218761596,0.00130797218761596
CH,CHE,Switzerland,Aargau,2020-05-28,2020-05-27,112,53,2,0,0,0,0,0,0,0,0,0.0020707652100039,0.00122245387423911,1,0,0.00129252830405418,0.00129252830405418
CH,CHE,Switzerland,Aargau,2020-05-29,2020-05-28,112,59,2,0,0,0,0,0,0,0,0,0.00186570566810416,0.00115527589208837,1,0,0.0012716557381878,0.0012716557381878
CH,CHE,Switzerland,Aargau,2020-05-30,2020-05-29,121,62,2,0.00826446280991736,0.0161309765023335,0.00507317091430158,0.000134062489570131,0.00826446280991736,0.0161309765023335,0.00507317091430158,0.000134062489570131,0.00414464201311073,0.00165473185431801,0,0,0.00124550260218099,0.00124550260218099
CH,CHE,Switzerland,Aargau,2020-05-31,2020-05-30,139,77,2,0.00719424460431655,0.0140496476855479,0.00489703043501132,0.000129419294910993,0.00719424460431655,0.0140496476855479,0.00489703043501132,0.000129419294910993,0.00435957698561318,0.00158323252673411,0,0,0.00121457365472169,0.00121457365472169
CH,CHE,Switzerland,Aargau,2020-06-01,2020-05-31,154,77,2,0,0,0,0,0,0,0,0,0.00304443626901235,0.00127022758074912,0,0,0.00117946609883161,0.00117946609883161
CH,CHE,Switzerland,Aargau,2020-06-02,2020-06-01,133,56,2,0,0,0,0,0,0,0,0,0.00305401666286589,0.00137112960084899,0,0,0.00114094061519951,0.00114094061519951
CH,CHE,Switzerland,Aargau,2020-06-03,2020-06-02,133,77,2,0,0,0,0,0,0,0,0,0.0030077436831255,0.00135038624774343,2,0,0.00109990585874302,0.00109990585874302
CH,CHE,Switzerland,Aargau,2020-06-04,2020-06-03,144,67,2,0,0,0,0,0,0,0,0,0.00192657266153167,0.00104626826985552,2,0,0.00105739626648271,0.00105739626648271
CH,CHE,Switzerland,Aargau,2020-06-05,2020-06-04,128,61,2,0,0,0,0,0,0,0,0,0.00116088352682037,0.000859479436525613,1,0,0.00101454404964887,0.00101454404964887
CH,CHE,Switzerland,Aargau,2020-06-06,2020-06-05,130,69,2,0,0,0,0,0,0,0,0,0.00097190248757054,0.000777291665400068,2,0,0.000972546526676552,0.000972546526676552
CH,CHE,Switzerland,Aargau,2020-06-07,2020-06-06,130,61,2,0,0,0,0,0,0,0,0,0.00016453467309265,0.000322455502640334,1,0,0.000932630155652818,0.000932630155652818
CH,CHE,Switzerland,Aargau,2020-06-08,2020-06-07,115,54,2,0,0,0,0,0,0,0,0,0.00110951699908495,0.000887289544603754,0,0,0.000896012738962668,0.000896012738962668
CH,CHE,Switzerland,Aargau,2020-06-09,2020-06-08,111,57,2,0,0,0,0,0,0,0,0,0.00246951586614514,0.00134076086142132,0,0,0.000863865301255389,0.000863865301255389
CH,CHE,Switzerland,Aargau,2020-06-10,2020-06-09,125,68,2,0,0,0,0,0,0,0,0,0.00168515350667473,0.00104356937195086,1,0,0.000837275092706641,0.000837275092706641
CH,CHE,Switzerland,Aargau,2020-06-11,2020-06-10,110,42,2,0,0,0,0,0,0,0,0,0.00151970207147394,0.0010522799678468,2,0,0.000817337463086972,0.000817337463086972
CH,CHE,Switzerland,Aargau,2020-06-12,2020-06-10,165,55,3,0,0,0,0,0,0,0,0,0.00189962758934242,0.000960413019452506,2,0,0.000804782497218309,0.000804782497218309
CH,CHE,Switzerland,Aargau,2020-06-13,2020-06-12,114,59,2,0,0,0,0,0,0,0,0,0.00169426244454864,0.00110595970537073,1,0,0.000800174558384401,0.000800174558384401
CH,CHE,Switzerland,Aargau,2020-06-14,2020-06-13,123,64,2,0,0,0,0,0,0,0,0,0.00158036244827647,0.00103166832126308,2,0,0.000804049748728001,0.000804049748728001
CH,CHE,Switzerland,Aargau,2020-06-15,2020-06-14,115,51,2,0,0,0,0,0,0,0,0,0.0014663791917731,0.00101538497545479,1,0,0.000816659548141904,0.000816659548141904
CH,CHE,Switzerland,Aargau,2020-06-16,2020-06-14,159,44,3,0,0,0,0,0,0,0,0,0.00281291008421858,0.00120138613987877,1,0,0.000838039524466272,0.000838039524466272
CH,CHE,Switzerland,Aargau,2020-06-17,2020-06-15,147,52,3,0,0,0,0,0,0,0,0,0.00259397422544689,0.00119677770152024,0,0,0.000868016485311778,0.000868016485311778
CH,CHE,Switzerland,Aargau,2020-06-18,2020-06-17,111,59,2,0,0,0,0,0,0,0,0,0.00230046643846972,0.00130008951054876,2,0,0.00090618537790683,0.00090618537790683
CH,CHE,Switzerland,Aargau,2020-06-19,2020-06-18,107,48,2,0,0,0,0,0,0,0,0,0.00398017209195554,0.0017408803987898,2,0,0.000951950902971848,0.000951950902971848
CH,CHE,Switzerland,Aargau,2020-06-20,2020-06-19,100,52,2,0,0,0,0,0,0,0,0,0.00522397587069165,0.00204240518202386,0,0,0.00100453255346394,0.00100453255346394
CH,CHE,Switzerland,Aargau,2020-06-21,2020-06-20,101,49,2,0,0,0,0,0,0,0,0,0.00475847307033299,0.00194006389439575,1,0,0.0010629863256478,0.0010629863256478
CH,CHE,Switzerland,Aargau,2020-06-22,2020-06-21,109,60,2,0,0,0,0,0,0,0,0,0.00290220881705092,0.00146656054098703,1,0,0.0011262307149873,0.0011262307149873
CH,CHE,Switzerland,Aargau,2020-06-23,2020-06-22,113,53,2,0,0,0,0,0,0,0,0,0.00451803318546305,0.00180346860010697,1,0,0.00119307615625747,0.00119307615625747
CH,CHE,Switzerland,Aargau,2020-06-24,2020-06-23,104,51,2,0,0,0,0,0,0,0,0,0.00770916827519545,0.00244164942520529,2,0,0.00126225697347075,0.00126225697347075
CH,CHE,Switzerland,Aargau,2020-06-25,2020-06-24,107,56,2,0,0,0,0,0,0,0,0,0.00413975446356697,0.00176690103295375,2,0,0.00133260349499877,0.00133260349499877
CH,CHE,Switzerland,Aargau,2020-06-26,2020-06-25,115,59,2,0,0,0,0,0,0,0,0,0.00238286618663128,0.00129377280827403,1,0,0.00140276841400317,0.00140276841400317
CH,CHE,Switzerland,Aargau,2020-06-27,2020-06-26,122,63,2,0,0,0,0,0,0,0,0,0.003281174927046,0.0014729466100233,0,0,0.00147144391621254,0.00147144391621254
CH,CHE,Switzerland,Aargau,2020-06-28,2020-06-27,139,76,2,0.00719424460431655,0.0140496476855479,0.00443174869224571,0.000128467651947109,0.00719424460431655,0.0140496476855479,0.00443174869224571,0.000128467651947109,0.00274544717291824,0.00126656634510685,1,0,0.00153744659780693,0.00153744659780693
CH,CHE,Switzerland,Aargau,2020-06-29,2020-06-28,147,71,2,0.00680272108843537,0.0132876602992285,0.00385775431867976,0.000111860920134435,0.00680272108843537,0.0132876602992285,0.00385775431867976,0.000111860920134435,0.00329182041166871,0.00134308753357309,1,0,0.00159953402824249,0.00159953402824249
CH,CHE,Switzerland,Aargau,2020-06-30,2020-06-29,137,66,2,0,0,0,0,0,0,0,0,0.00289797201585814,0.00130117370365566,1,0,0.00165679123820899,0.00165679123820899
CH,CHE,Switzerland,Aargau,2020-07-01,2020-06-30,132,66,2,0.00757575757575758,0.014791861850129,0.00661180759534224,0.000151392665699528,0.00757575757575758,0.014791861850129,0.00661180759534224,0.000151392665699528,0.0034826505804611,0.00145274398496792,2,0,0.00170837253123703,0.00170837253123703
CH,CHE,Switzerland,Aargau,2020-07-02,2020-07-01,130,64,2,0.00769230769230769,0.0150185469901632,0.00682865644173109,0.000156340856060039,0.00769230769230769,0.0150185469901632,0.00682865644173109,0.000156340856060039,0.00321475438196409,0.0014066358786255,1,0,0.00175373400016432,0.00175373400016432
CH,CHE,Switzerland,Aargau,2020-07-03,2020-07-02,132,68,2,0,0,0,0,0,0,0,0,0.00255217141774249,0.00124894419828041,0,0,0.00179228915688882,0.00179228915688882
CH,CHE,Switzerland,Aargau,2020-07-04,2020-07-03,130,62,2,0,0,0,0,0,0,0,0,0.00388760995028216,0.00155231311322876,1,0,0.00182361776419971,0.00182361776419971
CH,CHE,Switzerland,Aargau,2020-07-05,2020-07-04,135,73,2,0,0,0,0,0,0,0,0,0.00263133599412617,0.00124918797916845,2,0,0.00184770527184271,0.00184770527184271
CH,CHE,Switzerland,Aargau,2020-07-06,2020-07-05,128,55,2,0,0,0,0,0,0,0,0,0.00261198793534583,0.00127817800031106,2,0,0.00186476969380021,0.00186476969380021
CH,CHE,Switzerland,Aargau,2020-07-07,2020-07-06,114,59,2,0,0,0,0,0,0,0,0,0.00531562457017747,0.00192950558631126,2,0,0.00187502446008494,0.00187502446008494
CH,CHE,Switzerland,Aargau,2020-07-08,2020-07-07,120,61,2,0,0,0,0,0,0,0,0,0.00421429986207058,0.00168248362765289,3,0,0.00187881210599966,0.00187881210599966
CH,CHE,Switzerland,Aargau,2020-07-09,2020-07-08,115,54,2,0,0,0,0,0,0,0,0,0.00201627138868801,0.00119031653385997,3,0,0.00187687011412296,0.00187687011412296
CH,CHE,Switzerland,Aargau,2020-07-10,2020-07-09,106,52,2,0.00943396226415094,0.0184028015418055,0.00868787967624957,0.000186550860668087,0,0,0,0,0.00137991815452232,0.00102153334390765,2,0,0.00187006487011252,0.00187006487011252
CH,CHE,Switzerland,Aargau,2020-07-11,2020-07-09,129,23,3,0.00775193798449612,0.0151345150788071,0.0072883484901863,0.000156609802269836,0,0,0,0,0.00113388623549896,0.000839502887745554,2,0,0.00185928990197774,0.00185928990197774
CH,CHE,Switzerland,Aargau,2020-07-12,2020-07-10,127,52,3,0.0078740157480315,0.0153719081972501,0.0074565276700943,0.000160210012399976,0,0,0,0,0.00149256453448333,0.000974396254387007,3,0,0.00184571406524319,0.00184571406524319
CH,CHE,Switzerland,Aargau,2020-07-13,2020-07-12,114,62,2,0,0,0,0,0,0,0,0,0.00223884680172499,0.00126530475626095,2,0,0.00183029088698862,0.00183029088698862
CH,CHE,Switzerland,Aargau,2020-07-14,2020-07-13,154,92,2,0,0,0,0,0,0,0,0,0.000819447195402612,0.00065541356453796,1,0,0.00181422049934705,0.00181422049934705
CH,CHE,Switzerland,Aargau,2020-07-15,2020-07-14,159,67,2,0,0,0,0,0,0,0,0,0.000132252553688396,0.000259193100917717,1,0,0.00179901034936025,0.00179901034936025
CH,CHE,Switzerland,Aargau,2020-07-16,2020-07-15,125,58,2,0,0,0,0,0,0,0,0,0.00322782248920785,0.00144903503911047,1,0,0.00178590549295564,0.00178590549295564
CH,CHE,Switzerland,Aargau,2020-07-17,2020-07-16,123,65,2,0,0,0,0,0,0,0,0,0.00411066953759343,0.00164119647152439,2,1,0.00177604981233044,0.00177604981233044
CH,CHE,Switzerland,Aargau,2020-07-18,2020-07-17,137,72,2,0,0,0,0,0,0,0,0,0.00187127493875522,0.00105776293882979,3,1,0.00177062623756761,0.00177062623756761
CH,CHE,Switzerland,Aargau,2020-07-19,2020-07-18,151,79,2,0,0,0,0,0,0,0,0,0.00184793704269365,0.00100360297581727,4,0,0.00177088099151939,0.00177088099151939
CH,CHE,Switzerland,Aargau,2020-07-20,2020-07-19,131,52,2,0,0,0,0,0,0,0,0,0.00160737719098205,0.000995443405745709,4,0,0.00177791113353221,0.00177791113353221
CH,CHE,Switzerland,Aargau,2020-07-21,2020-07-20,112,60,2,0,0,0,0,0,0,0,0,0.00150601106182102,0.00104280711746907,2,0,0.00179270625159563,0.00179270625159563
CH,CHE,Switzerland,Aargau,2020-07-22,2020-07-21,114,54,2,0,0,0,0,0,0,0,0,0.00147935599877994,0.00102436402688957,0,0,0.00181623175142608,0.00181623175142608
CH,CHE,Switzerland,Aargau,2020-07-23,2020-07-22,103,49,2,0,0,0,0,0,0,0,0,0.000819447195402612,0.000802714401808347,2,0,0.00184914326515141,0.00184914326515141
CH,CHE,Switzerland,Aargau,2020-07-24,2020-07-23,100,51,2,0,0,0,0,0,0,0,0,0.00168855785719326,0.00116910109676198,2,0,0.00189198110840552,0.00189198110840552
CH,CHE,Switzerland,Aargau,2020-07-25,2020-07-24,113,62,2,0.00884955752212389,0.0172678965081244,0.00820794509658934,0.000178436787843264,0.00884955752212389,0.0172678965081244,0.00820794509658934,0.000178436787843264,0.00373141133620832,0.00163227917048943,1,0,0.00194501852523406,0.00194501852523406
CH,CHE,Switzerland,Aargau,2020-07-26,2020-07-25,130,68,2,0.00769230769230769,0.0150185469901632,0.00744642474310598,0.000161943837060681,0.00769230769230769,0.0150185469901632,0.00744642474310598,0.000161943837060681,0.0027537237147832,0.00130720953401725,2,0,0.00200861376948896,0.00200861376948896
CH,CHE,Switzerland,Aargau,2020-07-27,2020-07-26,134,66,2,0,0,0,0,0,0,0,0,0.00628448225045612,0.00194141613729502,1,0,0.0020826504861148,0.0020826504861148
CH,CHE,Switzerland,Aargau,2020-07-28,2020-07-27,121,55,2,0,0,0,0,0,0,0,0,0.00835836139310664,0.00235464800799196,0,0,0.00216687514382442,0.00216687514382442
CH,CHE,Switzerland,Aargau,2020-07-29,2020-07-28,126,71,2,0,0,0,0,0,0,0,0,0.00267467564579413,0.00130881313969715,2,1,0.00226085220046051,0.00226085220046051
CH,CHE,Switzerland,Aargau,2020-07-30,2020-07-29,121,50,2,0,0,0,0,0,0,0,0,0.00121892770316139,0.000902427186448418,4,1,0.00236386911140129,0.00236386911140129
CH,CHE,Switzerland,Aargau,2020-07-31,2020-07-30,107,57,2,0,0,0,0,0,0,0,0,0.0011717329055757,0.000937014916150534,4,0,0.0024750806748872,0.0024750806748872
CH,CHE,Switzerland,Aargau,2020-08-01,2020-07-31,112,55,2,0,0,0,0,0,0,0,0,0.00242541736853541,0.00131684780960276,2,0,0.00259332055367418,0.00259332055367418
CH,CHE,Switzerland,Aargau,2020-08-02,2020-08-01,124,69,2,0,0,0,0,0,0,0,0,0.00235921490934462,0.00123435100517224,1,0,0.00271744085461654,0.00271744085461654
CH,CHE,Switzerland,Aargau,2020-08-03,2020-08-02,119,50,2,0,0,0,0,0,0,0,0,0.000526787482758822,0.000595948169317573,2,0,0.00284607998844264,0.00284607998844264
CH,CHE,Switzerland,Aargau,2020-08-04,2020-08-03,105,55,2,0,0,0,0,0,0,0,0,0,0,3,0,0.00297777342740391,0.00297777342740391
CH,CHE,Switzerland,Aargau,2020-08-05,2020-08-04,111,56,2,0,0,0,0,0,0,0,0,0.0022795531072109,0.00128828401700265,2,0,0.00311099081561565,0.00311099081561565
CH,CHE,Switzerland,Aargau,2020-08-06,2020-08-05,110,54,2,0,0,0,0,0,0,0,0,0.00402581626732201,0.00171836902173509,1,0,0.00324417602036824,0.00324417602036824
CH,CHE,Switzerland,Aargau,2020-08-07,2020-08-05,153,43,3,0,0,0,0,0,0,0,0,0.00357429927994692,0.00137143361769144,2,0,0.00337578861027697,0.00337578861027697
CH,CHE,Switzerland,Aargau,2020-08-08,2020-08-07,103,60,2,0.00970873786407767,0.018936178546626,0.00638354379296372,0.000154271075027763,0.00970873786407767,0.018936178546626,0.00638354379296372,0.000154271075027763,0.00101436424673624,0.000888662069922861,1,0,0.0035043450716712,0.0035043450716712
CH,CHE,Switzerland,Aargau,2020-08-09,2020-08-08,111,51,2,0.018018018018018,0.0247452513571082,0.0148844666363061,0.000233404757548922,0.00900900900900901,0.0175776157070447,0.00632080529109954,0.000152759696441668,0.0193762014112927,0.00372364148208938,1,0,0.00362845799434049,0.00362845799434049
CH,CHE,Switzerland,Aargau,2020-08-10,2020-08-08,147,36,3,0.0136054421768707,0.0187271240736186,0.00960548030355174,0.000151027503566108,0.00680272108843537,0.0132876602992285,0.00407904241446906,9.86924505925521e-05,0.0146991872775324,0.00283155987053581,1,0,0.00374687148199024,0.00374687148199024
CH,CHE,Switzerland,Aargau,2020-08-11,2020-08-09,132,45,3,0.00757575757575758,0.014791861850129,0.00569483051772669,0.000118279748446072,0,0,0,0,0.0165559850671151,0.00317073046550333,2,0,0.00385849117335122,0.00385849117335122
CH,CHE,Switzerland,Aargau,2020-08-12,2020-08-11,102,57,2,0,0,0,0,0,0,0,0,0.00122917079310392,0.000982918757161011,1,0,0.00396233579943047,0.00396233579943047
CH,CHE,Switzerland,Aargau,2020-08-13,2020-08-12,107,50,2,0,0,0,0,0,0,0,0,0.00136702172317165,0.00101199283781234,0,0,0.00405779363501786,0.00405779363501786
CH,CHE,Switzerland,Aargau,2020-08-14,2020-08-12,155,48,3,0,0,0,0,0,0,0,0,0.0012133105248058,0.000792200613116335,0,0,0.00414441852253281,0.00414441852253281
CH,CHE,Switzerland,Aargau,2020-08-15,2020-08-14,104,56,2,0.00961538461538462,0.0187549838461375,0.0253113427293154,0.000308045393939184,0.00961538461538462,0.0187549838461375,0.0253113427293154,0.000308045393939184,0.000811491397388994,0.00079492422280417,1,0,0.00422174479139035,0.00422174479139035
CH,CHE,Switzerland,Aargau,2020-08-16,2020-08-15,108,52,2,0.00925925925925926,0.0180636016201853,0.0254618299660205,0.000309852938709578,0.00925925925925926,0.0180636016201853,0.0254618299660205,0.000309852938709578,0.0011717329055757,0.000937014916150534,2,0,0.00428977048471078,0.00428977048471078
CH,CHE,Switzerland,Aargau,2020-08-17,2020-08-16,111,59,2,0,0,0,0,0,0,0,0,0.00208959034827666,0.00123355545609362,1,0,0.00434864251436366,0.00434864251436366
CH,CHE,Switzerland,Aargau,2020-08-18,2020-08-17,116,57,2,0,0,0,0,0,0,0,0,0.00218044210254956,0.00123233287227981,0,0,0.00439848082266461,0.00439848082266461
CH,CHE,Switzerland,Aargau,2020-08-19,2020-08-18,111,54,2,0.00900900900900901,0.0175776157070447,0.0100904253029064,0.000186105698861807,0,0,0,0,0.00169426244454864,0.00110595970537073,1,0,0.00443963232582402,0.00443963232582402
CH,CHE,Switzerland,Aargau,2020-08-20,2020-08-19,105,51,2,0.00952380952380953,0.0185772237565978,0.00993326022488977,0.000183221521999936,0,0,0,0,0.000803688595491023,0.00078728379464809,3,0,0.00447252574435923,0.00447252574435923
CH,CHE,Switzerland,Aargau,2020-08-21,2020-08-20,108,57,2,0,0,0,0,0,0,0,0,0.000591393494795281,0.000669014528727919,3,0,0.00449777238870737,0.00449777238870737
CH,CHE,Switzerland,Aargau,2020-08-22,2020-08-21,102,45,2,0,0,0,0,0,0,0,0,0.00124134080095643,0.000992644578308737,4,0,0.00451587349522521,0.00451587349522521
CH,CHE,Switzerland,Aargau,2020-08-23,2020-08-22,101,56,2,0.0099009900990099,0.0193092777830645,0.0103168742300936,0.000195426076167161,0.0099009900990099,0.0193092777830645,0.0103168742300936,0.000195426076167161,0.00517225333731847,0.00202223591870687,5,0,0.00452722975901631,0.00452722975901631
CH,CHE,Switzerland,Aargau,2020-08-24,2020-08-22,142,41,3,0.00704225352112676,0.0137538768295014,0.00707497601116643,0.000134236151585943,0.00704225352112676,0.0137538768295014,0.00707497601116643,0.000134236151585943,0.00385314532306335,0.00147821801248958,6,0,0.00453205655934576,0.00453205655934576
CH,CHE,Switzerland,Aargau,2020-08-25,2020-08-23,151,54,3,0.00662251655629139,0.0129368427609194,0.00691886208663027,0.000131284463493139,0.00662251655629139,0.0129368427609194,0.00691886208663027,0.000131284463493139,0.00448771081509082,0.00155139103752553,4,0,0.0045307963988108,0.0045307963988108
CH,CHE,Switzerland,Aargau,2020-08-26,2020-08-25,118,64,2,0,0,0,0,0,0,0,0,0.00357194931329344,0.001562648693577,2,0,0.00452381320801506,0.00452381320801506
CH,CHE,Switzerland,Aargau,2020-08-27,2020-08-26,116,52,2,0,0,0,0,0,0,0,0,0.00381577367946173,0.00162888671791832,1,0,0.0045112114130465,0.0045112114130465
CH,CHE,Switzerland,Aargau,2020-08-28,2020-08-27,108,56,2,0.00925925925925926,0.0180636016201853,0.00661662490175172,0.00015578491348096,0.00925925925925926,0.0180636016201853,0.00661662490175172,0.00015578491348096,0.00429635398711089,0.00179143830453446,1,0,0.0044927625176107,0.0044927625176107
CH,CHE,Switzerland,Aargau,2020-08-29,2020-08-28,108,52,2,0.00925925925925926,0.0180636016201853,0.00631080943234992,0.00014860752024958,0.00925925925925926,0.0180636016201853,0.00631080943234992,0.00014860752024958,0.00406309234387128,0.00173424739147783,2,0,0.00446839721740563,0.00446839721740563
CH,CHE,Switzerland,Aargau,2020-08-30,2020-08-28,153,45,3,0.0065359477124183,0.0127682900213672,0.00444947727534599,0.000104874785124891,0.0065359477124183,0.0127682900213672,0.00444947727534599,0.000104874785124891,0.00286806518390914,0.00122490885417839,3,0,0.00443786810353855,0.00443786810353855
CH,CHE,Switzerland,Aargau,2020-08-31,2020-08-29,142,45,3,0,0,0,0,0,0,0,0,0.00206015949830093,0.00107804551890235,2,0,0.00440094938069409,0.00440094938069409
CH,CHE,Switzerland,Aargau,2020-09-01,2020-08-30,130,40,3,0,0,0,0,0,0,0,0,0.00129586998342739,0.000897393564527914,2,0,0.00435724297431453,0.00435724297431453
CH,CHE,Switzerland,Aargau,2020-09-02,2020-08-31,143,58,3,0,0,0,0,0,0,0,0,0.00266756214673616,0.00123068343999344,2,0,0.00430621477565024,0.00430621477565024
CH,CHE,Switzerland,Aargau,2020-09-03,2020-09-01,132,34,3,0,0,0,0,0,0,0,0,0.00388760995028216,0.00155231311322876,2,0,0.00424773324873768,0.00424773324873768
CH,CHE,Switzerland,Aargau,2020-09-04,2020-09-02,135,43,3,0.00740740740740741,0.0144643804875982,0.00854698933643563,0.000141090831738917,0,0,0,0,0.00361357729401227,0.00147412876976368,1,0,0.00418148739988306,0.00418148739988306
CH,CHE,Switzerland,Aargau,2020-09-05,2020-09-03,125,48,3,0.008,0.0156168670868465,0.00838782557040079,0.000138474523427476,0,0,0,0,0.00505546052002418,0.00180446151190082,2,0,0.00410737804495131,0.00410737804495131
CH,CHE,Switzerland,Aargau,2020-09-06,2020-09-04,136,45,3,0.00735294117647059,0.0143584186750738,0.00798319408401453,0.00013182135340649,0,0,0,0,0.00414845142672572,0.00156152707891246,6,0,0.00402560467365901,0.00402560467365901
CH,CHE,Switzerland,Aargau,2020-09-07,2020-09-05,131,38,3,0,0,0,0,0,0,0,0,0.00482213157294614,0.00172138048175925,6,0,0.00393625886475954,0.00393625886475954
CH,CHE,Switzerland,Aargau,2020-09-08,2020-09-06,117,34,3,0.00854700854700855,0.0166800862899834,0.00497569197146824,0.000107309067671924,0.00854700854700855,0.0166800862899834,0.00497569197146824,0.000107309067671924,0.00450342747473418,0.00176133167080921,4,0,0.00383980441715993,0.00383980441715993
