ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
AT,AUT,Austria,Burgenland,2020-05-04,2020-05-01,44,4,111,1143940.18743654,0,0,0,0,1,1679.6490717136,1,1679.6490717136,24,4891.23450878453,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-05,2020-05-03,40,3,125,917582.167626674,0,0,0,0,1,1679.6490717136,1,1679.6490717136,30,5508.14696935195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-06,2020-05-04,31,3,115,917723.912889544,0,0,0,0,1,1679.6490717136,1,1679.6490717136,25,5067.49521180379,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-07,2020-05-05,30,3,101,972484.953458934,0,0,0,0,1,7172.704265626,0,0,22,4406.51757548156,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-08,2020-05-05,38,4,139,1423027.85835065,0,0,0,0,1,7172.704265626,0,0,30,5948.79872690011,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-09,2020-05-06,30,4,129,1450422.9907357,0,0,1,1,2,18382.3676310031,1,11209.6633653771,26,5464.08179359713,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-10,2020-05-07,20,4,118,1368781.828818,0,0,1,1,2,18382.3676310031,1,11209.6633653771,27,4979.36486029416,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-11,2020-05-08,32,4,120,1335981.4030263,0,0,1,1,1,11209.6633653771,1,11209.6633653771,20,5067.49521180379,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-12,2020-05-09,30,4,112,1220261.40909861,0,0,1,1,1,11209.6633653771,1,11209.6633653771,17,4847.16933302972,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-13,2020-05-10,27,4,109,1075498.27178576,0,0,0,0,0,0,0,0,12,4759.03898152008,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-14,2020-05-11,30,4,119,1118922.53262297,0,0,0,0,0,0,0,0,11,5199.69073906824,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-15,2020-05-12,34,4,121,1154460.07542987,0,0,0,0,0,0,0,0,7,5331.88626633269,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-16,2020-05-13,31,4,122,1110834.27168351,0,0,0,0,0,0,0,0,5,5375.9514420875,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,AUT,Austria,Burgenland,2020-05-17,2020-05-15,35,3,100,947425.697558921,0,0,0,0,0,0,0,0,15,4406.51757548156,0,0,,,,0.0024375380865326,5.1707759086311e-05,0.00482336841397889,0.0024375380865326,5.1707759086311e-05,0.00482336841397889,0.00670322973796466,0.0027552459171739,0.0106512135587554,0.00486270518380895,0.00482878614563196,0.00489662422198595,0.00426569165143205,0.00111242813834447,0.00741895516451964,0.00308699187721365,0.00305994236534918,0.00311404138907813,0.00380332785653619,0.00335136811334152,0.00425528759973087,0,0,0
AT,AUT,Austria,Burgenland,2020-05-18,2020-05-15,33,4,133,1259642.14110267,0,0,0,0,0,0,0,0,15,5816.60319963566,0,0,,,,0.00240529164161155,5.09856609330972e-05,0.00475959762228999,0.00240529164161155,5.09856609330972e-05,0.00475959762228999,0.00601322910402886,0.0022974820342966,0.00972897617376113,0.00472491456505445,0.00469159631644555,0.00475823281366335,0.00360793746241732,0.000726251860568447,0.00648962306426619,0.00296182664244418,0.00293542388238627,0.00298822940250208,0.00362987681794688,0.00319114444524795,0.00406860919064581,0,0,0
AT,AUT,Austria,Burgenland,2020-05-19,2020-05-16,27,4,126,1150645.7033068,0,0,0,0,0,0,0,0,23,5508.14696935195,0,0,,,,0.00240384615384615,5.09533158746566e-05,0.00475673899181765,0.00240384615384615,5.09533158746566e-05,0.00475673899181765,0.00540865384615385,0.0018846338676634,0.0089326738246443,0.00455644035446167,0.00452395056861516,0.00458893014030818,0.00300480769230769,0.000374986000599764,0.00563462938401562,0.00281824693631269,0.00279267271809009,0.00284382115453529,0.00353289537624601,0.00310004254720094,0.00396574820529108,0,0,0
AT,AUT,Austria,Burgenland,2020-05-20,2020-05-17,23,4,118,1170289.41014744,0,0,0,0,0,0,0,0,21,5111.56038755861,0,0,,,,0.0023995200959808,5.08565257934033e-05,0.0047481836661682,0.0023995200959808,5.08565257934033e-05,0.0047481836661682,0.00479904019196161,0.00148152532486458,0.00811655505905864,0.0043875458507808,0.00435590237363482,0.00441918932792677,0.0023995200959808,5.08565257934033e-05,0.0047481836661682,0.00267554827401338,0.00265081663865185,0.00270027990937491,0.00347535570278154,0.00304616084182005,0.00390455056374303,0,0,0
AT,AUT,Austria,Burgenland,2020-05-21,2020-05-18,26,4,109,1177039.26877078,0,0,0,0,0,0,0,0,9,4670.90863001045,0,1,,,,0.00238805970149254,5.06002027487688e-05,0.00472551920023631,0.00238805970149254,5.06002027487688e-05,0.00472551920023631,0.00417910447761194,0.00108971319242228,0.0072684957628016,0.00391179952527336,0.00388209442849289,0.00394150462205383,0.00238805970149254,5.06002027487688e-05,0.00472551920023631,0.00264328467486852,0.00261885087534741,0.00266771847438964,0.00328333766030693,0.00286688943098256,0.00369978588963129,0,0,0
