ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,pos_RF_symp,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
MD,MDA,Moldova,Anenii Noi,2020-05-24,2020-05-02,6,23,100,1002296.36141081,0,0,1,1,4218.05438096187,1,4218.05438096187,80,4489.35137838625,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-05-25,2020-05-02,2,24,102,1030301.0165044,0,0,2,1,4218.05438096187,1,4218.05438096187,80,4579.13840595397,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-05-26,2020-05-04,2,23,100,994832.68884714,0,0,2,1,4218.05438096187,1,4218.05438096187,80,4489.35137838625,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-05-27,2020-05-04,2,24,102,1003591.73531747,0,0,2,1,4218.05438096187,1,4218.05438096187,80,4579.13840595397,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-05-28,2020-05-06,8,23,102,1027652.8044358,0,0,2,1,4218.05438096187,1,4218.05438096187,80,4579.13840595397,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-05-29,2020-05-07,6,23,101,967712.206781956,0,0,2,1,4218.05438096187,1,4218.05438096187,80,4534.24489217011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-05-30,2020-05-07,1,24,102,974652.0768174,0,0,2,1,4218.05438096187,1,4218.05438096187,80,4534.24489217011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-05-31,2020-05-07,2,25,104,985253.540687364,0,0,2,1,4218.05438096187,1,4218.05438096187,80,4624.03191973783,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-06-01,2020-05-08,4,25,100,945149.76813503,0,0,2,1,4218.05438096187,1,4218.05438096187,80,4444.45786460239,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-06-02,2020-05-09,6,25,102,995244.383655883,0,0,2,1,4218.05438096187,1,4218.05438096187,84,4534.24489217011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-06-03,2020-05-09,2,26,104,1030553.20289904,0,0,2,1,4218.05438096187,1,4218.05438096187,84,4624.03191973783,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-06-04,2020-05-11,6,25,100,1039186.19800264,0,0,1,1,4218.05438096187,1,4218.05438096187,84,4444.45786460239,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-06-05,2020-05-11,3,26,103,1071248.1437432,0,0,1,1,4218.05438096187,1,4218.05438096187,84,4579.13840595397,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MDA,Moldova,Anenii Noi,2020-06-06,2020-05-12,1,26,100,1038970.81609499,0,0,1,1,4218.05438096187,1,4218.05438096187,84,4444.45786460239,0,0,,,,,0.0168776371308017,0.010182524260827,0.0235727500007764,,,,0.00984528832630098,0.00471355545180604,0.0149770212007959,0.00418616627629625,0.00415247375293342,0.00421985879965909,0.00984528832630098,0.00471355545180604,0.0149770212007959,0.00418616627629625,0.00415247375293342,0.00421985879965909,0.017958573779106,0.016925497445037,0.018991650113175,,,
