ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-04,2020-12-22,100,2,83,0.13,0.0659142619332497,0.145714828595842,0.000249361923234833,0.08,0.0531724899927667,0.0617992838431931,0.000170183100318464,0.0246478873239437,0.00413697298604949,11,2,3,13,0.133001896205576,0.1875,0.247981431909022,0.133001896205576
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-05,2020-12-22,101,1,84,0.128712871287129,0.0653099035773333,0.143536195773027,0.000245946639835944,0.0792079207920792,0.0526686877686011,0.0608753013665661,0.000167721162636448,0.0243277848911652,0.00408391605284609,12,3,4,13,0.133179877842963,0.235294117647059,0.249160868998726,0.133179877842963
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-08,2020-12-30,100,3,82,0.13,0.0659142619332497,0.14374502593437,0.000246274436651462,0.08,0.0531724899927667,0.0609638685669002,0.000167957258959353,0.0246478873239437,0.00413697298604949,12,3,5,14,0.133748315368612,0.263157894736842,0.252992188857367,0.133748315368612
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-09,2020-12-31,100,1,82,0.13,0.0659142619332497,0.143623350269132,0.000246083455678986,0.08,0.0531724899927667,0.0609122645603256,0.000167819699407749,0.0246478873239437,0.00413697298604949,12,3,5,15,0.133947261350702,0.25,0.254372005600043,0.133947261350702
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-11,2021-01-01,100,1,82,0.13,0.0659142619332497,0.144740294043778,0.000247835440918145,0.08,0.0531724899927667,0.0613859728714933,0.00016908215407726,0.0135285396590067,0.00308233503497532,12,3,5,16,0.134356981479374,0.238095238095238,0.257297891589313,0.134356981479374
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-12,2021-01-03,100,1,82,0.14,0.0680082084760048,0.151792568844042,0.000251901709212962,0.09,0.0560905943465434,0.0689986568955691,0.000177930457191025,0.0135285396590067,0.00308233503497532,13,4,6,16,0.134565985080891,0.272727272727273,0.258844403550708,0.134565985080891
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-17,2021-01-05,100,1,82,0.14,0.0680082084760048,0.151429205770781,0.000251352524633026,0.09,0.0560905943465434,0.0688334869915918,0.000177520269824155,0.0137089201877934,0.00312314725585481,13,4,6,16,0.135622962264279,0.272727272727273,0.267370692207645,0.135622962264279
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-19,2021-01-06,100,1,82,0.14,0.0680082084760048,0.149961077609912,0.000249130859100182,0.09,0.0560905943465434,0.0681661363299492,0.000175862169813716,0.0127699530516432,0.00301572764881869,12,3,6,16,0.136036968556148,0.272727272727273,0.27107685910929,0.136036968556148
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-20,2021-01-11,100,2,81,0.14,0.0680082084760048,0.148662502928693,0.000247162106886232,0.09,0.0560905943465434,0.0675758577045524,0.000174394516583515,0.0127699530516432,0.00301572764881869,13,3,6,17,0.136239613700072,0.260869565217391,0.272964748125256,0.136239613700072
VI,VIR,"Virgin Islands, U.S.","Saint John (Virgin Islands, U.S.)",2021-07-27,2021-01-13,100,1,81,0.13,0.0659142619332497,0.145580482041113,0.000245424556248102,0.08,0.0531724899927667,0.0642318089339485,0.000170604339345456,0.0131578947368421,0.00304038905132443,14,3,7,17,0.137576096798841,0.291666666666667,0.28566410870689,0.137576096798841
