ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
RS,SRB,Serbia,Borski,2020-05-10,2020-05-02,101,8,9,0.0099009900990099,0.0193092777830645,0.0104563265658124,0.000188356745250441,0,0,0,0,0.00689553990610329,0.00196455822304454,0,0,,,0.00269292891963315,,,0.00269292891963315
RS,SRB,Serbia,Borski,2020-05-11,2020-05-03,108,9,9,0.00925925925925926,0.0180636016201853,0.0105442096966325,0.000189931407736927,0,0,0,0,0.00906428671036118,0.00219355125745444,0,0,,,0.00266224942394027,,,0.00266224942394027
RS,SRB,Serbia,Borski,2020-05-12,2020-05-04,102,7,9,0.00980392156862745,0.0191209083686488,0.01108954685431,0.000199699436614175,0,0,0,0,0.00972847393640192,0.00231810207236552,0,0,,,0.00264311437049357,,,0.00264311437049357
RS,SRB,Serbia,Borski,2020-05-13,2020-05-05,100,6,9,0,0,0,0,0,0,0,0,0.00845070422535211,0.00218454361561295,0,0,,,0.00263625876369318,,,0.00263625876369318
RS,SRB,Serbia,Borski,2020-05-14,2020-05-05,108,8,10,0,0,0,0,0,0,0,0,0.00793108163544373,0.00203300026876422,0,0,,,0.00264275380221529,,,0.00264275380221529
RS,SRB,Serbia,Borski,2020-05-15,2020-05-06,110,13,10,0,0,0,0,0,0,0,0,0.0073775989268947,0.00194255723655817,0,0,,,0.00266343523054266,,,0.00266343523054266
RS,SRB,Serbia,Borski,2020-05-16,2020-05-07,102,10,10,0,0,0,0,0,0,0,0,0.00572183098591549,0.00179062549917127,0,0,,,0.00269904727424699,,,0.00269904727424699
RS,SRB,Serbia,Borski,2020-05-17,2020-05-07,112,10,11,0,0,0,0,0,0,0,0,0.00518203560988573,0.00162213871706478,0,0,,,0.00275021285811577,,,0.00275021285811577
RS,SRB,Serbia,Borski,2020-05-18,2020-05-08,112,14,11,0,0,0,0,0,0,0,0,0.00368566539423457,0.00136264638907725,0,0,,,0.00281740226395328,,,0.00281740226395328
RS,SRB,Serbia,Borski,2020-05-19,2020-05-09,113,14,11,0,0,0,0,0,0,0,0,0.00434381992891931,0.0014788278861547,0,0,,,0.00290090123141197,,,0.00290090123141197
