ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
SE,SWE,Sweden,Blekinge,2020-05-03,2020-05-01,103,50,3,0.0388349514563107,0.0373112541172863,0.0216051242693731,0.000496621126282686,0.0194174757281553,0.0266482036524112,0.0124706415780502,0.000379061020905657,0.00497100248550124,0.001619789910916,2,1,,,0.0167763517307361,,,0.0167763517307361
SE,SWE,Sweden,Blekinge,2020-05-04,2020-05-03,100,50,2,0.05,0.042716424707947,0.0375592290120276,0.000793810099634959,0.03,0.0334344809563718,0.023911918488121,0.000637856514356475,0.00441030018494807,0.00154908622489618,3,1,,,0.016451706947439,,,0.016451706947439
SE,SWE,Sweden,Blekinge,2020-05-05,2020-05-04,110,60,2,0.0272727272727273,0.0304376822863091,0.0202630366408859,0.000592455896422767,0.0272727272727273,0.0304376822863091,0.0202630366408859,0.000592455896422767,0.00627400768245839,0.00175117045720108,1,0,,,0.0161371841956798,,,0.0161371841956798
SE,SWE,Sweden,Blekinge,2020-05-06,2020-05-05,104,44,2,0.0192307692307692,0.0263944833692685,0.0147633296617535,0.000504664031402455,0.0192307692307692,0.0263944833692685,0.0147633296617535,0.000504664031402455,0.00609425785482124,0.00177515082953776,0,0,,,0.015833500737576,,,0.015833500737576
SE,SWE,Sweden,Blekinge,2020-05-07,2020-05-05,154,50,3,0.012987012987013,0.0178814940107662,0.00989760968528145,0.000339170544770831,0.012987012987013,0.0178814940107662,0.00989760968528145,0.000339170544770831,0.00676788000731663,0.00153677490197494,0,0,,,0.0155409797551011,,,0.0155409797551011
SE,SWE,Sweden,Blekinge,2020-05-08,2020-05-07,101,51,2,0,0,0,0,0,0,0,0,0.00661971830985916,0.00188623777833955,0,0,,,0.0152600208110846,,,0.0152600208110846
SE,SWE,Sweden,Blekinge,2020-05-09,2020-05-08,112,61,2,0.00892857142857143,0.0174213797031353,0.00402357587751979,0.000265574368553689,0.00892857142857143,0.0174213797031353,0.00402357587751979,0.000265574368553689,0.00228397411496003,0.00105391719481036,0,0,,,0.0149909964016698,,,0.0149909964016698
SE,SWE,Sweden,Blekinge,2020-05-10,2020-05-09,130,69,2,0.0153846153846154,0.0211569492946931,0.008481122577628,0.00038811959078381,0.0153846153846154,0.0211569492946931,0.008481122577628,0.00038811959078381,0.0061142046074899,0.00159647560752484,0,0,,,0.0147341786851174,,,0.0147341786851174
SE,SWE,Sweden,Blekinge,2020-05-11,2020-05-10,113,44,2,0.00884955752212389,0.0172678965081244,0.00477820397290867,0.00030463785021525,0.00884955752212389,0.0172678965081244,0.00477820397290867,0.00030463785021525,0.00761324704986677,0.00191903487752189,0,0,,,0.0144894168260426,,,0.0144894168260426
SE,SWE,Sweden,Blekinge,2020-05-12,2020-05-10,162,49,3,0.0123456790123457,0.0170039789383968,0.00770013871957032,0.000316391276495939,0.0123456790123457,0.0170039789383968,0.00770013871957032,0.000316391276495939,0.00788378067145009,0.00163143169767918,0,0,,,0.0142563797112682,,,0.0142563797112682
