ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-06,2020-05-03,29,4,102,4764141.54939704,0,0,0,1,30455.3504260185,1,30455.3504260185,25,1552.53635207703,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-07,2020-05-04,25,4,106,5022113.50328567,0,0,0,1,30455.3504260185,1,30455.3504260185,24,1615.26509357509,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-08,2020-05-05,33,4,110,4948090.29340136,0,0,0,0,0,0,0,25,1709.35820582218,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-09,2020-05-06,41,4,128,5662606.57364737,0,0,0,0,0,0,0,14,1975.95535718895,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-10,2020-05-08,31,3,105,4278792.32095756,0,0,0,0,0,0,0,6,1615.26509357509,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-11,2020-05-09,36,3,108,4908253.95378208,0,0,0,0,0,0,0,4,1662.31164969864,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-12,2020-05-09,25,4,133,6135533.26227956,0,0,0,1,72116.6342599745,0,0,13,2054.36628406152,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-13,2020-05-10,22,4,114,6143450.86092785,0,0,0,1,72116.6342599745,0,0,13,1772.08694732024,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-14,2020-05-11,29,4,112,6560794.95357937,0,0,0,1,72116.6342599745,0,0,13,1740.72257657121,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-15,2020-05-12,29,4,105,5604312.07100823,0,0,0,1,72116.6342599745,0,0,11,1630.94727894961,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MA,MAR,Morocco,Béni Mellal-Khénifra,2020-05-16,2020-05-13,30,4,110,5545859.51556099,0,0,0,0,0,0,0,3,1693.67602044767,0,0,,,,,,,,,,,,,,,,,,,,,,,,
