ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-15,2020-12-23,4,48,100,11682891.4745728,0,0,10,8,1504263.2622165,5,407461.153571596,48,700.958971824024,0,6,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-16,2020-12-24,1,48,100,11738970.1175824,0,0,10,8,1504263.2622165,5,407461.153571596,48,700.958971824024,0,5,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-17,2020-12-25,4,48,101,11720323.9568127,0,0,9,7,1480283.71358993,5,407461.153571596,48,700.958971824024,0,5,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-18,2020-12-27,4,47,100,12131754.4873577,0,0,8,7,1480283.71358993,5,407461.153571596,38,700.958971824024,0,5,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-19,2020-12-29,3,46,101,13339085.6715222,0,0,8,8,1515849.73861198,5,407461.153571596,38,700.958971824024,0,5,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-20,2020-12-31,4,45,101,13265781.5030584,0,0,9,9,1555318.11172844,6,446929.526688055,38,691.22343054869,1,6,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-22,2021-01-01,2,45,101,13360679.4247709,0,0,8,8,1547628.81528986,5,439240.230249469,25,691.22343054869,1,7,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-23,2021-01-02,1,45,100,13346785.00951,0,0,8,8,1547628.81528986,5,439240.230249469,26,681.487889273356,1,7,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-25,2021-01-03,2,45,100,13342865.5873037,0,0,8,8,1547628.81528986,5,439240.230249469,24,681.487889273356,1,7,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-26,2021-01-03,1,46,101,13349654.4986688,0,0,8,8,1547628.81528986,5,439240.230249469,24,691.22343054869,1,7,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-27,2021-01-03,2,47,103,14006051.4463319,0,0,8,8,1547628.81528986,5,439240.230249469,24,710.694513099358,1,7,,,,,,,,,,,,,,,,,,,,,,,,
IO,IOT,British Indian Ocean Territory,British Indian Ocean Territory,2021-02-28,2021-01-07,6,45,100,14431582.3877062,0,0,8,8,1547628.81528986,5,439240.230249469,24,662.016806722689,1,7,,,,,,,,,,,,,,,,,,,,,,,,
