ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
TW,TWN,Taiwan,Changhua County,2020-05-03,2020-05-02,124,85,2,0,0,0,0,0,0,0,0,0.000638728544483222,0.000884933580893193,0,0,,,0.0012863885510841,,,0.0012863885510841
TW,TWN,Taiwan,Changhua County,2020-05-04,2020-05-04,116,116,1,0,0,0,0,0,0,0,0,0.000335883113909281,0.000658208237906764,0,0,,,0.00127406304896029,,,0.00127406304896029
TW,TWN,Taiwan,Changhua County,2020-05-05,2020-05-04,207,91,2,0,0,0,0,0,0,0,0,0.000190060688846227,0.000372476703379642,0,0,,,0.00126056667570195,,,0.00126056667570195
TW,TWN,Taiwan,Changhua County,2020-05-06,2020-05-06,113,113,1,0,0,0,0,0,0,0,0,0.00243515257584228,0.00180175533562532,0,0,,,0.00124618416165799,,,0.00124618416165799
TW,TWN,Taiwan,Changhua County,2020-05-07,2020-05-07,128,128,1,0.0078125,0.0152522879936616,0.00201218150456743,8.22752505044828e-05,0,0,0,0,0.000935098589123437,0.00105764937311113,2,0,,,0.00123090908696649,,,0.00123090908696649
TW,TWN,Taiwan,Changhua County,2020-05-08,2020-05-08,108,108,1,0,0,0,0,0,0,0,0,0.00108229003370768,0.00122404104041313,0,0,,,0.00121479577047009,,,0.00121479577047009
TW,TWN,Taiwan,Changhua County,2020-05-09,2020-05-09,112,112,1,0.00892857142857143,0.0174213797031353,0.00946981826404354,0.000194409083157471,0.00892857142857143,0.0174213797031353,0.00946981826404354,0.000194409083157471,0.00208727363643624,0.00166839213617863,0,0,,,0.00119813930412496,,,0.00119813930412496
TW,TWN,Taiwan,Changhua County,2020-05-10,2020-05-10,108,108,1,0,0,0,0,0,0,0,0,0.00036413496461193,0.00071356146432079,0,0,,,0.00118115339164262,,,0.00118115339164262
TW,TWN,Taiwan,Changhua County,2020-05-11,2020-05-10,203,95,2,0,0,0,0,0,0,0,0,0.00135690093778277,0.00100450560929305,0,0,,,0.00116407381829246,,,0.00116407381829246
TW,TWN,Taiwan,Changhua County,2020-05-12,2020-05-11,193,98,2,0,0,0,0,0,0,0,0,0.00142794287169809,0.00105705992519527,0,0,,,0.00114715572109359,,,0.00114715572109359
TW,TWN,Taiwan,Changhua County,2020-05-13,2020-05-12,195,97,2,0,0,0,0,0,0,0,0,0.000811717525280761,0.000795145644158711,1,0,,,0.00113066967652555,,,0.00113066967652555
TW,TWN,Taiwan,Changhua County,2020-05-14,2020-05-13,125,28,2,0,0,0,0,0,0,0,0,0.000950303444231135,0.00107483874476817,1,0,,,0.00111489653140864,,,0.00111489653140864
TW,TWN,Taiwan,Changhua County,2020-05-15,2020-05-14,107,79,2,0,0,0,0,0,0,0,0,0.000367570200127137,0.000720291938608263,0,0,,,0.00110012096290941,,,0.00110012096290941
TW,TWN,Taiwan,Changhua County,2020-05-16,2020-05-16,119,119,1,0,0,0,0,0,0,0,0,0.000654830944764312,0.00090723552174012,1,0,,,0.00108662383093944,,,0.00108662383093944
TW,TWN,Taiwan,Changhua County,2020-05-17,2020-05-17,104,104,1,0,0,0,0,0,0,0,0,0.0112391657346567,0.00399914514532892,0,0,,,0.00107467347771933,,,0.00107467347771933
TW,TWN,Taiwan,Changhua County,2020-05-18,2020-05-18,118,118,1,0,0,0,0,0,0,0,0,0.000335883113909281,0.000658208237906764,1,0,,,0.00106451622965881,,,0.00106451622965881
TW,TWN,Taiwan,Changhua County,2020-05-19,2020-05-19,114,114,1,0.0087719298245614,0.0171170940046306,0.00390509774419145,0.000126344866843743,0.0087719298245614,0.0171170940046306,0.00390509774419145,0.000126344866843743,0.000347878939406041,0.00068171158471761,0,0,,,0.00105636645814162,,,0.00105636645814162
TW,TWN,Taiwan,Changhua County,2020-05-20,2020-05-20,106,106,1,0,0,0,0,0,0,0,0,0.00367570200127137,0.00227399102725391,0,0,,,0.00105039664837652,,,0.00105039664837652
