ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-08,2020-05-03,101,25,6,0,0,0,0,0,0,0,0,0.00242567569209887,0.00131698789239656,0,0,,,0.0064418826851322,0.00961756948387138,0.00522157110314479,0.000130746017306123,0.00239766995575857,0.00467658992936855,0.00228182100666954,6.72059428132288e-05,0.00149671373740033,0.000984176073598527,,,0.0064418826851322
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-09,2020-05-04,100,13,6,0,0,0,0,0,0,0,0,0.00226147610678757,0.00127807942136371,0,0,,,0.00668222652712451,0.00997371109148952,0.00539392921677864,0.000135391709069921,0.00244436833305807,0.0047676911326432,0.00232089237296589,6.84826890602186e-05,0.00148843376915753,0.000980601855257039,,,0.00668222652712451
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-10,2020-05-04,114,14,7,0,0,0,0,0,0,0,0,0.00214906355177181,0.00116696681997049,0,0,,,0.00691796316105513,0.0103254550903363,0.00555964122555864,0.000139944911532012,0.00248818906357849,0.0048531826007131,0.00235587456250453,6.96607042209303e-05,0.00148214262386099,0.000977607403218756,,,0.00691796316105513
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-11,2020-05-06,101,19,6,0,0,0,0,0,0,0,0,0.00261226612995263,0.00136657510253749,0,0,,,0.00714728054137042,0.010670554863215,0.00571710140853542,0.000144372548404259,0.00252902562493451,0.00493285687885916,0.00238649178579713,7.07340300308991e-05,0.00147809248140742,0.000975269462472709,,,0.00714728054137042
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-12,2020-05-07,104,17,6,0,0,0,0,0,0,0,0,0.00163087219239488,0.00106461439852231,0,0,,,0.0073682599505331,0.0110066152664022,0.00586464675871568,0.000148639710783174,0.00256682217963447,0.00500660537253216,0.00241251203451798,7.16979837176423e-05,0.00147654697595561,0.000973665432666953,,,0.0073682599505331
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-13,2020-05-08,109,21,6,0,0,0,0,0,0,0,0,0.000864478634093107,0.000757407414952089,0,0,,,0.00757889453587763,0.0113311084917792,0.00600058027966303,0.000152709969701894,0.00260157728135811,0.00507442556775322,0.00243375471052804,7.25493195636983e-05,0.00147775039709534,0.000972871348340168,,,0.00757889453587763
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-14,2020-05-08,124,15,7,0,0,0,0,0,0,0,0,0.000766082692001208,0.000671231490251467,0,0,,,0.00777711239574014,0.0116413942423694,0.00612319853170574,0.000156545759550263,0.00263334542620442,0.00513642404627584,0.00245009724813511,7.32863475324649e-05,0.00148195043761865,0.000972961456221572,,,0.00777711239574014
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-15,2020-05-10,101,15,6,0,0,0,0,0,0,0,0,0.000753825368929189,0.000738456795673506,0,0,,,0.00796080417237419,0.0119347442509679,0.00623082313825837,0.000160108830968339,0.00266223588047514,0.0051928141867744,0.00246148022356339,7.39089941083979e-05,0.00148936090843347,0.000974000776775728,,,0.00796080417237419
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-16,2020-05-11,102,15,6,0.00980392156862745,0.0191209083686488,0.00860005944681434,0.000250255015517574,0.00980392156862745,0.0191209083686488,0.00860005944681434,0.000250255015517574,0.00149272350283008,0.00103361329146165,0,0,,,0.00812802336247429,0.012208699688286,0.00632209428420474,0.00016336568350942,0.00268840826070789,0.00524390752954668,0.00246791043120683,7.44187909225728e-05,0.00150021597323179,0.000976061983922016,,,0.00812802336247429
CL,CHL,Chile,Aisén del General Carlos Ibáñez del Campo,2020-05-17,2020-05-12,104,21,6,0.00961538461538462,0.0187549838461375,0.00871691778222834,0.000253640551955956,0.00961538461538462,0.0187549838461375,0.00871691778222834,0.000253640551955956,0.0012807712578894,0.000948183404229537,0,0,,,0.00827657447116804,0.0124602308872954,0.00639535312592971,0.000166275684737177,0.00271206444293596,0.00529009797987317,0.0024694614297682,7.48187784737898e-05,0.00151468923858097,0.000979199122055557,,,0.00827657447116804
