ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
PE,PER,Peru,Amazonas,2020-05-19,2020-05-14,102,22,6,0.0196078431372549,0.0269068483623884,0.014471828814495,0.000191573114787079,0.00980392156862745,0.0191209083686488,0.00466273148474569,0.000109280749915846,0.00394366197183099,0.00145784284472626,0,0,,,0.0231396442775746,,,0.0231396442775746
PE,PER,Peru,Amazonas,2020-05-20,2020-05-15,103,11,6,0.0194174757281553,0.0266482036524112,0.0138378402205356,0.00018323950126211,0.00970873786407767,0.018936178546626,0.00445846437960529,0.000104504049819528,0.00390461581369405,0.00144343704823229,0,0,,,0.0234647524680766,,,0.0234647524680766
PE,PER,Peru,Amazonas,2020-05-21,2020-05-16,104,19,6,0.0192307692307692,0.0263944833692685,0.01709520131593,0.000198790771203989,0.00961538461538462,0.0187549838461375,0.00813001860823255,0.000137713502606608,0.00455675227837614,0.00155115355671543,0,0,,,0.0238200275167015,,,0.0238200275167015
PE,PER,Peru,Amazonas,2020-05-22,2020-05-17,104,15,6,0.0288461538461538,0.0321676545583471,0.0275652320753601,0.00024894312148383,0.00961538461538462,0.0187549838461375,0.00799213677837641,0.000135387346511103,0.00382879803090387,0.00141546301027931,0,0,,,0.0242065330085572,,,0.0242065330085572
PE,PER,Peru,Amazonas,2020-05-23,2020-05-18,105,23,6,0.0285714285714286,0.0318658021730655,0.0275965027170835,0.000249221521150744,0.00952380952380953,0.0185772237565978,0.00800120324460889,0.000135540313682128,0.00406283856988082,0.00145088502790531,1,0,,,0.0246249072481344,,,0.0246249072481344
PE,PER,Peru,Amazonas,2020-05-24,2020-05-19,106,16,6,0.0188679245283019,0.0259012641269205,0.019690060600994,0.000216467609392573,0.00943396226415094,0.0184028015418055,0.00839189730307303,0.00014213067063146,0.00419826652221018,0.00147476794337276,1,0,,,0.0250751920052937,,,0.0250751920052937
PE,PER,Peru,Amazonas,2020-05-25,2020-05-20,107,23,6,0.0186915887850467,0.0256615019570993,0.0185097890310484,0.000203614461573089,0.00934579439252336,0.0182316240644272,0.00788886595109129,0.000133644887459189,0.00191439901545193,0.00100184475892607,2,0,,,0.0255575317201962,,,0.0255575317201962
PE,PER,Peru,Amazonas,2020-05-26,2020-05-21,109,13,6,0.018348623853211,0.0251950503612202,0.020336444381648,0.000223500070550421,0.0091743119266055,0.0178986477811282,0.00866738585618326,0.000146776132330714,0.00241448692152918,0.00111406816085779,2,0,,,0.0260714327689538,,,0.0260714327689538
PE,PER,Peru,Amazonas,2020-05-27,2020-05-22,110,20,6,0.0181818181818182,0.0249681255146025,0.0164801300001409,0.000198643721524215,0.00909090909090909,0.0177366792474103,0.00514990905835413,0.000111681582497602,0.00421218902198236,0.0014563452939221,3,1,,,0.0266155761013891,,,0.0266155761013891
PE,PER,Peru,Amazonas,2020-05-28,2020-05-23,122,27,6,0.00819672131147541,0.0159993017797116,0.0049896575802758,0.000108215063216928,0.00819672131147541,0.0159993017797116,0.0049896575802758,0.000108215063216928,0.00692289329195512,0.00177546950310285,3,1,,,0.0271884476322184,,,0.0271884476322184
PE,PER,Peru,Amazonas,2020-05-29,2020-05-25,104,21,5,0.00961538461538462,0.0187549838461375,0.00586948910491184,0.000127240445057145,0.00961538461538462,0.0187549838461375,0.00586948910491184,0.000127240445057145,0.00780923162738809,0.00203732339816027,2,1,,,0.0277881010997473,,,0.0277881010997473
PE,PER,Peru,Amazonas,2020-05-30,2020-05-26,109,28,5,0.0091743119266055,0.0178986477811282,0.00580744776493851,0.000125899423699365,0.0091743119266055,0.0178986477811282,0.00580744776493851,0.000125899423699365,0.00855600895090167,0.00207107933529403,2,1,,,0.028411617158229,,,0.028411617158229
PE,PER,Peru,Amazonas,2020-05-31,2020-05-27,118,22,5,0.00847457627118644,0.0165393337479136,0.0052929758147072,0.000114775892663801,0.00847457627118644,0.0165393337479136,0.0052929758147072,0.000114775892663801,0.00967544396815677,0.00212321621165418,2,1,,,0.0290556777325773,,,0.0290556777325773
PE,PER,Peru,Amazonas,2020-06-01,2020-05-28,114,16,5,0.0175438596491228,0.0240998768411264,0.0167102659421056,0.000211610376101616,0.0087719298245614,0.0171170940046306,0.00258695637191646,8.38564744811604e-05,0.007867021951529,0.00195050716987724,2,0,,,0.0297165615912703,,,0.0297165615912703
PE,PER,Peru,Amazonas,2020-06-02,2020-05-29,101,14,5,0.0297029702970297,0.0331085145091172,0.0218447250004906,0.000240342126451996,0.0099009900990099,0.0193092777830645,0.00256617026614905,8.3183557343175e-05,0.00531762000574878,0.00170886101073873,2,0,,,0.0303895379150798,,,0.0303895379150798
PE,PER,Peru,Amazonas,2020-06-03,2020-05-30,100,20,5,0.04,0.0384072934108425,0.0247673750323576,0.000257137445111284,0.01,0.0195013954179879,0.00259849867765282,8.42301322173402e-05,0.00711485407289095,0.00198502305297068,3,1,,,0.0310694065861064,,,0.0310694065861064
