ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
SS,SSD,South Sudan,Central Equatoria,2020-12-29,2020-05-04,100,2,84,0.01,0.0195013954179879,0.018732774006661,0.000129907261305024,0,0,0,0,0.00250644329896907,0.000559133691759201,11,0,,,0.00501010968203944,0.00977041299969408,0.0093853252422229,6.50849627631528e-05,0,0,0,0,0.00250644329896907,0.000559133691759201,,,0.00501010968203944
SS,SSD,South Sudan,Central Equatoria,2020-12-30,2020-05-07,100,1,84,0,0,0,0,0,0,0,0,0.00250644329896907,0.000559133691759201,11,0,,,0.00498989031796056,0.00973098241829382,0.00934744876443809,6.48222985418711e-05,0,0,0,0,0.00250644329896907,0.000559133691759201,,,0.00498989031796056
SS,SSD,South Sudan,Central Equatoria,2021-06-14,2020-12-17,100,1,80,0.04,0.0384072934108425,0.0409269091303099,0.000136097414197287,0.02,0.0274394957835608,0.0135281947829126,7.93563729144696e-05,0.0551693830914779,0.0156681218654805,21,0,0,12,0.0410163240091792,0.0388307179527158,0.0409825948639103,0.000133609585918991,0.0199867736016339,0.0274215327724943,0.0130590782572636,7.66215572955336e-05,0.0561140537573097,0.0157972025555425,0,6.4575053643934e-06,0.0410163240091792
SS,SSD,South Sudan,Central Equatoria,2021-06-17,2020-12-18,100,1,80,0.04,0.0384072934108425,0.0403640919808366,0.000134265213226709,0.02,0.0274394957835608,0.013342158256162,7.82724624628794e-05,0.0551693830914779,0.0156681218654805,22,0,0,13,0.041509757098502,0.0390377650926267,0.0412896692336659,0.00013338155560044,0.0199825158644368,0.0274157502270704,0.0129362906122863,7.59053807868651e-05,0.0566038268919145,0.0158631421972354,0,1.87977665955537e-05,0.041509757098502
SS,SSD,South Sudan,Central Equatoria,2021-06-21,2020-12-22,100,1,80,0.04,0.0384072934108425,0.0404657693418874,0.000134596296926929,0.02,0.0274394957835608,0.0133757672233315,7.84682947250992e-05,0.0551693830914779,0.0156681218654805,22,0,0,14,0.0424831741464229,0.0394463737399238,0.0418874423211089,0.000132993967311535,0.0199756177477643,0.0274063816520327,0.0127077542905487,7.45722363042912e-05,0.0575773223754091,0.0159934475880493,0,6.60671090872614e-05,0.0424831741464229
SS,SSD,South Sudan,Central Equatoria,2021-06-22,2020-12-28,100,2,79,0.04,0.0384072934108425,0.03886573929596,0.000129382052373335,0.02,0.0274394957835608,0.0128468849163168,7.53858293811228e-05,0.0551693830914779,0.0156681218654805,22,0,0,16,0.0427909726001882,0.0395755141266444,0.0420713169688851,0.000132875739236414,0.0199737224543858,0.0274038075704642,0.0126377010252542,7.41635514196285e-05,0.0578844989806146,0.0160344121937299,0,8.59407999458028e-05,0.0427909726001882
SS,SSD,South Sudan,Central Equatoria,2021-07-02,2020-12-29,101,3,79,0.0396039603960396,0.0380348662281565,0.0372343737472007,0.000124056468923422,0.0198019801980198,0.0271705622473482,0.012307644808165,7.22412785709219e-05,0.0576213556733214,0.0159917264327701,23,0,0,18,0.0471806723498311,0.0414035505509048,0.0442873733398325,0.000130940269310267,0.0199543195768226,0.0273774549429896,0.0117050113022918,6.87210350851996e-05,0.0618658228306733,0.0165625530218881,0,0.000821611373943966,0.0471806723498311
SS,SSD,South Sudan,Central Equatoria,2021-07-03,2020-12-30,100,1,79,0.05,0.042716424707947,0.0520170988182606,0.000144876285939246,0.02,0.0274394957835608,0.012202497589953,7.1627916027211e-05,0.0582343488187822,0.0161565938920815,24,0,0,19,0.047699914554202,0.0416172910601893,0.0444928848317637,0.000130666094124074,0.0199525739457013,0.0273750839682221,0.0116020905200798,6.81203219652263e-05,0.062254085506116,0.016614085890122,0,0.000987203354126595,0.047699914554202
SS,SSD,South Sudan,Central Equatoria,2021-07-09,2021-01-02,100,1,79,0.05,0.042716424707947,0.048006037690148,0.000133987376691245,0.02,0.0274394957835608,0.0112615576901721,6.61361331983302e-05,0.0681465784049579,0.0173853966433909,24,0,0,20,0.0507649140763323,0.0428637202244619,0.045439550597567,0.000128854475859274,0.0199433914924697,0.0273626117789228,0.0110338125188738,6.48029082057261e-05,0.0639533364580615,0.0168428210400271,0,0.00254239743142943,0.0507649140763323
SS,SSD,South Sudan,Central Equatoria,2021-07-11,2021-01-03,100,1,79,0.05,0.042716424707947,0.045829495230183,0.000128058671821481,0.02,0.0274394957835608,0.0107509706961733,6.31538916786211e-05,0.0681465784049579,0.0173853966433909,23,0,0,21,0.0517189253224827,0.0432457694485431,0.0456437630281475,0.000128239610743251,0.0199408731874705,0.0273591911996635,0.0108731783658616,6.38649813103459e-05,0.0642274905236174,0.0168821018140473,0,0.00330142943099793,0.0517189253224827
