ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
DO,DOM,Dominican Republic,Azua,2020-05-15,2020-04-30,101,7,16,0,0,0,0,0,0,0,0,0.0107042253521127,0.00239364430900891,2,0,,,0.0121762968698951,,,0.0121762968698951
DO,DOM,Dominican Republic,Azua,2020-05-16,2020-05-02,104,6,15,0,0,0,0,0,0,0,0,0.00998222343771366,0.00227842870789145,2,0,,,0.0125165724975924,,,0.0125165724975924
DO,DOM,Dominican Republic,Azua,2020-05-17,2020-05-04,100,9,14,0,0,0,0,0,0,0,0,0.00862316757688991,0.00217249444482743,1,0,,,0.0128607843298846,,,0.0128607843298846
DO,DOM,Dominican Republic,Azua,2020-05-18,2020-05-05,107,16,14,0.00934579439252336,0.0182316240644272,0.00664354496206932,0.000166369746395885,0.00934579439252336,0.0182316240644272,0.00664354496206932,0.000166369746395885,0.00751173708920188,0.00196000485220305,2,1,,,0.013208094755012,,,0.013208094755012
DO,DOM,Dominican Republic,Azua,2020-05-19,2020-05-07,102,8,13,0.00980392156862745,0.0191209083686488,0.00724233401368212,0.000181310139485339,0.00980392156862745,0.0191209083686488,0.00724233401368212,0.000181310139485339,0.00704225352112676,0.00194509191474899,1,1,,,0.0135575035684057,,,0.0135575035684057
DO,DOM,Dominican Republic,Azua,2020-05-20,2020-05-08,109,10,13,0.0091743119266055,0.0178986477811282,0.00676823740215778,0.000169481695559147,0.0091743119266055,0.0178986477811282,0.00676823740215778,0.000169481695559147,0.00750296169540608,0.00194047477785091,1,1,,,0.0139078355299996,,,0.0139078355299996
DO,DOM,Dominican Republic,Azua,2020-05-21,2020-05-10,108,16,12,0.00925925925925926,0.0180636016201853,0.00640343099486068,0.000160376116298087,0.00925925925925926,0.0180636016201853,0.00640343099486068,0.000160376116298087,0.00624501727345203,0.00177980517673601,1,1,,,0.0142577960780625,,,0.0142577960780625
DO,DOM,Dominican Republic,Azua,2020-05-22,2020-05-11,101,3,12,0.0099009900990099,0.0193092777830645,0.00681338670558541,0.000170608389875464,0.0099009900990099,0.0193092777830645,0.00681338670558541,0.000170608389875464,0.00569070991606203,0.00175851182053753,1,1,,,0.0146058897860185,,,0.0146058897860185
DO,DOM,Dominican Republic,Azua,2020-05-23,2020-05-13,102,9,11,0.0196078431372549,0.0269068483623884,0.0134072554844298,0.000243577760816238,0.00980392156862745,0.0191209083686488,0.00710482902258594,0.000177880051804037,0.00441030018494807,0.00154908622489618,1,1,,,0.0149503281647354,,,0.0149503281647354
DO,DOM,Dominican Republic,Azua,2020-05-24,2020-05-14,104,11,11,0.0192307692307692,0.0263944833692685,0.0133371076600544,0.000242311956510482,0.00961538461538462,0.0187549838461375,0.00706765599346956,0.000176952681635773,0.00404406637846883,0.00146888375950894,1,1,,,0.0152892505223866,,,0.0152892505223866
DO,DOM,Dominican Republic,Azua,2020-05-25,2020-05-16,103,15,10,0.0194174757281553,0.0266482036524112,0.0134707251078532,0.000244722979892476,0.00970873786407767,0.018936178546626,0.00713846311146225,0.000178719104559507,0.0063236562230526,0.00186256947102128,1,1,,,0.015620967319371,,,0.015620967319371
DO,DOM,Dominican Republic,Azua,2020-05-26,2020-05-17,103,6,10,0.0194174757281553,0.0266482036524112,0.013694054960813,0.0002487520576388,0.00970873786407767,0.018936178546626,0.00725681100322592,0.000181671242901101,0.00638884855524902,0.00188170948825332,1,1,,,0.0159432397625484,,,0.0159432397625484
DO,DOM,Dominican Republic,Azua,2020-05-27,2020-05-18,108,14,10,0.0185185185185185,0.0254261373247429,0.0129131443922049,0.000234659683975882,0.00925925925925926,0.0180636016201853,0.00684298760153613,0.000171347047998486,0.00648991991162662,0.0018493735346966,1,1,,,0.0162538332188598,,,0.0162538332188598
DO,DOM,Dominican Republic,Azua,2020-05-28,2020-05-18,110,2,11,0.0181818181818182,0.0249681255146025,0.0126421436247617,0.000229766549804496,0.00909090909090909,0.0177366792474103,0.00669937773895761,0.000167763213524378,0.00636511375947996,0.00181392258206601,1,1,,,0.0165504361152888,,,0.0165504361152888
DO,DOM,Dominican Republic,Azua,2020-05-29,2020-05-19,105,11,11,0.0190476190476191,0.0261455482229834,0.0225980446921757,0.000306915764544386,0,0,0,0,0.00646737568266743,0.00188347989932194,0,0,,,0.0168306955830972,,,0.0168306955830972
DO,DOM,Dominican Republic,Azua,2020-05-30,2020-05-20,104,7,11,0.0192307692307692,0.0263944833692685,0.0223103582057325,0.000303053135350698,0,0,0,0,0.00638884855524902,0.00188170948825332,1,0,,,0.017092258893743,,,0.017092258893743
DO,DOM,Dominican Republic,Azua,2020-05-31,2020-05-21,107,13,11,0.0186915887850467,0.0256615019570993,0.0219213853462683,0.000297828743571417,0,0,0,0,0.00603621730382294,0.00182000923599165,1,0,,,0.0173329774560439,,,0.0173329774560439
DO,DOM,Dominican Republic,Azua,2020-06-01,2020-05-21,114,7,12,0.0175438596491228,0.0240998768411264,0.0200508768824933,0.000272675969501371,0,0,0,0,0.00563380281690141,0.00169901911352291,1,0,,,0.0175506190898762,,,0.0175506190898762
DO,DOM,Dominican Republic,Azua,2020-06-02,2020-05-23,103,8,11,0.0194174757281553,0.0266482036524112,0.0236295431468661,0.000320755691602108,0,0,0,0,0.00637509266123054,0.00189937885794751,1,0,,,0.0177435238985587,,,0.0177435238985587
DO,DOM,Dominican Republic,Azua,2020-06-03,2020-05-24,101,7,11,0.0099009900990099,0.0193092777830645,0.0173600061068462,0.000275782738088165,0,0,0,0,0.00659274797722505,0.00194156480100009,1,0,,,0.0179098656712842,,,0.0179098656712842
DO,DOM,Dominican Republic,Azua,2020-06-04,2020-05-24,109,8,12,0.0091743119266055,0.0178986477811282,0.0159296877884469,0.000253244671676974,0,0,0,0,0.0071803369235018,0.00194458274289408,1,0,,,0.0180483853955823,,,0.0180483853955823
DO,DOM,Dominican Republic,Azua,2020-06-05,2020-05-25,102,4,12,0.0196078431372549,0.0269068483623884,0.0302754292919322,0.000353525335320975,0.00980392156862745,0.0191209083686488,0.0137000909919636,0.000239837677690413,0.00741289844329133,0.00204708300539549,1,0,,,0.0181583912980705,,,0.0181583912980705
DO,DOM,Dominican Republic,Azua,2020-06-06,2020-05-25,107,5,13,0.0280373831775701,0.0312787739529993,0.0389891599552672,0.000383603855268825,0.0186915887850467,0.0256615019570993,0.0236975297525545,0.00030143287350094,0.00774647887323944,0.00203930606762687,1,0,,,0.0182392755088029,,,0.0182392755088029
DO,DOM,Dominican Republic,Azua,2020-06-07,2020-05-25,114,7,14,0.0263157894736842,0.0293841363627093,0.0359767760497095,0.000354520156905702,0.0175438596491228,0.0240998768411264,0.0218666091246166,0.000278404228077448,0.00868763985783862,0.00208681136362527,2,0,,,0.0182912693799751,,,0.0182912693799751
DO,DOM,Dominican Republic,Azua,2020-06-08,2020-05-26,104,5,14,0.0288461538461538,0.0321676545583471,0.039139551271536,0.000385053382383243,0.0192307692307692,0.0263944833692685,0.023788937279567,0.000302581412608284,0.00569070991606203,0.00175851182053753,2,0,,,0.0183151398707254,,,0.0183151398707254
DO,DOM,Dominican Republic,Azua,2020-06-09,2020-05-27,107,9,14,0.0280373831775701,0.0312787739529993,0.0369234949111989,0.000363670553352565,0.0186915887850467,0.0256615019570993,0.0224420228655946,0.000285646301236804,0.00642691098044578,0.00183147652567485,2,0,,,0.0183121078538755,,,0.0183121078538755
DO,DOM,Dominican Republic,Azua,2020-06-10,2020-05-29,101,10,13,0.0297029702970297,0.0331085145091172,0.0385619320969735,0.000379484799251694,0.0198019801980198,0.0271705622473482,0.0234378615551722,0.000298169535122023,0.00776085081920092,0.0020619053508508,2,0,,,0.0182840050047879,,,0.0182840050047879
DO,DOM,Dominican Republic,Azua,2020-06-11,2020-05-29,107,6,14,0.0280373831775701,0.0312787739529993,0.0363797013884363,0.000358415713644258,0.0186915887850467,0.0256615019570993,0.0221115063015112,0.000281486997969662,0.00834130999589772,0.00208448390480375,2,0,,,0.0182330830739464,,,0.0182330830739464
DO,DOM,Dominican Republic,Azua,2020-06-12,2020-05-30,100,4,14,0.02,0.0274394957835608,0.0237698205613172,0.000302341219362776,0.02,0.0274394957835608,0.0237698205613172,0.000302341219362776,0.0098736750399303,0.00233516605062961,2,0,,,0.0181622725303569,,,0.0181622725303569
DO,DOM,Dominican Republic,Azua,2020-06-13,2020-05-31,109,16,14,0.018348623853211,0.0251950503612202,0.0226152095314062,0.00028782515448728,0.018348623853211,0.0251950503612202,0.0226152095314062,0.00028782515448728,0.00898725687458082,0.0021422860711038,2,0,,,0.0180745195211198,,,0.0180745195211198
DO,DOM,Dominican Republic,Azua,2020-06-14,2020-06-02,102,13,13,0.0196078431372549,0.0269068483623884,0.0233182330260974,0.000296665825457248,0.0196078431372549,0.0269068483623884,0.0233182330260974,0.000296665825457248,0.0095319391094039,0.00227149710093425,2,0,,,0.0179732435197687,,,0.0179732435197687
DO,DOM,Dominican Republic,Azua,2020-06-15,2020-06-03,100,6,13,0.02,0.0274394957835608,0.0234745479764668,0.000298630639438336,0.02,0.0274394957835608,0.0234745479764668,0.000298630639438336,0.00929287062581676,0.0022661081836561,2,0,,,0.0178621949606692,,,0.0178621949606692
