ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
DM,DMA,Dominica,Saint Andrew,2021-05-05,2020-12-17,100,1,67,0.06,0.046546565661405,0.0522575026030573,0.000283285864082027,0.06,0.046546565661405,0.0522575026030573,0.000283285864082027,0.0591631484563648,0.0202011308452961,8,1,0,0,0.0574231260264505,0.0454511097157038,0.0481938665323238,0.000267923400050741,0.0557588931625618,0.0448215810984796,0.045227741838476,0.000259872143318584,0.0563998344616592,0.0199475848906973,,,0.0574231260264505
DM,DMA,Dominica,Saint Andrew,2021-05-06,2020-12-21,100,1,67,0.06,0.046546565661405,0.0516250774252546,0.000279950870480027,0.06,0.046546565661405,0.0516250774252546,0.000279950870480027,0.0598935576965669,0.0204425877002776,8,1,0,0,0.0573995347282927,0.0454381293773219,0.0481519425538011,0.00026766899206953,0.0555795940836777,0.0447504040621048,0.0449089185965733,0.000258867487961534,0.0563152441235151,0.0199369349147339,,,0.0573995347282927
DM,DMA,Dominica,Saint Andrew,2021-05-07,2020-12-25,100,2,66,0.06,0.046546565661405,0.0513506442232159,0.00027850296935951,0.06,0.046546565661405,0.0513506442232159,0.00027850296935951,0.0567298254150144,0.020052964751208,8,1,0,0,0.0573874048776622,0.0454291613888382,0.0481207165324001,0.000267436024148999,0.055400068024553,0.0446790023098994,0.0445801357704885,0.000257828565064729,0.0562281217064468,0.0199258274949963,,,0.0573874048776622
DM,DMA,Dominica,Saint Andrew,2021-05-08,2020-12-26,100,1,66,0.06,0.046546565661405,0.0510822979084548,0.000277086760475309,0.06,0.046546565661405,0.0510822979084548,0.000277086760475309,0.0567298254150144,0.020052964751208,9,1,0,0,0.0573885422174769,0.0454248532593107,0.0481015986238249,0.000267228189012003,0.0552217469460269,0.0446079138830671,0.0442421518582548,0.000256757353720536,0.0561388943876923,0.0199143013311991,,,0.0573885422174769
DM,DMA,Dominica,Saint Andrew,2021-05-09,2020-12-26,101,1,67,0.0594059405940594,0.0461002688546413,0.050659529894242,0.000274854738317899,0.0594059405940594,0.0461002688546413,0.050659529894242,0.000274854738317899,0.0560294572000142,0.0198127485707519,10,1,0,0,0.0574047835675909,0.045425857815773,0.0480960041370785,0.000267049354726966,0.0550464241860985,0.0445378122340011,0.0438963150325302,0.000255657720182498,0.0560474128425051,0.0199023142307354,,,0.0574047835675909
DM,DMA,Dominica,Saint Andrew,2021-05-10,2020-12-26,102,1,68,0.0588235294117647,0.0456624358497672,0.0501414578287724,0.000272118142899183,0.0588235294117647,0.0456624358497672,0.0501414578287724,0.000272118142899183,0.0553461711365994,0.0195782116128263,10,1,0,0,0.0574382095748842,0.0454329260605175,0.0481052634620283,0.000266902750429868,0.0548757951646902,0.0444693403562395,0.0435433278533443,0.00025453116675194,0.0559549295647432,0.0198900192485481,,,0.0574382095748842
DM,DMA,Dominica,Saint Andrew,2021-05-11,2020-12-28,100,1,68,0.05,0.042716424707947,0.0377242421176358,0.000239953171761653,0.05,0.042716424707947,0.0377242421176358,0.000239953171761653,0.0567298254150144,0.020052964751208,10,1,0,0,0.0574909076143399,0.0454468075889147,0.0481306923417804,0.000266791818591878,0.0547118775053609,0.0444032635637173,0.0431844247558212,0.00025338098620768,0.0558623462793922,0.0198775210275611,,,0.0574909076143399
DM,DMA,Dominica,Saint Andrew,2021-05-16,2020-12-29,100,1,68,0.05,0.042716424707947,0.0376024040228388,0.000239193335541263,0.05,0.042716424707947,0.0376024040228388,0.000239193335541263,0.0574479244709006,0.0202990686279069,10,1,0,0,0.0581165358436501,0.0456447459065165,0.0485376712049329,0.00026687265709565,0.0540736248996515,0.0441396297523566,0.0413539230704617,0.000247420055466896,0.0554483926286075,0.0198184063530573,,,0.0581165358436501
DM,DMA,Dominica,Saint Andrew,2021-05-17,2020-12-29,101,1,69,0.0495049504950495,0.042304508043671,0.0371210747377479,0.000236190584591648,0.0495049504950495,0.042304508043671,0.0371210747377479,0.000236190584591648,0.0567298254150144,0.020052964751208,10,1,0,0,0.0583272270721156,0.0457148104297527,0.0486795258969423,0.000267028997486633,0.0539993914765562,0.0441068651996369,0.040992718071414,0.00024621977517809,0.0553898443862749,0.0198091984617398,,,0.0583272270721156
DM,DMA,Dominica,Saint Andrew,2021-05-18,2021-01-03,100,2,68,0.05,0.042716424707947,0.0370915142989237,0.000236006122748254,0.05,0.042716424707947,0.0370915142989237,0.000236006122748254,0.0541717165766715,0.0198721544945948,10,1,0,0,0.0585697038609955,0.0457962345221992,0.048841507536752,0.00026723245657571,0.0539483348603367,0.0440828438093711,0.0406370664433376,0.000245027730117709,0.0553466261641002,0.0198018673256946,,,0.0585697038609955
