ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
AS,ASM,American Samoa,Eastern,2020-05-05,2020-05-02,36,4,112,6227595.55076451,0,0,0,0,20,0,0,0,0,0,23,2616.0537524491,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-06,2020-05-04,31,3,101,3458308.47244308,0,0,0,0,25,0,0,0,0,0,5,2378.23068404464,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-07,2020-05-04,7,4,108,3574548.75436838,0,0,0,0,26,0,0,0,0,0,45,2544.70683192776,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-08,2020-05-04,3,5,111,3619208.8980536,0,0,0,0,27,0,0,0,0,0,45,2616.0537524491,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-09,2020-05-04,6,6,117,3862343.18603809,0,0,0,0,27,0,1,74165.7503576178,1,74165.7503576178,47,2758.74759349178,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-10,2020-05-04,6,7,123,4026272.03501095,0,0,0,0,29,1,2,97748.5202322752,2,97748.5202322752,47,2877.65912769401,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-11,2020-05-04,9,8,132,4308025.22871034,0,0,0,0,30,1,3,170799.315298695,2,97748.5202322752,54,3091.69988925803,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-12,2020-05-05,6,8,104,3341886.60372023,0,0,0,0,28,1,3,170799.315298695,2,97748.5202322752,52,2425.79529772553,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-13,2020-05-05,6,9,110,3565192.53318766,0,0,0,0,29,1,3,170799.315298695,2,97748.5202322752,52,2544.70683192776,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-14,2020-05-05,3,10,113,3581924.31121229,0,0,0,0,31,1,3,170799.315298695,2,97748.5202322752,52,2616.0537524491,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-15,2020-05-05,3,11,116,3611795.38087056,0,0,0,0,31,1,3,170799.315298695,2,97748.5202322752,52,2687.40067297044,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-16,2020-05-05,6,12,122,3659062.00104187,0,0,0,0,31,1,3,170799.315298695,2,97748.5202322752,52,2830.09451401312,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-17,2020-05-05,1,13,123,3686782.18073759,0,0,0,0,31,1,3,170799.315298695,2,97748.5202322752,52,2853.87682085357,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,Eastern,2020-05-18,2020-05-05,3,14,126,3719396.02166658,0,0,0,0,31,1,3,170799.315298695,2,97748.5202322752,52,2925.2237413749,0,0,,,,0,0,0,0,0,0,0.244746600741656,0.223797590406372,0.265695611076941,0.00556242274412855,0.00193849448275631,0.0091863510055008,0.0166872682323857,0.0104456487723309,0.0229288876924404,0.0283599262152702,0.0283157504445203,0.0284041019860201,0.0117428924598269,0.00649383475135574,0.0169919501682982,0.0175859377026626,0.0175509585787102,0.017620916826615,0.0166815373911221,0.0153898393936374,0.0179732353886068,0,0,0
AS,ASM,American Samoa,Eastern,2020-05-19,2020-05-05,6,15,132,3820454.3698001,0,0,0,0,31,1,4,173352.5613299,2,97748.5202322752,52,3067.91758241758,0,0,,,,0,0,0,0,0,0,0.248473748473749,0.227546917045149,0.269400579902348,0.00610500610500611,0.00233272155266676,0.00987729065734545,0.0189255189255189,0.0123267027518849,0.025524335099153,0.0330212163756177,0.0329725710955613,0.0330698616556742,0.0128205128205128,0.00737245256527454,0.0182685730757511,0.0202883552711249,0.0202499749806335,0.0203267355616164,0.0172431084516255,0.0159380078422711,0.0185482090609799,,,
AS,ASM,American Samoa,Eastern,2020-05-20,2020-05-05,2,16,134,3835147.51195241,0,0,0,0,31,1,4,173352.5613299,2,97748.5202322752,52,3115.48219609848,0,0,,,,0,0,0,0,0,0,0.247157390783962,0.226475094154884,0.267839687413039,0.00658288450029922,0.00270554523898628,0.0104602237616122,0.0209455415918612,0.0140794579757036,0.0278116252080187,0.036103051157382,0.0360524512152427,0.0361536510995213,0.0137642130460802,0.00817789139715058,0.0193505346950098,0.022014069830758,0.0219742701821784,0.0220538694793376,0.0181232810553268,0.0167986008479831,0.0194479612626706,,,
AS,ASM,American Samoa,Eastern,2020-05-21,2020-05-06,3,16,101,2688176.4243312,0,0,0,0,22,1,4,173352.5613299,2,97748.5202322752,52,2330.66607036374,0,1,,,,0,0,0,0,0,0,0.245793269230769,0.225106073429606,0.266480465031933,0.00721153846153846,0.00314604045355961,0.0112770364695173,0.0234375,0.016168459404749,0.030706540595251,0.0401040378013684,0.040050360963391,0.0401577146393458,0.0150240384615385,0.00917913167901005,0.0208689452440669,0.024298719795821,0.0242565956676759,0.0243408439239661,0.0184040950450405,0.0170657004857731,0.0197424896043078,0,0,0
AS,ASM,American Samoa,Eastern,2020-05-22,2020-05-06,2,17,103,2711371.72296989,0,0,0,0,22,1,5,193194.39278283,3,117590.351685205,152,2378.23068404464,0,2,,,,0,0,0,0,0,0,0.243961352657005,0.223276594891406,0.264646110422604,0.00785024154589372,0.00359966295734377,0.0121008201344437,0.0265700483091787,0.0188242452734875,0.0343158513448699,0.0446580285501896,0.0446010140631974,0.0447150430371818,0.0169082125603865,0.0106986099452774,0.0231178151754955,0.0270685659827068,0.0270237709600899,0.0271133610053237,0.0212967349326192,0.0198546869578518,0.0227387829073865,0,0,0
AS,ASM,American Samoa,Eastern,2020-05-23,2020-05-06,3,18,106,2757255.72590855,0,0,0,0,23,1,5,193194.39278283,3,117590.351685205,154,2449.57760456598,0,2,,,,0,0,0,0,0,0,0.243161094224924,0.222430396989136,0.263891791460712,0.00851063829787234,0.00407158626233048,0.0129496903334142,0.0291793313069909,0.0210459278806771,0.0373127347333047,0.048072555156631,0.04801284901015,0.0481322613031121,0.0182370820668693,0.0117709268074347,0.0247032373263039,0.0285557624173066,0.0285092761866145,0.0286022486479987,0.0242705833645392,0.0227272734781328,0.0258138932509456,0,0,0
