ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
AM,ARM,Armenia,Aragatsotn,2020-06-06,2020-05-03,4,34,101,1342151.92372029,0,0,0,0,2,2,0,0,0,0,29,4057.65054010208,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-07,2020-05-05,2,33,100,1288919.23059955,0,0,0,0,2,2,0,0,0,0,29,4017.07403470106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-08,2020-05-07,4,32,100,1270639.98857776,0,0,0,0,2,2,0,0,0,0,29,4017.07403470106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-09,2020-05-08,2,32,101,1283750.02451094,0,0,0,0,2,2,0,0,0,0,29,4057.65054010208,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-10,2020-05-10,6,31,101,1286287.64307207,0,0,0,0,1,1,0,0,0,0,26,4057.65054010208,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-12,2020-05-12,4,30,101,1285209.86834093,0,0,0,0,1,1,0,0,0,0,26,4017.07403470106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-13,2020-05-16,9,27,100,1193414.14589554,0,0,0,0,1,1,0,0,0,0,26,3935.92102389902,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-14,2020-05-17,3,27,102,1213616.00047078,0,0,0,0,2,2,0,0,0,0,26,4017.07403470106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-15,2020-05-17,1,28,103,1225356.45933406,0,0,0,0,2,2,0,0,0,0,26,4057.65054010208,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-16,2020-05-18,1,28,100,1185733.04575979,0,0,0,0,2,2,0,0,0,0,26,3935.92102389902,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-17,2020-05-18,4,29,104,1267538.03089828,0,0,0,0,2,2,0,0,0,0,28,4098.2270455031,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-18,2020-05-18,2,30,106,1298068.32113586,0,0,0,0,2,2,0,0,0,0,68,4179.38005630514,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-19,2020-05-19,2,30,101,1253282.5360669,0,0,0,0,2,2,0,0,0,0,68,3976.49752930004,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-20,2020-05-19,2,31,103,1290035.8853708,0,0,0,0,2,2,0,0,0,0,73,4057.65054010208,0,1,,,,0,0,0,0,0,0,0.0175685172171469,0.0107425479133763,0.0243944865209175,0.0175685172171469,0.0107425479133763,0.0243944865209175,0,0,0,0,0,0,0,0,0,0,0,0,0.00901164148874759,0.00823230074434638,0.00979098223314881,0,0,0
AM,ARM,Armenia,Aragatsotn,2020-06-21,2020-05-19,1,32,104,1294646.47733727,0,0,0,0,3,3,0,0,0,0,83,4098.2270455031,0,1,,,,0,0,0,0,0,0,0.0182328190743338,0.0112886626602633,0.0251769754884043,0.0182328190743338,0.0112886626602633,0.0251769754884043,0,0,0,0,0,0,0,0,0,0,0,0,0.00996053434188277,0.00914187582506794,0.0107791928586976,0,0,0
AM,ARM,Armenia,Aragatsotn,2020-06-22,2020-05-21,2,31,100,1217137.43321393,0,0,0,0,3,3,0,0,0,0,83,3935.92102389902,0,1,,,,0,0,0,0,0,0,0.0189340813464236,0.0118601711509108,0.0260079915419363,0.0189340813464236,0.0118601711509108,0.0260079915419363,0,0,0,0,0,0,0,0,0,0,0,0,0.0109315914623643,0.0100737598096695,0.0117894231150591,0,0,0
AM,ARM,Armenia,Aragatsotn,2020-06-23,2020-05-22,3,31,102,1246994.6652017,0,0,0,0,3,3,0,0,0,0,88,4017.07403470106,0,1,,,,0,0,0,0,0,0,0.0196078431372549,0.0124166854279737,0.0267990008465361,0.0196078431372549,0.0124166854279737,0.0267990008465361,0,0,0,0,0,0,0,0,0,0,0,0,0.0119769138226228,0.0110794783867446,0.012874349258501,0,0,0
AM,ARM,Armenia,Aragatsotn,2020-06-24,2020-05-23,1,31,100,1206448.33128038,0,0,0,0,3,3,0,0,0,0,88,3935.92102389902,0,1,,,,0,0,0,0,0,0,0.0203223545900491,0.0130014505213782,0.0276432586587199,0.0203223545900491,0.0130014505213782,0.0276432586587199,0,0,0,0,0,0,0,0,0,0,0,0,0.0130503822265042,0.0121130897203261,0.0139876747326824,0,0,0
AM,ARM,Armenia,Aragatsotn,2020-06-25,2020-05-24,1,31,100,1204814.92145042,0,0,0,0,3,3,0,0,0,0,88,3935.92102389902,0,1,,,,0,0,0,0,0,0,0.0217391304347826,0.0141701609650169,0.0293080999045484,0.0217391304347826,0.0141701609650169,0.0293080999045484,0,0,0,0,0,0,0,0,0,0,0,0,0.0141818832807477,0.0132043056967026,0.0151594608647928,0,0,0
AM,ARM,Armenia,Aragatsotn,2020-06-26,2020-05-25,6,31,103,1225459.2873787,0,0,1,1,4,4,1,9348.2777658478,0,0,89,4017.07403470106,1,2,,,,0.000700280112044818,0,0.00207232325101872,0.000700280112044818,0,0.00207232325101872,0.0238095238095238,0.0159022527738619,0.0317167948451857,0.0238095238095238,0.0159022527738619,0.0317167948451857,0.000700280112044818,0,0.00207232325101872,0.000539659586625575,0.000528722920199853,0.000550596253051296,0,0,0,0,0,0,0.0153029104409574,0.0142880081586965,0.0163178127232183,0.0909090909090909,0,0.260795666866152
AM,ARM,Armenia,Aragatsotn,2020-06-27,2020-05-26,3,31,102,1241462.39372476,0,0,1,1,3,3,1,9348.2777658478,0,0,89,3976.49752930004,1,3,,,,0.0013986013986014,0,0.0033355724779449,0.0013986013986014,0,0.0033355724779449,0.0251748251748252,0.0170553740467165,0.0332942763029339,0.0251748251748252,0.0170553740467165,0.0332942763029339,0.0013986013986014,0,0.0033355724779449,0.00107633370276268,0.00106091384457228,0.00109175356095307,0,0,0,0,0,0,0.0164120877183379,0.0153620191439975,0.0174621562926784,0.142857142857143,0,0.326156802419226
AM,ARM,Armenia,Aragatsotn,2020-06-28,2020-05-26,1,32,103,1254451.15016205,0,0,1,1,3,3,1,9348.2777658478,0,0,89,4017.07403470106,1,3,,,,0.00209643605870021,0,0.0044662452058371,0.00209643605870021,0,0.0044662452058371,0.0258560447239693,0.0176332227213768,0.0340788667265617,0.0258560447239693,0.0176332227213768,0.0340788667265617,0.00209643605870021,0,0.0044662452058371,0.00161071405436627,0.00159187799443174,0.0016295501143008,0,0,0,0,0,0,0.0175323060566427,0.0164476106120733,0.0186170015012121,0.176470588235294,0,0.357687762509181
AM,ARM,Armenia,Aragatsotn,2020-06-29,2020-05-27,3,32,100,1255801.10752499,0,0,1,1,3,3,1,9348.2777658478,0,0,79,3895.34451849799,1,3,,,,0.00280112044817927,5.99201513397803e-05,0.00554232074501876,0.00280112044817927,5.99201513397803e-05,0.00554232074501876,0.0266106442577031,0.0182631721169231,0.0349581163984831,0.0266106442577031,0.0182631721169231,0.0349581163984831,0.00280112044817927,5.99201513397803e-05,0.00554232074501876,0.0021438700881493,0.00212216384213021,0.00216557633416839,0,0,0,0,0,0,0.0185281843538134,0.0174120612532873,0.0196443074543394,0.2,0.0246954918846837,0.375304508115316
AM,ARM,Armenia,Aragatsotn,2020-06-30,2020-05-27,1,33,101,1272879.5652804,0,0,1,1,3,3,1,9348.2777658478,0,0,79,3895.34451849799,1,3,,,,0.00349895031490553,0.00043741167793961,0.00656048895187145,0.00349895031490553,0.00043741167793961,0.00656048895187145,0.0272918124562631,0.018844093608716,0.0357395313038102,0.0272918124562631,0.018844093608716,0.0357395313038102,0.00349895031490553,0.00043741167793961,0.00656048895187145,0.00266651464522934,0.00264237330045766,0.00269065599000102,0,0,0,0,0,0,0.0194874187975622,0.0183429138467352,0.0206319237483893,0.217391304347826,0.0488223504393852,0.385960258256267
AM,ARM,Armenia,Aragatsotn,2020-07-24,2020-06-10,2,39,101,1590003.84631705,0,0,3,3,6,4,3,97505.4352459795,1,74732.4074343813,110,3892.71067829331,1,5,,,,0.00561009817671809,0.00173348996244355,0.00948670639099264,0.00561009817671809,0.00173348996244355,0.00948670639099264,0.0301542776998598,0.0212783425479583,0.0390302128517612,0.0287517531556802,0.0200784282041973,0.0374250781071632,0.00561009817671809,0.00173348996244355,0.00948670639099264,0.00808038191946436,0.00803885161747268,0.00812191222145605,0.000701262272089762,0,0.00207522906004078,0.00418634100058888,0.00415638959244933,0.00421629240872844,0.021027880938559,0.0198377500867095,0.0222180117904085,0.222222222222222,0.0654071807157733,0.379037263728671
