ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
OM,OMN,Oman,Ad Dakhliyah,2020-05-18,2020-05-04,10,15,101,2391689.42482818,0,0,2,1,19,9,1,16972.3428150998,1,16972.3428150998,8,7206.65485010408,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-19,2020-05-06,8,14,102,2424074.03209005,0,0,1,2,19,9,1,16972.3428150998,1,16972.3428150998,3,7279.44934353948,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-20,2020-05-07,4,14,101,2434129.86085196,0,0,2,2,19,7,1,16972.3428150998,1,16972.3428150998,6,7206.65485010408,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-21,2020-05-08,7,14,100,2354906.90210372,0,0,3,3,19,8,1,16972.3428150998,1,16972.3428150998,8,7133.86035666869,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-22,2020-05-08,4,15,104,2421017.80609161,0,0,3,3,19,8,2,39702.2599810137,1,16972.3428150998,8,7425.03833041027,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-23,2020-05-09,5,15,103,2363370.10394863,0,0,3,3,19,8,2,39702.2599810137,1,16972.3428150998,8,7352.24383697487,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-24,2020-05-10,4,15,102,2309481.26456363,0,0,3,3,19,8,2,39702.2599810137,1,16972.3428150998,8,7279.44934353948,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-25,2020-05-12,9,14,100,2263164.06020173,0,0,3,3,18,8,2,39702.2599810137,1,16972.3428150998,14,7061.0658632333,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-26,2020-05-12,4,15,104,2331170.67743611,0,0,3,3,18,8,2,39702.2599810137,1,16972.3428150998,16,7352.24383697487,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-27,2020-05-13,5,15,101,2204958.9830017,0,0,3,4,18,8,2,39702.2599810137,1,16972.3428150998,15,7133.86035666869,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-28,2020-05-15,10,14,101,2119993.11921275,0,0,3,4,14,7,2,39702.2599810137,1,16972.3428150998,15,7206.65485010408,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-29,2020-05-15,4,15,105,2246007.92387608,0,0,3,4,14,7,2,39702.2599810137,1,16972.3428150998,15,7497.83282384566,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-30,2020-05-16,8,15,103,2184748.62702633,0,0,3,4,12,6,2,39702.2599810137,1,16972.3428150998,17,7352.24383697487,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OMN,Oman,Ad Dakhliyah,2020-05-31,2020-05-17,9,15,100,2126357.63553954,0,0,3,3,10,5,2,39702.2599810137,1,16972.3428150998,17,7133.86035666869,1,1,,,,0.0266292922214436,0.0182760504314013,0.0349825340114859,0.0294323756131745,0.0206631415280754,0.0382016096982736,0.166082690960056,0.146773690848725,0.185391691071387,0.074281709880869,0.0606761482863358,0.0878872714754021,0.0168185003503854,0.010146645526358,0.0234903551744128,0.0144494468851385,0.0144082130811191,0.0144906806891579,0.00981079187105816,0.00469695076114913,0.0149246329809672,0.00738499702732572,0.00735541323004133,0.00741458082461012,0.00155479501838639,0.00131255002733249,0.00179704000944029,0.846153846153846,0.650023676965268,1
OM,OMN,Oman,Ad Dakhliyah,2020-06-01,2020-05-17,3,16,103,2187909.67136942,0,0,3,3,10,5,2,39702.2599810137,1,16972.3428150998,20,7352.24383697487,1,1,,,,0.0272918124562631,0.018844093608716,0.0357395313038102,0.0307907627711686,0.0218340020389735,0.0397475235033638,0.159552134359692,0.140565907096218,0.178538361623166,0.0713785864240728,0.0580299994616275,0.084727173386518,0.0174947515745276,0.0106971875612935,0.0242923155877618,0.0152524930354158,0.015210011435037,0.0152949746357946,0.00979706088173548,0.00469034159504954,0.0149037801684214,0.00743206778493704,0.00740229613131504,0.00746183943855904,0.00167048746746463,0.00141958565011399,0.00192138928481527,0.923076923076923,0.778225193368218,1
OM,OMN,Oman,Ad Dakhliyah,2020-06-02,2020-05-17,5,17,108,2353451.45115963,0,0,3,3,10,5,2,39702.2599810137,1,16972.3428150998,40,7716.21630415185,1,1,,,,0.0285714285714286,0.0199517007102968,0.0371911564325604,0.0313588850174216,0.022341431830006,0.0403763382048372,0.152613240418118,0.134006980465263,0.171219500370974,0.0682926829268293,0.0552415269242745,0.081343838929384,0.0181184668989547,0.0112174608201917,0.0250194729777178,0.0159987810919929,0.0159552409873942,0.0160423211965917,0.00975609756097561,0.00467062522447868,0.0148415698974725,0.0074485211020651,0.00741868378643568,0.00747835841769452,0.0020253715697156,0.0017497410030744,0.0023010021363568,1,1,1
OM,OMN,Oman,Ad Dakhliyah,2020-06-03,2020-05-18,2,17,101,2268948.79369878,0,0,2,3,8,4,2,39702.2599810137,1,16972.3428150998,40,7206.65485010408,1,1,,,,0.0285714285714286,0.0199517007102968,0.0371911564325604,0.0320557491289199,0.0229419326710877,0.0411695655867521,0.144947735191638,0.126732944366468,0.163162526016807,0.0662020905923345,0.0533378414867103,0.0790663396979587,0.018815331010453,0.0117853613795018,0.0258453006414041,0.0167982839603266,0.0167535714266354,0.0168429964940178,0.00975609756097561,0.00467062522447868,0.0148415698974725,0.00748729015147677,0.00745729812039547,0.00751728218255807,0.00235804129614232,0.00206068418458557,0.00265539840769907,1,1,1
OM,OMN,Oman,Ad Dakhliyah,2020-06-04,2020-05-18,4,18,105,2397964.92299937,0,0,2,3,9,5,2,39702.2599810137,1,16972.3428150998,40,7497.83282384566,1,1,,,,0.0277777777777778,0.0192899146752718,0.0362656408802838,0.0319444444444444,0.0228617510145842,0.0410271378743047,0.1375,0.119713203105629,0.155286796894371,0.0638888888888889,0.0512577295802202,0.0765200481975576,0.0194444444444444,0.0123126188048835,0.0265762700840054,0.0174907831378802,0.0174452052673438,0.0175363610084167,0.00972222222222222,0.00465432109387395,0.0147901233505705,0.00747714532277593,0.00744719377602477,0.00750709686952709,0.00266166335702311,0.00234635088467902,0.0029769758293672,1,1,1
OM,OMN,Oman,Ad Dakhliyah,2020-06-05,2020-05-18,4,19,109,2549247.54747219,0,0,2,3,9,5,2,39702.2599810137,1,16972.3428150998,55,7789.01079758724,1,1,,,,0.0269896193771626,0.0186341416813873,0.035345097072938,0.0318339100346021,0.0227821278791573,0.0408856921900468,0.130103806228374,0.112758064171032,0.147449548285716,0.0615916955017301,0.0491959923180163,0.0739873986854439,0.0193771626297578,0.0122697707596598,0.0264845544998557,0.0174204896464925,0.0173750933244448,0.0174658859685402,0.00968858131487889,0.00463813039388415,0.0147390322358736,0.00744709551618876,0.00741726388975363,0.0074769271426239,0.00310886626776344,0.00276877223711345,0.00344896029841344,1,1,1
OM,OMN,Oman,Ad Dakhliyah,2020-06-06,2020-05-19,7,19,106,2482639.44389626,0,0,2,3,7,4,1,22729.9171659139,0,0,55,7643.42181071645,1,1,,,,0.0262430939226519,0.0180093642766288,0.0344768235686751,0.031767955801105,0.0227346196653887,0.0408012919368213,0.121546961325967,0.104716534197548,0.138377388454386,0.0587016574585635,0.0465942087191794,0.0708091061979477,0.018646408839779,0.0116789538909357,0.0256138637886224,0.0168256589816574,0.0167811141059639,0.016870203857351,0.00897790055248619,0.00411950495113877,0.0138362961538336,0.0068894071262612,0.00686075966279139,0.00691805458973101,0.00355542322650879,0.00319231763392057,0.00391852881909701,1,1,1
OM,OMN,Oman,Ad Dakhliyah,2020-06-07,2020-05-20,3,19,101,2341143.3555696,0,0,2,2,6,3,1,22729.9171659139,0,0,75,7279.44934353948,1,1,,,,0.0255701451278507,0.0174370526087773,0.0337032376469241,0.0310988251554941,0.0221549535086334,0.0400426968023548,0.112646855563234,0.0963568359046422,0.128936875221826,0.055286800276434,0.043511430739693,0.067062169813175,0.0179682100898411,0.0111239105631335,0.0248125096165487,0.0162796099834852,0.0162358033677252,0.0163234165992452,0.0082930200414651,0.00362038493175796,0.0129656551511722,0.006353171759433,0.0063256679283304,0.00638067559053561,0.00420450594088505,0.00380977308646217,0.00459923879530793,1,1,1
OM,OMN,Oman,Ad Dakhliyah,2020-06-08,2020-05-20,2,20,103,2391390.82429059,0,0,2,2,6,3,1,22729.9171659139,0,0,75,7425.03833041027,1,1,,,,0.0248275862068966,0.0168187014810944,0.0328364709326987,0.0303448275862069,0.0215157550210276,0.0391739001513862,0.104137931034483,0.0884166063573826,0.119859255711583,0.0517241379310345,0.040324840946021,0.063123434916048,0.0172413793103448,0.0105413990345282,0.0239413595861614,0.0156874312656025,0.0156445016032164,0.0157303609279886,0.00758620689655172,0.00312016464743791,0.0120522491456655,0.00580053935680939,0.00577430405949531,0.00582677465412347,0.00477861201422099,0.00435865280181726,0.00519857122662471,1,1,1
OM,OMN,Oman,Ad Dakhliyah,2020-06-09,2020-05-21,2,20,101,2370200.02361107,0,0,1,2,5,3,1,22729.9171659139,0,0,71,7279.44934353948,1,1,,,,0.0234968901174845,0.0156921969528773,0.0313015832820916,0.0297166551485833,0.0209675612810266,0.03846574901614,0.0953697304768487,0.0802356980274738,0.110503762926224,0.0483759502418798,0.0373208856478408,0.0594310148359188,0.0165860400829302,0.0100056238468944,0.023166456318966,0.0151417483001903,0.0150995857610614,0.0151839108393193,0.00691085003455425,0.00264236583249043,0.0111793342366181,0.00526683092601533,0.00524184014262746,0.0052918217094032,0.00531330277874392,0.00487043461032005,0.00575617094716778,1,1,1
