"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARA",1295944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARB",16289599,0.00731261425959781,0.0093859649122807,NA,NA,NA,NA,1641,19,0.00731261425959781,0.0093859649122807,NA,NA,NA,NA
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARC",3044076,0.00411899313501144,0.0120666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,2185,25,0.00411899313501144,0.0120666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARD",463411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARE",1295121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARG",908268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARH",1117953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARJ",721830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARK",389256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARL",336706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARM",1841813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARN",1159445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARP",568331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARQ",601003,0,0,NA,NA,NA,NA,20,1,0,0,NA,NA,NA,NA
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARR",678797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARS",3341228,0,0,NA,NA,NA,NA,100,1,0,0,NA,NA,NA,NA
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ART",1551460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARU",545656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARV",143987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARW",1049325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR",2020-07-05,41845419,0,NA,NA,310,5,0.000691822086306554,2185,0.0111972685820728,0.0111972685820728,2185,0.00060586423189572,0.00980602479031221,0.00980602479031221,"ARX",3489669,0.00425531914893617,0.02,NA,NA,NA,NA,470,5,0.00425531914893617,0.02,NA,NA,NA,NA
