Unnamed: 0,state,α1,α2,α3,β11,β12,β13,β21,β22,β23,β31,β32,β33,γ1,γ2,γ3,A_b1,A_b2,A_b3,R_b1,R_b2,R_b3,initial-A1,initial-R1,initial-V1,initial-A2,initial-R2,initial-V2,initial-A3,initial-R3,initial-V3,Finalm-V1,Finalm-V2,Finalm-V3,Finals-V1,Finals-V2,Finals-V3,politic
0,Alabama,0.0016249012416682,0.0037037924220242,0.0088515432528531,0.018535989332111,0.0057389932843377,0.0122852969270373,0.0341938889307836,0.0132831323873438,0.0215354044429456,0.8029853450836107,0.353879494611185,0.4200670869689314,0.2390816102844591,0.167349736082853,0.1114198452495481,0.0342329073178274,0.0104895975506217,0.0044768481437126,0.091473517900334,0.0677412963615211,0.0599882478068087,0.1786592074935706,0.1546741258397627,0.0,0.2054586009865883,0.127874732346745,0.0,0.2443034830115927,0.0890298503217406,0.0,0.2070229150238075,0.255092230738475,0.2688682360752523,0.1837943699205375,0.2480988989737621,0.2679646218911661,R
1,Alaska,0.0091984940334173,0.0147416861643123,0.0231086604985515,0.0235044649310602,0.0178790132159966,0.0079939807128924,0.0156960214644623,0.0692036382037715,0.0661046742049714,0.709131279235878,0.8288448875777438,0.3358593053138272,0.1418294276718428,0.0656232317055902,0.0651455295079547,0.0226384313681673,0.0034088537987882,0.0037136748891453,0.0704681400440128,0.0624924730438173,0.046820812106771,0.165072952464695,0.1682603808686383,0.0,0.2328386014952484,0.1004947318380849,0.0,0.2658370572467234,0.0674962760866099,0.0,0.240085976388404,0.2674319819688923,0.2827988462829457,0.2168127512000134,0.2645658628884869,0.3154016000808104,R
2,Arizona,0.0013652076057275,0.0038904288311677,0.0112120777702119,0.0290865954333144,0.015728165487915,0.0015386166796701,0.0114841776011187,0.0275388238287381,0.0239436144709681,0.5246264498114979,0.65265447362867,0.3311026672150917,0.1992953594602802,0.1439874971729531,0.0968633341946811,0.0265539445414254,0.0074462298988621,0.0042810835164058,0.0624447288092976,0.0547624533570927,0.0498009667173,0.212374023913885,0.1209593094194483,0.0,0.2431371793842497,0.0901961539490836,0.0,0.271292201770935,0.0620411315623983,0.0,0.2442293307331093,0.2711190738392187,0.2792512816025164,0.2279438658293046,0.2664682302484109,0.2422543004695262,D
3,Arkansas,0.0017494768053758,0.00475061466984,0.0142782426451645,0.0039711785567663,0.0354132601189731,0.005368145228446,0.0276344143449009,0.0112031864886192,0.0416050145436213,0.6760461405878246,0.3510956628101238,0.5687083176521583,0.2267322964207185,0.1413391251367106,0.0782271375010443,0.0231088781348978,0.0076724524858437,0.0039254416350758,0.0835115141144719,0.0639200950368042,0.0574812976612765,0.1797435354621713,0.153589797871162,0.0,0.2232228921272883,0.110110441206045,0.0,0.2721616279264265,0.0611717054069067,0.0,0.2265499641320505,0.2617395536645993,0.2719265903772913,0.2260308361354693,0.2553838677589435,0.2624714017887642,R
4,California,0.0010368824807547,0.0028350193860769,0.0061223357904001,0.0530267313079841,0.0,0.0,0.0325732741457393,0.0335056459497524,0.0054642083603186,0.4992997995463156,0.0228909213921564,0.1589163180432482,0.1895606989692084,0.1466437389346942,0.108950390862428,0.0195358089094011,0.0059916422275791,0.0042748936912535,0.0344223192762048,0.0334141576090226,0.0350220204850007,0.2343300824941081,0.0990032508392251,0.0,0.2562644134873308,0.0770689198460024,0.0,0.2842213660081349,0.0491119673251983,0.0,0.2793509889107825,0.2939264493452661,0.2940364172736504,0.277484734042894,0.2945051600464181,0.287625543298123,D
5,Colorado,0.0010938743116413,0.002777409753528,0.0068090132355025,0.0281588031437499,0.0007571765706306,0.0027506338310977,0.0247119482521957,0.0176986118934033,0.0123874823471989,0.8154050953745201,0.507597885588845,0.6804140135573198,0.2020549392812798,0.1484913753682553,0.0965747768915332,0.0207534776983624,0.0048440541781854,0.0022942661309797,0.0526239344437581,0.0456960623727023,0.0368339641223558,0.2203083927689214,0.1130249405644119,0.0,0.2525230433599383,0.080810289973395,0.0,0.2775427886353772,0.0557905446979561,0.0,0.2592052525893106,0.2827779603985567,0.2942050932545849,0.2508722141256493,0.2715914604752145,0.2934953766431122,D
6,Connecticut,0.0012189982123608,0.0036024376889215,0.00555954686707,0.0256308107774603,0.0219221761573546,0.0198945301810123,0.0264499825300428,0.0151170745450702,0.0149344604663604,0.5700280638316632,0.977132338981834,0.4306370410864938,0.1920155156271774,0.1217470557689327,0.1083281131839967,0.0170539043419062,0.0034905718335326,0.0022374024817567,0.0399713989961003,0.0290934789015508,0.0229507794954997,0.2005926626982638,0.1327406706350695,0.0,0.2723129678185076,0.0610203655148257,0.0,0.3056712336899273,0.027662099643406,0.0,0.2763047583834809,0.300741961655343,0.3081451492006959,0.2726096363267739,0.2949012458367772,0.313291643394731,D
7,Delaware,0.0007609314995888,0.0043148130430462,0.0068028613852111,0.0244748123546765,0.0134997591228983,0.034339008219437,0.0660042218911415,0.0142283939874428,0.0035268089073388,0.1970458860880139,0.1212169629257228,0.0367424955603805,0.2259466135692248,0.1193110510619459,0.1028907517017876,0.0257543785657516,0.0044320196040709,0.0029372669825109,0.075762992393457,0.0390289514502221,0.0304837560666889,0.219445333588846,0.1138879997444873,0.0,0.2477872922413812,0.085546041091952,0.0,0.2590703094790371,0.0742630238542961,0.0,0.2318148829461208,0.2898714960620801,0.2999123072137101,0.2459531578657939,0.2934741908299919,0.2872465084930978,D
8,Florida,0.001713658606146,0.0032683998582931,0.0075204132000342,0.0131111447473944,0.013984643752912,0.0265500541620172,0.0296725207369989,0.0178173535031108,0.0096103376959148,0.0112940751902252,0.069803216199255,0.0627851764901221,0.1856065404992314,0.1508410911394591,0.0961493924483394,0.0258460154333126,0.0090986224750806,0.0048725995805373,0.0674244208726796,0.0529249739396951,0.0518169628307547,0.185444414835413,0.1478889184979203,0.0,0.2271928270634317,0.1061405062699015,0.0,0.2665873659440459,0.0667459673892874,0.0,0.240015306606529,0.271284699315396,0.2766437534198597,0.2365232924880839,0.2736945953663798,0.2575601258876922,R
9,Georgia,0.0012861294927956,0.0031729473664757,0.007682082029955,0.0596426568781665,4.084872505165174e-07,0.0,0.0192013012972985,0.0332620257029388,0.0096361180230905,0.0948616412413203,0.0311507998146011,0.053582413332145,0.2456831548725186,0.1733457117357919,0.1115319613690893,0.0301193207984589,0.0092637029743016,0.0045356786358124,0.0838095176575654,0.0612284373520207,0.0486874497567949,0.1684326360971328,0.1649006972362005,0.0,0.2075052355149283,0.1258280978184049,0.0,0.2415326307634343,0.091800702569899,0.0,0.2193471914651442,0.2628229306964902,0.2801102041269266,0.2169536409404976,0.2624914485920891,0.265064497878986,D
10,Hawaii,0.0017629211312637,0.00557051370891,0.0149888408247237,0.0385545187981696,0.0048613335969178,0.0112215683889076,0.3532906652535575,0.1431014628370086,0.1596050672881408,0.3380832358549185,0.1163342878002465,0.0995752620011963,0.1728691822660931,0.0865752942228657,0.0398362257283616,0.0146469833664135,0.0013415172244703,0.0032779797009639,0.0525522823067949,0.0380236160035035,0.0256471950610124,0.1987718021366117,0.1345615311967216,0.0,0.2453343469113177,0.0879989864220156,0.0,0.2818437212800153,0.0514896120533181,0.0,0.2660997395946788,0.2939680947808424,0.3044078769854854,0.2513553480142553,0.3095650659740111,0.2984039375616385,D
11,Idaho,0.0023524938373734,0.0043677007303013,0.010928379637772,0.0,0.0138798221218497,0.0,0.0482642505450352,0.0233013911550973,0.0008074747390828,0.3655458664255283,0.0549880515329388,0.4951462777087598,0.1774458036043262,0.1403081007152688,0.0981658707079522,0.0204348412523804,0.0065173992624837,0.0039706233982604,0.0842713894474124,0.0766454269984473,0.0637107908428894,0.2183973443309113,0.1149359890024219,0.0,0.2220829214082302,0.1112504119251031,0.0,0.2627456561565479,0.0705876771767854,0.0,0.2234985536649041,0.2501649140680497,0.265651916818848,0.2281330147370341,0.2618313619038318,0.2403015707649447,R
12,Illinois,0.0017515137726671,0.0035780719443996,0.0067679266092337,0.0067810964897979,0.0359949118604628,0.0241811673139426,0.0055784766637182,0.0525714907936883,0.0267159983757658,0.941005341967107,0.3571690063810044,0.3752024075728338,0.1799714467127479,0.1419551419578834,0.1096456292402319,0.0210938883385365,0.0056340604598627,0.0034743195888478,0.0588508059200899,0.0469154438573417,0.0399967196889655,0.2032172390741981,0.1301160942591352,0.0,0.2391787493688693,0.094154583964464,0.0,0.2736931377088885,0.0596401956244449,0.0,0.2533841691205051,0.2807835653803489,0.2898622924084357,0.2384505609422417,0.2783004184779913,0.2846494743490093,D
13,Indiana,0.003023199767458,0.004668729012168,0.0089497477552885,0.0400143170656577,0.0202384556741263,0.0186939110891164,0.0647676063244547,0.0150345531707239,0.0156270318090513,0.2810201272679454,0.5962312305657974,0.9906492898429072,0.1729095288760466,0.1292185729648783,0.0913436758395697,0.0256673005317434,0.0071107441575486,0.0042246679365377,0.0909307439070334,0.0647041113488269,0.0535559577625808,0.1722942736645178,0.1610390596688154,0.0,0.2258810441406523,0.1074522891926809,0.0,0.2643610041816025,0.0689723291517308,0.0,0.2167320941295735,0.2615180916683327,0.2755526944303348,0.2115584475325213,0.2497544478051596,0.2981931634870035,R
14,Iowa,0.001123831862948,0.0026834708726878,0.0062422827410463,0.0318822609876099,0.0373412377693216,0.0005649264027677,0.0071325123053374,0.0750244697226633,0.0015001971865538,0.7301516903998848,0.771335938569261,0.1707453235873361,0.2501643452327405,0.1687655310707306,0.1217400464372343,0.022336161730674,0.0059545399057066,0.0043808685785422,0.0829389213722146,0.0625317743538062,0.0524756750848414,0.1902379795683977,0.1430953537649355,0.0,0.243233893697413,0.0900994396359203,0.0,0.2654361936683979,0.0678971396649353,0.0,0.2280523334967286,0.2648466722590375,0.2764767887609937,0.2504205152237165,0.2683229600860218,0.2738412146397707,R
