"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA05",1604270,0.0173333333333333,0.0233333333333333,NA,NA,NA,NA,750,4,0.0173333333333333,0.0233333333333333,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA07",1042855,0.185185185185185,0.185185185185185,NA,NA,NA,NA,27,1,0.185185185185185,0.185185185185185,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA09",2263676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA12",3258705,0.0357798165137615,0.0674404761904762,NA,NA,NA,NA,1090,10,0.0357798165137615,0.0674404761904762,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA14",4387702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA18",1249225,0.0120481927710843,0.0254166666666667,NA,NA,NA,NA,415,4,0.0120481927710843,0.0254166666666667,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA21",1259497,0.15,0.15,NA,NA,NA,NA,100,1,0.15,0.15,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA23",1755663,0.0285714285714286,0.0285714285714286,NA,NA,NA,NA,70,1,0.0285714285714286,0.0285714285714286,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA26",1382721,0.0326923076923077,0.0373333333333333,NA,NA,NA,NA,520,5,0.0326923076923077,0.0373333333333333,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA30",2900920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA32",1731673,0.0210735586481113,0.0311111111111111,NA,NA,NA,NA,2515,30,0.0210735586481113,0.0311111111111111,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA35",974724,0.04,0.04,NA,NA,NA,NA,50,1,0.04,0.04,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA40",381685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA43",1963770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA46",2535476,0.0384615384615385,0.0410714285714286,NA,NA,NA,NA,650,4,0.0384615384615385,0.0410714285714286,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA48",1159634,0.0366666666666667,0.0525,NA,NA,NA,NA,300,2,0.0366666666666667,0.0525,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA51",2387282,0.0443037974683544,0.111764705882353,NA,NA,NA,NA,158,3,0.0443037974683544,0.111764705882353,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA53",1440684,0.025,0.0275,NA,NA,NA,NA,280,3,0.025,0.0275,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA56",1162049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA59",1115051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA61",1066523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA63",2720342,0.2,0.2,NA,NA,NA,NA,35,1,0.2,0.2,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA65",1063803,0.0653846153846154,0.13,NA,NA,NA,NA,260,2,0.0653846153846154,0.13,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA68",1296103,0.0303030303030303,0.0577777777777778,NA,NA,NA,NA,165,3,0.0303030303030303,0.0577777777777778,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA71",1246166,0.212765957446809,0.216666666666667,NA,NA,NA,NA,188,3,0.212765957446809,0.216666666666667,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA74",1047023,0.0314285714285714,0.0342857142857143,NA,NA,NA,NA,1050,7,0.0314285714285714,0.0342857142857143,NA,NA,NA,NA
"UA",2020-07-21,45307223,0.0305699481865285,NA,NA,1930,12,0,0,0,0,0,0.0305699481865285,0,0,"UA77",910001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
