"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA05",1604270,0.0526315789473684,0.0485714285714286,NA,NA,NA,NA,95,2,0.0526315789473684,0.0485714285714286,NA,NA,NA,NA
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA07",1042855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA09",2263676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA12",3258705,0.02,0.02,NA,NA,NA,NA,50,1,0.02,0.02,NA,NA,NA,NA
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA14",4387702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA18",1249225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA21",1259497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA23",1755663,0.005,0.005,NA,NA,NA,NA,400,2,0.005,0.005,NA,NA,NA,NA
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA26",1382721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA30",2900920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA32",1731673,0.0280112044817927,0.0373592168827867,NA,NA,NA,NA,2499,30,0.0280112044817927,0.0373592168827867,NA,NA,NA,NA
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA35",974724,0.15,0.15,NA,NA,NA,NA,20,1,0.15,0.15,NA,NA,NA,NA
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA40",381685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA43",1963770,0.05,0.05,NA,NA,NA,NA,100,1,0.05,0.05,NA,NA,NA,NA
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA46",2535476,0.03,0.03,NA,NA,NA,NA,200,1,0.03,0.03,NA,NA,NA,NA
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA48",1159634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA51",2387282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA53",1440684,0.104,0.1325,NA,NA,NA,NA,250,2,0.104,0.1325,NA,NA,NA,NA
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA56",1162049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA59",1115051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA61",1066523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA63",2720342,0.1,0.1,NA,NA,NA,NA,20,2,0.1,0.1,NA,NA,NA,NA
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA65",1063803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA68",1296103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA71",1246166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA74",1047023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UA",2020-04-10,45307223,0.0134508348794063,NA,NA,2156,11,0,0,0,0,0,0.0134508348794063,0,0,"UA77",910001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
