"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","UA","UA05",1604270,0,0,175,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"2","UA","UA07",1042855,0.00666666666666667,0.005,150,0.00666666666666667,0.005,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"3","UA","UA09",2263676,0,0,290,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"4","UA","UA12",3258705,0.00846023688663283,0.00625,591,0.00846023688663283,0.00625,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"5","UA","UA14",4387702,0.0105820105820106,0.0075,567,0.0105820105820106,0.0075,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"6","UA","UA18",1249225,0,0,130,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"7","UA","UA21",1259497,0,0,144,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"8","UA","UA23",1755663,0,0,260,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"9","UA","UA26",1382721,0.0132450331125828,0.0133333333333333,151,0.0132450331125828,0.0133333333333333,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"10","UA","UA30",2900920,NA,NA,0,NA,NA,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"11","UA","UA32",1731673,0.00851063829787234,0.0666666666666667,470,0.00851063829787234,0.0666666666666667,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"12","UA","UA35",974724,0,0,180,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"13","UA","UA40",381685,NA,NA,0,NA,NA,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"14","UA","UA43",1963770,NA,NA,120,NA,NA,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"15","UA","UA46",2535476,0,0,345,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"16","UA","UA48",1159634,0,0,200,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"17","UA","UA51",2387282,0,0,331,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"18","UA","UA53",1440684,0,0,410,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"19","UA","UA56",1162049,0,0,330,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"20","UA","UA59",1115051,0.00662251655629139,0.00333333333333333,151,0.00662251655629139,0.00333333333333333,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"21","UA","UA61",1066523,0,0,140,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"22","UA","UA63",2720342,0,0,300,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"23","UA","UA65",1063803,0.00625,0.00833333333333333,160,0.00625,0.00833333333333333,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"24","UA","UA68",1296103,0.0333333333333333,0.0333333333333333,150,0.0333333333333333,0.0333333333333333,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"25","UA","UA71",1246166,0.0242424242424242,0.008,165,0.0242424242424242,0.008,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"26","UA","UA74",1047023,0,0,200,0,0,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
"27","UA","UA77",910001,NA,NA,0,NA,NA,45307223,0.00283718900043649,0.00193376068376068,4582,0.00514550938142189,0.00659308126633037,5990,0.00414506254206556,0.00457368976904184
