"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","UA","UA05",1604270,0,0,184,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"2","UA","UA07",1042855,0,0,200,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"3","UA","UA09",2263676,0,0,285,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"4","UA","UA12",3258705,0,0,370,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"5","UA","UA14",4387702,0,0,671,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"6","UA","UA18",1249225,0,0,306,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"7","UA","UA21",1259497,0,0,201,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"8","UA","UA23",1755663,0,0,431,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"9","UA","UA26",1382721,0,0,400,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"10","UA","UA30",2900920,NA,NA,0,NA,NA,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"11","UA","UA32",1731673,0,0,460,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"12","UA","UA35",974724,0,0,120,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"13","UA","UA40",381685,NA,NA,0,NA,NA,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"14","UA","UA43",1963770,NA,NA,120,NA,NA,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"15","UA","UA46",2535476,0,0,420,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"16","UA","UA48",1159634,0,0,150,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"17","UA","UA51",2387282,0.012448132780083,0.0333333333333333,241,0.012448132780083,0.0333333333333333,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"18","UA","UA53",1440684,0,0,250,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"19","UA","UA56",1162049,0,0,200,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"20","UA","UA59",1115051,0,0,140,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"21","UA","UA61",1066523,0,0,135,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"22","UA","UA63",2720342,0.0205882352941176,0.04,340,0.0205882352941176,0.04,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"23","UA","UA65",1063803,0,0,130,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"24","UA","UA68",1296103,0.0113636363636364,0.019047619047619,176,0.0113636363636364,0.019047619047619,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"25","UA","UA71",1246166,0,0,300,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"26","UA","UA74",1047023,0,0,300,0,0,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
"27","UA","UA77",910001,NA,NA,0,NA,NA,45307223,0.00242772015007725,0.00252777777777778,4531,0.00256578580989042,0.00544247287567349,6410,0.00250860863187986,0.00423540921708968
