"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-04-05,"AU","AUACT",431215,0,0,0
2020-04-05,"AU","AUNSW",8166369,0,NA,NA
2020-04-05,"AU","AUNT",246500,0,0,0
2020-04-05,"AU","AUQLD",5184847,0,0,0
2020-04-05,"AU","AUSA",1770591,0,0,0
2020-04-05,"AU","AUTAS",541071,0,0,0
2020-04-05,"AU","AUVIC",6680648,0,0,0
2020-04-05,"AU","AUWA",2667130,0,0,0
2020-04-06,"AU","AUACT",431215,0,0,0
2020-04-06,"AU","AUNSW",8166369,0,NA,NA
2020-04-06,"AU","AUNT",246500,0,0,0
2020-04-06,"AU","AUQLD",5184847,0,0,0
2020-04-06,"AU","AUSA",1770591,0,0,0
2020-04-06,"AU","AUTAS",541071,0,0,0
2020-04-06,"AU","AUVIC",6680648,0,0,0
2020-04-06,"AU","AUWA",2667130,0,0,0
2020-04-07,"AU","AUACT",431215,0,0,0
2020-04-07,"AU","AUNSW",8166369,0.00540540540540541,NA,NA
2020-04-07,"AU","AUNT",246500,0,0,0
2020-04-07,"AU","AUQLD",5184847,0,0,0
2020-04-07,"AU","AUSA",1770591,0,0,0
2020-04-07,"AU","AUTAS",541071,0,NA,NA
2020-04-07,"AU","AUVIC",6680648,0.0178571428571429,NA,NA
2020-04-07,"AU","AUWA",2667130,0,0,0
2020-04-08,"AU","AUACT",431215,0,0,0
2020-04-08,"AU","AUNSW",8166369,0.00540540540540541,NA,NA
2020-04-08,"AU","AUNT",246500,0,0,0
2020-04-08,"AU","AUQLD",5184847,0,0,0
2020-04-08,"AU","AUSA",1770591,0,0,0
2020-04-08,"AU","AUTAS",541071,0,NA,NA
2020-04-08,"AU","AUVIC",6680648,0.0178571428571429,NA,NA
2020-04-08,"AU","AUWA",2667130,0,0,0
2020-04-09,"AU","AUACT",431215,0,0,0
2020-04-09,"AU","AUNSW",8166369,0.00540540540540541,NA,NA
2020-04-09,"AU","AUNT",246500,0,0,0
