ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
AO,AGO,Angola,Benguela,2021-01-01,2020-12-08,100,5,386981.792200626,2,14602.7861707411,42,93,10,2,11834662.5915079,46,6,84,10,10,81,9,6,84,10,18,74,8,14,79,7,13,77,10,8,82,10,3,88,9,5,87,8,6,85,9,7,84,9,15,75,10,15,80,5,11,4,85,21,73,6,10,11,79,2,8,0,90,34,50,16,45,34,21,25,53,22,45,35,20,26,53,21,28,51,21,50,37,13,25,14,4,6,51,8,73,19,52,17,6,2,2,3,18,11,17,29,25,18,0,3,6,20,47,24,1,3,2,22,49,23,33,20,11,9,27,30,11,18,15,26,42,7,0,2,49,14,19,9,4,5,2,0,47,25,13,8,54,10.1756198347107,15.939179010635,24.8520710059172,25.9254442641653,7.5716603569497,5.30054328946231,0.05,0.042716424707947,0.0326990135298247,0.00010132539175556,0.02,0.0274394957835608,0.00123389966193202,2.00005514452711e-05,0.00636074511585643,0.00191754608015736
AO,AGO,Angola,Luanda,2021-01-01,2020-12-29,100,2,192078.720379319,1,78653.9331627645,20,86,21,0,12128769.9428351,58,2,93,5,9,86,5,2,92,6,18,78,4,12,82,6,10,85,5,8,87,5,3,91,6,4,91,5,5,90,5,6,88,6,15,82,3,12,78,10,7,4,89,45,43,12,21,24,55,0,21,0,79,34,40,26,51,23,26,24,49,27,42,32,26,15,58,27,30,44,26,45,35,20,22,11,5,6,56,15,62,23,63,12,1,2,0,0,22,8,14,31,24,23,1,1,8,20,46,24,1,3,5,17,50,24,42,17,7,6,28,17,17,21,16,29,53,6,0,0,41,6,19,18,13,5,0,0,39,39,10,9,42,13.5625,24.1913280446548,31.25,14.9403576166799,6.51605231866825,5.05830562406406,0.02,0.0274394957835608,0.0158366199775095,7.02594199576573e-05,0.01,0.0195013954179879,0.00648490601548828,4.51729850317032e-05,0.00327546675401245,0.00143315730909857
AO,AGO,Angola,Benguela,2021-01-02,2020-12-10,100,5,386981.792200626,2,14602.7861707411,42,91,10,2,11886677.1437385,45,6,85,9,11,81,8,7,84,9,18,75,7,14,79,7,13,78,9,7,84,9,3,89,8,5,88,7,5,86,9,8,84,8,15,76,9,16,78,6,12,4,84,20,73,7,10,10,80,2,8,0,90,34,50,16,43,36,21,25,53,22,44,35,21,24,54,22,27,52,21,50,36,14,26,14,4,5,51,10,70,20,52,16,5,3,2,3,19,11,17,30,23,19,0,2,6,19,47,26,1,2,2,21,49,25,32,18,10,10,30,28,11,18,14,29,41,6,0,2,51,12,19,10,3,5,2,0,49,25,13,7,55,10.4380746349378,16.5019709802897,24.8520710059172,25.9254442641653,7.76643990929705,5.33848276298588,0.05,0.042716424707947,0.0325559269021178,0.000100889466165789,0.02,0.0274394957835608,0.001228500277593,1.9913085460447e-05,0.00650054171180932,0.00195955208934376
AO,AGO,Angola,Luanda,2021-01-02,2020-12-30,100,2,192078.720379319,1,78653.9331627645,14,88,15,0,14064179.9901645,50,2,93,5,8,88,4,5,90,5,19,77,4,10,84,6,10,85,5,8,88,4,5,90,5,2,92,6,6,90,4,7,88,5,19,79,2,9,83,8,4,4,92,38,52,10,15,22,63,0,15,0,85,30,41,29,47,24,29,24,43,33,37,31,32,16,52,32,29,41,30,45,33,22,21,10,6,7,56,17,58,25,61,9,1,3,0,0,26,11,16,24,22,27,1,3,7,20,41,28,1,4,3,21,43,28,39,17,7,6,31,22,19,18,10,31,48,5,0,0,47,9,13,20,7,5,0,0,46,31,11,8,50,17.0927684441198,29.7846479797427,56,26.0768096208106,8.11631944444445,5.88062741862485,0.02,0.0274394957835608,0.0136572996444617,6.06578788793804e-05,0.01,0.0195013954179879,0.00559250046698561,3.89740998206643e-05,0.00224071702944942,0.00117242204678887
AO,AGO,Angola,Benguela,2021-01-03,2020-12-12,100,5,386981.792200626,2,14602.7861707411,42,90,10,2,12408555.8787457,46,6,85,9,13,79,8,6,85,9,20,73,7,13,79,8,15,77,8,7,84,9,5,87,8,6,87,7,6,85,9,9,83,8,16,75,9,16,77,7,12,4,84,21,70,9,10,11,79,2,8,0,90,32,50,18,43,36,21,27,51,22,44,34,22,25,52,23,28,51,21,49,36,15,25,15,4,4,52,10,70,20,52,17,4,3,2,3,19,11,18,29,23,19,0,2,7,20,46,25,1,2,2,22,49,24,35,18,9,10,28,29,11,17,14,29,42,7,0,2,49,12,21,10,3,5,2,0,47,26,13,7,54,8.83264462809917,13.1996299166785,24.8520710059172,25.9254442641653,7.73391022174148,5.2425996975155,0.05,0.042716424707947,0.0311866905369284,9.67146276844445e-05,0.02,0.0274394957835608,0.00117683204342528,1.90760748072253e-05,0.00657276995305164,0.00198125286703939
AO,AGO,Angola,Luanda,2021-01-03,2020-12-31,100,0,0,0,0,8,88,11,0,12964367.2217216,52,0,97,3,7,91,2,4,93,3,14,84,2,9,87,4,5,92,3,5,93,2,4,93,3,2,94,4,4,94,2,7,90,3,16,83,1,7,84,9,4,3,93,35,55,10,11,23,66,0,11,0,89,34,40,26,45,27,28,29,38,33,45,26,29,20,49,31,29,44,27,46,36,18,22,11,6,6,55,17,63,20,65,8,1,3,0,2,21,12,17,30,19,22,1,4,8,16,47,24,1,4,3,23,45,24,42,17,7,6,28,29,16,16,11,28,46,7,0,0,47,6,17,20,6,5,0,0,46,33,14,5,48,20.8984375,51.0255059312924,50,35.3553390593274,7.53852561432736,5.01981499234595,0,0,0,0,0,0,0,0,0.00128040973111396,0.000886694159911215
AO,AGO,Angola,Benguela,2021-01-04,2020-12-12,100,4,163860.919483111,2,14602.7861707411,44,89,10,2,12137944.8190551,46,5,86,9,14,79,7,6,85,9,20,73,7,13,79,8,17,75,8,7,84,9,5,87,8,6,87,7,6,85,9,10,82,8,16,75,9,18,75,7,13,5,82,20,71,9,10,10,80,2,8,0,90,29,52,19,42,36,22,28,49,23,42,35,23,24,52,24,27,51,22,50,34,16,26,15,4,4,51,10,69,21,51,17,5,2,2,3,20,10,18,30,22,20,0,2,7,20,44,27,1,2,3,22,46,26,35,18,9,9,29,27,11,17,14,31,43,6,0,2,49,11,21,10,3,5,2,0,48,25,14,6,55,9.03703703703704,12.8218388332648,22.4489795918367,23.2482241953021,7.30124391563007,5.13991809049381,0.04,0.0384072934108425,0.0134998899670288,6.49215970820087e-05,0.02,0.0274394957835608,0.00120306908528836,1.95011128162507e-05,0.00696312707706916,0.00205025916194318
AO,AGO,Angola,Luanda,2021-01-04,2021-01-02,100,0,0,0,0,9,92,11,0,12564694.6827126,51,1,98,1,4,94,2,4,96,0,11,88,1,11,89,0,7,92,1,2,96,2,5,94,1,1,98,1,4,95,1,5,93,2,15,84,1,7,86,7,3,3,94,35,56,9,11,23,66,0,11,0,89,32,46,22,39,33,28,22,44,34,46,28,26,18,50,32,25,50,25,45,39,16,23,10,7,5,55,12,69,19,68,9,1,1,0,4,17,16,23,31,12,18,1,4,9,17,48,21,1,4,6,18,49,22,47,17,7,7,22,33,16,12,16,23,35,16,0,0,49,1,18,17,7,8,0,0,49,39,10,2,49,21.3319458896982,53.840873825699,25,13.9443337755679,7.28862973760933,5.86179861891636,0,0,0,0,0,0,0,0,0.00137783221065524,0.000899546816454287
AO,AGO,Angola,Benguela,2021-01-05,2020-12-12,100,4,163860.919483111,2,14602.7861707411,44,89,10,2,12137944.8190551,46,5,86,9,14,79,7,6,85,9,20,73,7,13,79,8,17,75,8,7,84,9,5,87,8,6,87,7,6,85,9,10,82,8,16,75,9,18,75,7,13,5,82,20,71,9,10,10,80,2,8,0,90,29,52,19,42,36,22,28,49,23,42,35,23,24,52,24,27,51,22,50,34,16,26,15,4,4,51,10,69,21,51,17,5,2,2,3,20,10,18,30,22,20,0,2,7,20,44,27,1,2,3,22,46,26,35,18,9,9,29,27,11,17,14,31,43,6,0,2,49,11,21,10,3,5,2,0,48,25,14,6,55,9.03703703703704,12.8218388332648,22.4489795918367,23.2482241953021,7.30124391563007,5.13991809049381,0.04,0.0384072934108425,0.0134998899670288,6.49215970820087e-05,0.02,0.0274394957835608,0.00120306908528836,1.95011128162507e-05,0.00696312707706916,0.00205025916194318
AO,AGO,Angola,Luanda,2021-01-05,2021-01-03,100,0,0,0,0,12,93,16,0,11813031.9054558,55,1,98,1,3,95,2,3,97,0,11,88,1,11,89,0,7,92,1,2,96,2,5,94,1,0,99,1,4,95,1,6,92,2,10,89,1,8,86,6,3,4,93,34,58,8,16,18,66,0,16,0,84,38,44,18,37,39,24,30,45,25,47,33,20,15,60,25,28,52,20,46,39,15,25,11,7,3,54,9,73,18,66,11,2,0,0,6,15,17,23,33,11,16,1,2,12,19,47,19,1,2,7,17,53,20,49,16,12,3,20,27,16,14,23,20,43,12,0,0,45,1,18,16,10,8,3,0,44,39,11,3,47,8.68014268727705,10.2051610183711,24.4897959183673,13.5884247315906,6.21301775147929,5.10385505663835,0,0,0,0,0,0,0,0,0.00181735574738755,0.00102731214862319
