ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
CI,CIV,Côte d'Ivoire,Autonome d'Abidjan,2021-01-01,2020-12-30,100,0,0,0,0,9,88,6,0,8240082.51142491,39,7,89,4,11,85,4,4,91,5,49,47,4,15,81,4,26,69,5,3,93,4,6,88,6,9,87,4,1,94,5,7,87,6,20,78,2,7,82,11,4,3,93,22,66,12,6,16,78,0,5,1,94,43,23,34,41,24,35,37,28,35,44,21,35,30,34,36,45,22,33,48,19,33,23,8,8,9,52,11,52,37,11,22,19,7,5,0,36,18,19,19,8,36,0,3,8,15,34,40,0,4,5,13,38,40,18,20,16,5,41,16,13,15,16,40,34,3,0,2,61,4,13,13,9,1,0,0,60,20,17,2,61,14.9557862360631,27.9174947025573,25,9.12870929175277,9.5679012345679,8.17156327786037,0,0,0,0,0,0,0,0,0.0014404609475032,0.000940405817879251
CI,CIV,Côte d'Ivoire,Bas-Sassandra,2021-01-01,2020-12-09,100,0,0,0,0,19,88,7,0,7889206.86327988,34,3,86,11,10,79,11,2,91,7,43,51,6,11,80,9,16,74,10,6,85,9,5,84,11,5,86,9,2,88,10,3,88,9,15,77,8,7,83,10,4,2,94,20,66,14,7,11,82,0,7,0,93,46,25,29,46,20,34,40,28,32,27,37,36,28,38,34,37,33,30,33,44,23,15,9,0,7,69,16,56,28,18,16,15,12,7,5,27,42,14,9,8,27,1,1,8,16,29,45,2,0,11,13,30,44,25,9,8,8,50,17,8,10,16,49,31,2,1,0,66,5,6,13,5,1,5,0,65,15,9,10,66,16.351606805293,24.0891152106281,76,65.4217089351845,12.109375,10.2805283965808,0,0,0,0,0,0,0,0,0.00304097311139565,0.00136528250658258
CI,CIV,Côte d'Ivoire,Lagunes,2021-01-01,2020-12-26,100,2,122235.06796026,2,122235.06796026,10,86,4,0,8571538.51213755,50,7,91,2,12,86,2,4,93,3,34,64,2,17,81,2,24,75,1,12,85,3,2,94,4,3,94,3,3,94,3,7,89,4,21,76,3,6,81,13,4,2,94,20,66,14,4,15,81,0,4,0,96,57,19,24,51,24,25,44,30,26,40,32,28,30,43,27,50,25,25,37,37,26,13,9,5,10,63,13,59,28,20,25,11,11,4,3,26,24,20,17,13,26,0,3,4,16,43,34,1,2,10,14,39,34,23,20,6,16,35,16,13,13,22,36,40,9,0,2,49,8,8,19,8,3,5,1,48,27,19,5,49,14.9388863739249,23.2586902099425,40,14.142135623731,7.98611111111111,5.72295090496832,0.02,0.0274394957835608,0.0142605750166288,7.93721752719184e-05,0.02,0.0274394957835608,0.0142605750166288,7.93721752719184e-05,0.00163773337700622,0.00101422747269746
CI,CIV,Côte d'Ivoire,Montagnes,2021-01-01,2020-12-03,100,0,0,0,0,16,89,6,0,7518822.78034704,42,1,90,9,3,90,7,3,91,6,35,63,2,8,88,4,19,77,4,3,90,7,3,89,8,5,88,7,2,91,7,4,89,7,14,78,8,9,83,8,3,5,92,16,74,10,6,10,84,0,6,0,94,60,23,17,53,25,22,48,30,22,36,41,23,36,39,25,38,38,24,40,40,20,20,4,9,7,60,10,66,24,18,21,18,14,5,1,23,33,17,17,10,23,6,0,6,15,40,33,5,0,7,8,46,34,30,15,5,9,41,31,2,14,14,39,43,2,0,0,55,3,18,13,8,3,0,0,55,22,18,3,57,13.953488372093,24.4647036248985,44.4444444444444,37.5154289247425,10.8863771564545,7.23732067288662,0,0,0,0,0,0,0,0,0.00253204620984333,0.0012391081197213
CI,CIV,Côte d'Ivoire,Savanes,2021-01-01,2020-12-06,100,4,360018.064394095,2,123786.20110272,9,90,10,0,8051748.39649091,45,9,86,5,9,87,4,5,89,6,35,63,2,13,82,5,16,79,5,4,91,5,8,86,6,4,89,7,7,87,6,7,86,7,19,75,6,7,84,9,3,4,93,23,68,9,10,12,78,0,10,0,90,63,18,19,46,34,20,36,41,23,37,40,23,24,53,23,24,54,22,33,47,20,15,11,4,3,67,16,58,26,22,19,17,7,5,5,25,30,20,13,12,25,1,3,2,24,35,35,2,1,8,17,36,36,34,14,8,4,40,24,13,6,19,38,40,5,0,2,53,7,18,15,5,1,0,1,53,27,13,5,55,24.3950617283951,45.2663619218081,25,13.9443337755679,13.4126554894538,18.3596633542706,0.04,0.0384072934108425,0.0447130296012475,0.000142753567057204,0.02,0.0274394957835608,0.0153738287645287,8.49825386780676e-05,0.00140845070422535,0.000919522648762725
CI,CIV,Côte d'Ivoire,Vallée du Bandama,2021-01-01,2020-12-02,100,0,0,0,0,14,97,10,1,7977065.90259465,48,5,90,5,7,89,4,1,96,3,31,64,5,8,88,4,14,79,7,3,94,3,3,92,5,5,91,4,5,91,4,1,94,5,13,81,6,10,88,2,4,5,91,23,74,3,10,13,77,1,9,0,90,67,26,7,60,31,9,52,38,10,48,43,9,36,54,10,52,38,10,56,33,11,25,13,7,11,44,24,60,16,15,25,20,13,11,1,15,30,24,18,14,14,0,0,9,30,36,25,0,0,9,19,50,22,36,13,8,9,34,24,12,9,24,31,46,2,0,0,52,3,17,20,8,2,0,0,50,38,6,4,52,8.83742911153119,8.21628157413627,16.0493827160494,11.2643750561078,7.98676748582231,6.79854358524718,0,0,0,0,0,0,0,0,0.00203281544939742,0.00106375142858211
CI,CIV,Côte d'Ivoire,Autonome d'Abidjan,2021-01-02,2020-12-31,100,0,0,0,0,5,84,2,0,8492875.19887169,33,0,94,6,17,78,5,5,89,6,33,62,5,15,79,6,23,71,6,6,88,6,10,83,7,6,88,6,1,93,6,6,87,7,16,80,4,4,81,15,1,3,96,22,63,15,2,19,79,0,2,0,98,37,29,34,51,15,34,43,23,34,41,24,35,38,26,36,39,27,34,41,22,37,22,3,9,7,59,8,54,38,11,15,18,11,6,1,38,22,16,14,10,38,0,4,8,12,31,45,0,6,5,12,32,45,21,17,12,3,47,13,12,11,17,47,29,3,0,1,67,4,10,8,10,1,1,0,66,19,13,1,67,17.75,23.6548363353307,55.5555555555556,19.2450089729875,11.1342351716962,8.64928122330356,0,0,0,0,0,0,0,0,0.000838363514419853,0.000734536419581772
CI,CIV,Côte d'Ivoire,Bas-Sassandra,2021-01-02,2020-12-12,100,1,53859.0698534754,1,53859.0698534754,45,86,7,0,7244403.80260151,27,4,84,12,12,77,11,3,89,8,40,53,7,10,80,10,16,74,10,6,84,10,6,82,12,6,85,9,3,86,11,4,86,10,17,75,8,7,81,12,4,2,94,17,67,16,7,8,85,0,7,0,93,42,25,33,43,18,39,37,26,37,24,35,41,26,34,40,30,34,36,32,41,27,14,11,0,5,70,19,49,32,16,18,12,11,7,5,31,38,13,12,6,31,1,1,5,15,29,49,2,0,9,11,30,48,26,8,6,6,54,17,7,8,15,53,25,1,1,0,73,3,3,14,3,1,4,0,72,13,6,8,73,18.6793575252826,27.5923076604301,180,221.359436211787,14.0532544378698,10.2016536362481,0.01,0.0195013954179879,0.00743457589072193,6.25539065334793e-05,0.01,0.0195013954179879,0.00743457589072193,6.25539065334793e-05,0.00736980019652801,0.00214531608980887
CI,CIV,Côte d'Ivoire,Lagunes,2021-01-02,2020-12-26,100,1,61927.2056838561,1,61927.2056838561,10,84,4,0,8530305.60039079,47,6,92,2,11,87,2,4,93,3,36,62,2,16,82,2,25,74,1,11,86,3,2,94,4,4,93,3,1,96,3,6,90,4,21,76,3,6,79,15,4,2,94,19,65,16,4,14,82,0,4,0,96,57,17,26,49,24,27,43,29,28,40,30,30,30,41,29,50,23,27,37,35,28,13,10,5,9,63,13,56,31,18,23,11,11,5,3,29,22,21,16,12,29,0,3,4,17,40,36,1,2,9,14,38,36,21,19,8,15,37,15,14,13,20,38,38,8,0,2,52,8,9,16,7,3,5,1,51,24,19,5,52,13.6105860113422,22.7283843342234,40,14.142135623731,8.2962962962963,6.27467072481306,0.01,0.0195013954179879,0.00725967023749056,5.69694564053341e-05,0.01,0.0195013954179879,0.00725967023749056,5.69694564053341e-05,0.00167672702883971,0.00103835546741741
CI,CIV,Côte d'Ivoire,Montagnes,2021-01-02,2020-12-03,100,0,0,0,0,16,88,6,0,7501551.09959193,41,1,89,10,3,89,8,3,90,7,34,63,3,8,87,5,19,76,5,3,89,8,2,89,9,5,87,8,2,90,8,4,88,8,13,78,9,10,82,8,3,5,92,16,73,11,6,10,84,0,6,0,94,59,23,18,53,24,23,47,30,23,35,41,24,36,38,26,37,38,25,40,39,21,20,4,9,7,60,9,66,25,18,20,18,14,5,1,24,33,17,17,9,24,5,0,6,15,40,34,4,0,7,8,46,35,29,15,5,9,42,30,2,14,14,40,42,2,0,0,56,3,17,13,8,3,0,0,56,22,17,3,58,14.172335600907,25.3396395886288,44.4444444444444,37.5154289247425,11.1875,7.5104094428999,0,0,0,0,0,0,0,0,0.00256081946222791,0.00125317081875198
CI,CIV,Côte d'Ivoire,Savanes,2021-01-02,2020-12-07,100,4,360018.064394095,2,123786.20110272,9,90,12,0,8210450.936904,44,9,86,5,11,85,4,5,89,6,36,62,2,15,80,5,18,77,5,5,90,5,7,87,6,4,89,7,7,87,6,7,86,7,20,74,6,7,84,9,3,4,93,24,67,9,12,11,77,0,12,0,88,61,20,19,47,33,20,37,40,23,37,40,23,26,51,23,24,54,22,34,45,21,16,12,4,2,66,15,57,28,20,21,16,7,5,5,26,29,19,14,12,26,1,3,2,22,35,37,2,1,8,17,34,38,32,15,8,3,42,21,13,5,21,40,38,6,0,1,55,7,18,14,5,0,0,1,55,28,11,5,56,22.3177908555908,42.51356235279,25,13.9443337755679,13.8321995464853,19.0130209534335,0.04,0.0384072934108425,0.0438487565617012,0.000140057549720761,0.02,0.0274394957835608,0.0150766629085292,8.335245816683e-05,0.00140845070422535,0.000919522648762725
