ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
NG,NGA,Nigeria,Abia,2021-01-01,2020-12-23,100,3,520582.618990274,2,431759.530781685,26,84,5,0,7819655.59327798,50,7,90,3,23,73,4,3,94,3,12,83,5,10,87,3,14,82,4,7,89,4,5,90,5,1,94,5,4,92,4,3,92,5,20,76,4,9,79,12,7,2,91,11,73,16,5,5,90,0,5,0,95,39,40,21,49,28,23,44,32,24,40,37,23,36,40,24,37,41,22,36,39,25,17,14,2,3,64,9,60,31,15,25,13,4,10,2,31,18,14,31,6,31,0,7,7,6,39,41,0,5,9,7,38,41,10,8,13,25,44,18,9,12,17,44,43,8,0,1,48,5,18,16,7,7,0,0,47,18,18,16,48,14.5061728395062,40.6847860097509,104,176.861527755473,6.76662821991542,4.96529633589187,0.03,0.0334344809563718,0.0665735994099003,0.000174721092868277,0.02,0.0274394957835608,0.0552146479638872,0.000160084029588976,0.00435949027498323,0.0016720467246999
NG,NGA,Nigeria,Adamawa,2021-01-01,2020-12-24,100,11,1542306.65674855,4,459175.712690407,46,83,3,1,12962887.6107844,53,16,77,7,27,70,3,5,90,5,18,75,7,25,66,9,26,66,8,21,72,7,9,84,7,8,84,8,9,82,9,10,83,7,25,66,9,20,67,13,11,8,81,9,74,17,3,4,93,1,1,1,97,33,36,31,45,26,29,31,37,32,34,34,32,34,35,31,37,33,30,34,38,28,15,6,5,8,66,20,47,33,19,14,15,9,7,3,33,21,23,12,10,34,3,5,10,12,32,38,2,8,8,10,34,38,24,3,14,14,45,23,6,12,16,43,50,3,0,1,46,3,28,14,4,5,1,0,45,11,35,7,47,6.79957280170879,4.47629213290112,17.96875,12.4739311499356,7.26643598615917,7.55646811191214,0.11,0.0613252654740242,0.11897863370083,0.000176248294167297,0.04,0.0384072934108425,0.0354223323133957,0.000100624651920676,0.00780587137281521,0.00224692663371181
NG,NGA,Nigeria,Akwa Ibom,2021-01-01,2020-12-25,100,2,134084.087705132,1,78027.6787492297,16,96,6,0,8558929.87475912,56,7,91,2,11,87,2,1,96,3,8,88,4,10,88,2,2,95,3,7,90,3,5,91,4,5,94,1,2,96,2,4,93,3,14,85,1,9,88,3,5,4,91,13,81,6,6,7,87,0,5,1,94,32,53,15,62,21,17,45,37,18,53,30,17,41,42,17,40,43,17,45,36,19,21,14,6,4,55,10,65,25,22,24,15,6,8,1,24,18,17,30,11,24,0,5,6,10,47,32,0,7,7,8,45,33,9,12,20,24,35,25,11,14,16,34,46,13,0,1,40,4,24,18,6,7,0,1,40,16,31,8,45,7.19307733910222,9.34119720948225,25,13.3630620956212,6.25,5.27534961339998,0.02,0.0274394957835608,0.0156659874151505,8.31933264244303e-05,0.01,0.0195013954179879,0.00911652273017667,6.36743118199798e-05,0.00234741784037559,0.00114886279678716
NG,NGA,Nigeria,Anambra,2021-01-01,2020-12-23,100,9,799168.771257875,3,112815.454426583,8,94,8,0,8634802.46972236,52,20,76,4,17,80,3,5,93,2,23,74,3,14,84,2,15,81,4,11,85,4,8,88,4,6,90,4,6,91,3,12,84,4,24,73,3,6,88,6,5,1,94,15,77,8,8,7,85,0,8,0,92,47,35,18,46,30,24,43,33,24,38,42,20,36,40,24,33,50,17,42,37,21,23,8,5,6,58,11,58,31,11,20,16,8,13,1,31,19,21,19,10,31,0,4,6,9,40,41,0,2,7,15,37,39,12,7,15,22,44,16,13,11,15,45,46,7,0,0,47,11,21,15,6,0,0,0,47,22,18,11,49,8.80430603613995,11.5428263231444,22.2222222222222,13.6082763487954,7.08,6.97763190049285,0.09,0.0560905943465434,0.0925520617362277,0.000193297303426802,0.03,0.0334344809563718,0.013065203844809,7.57398102993057e-05,0.00119868145040456,0.000830130624322721
NG,NGA,Nigeria,Bauchi,2021-01-01,2020-12-25,100,10,1287941.727993,5,596799.200805493,77,90,5,2,12217421.4484636,49,21,74,5,33,62,5,4,88,8,25,68,7,23,73,4,21,72,7,18,77,5,16,78,6,15,79,6,22,71,7,16,78,6,35,60,5,24,69,7,12,11,77,16,76,8,5,10,85,2,3,0,95,28,41,31,40,27,33,31,36,33,34,32,34,35,35,30,18,49,33,37,34,29,15,4,4,13,64,15,52,33,24,21,8,9,5,0,33,25,15,15,12,33,1,5,15,11,28,40,3,8,8,9,32,40,19,6,7,23,45,20,10,7,18,45,47,0,1,0,52,7,19,17,5,1,0,0,51,15,28,4,53,12.353515625,20.1674052241716,17.4603174603175,21.419751271199,7.83159800814848,7.14130003524453,0.1,0.0587989195362016,0.105418457849382,0.000172197407714875,0.05,0.042716424707947,0.0488482126382359,0.000120866950865167,0.0120500782472613,0.00267522344011442
NG,NGA,Nigeria,Bayelsa,2021-01-01,2020-12-06,100,7,927419.571833031,4,567854.042878415,75,92,6,0,10829331.8676613,61,16,81,3,15,81,4,4,92,4,22,75,3,23,74,3,34,63,3,9,88,3,10,86,4,8,87,5,10,88,2,10,87,3,24,71,5,14,80,6,10,4,86,21,73,6,6,15,79,0,6,0,94,49,35,16,52,29,19,49,31,20,53,28,19,44,36,20,49,32,19,54,26,20,27,6,8,13,46,17,57,26,7,15,20,9,18,6,25,20,18,22,15,25,5,3,3,11,45,33,4,2,8,11,42,33,10,11,19,22,38,26,6,12,20,36,51,8,0,1,40,2,39,16,2,1,1,0,39,18,33,11,38,18.5281065088757,39.8559974005914,52.0833333333333,76.7164693313415,5.61111111111111,4.99497550432065,0.07,0.0500078962992033,0.0856395928360551,0.000166664560965922,0.04,0.0384072934108425,0.0524366645900055,0.000132760510306972,0.0114819350887936,0.00258359747735028
NG,NGA,Nigeria,Benue,2021-01-01,2020-12-27,100,3,205741.768505968,3,205741.768505968,17,93,4,0,6327836.79861325,58,12,87,1,22,76,2,4,92,4,15,82,3,17,81,2,15,83,2,13,85,2,5,92,3,5,92,3,5,93,2,6,92,2,21,76,3,12,83,5,5,7,88,14,81,5,4,8,88,0,4,0,96,35,41,24,52,20,28,38,33,29,47,25,28,45,30,25,27,44,29,45,29,26,14,14,7,9,56,17,54,29,12,16,17,11,11,5,28,19,15,27,11,28,0,3,7,8,44,38,0,3,11,6,41,39,12,13,13,23,39,23,11,13,16,37,53,3,0,2,42,3,24,19,6,4,2,0,42,9,40,10,41,7.72889417360285,9.52181572972862,16,13.4989711542111,8.14506539833532,10.5928776069201,0.03,0.0334344809563718,0.0325137602396851,0.000138189948201302,0.03,0.0334344809563718,0.0325137602396851,0.000138189948201302,0.00257458730879903,0.00122228214871314
NG,NGA,Nigeria,Borno,2021-01-01,2020-12-26,100,15,1113934.32793905,4,209259.342809451,144,87,8,0,7922923.5202738,59,19,73,8,26,67,7,11,82,7,14,78,8,21,71,8,24,67,9,16,78,6,10,82,8,17,76,7,14,73,13,16,77,7,26,64,10,25,66,9,19,5,76,12,78,10,8,4,88,0,8,0,92,46,32,22,43,35,22,29,50,21,44,34,22,40,38,22,29,47,24,38,44,18,14,12,3,9,62,22,50,28,28,15,14,10,6,4,23,20,17,24,16,23,9,8,12,8,29,34,8,10,9,10,31,32,38,5,17,6,34,37,9,13,7,34,58,1,0,0,41,9,28,19,3,0,0,0,41,33,22,2,43,9.97942386831276,11.9333363842193,32.6530612244898,62.1111160368396,7.76238842720837,6.1321356341347,0.15,0.0699847125905723,0.140596375200218,0.000242042155420924,0.04,0.0384072934108425,0.0264118847385036,0.000111658730979458,0.0233122875182127,0.00376295996443037
NG,NGA,Nigeria,Cross River,2021-01-01,2020-12-24,100,2,196788.988845259,1,131134.941896305,13,90,9,1,7097902.96619134,54,8,89,3,13,85,2,2,95,3,14,82,4,15,82,3,11,87,2,7,91,2,9,89,2,3,93,4,3,94,3,7,91,2,15,82,3,11,82,7,5,5,90,19,71,10,9,9,82,1,7,1,91,31,45,24,56,21,23,41,35,24,46,30,24,41,37,22,44,34,22,41,37,22,26,7,5,3,59,13,64,23,18,23,17,8,4,7,23,25,17,23,12,23,0,1,11,4,51,33,0,3,11,9,44,33,15,14,11,23,37,24,10,10,21,35,45,10,1,0,44,7,19,17,6,6,1,0,44,26,18,10,46,10.8987603305785,22.3089382123541,20.3125,22.0970869120796,5.72702331961591,3.86223467789175,0.02,0.0274394957835608,0.0277249477462009,0.000120784999362135,0.01,0.0195013954179879,0.018475166893789,9.90667448620845e-05,0.00203442879499218,0.00110478225102143
NG,NGA,Nigeria,Delta,2021-01-01,2020-12-27,100,2,142576.88252777,0,0,27,93,3,0,8392767.46850683,56,10,90,0,9,89,2,4,95,1,18,81,1,10,89,1,15,83,2,6,93,1,3,95,2,9,91,0,1,97,2,3,95,2,14,84,2,14,80,6,9,5,86,21,70,9,3,16,81,0,3,0,97,38,40,22,44,33,23,33,43,24,51,28,21,41,37,22,30,47,23,41,38,21,21,5,9,6,59,10,61,29,21,17,15,10,8,1,28,21,20,23,8,28,3,0,6,3,53,35,1,3,5,9,48,34,6,17,19,24,34,17,12,19,19,33,48,11,0,0,41,7,23,17,9,3,1,0,40,19,34,4,43,10.387811634349,11.0120396726213,15.9763313609467,18.9626276437421,7.42984693877551,7.40412424648641,0.02,0.0274394957835608,0.0169880653863911,8.7427257035495e-05,0,0,0,0,0.00408905043162199,0.00153921373275761
