ISO2,ISO_3,country_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
SM,SMR,San Marino,2021-02-12,2020-12-04,100,0.06,0.046546565661405,0.0508718962418241,0.000376072297981856,0.03,0.0334344809563718,0.0304163043891702,0.000293910999044932,0.0131018670160498,0.00285215056535749,0.0489261896045317,0.0421460833121685,0.047629817332526,0.000366359131384562,0.0278132032542299,0.0321234995496875,0.0301246087769995,0.000294176079554027,0.0129218033536494,0.00282141984541036,,,,,
SM,SMR,San Marino,2021-02-13,2020-12-06,100,0.05,0.042716424707947,0.0472097270517827,0.000361007576439774,0.03,0.0334344809563718,0.0300864083706541,0.000290772687160437,0.0127743203406485,0.00281674034429525,0.0482263637568994,0.0418446035085902,0.0474124308213573,0.000365896559834085,0.0274519893702367,0.0319069523618122,0.0300826891602931,0.000294279999094037,0.01292162731396,0.00282045928501827,,,,,
SM,SMR,San Marino,2021-02-14,2020-12-06,100,0.05,0.042716424707947,0.0470038179379826,0.000359471848893621,0.03,0.0334344809563718,0.0299551840219466,0.000289524041704702,0.0129380936783492,0.00283450372757303,0.047463101521747,0.041513005042607,0.0471545485745595,0.000365289801147555,0.0270527865379136,0.0316676308557401,0.0300326425903398,0.000294359407323758,0.0129221740848921,0.00281961919274529,,,,,
SM,SMR,San Marino,2021-02-16,2020-12-08,100,0.05,0.042716424707947,0.0478181813870691,0.000365543585168576,0.03,0.0334344809563718,0.0304741717988612,0.000294461380970791,0.0129380936783492,0.00283450372757303,0.0457426298512888,0.0407561011125975,0.0464932142541971,0.000363519250431973,0.0261500899801288,0.0311264656077933,0.0299064337880527,0.000294414235309937,0.0129252653643258,0.00281839318268959,,,,,
SM,SMR,San Marino,2021-02-17,2020-12-09,100,0.05,0.042716424707947,0.0493038371983605,0.00037660645610884,0.03,0.0334344809563718,0.0314209692117698,0.000303461674418499,0.0128040973111396,0.00278774943028704,0.0447854108764961,0.0403299302921553,0.046078174202723,0.000362290456639071,0.0256547197466295,0.0308294918873054,0.0298310167013087,0.000294377629625022,0.0129278382598273,0.0028180583052595,,,,,
SM,SMR,San Marino,2021-02-18,2020-12-10,100,0.05,0.042716424707947,0.0491504523087068,0.000375465113463965,0.03,0.0334344809563718,0.0313232181609546,0.000302532866109515,0.0128040973111396,0.00278774943028704,0.043766335726134,0.0398726616881606,0.0455997780391908,0.000360789796858109,0.0251378923371982,0.0305196546216611,0.0297476938917205,0.000294287838878937,0.012931042456141,0.00281792761368941,,,,,
SM,SMR,San Marino,2021-02-19,2020-12-11,100,0.04,0.0384072934108425,0.0463932976184323,0.000365936868974663,0.02,0.0274394957835608,0.0285048806928043,0.000289516836210493,0.0129641485275288,0.0028048913515487,0.0426905415500784,0.039386305702798,0.0450551170752567,0.000358991853115533,0.0246073872985313,0.0302016176375701,0.0296576225729693,0.000294138695824833,0.0129348668723034,0.00281800778636213,-0.00103927467574221,-0.000429116709544887,-0.0005343026592831,-7.78310340050307e-05,2.17725310899837e-06
SM,SMR,San Marino,2021-02-20,2020-12-13,100,0.04,0.0384072934108425,0.0469257879213893,0.000370033641997563,0.02,0.0274394957835608,0.0288320523605892,0.000292790521598558,0.0129641485275288,0.0028048913515487,0.0415654674513009,0.0388740052589087,0.0444439503313425,0.000356880601002733,0.0240723145890176,0.029880842341579,0.0295631278215756,0.000293927743391594,0.0129394140153946,0.00281830451148666,-0.00111014938426641,-0.000494746748335802,-0.000563279130203182,-8.65935564529283e-05,2.96445023910668e-06
SM,SMR,San Marino,2021-02-21,2020-12-13,100,0.04,0.0384072934108425,0.047139902570953,0.000371680287327127,0.02,0.0274394957835608,0.0289636082717597,0.000294106554487409,0.0129512708434515,0.00281958232863669,0.0404015185027014,0.0383403810342584,0.043769991577253,0.000354454165609791,0.0235430470234965,0.0295635472208042,0.0294682342560665,0.000293658156053931,0.0129449372889076,0.00281882439328772,-0.00117693050317427,-0.000564092832884421,-0.000584956585736181,-9.40680557122107e-05,3.79386733592117e-06
SM,SMR,San Marino,2021-02-23,2020-12-13,100,0.03,0.0334344809563718,0.0362960993688534,0.000327408786117002,0.02,0.0274394957835608,0.0288608100916213,0.000293078218046518,0.0131018670160498,0.00285215056535749,0.0380179803107865,0.0372373350797092,0.0422764766622686,0.000348754697406332,0.0225490418966478,0.0289676426210886,0.029304451662966,0.000292997616897754,0.0129614046613969,0.00282063810104192,-0.00128744159008371,-0.00070278959865475,-0.000600174680580158,-0.000100330354181127,6.02321617851314e-06
