ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,pos_RF_symp,pos_XGB,pos_XGB_symp,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
SS,SSD,South Sudan,2020-06-05,2020-05-21,5,16,104,2558789.71916026,0,0,104,3,77629.2857140041,3,77629.2857140041,118,2022.32151300236,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS,SSD,South Sudan,2020-06-06,2020-05-21,7,17,111,2664567.31553472,0,0,111,3,77629.2857140041,3,77629.2857140041,121,2146.13711583924,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS,SSD,South Sudan,2020-06-07,2020-05-23,4,16,100,2512549.37094373,0,0,100,3,77629.2857140041,3,77629.2857140041,119,1919.14184397163,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS,SSD,South Sudan,2020-06-08,2020-05-23,3,17,103,2572651.40742948,0,0,103,3,77629.2857140041,3,77629.2857140041,119,1981.04964539007,1,1,,,,,,,1,1,1,,,,,,,,,,0.0224089635854342,0.0147322828676272,0.0300856443032411,0.0267860562884864,0.0267347377423424,0.0268373748346304,0.0168067226890756,0.0101395000988798,0.0234739452792715,0.0151925825843299,0.0151537042855689,0.015231460883091,0.0484232368422327,0.04590162128341,0.0509448524010554,1,1,1
SS,SSD,South Sudan,2020-06-09,2020-05-26,8,15,101,2491595.3298719,0,0,101,2,52341.8438619817,2,52341.8438619817,118,1939.77777777778,1,1,,,,,,,1,1,1,,,,,,,,,,0.0216934919524143,0.0141402363679055,0.029246747536923,0.0248084211949983,0.024758524477856,0.0248583179121406,0.0174947515745276,0.0106971875612935,0.0242923155877618,0.0162006276573145,0.0161601284400705,0.0162411268745585,0.0513372086644601,0.0487428842111724,0.0539315331177477,1,1,1
SS,SSD,South Sudan,2020-06-10,2020-05-26,4,16,105,2575536.88601837,0,0,105,2,52341.8438619817,2,52341.8438619817,118,2001.68557919622,1,1,,,,,,,1,1,1,,,,,,,,,,0.0209205020920502,0.0135130552203749,0.0283279489637255,0.0226344862404575,0.0225864499722549,0.0226825225086602,0.0181311018131102,0.0112253277496761,0.0250368758765443,0.0171551579400985,0.0171132211412334,0.0171970947389635,0.0534201116167569,0.0507775683069168,0.0560626549265971,1,1,1
SS,SSD,South Sudan,2020-06-11,2020-05-27,8,16,105,2709479.53499854,0,0,105,2,52341.8438619817,2,52341.8438619817,99,2022.32151300236,0,0,,,,,,,1,1,1,,,,,,,,,,0.0201668984700974,0.0129014193760818,0.0274323775641129,0.0203410671722214,0.0202952306206624,0.0203869037237804,0.0187760778859527,0.0117606340695262,0.0257915217023793,0.0180829341636913,0.0180396668957613,0.0181262014316213,0.0541306755260244,0.0514735844688957,0.0567877665831531,1,1,1
SS,SSD,South Sudan,2020-06-12,2020-05-28,6,16,105,2676641.24505071,0,0,105,3,57851.7366261351,2,52341.8438619817,79,2022.32151300236,0,0,,,,,,,1,1,1,,,,,,,,,,0.0208044382801664,0.0134376502094217,0.0281712263509112,0.0202907854667379,0.0202447942580258,0.02033677667545,0.0194174757281553,0.0122954437252767,0.026539507731034,0.018998712447198,0.0189541802963919,0.0190432445980042,0.0539748357731029,0.0513242971390855,0.0566253744071203,1,1,1
SS,SSD,South Sudan,2020-06-13,2020-05-29,3,16,100,2667554.26234704,0,0,100,3,57851.7366261351,2,52341.8438619817,59,1939.77777777778,0,0,,,,,,,1,1,1,,,,,,,,,,0.0215128383067314,0.0140217912871895,0.0290038853262733,0.0202830074495959,0.0202367622774729,0.0203292526217188,0.0201249132546843,0.0128744047365322,0.0273754217728363,0.0199742789162658,0.01992837981342,0.0200201780191116,0.0531221426082639,0.0504894926068021,0.0557547926097258,1,1,1
SS,SSD,South Sudan,2020-06-14,2020-05-29,5,17,105,2776621.49847714,0,0,105,3,57851.7366261351,2,52341.8438619817,62,2042.95744680851,0,0,,,,,,,1,1,1,,,,,,,,,,0.0228373702422145,0.0151350665435298,0.0305396739408993,0.0213288195835756,0.021281273461544,0.0213763657056072,0.0207612456747405,0.0134095898372015,0.0281129015122794,0.0208628100512414,0.0208157750168636,0.0209098450856192,0.0522142969167119,0.0496068458060016,0.0548217480274222,1,1,1
SS,SSD,South Sudan,2020-06-15,2020-05-30,6,17,101,2564353.64458654,0,0,101,4,91268.5523507587,3,85758.6595866053,67,1981.04964539007,0,0,,,,,,,1,1,1,,,,,,,,,,0.0249134948096886,0.0168772516830508,0.0329497379363263,0.0231377615465165,0.0230883406653303,0.0231871824277026,0.0221453287197232,0.0145579390232817,0.0297327184161646,0.0225177878525921,0.0224690181119092,0.022566557593275,0.0505676328624857,0.0480003453291382,0.0531349203958332,1,1,1
SS,SSD,South Sudan,2020-06-16,2020-05-31,6,17,101,2763638.20438542,0,0,101,4,91268.5523507587,3,85758.6595866053,67,1981.04964539007,0,0,,,,,,,1,1,1,,,,,,,,,,0.0269709543568465,0.0186211749149896,0.0353207337987033,0.0246162941090986,0.0245657433914669,0.0246668448267304,0.0235131396957123,0.0157031140771046,0.0313231653143201,0.02385303244287,0.0238032521273091,0.0239028127584308,0.0489594749269296,0.0464312013227535,0.0514877485311058,1,1,1
SS,SSD,South Sudan,2020-06-17,2020-05-31,3,18,104,2859363.48174111,0,0,104,4,91268.5523507587,3,85758.6595866053,67,2042.95744680851,0,0,,,,,,,1,1,1,,,,,,,,,,0.0282953761214631,0.0197577178334285,0.0368330344094976,0.0257887013715828,0.0257374446345867,0.025839958108579,0.0241545893719807,0.0162495463160827,0.0320596324278786,0.024888753217076,0.0248383755222255,0.0249391309119264,0.0472476801466377,0.0447654226783332,0.0497299376149422,1,1,1
SS,SSD,South Sudan,2020-06-18,2020-06-01,3,18,100,2891151.2206119,0,0,100,4,91268.5523507587,3,85758.6595866053,67,1960.41371158392,0,0,,,,,,,1,1,1,,,,,,,,,,0.029757785467128,0.0209967678227971,0.0385188031114589,0.026986342296617,0.0269343288719096,0.0270383557213245,0.0249134948096886,0.0168772516830508,0.0329497379363263,0.0259518841044742,0.0259008502205806,0.0260029179883678,0.045709450021878,0.0432632643746839,0.0481556356690721,1,1,1
SS,SSD,South Sudan,2020-06-19,2020-06-01,1,19,101,2959507.74124229,0,0,101,4,91268.5523507587,3,85758.6595866053,67,1981.04964539007,0,0,,,,,,,1,1,1,,,,,,,,,,0.0305131761442441,0.0216358919307902,0.039390460357698,0.027061314755115,0.0270095087866535,0.0271131207235766,0.0249653259361997,0.0169125778892581,0.0330180739831413,0.0258916479076696,0.0258409434555489,0.0259423523597904,0.0439529937744102,0.0415502899808758,0.0463556975679446,1,1,1
SS,SSD,South Sudan,2020-06-20,2020-06-01,3,20,104,3059263.23570241,0,0,104,4,91268.5523507587,3,85758.6595866053,67,2042.95744680851,0,0,,,,,,,1,1,1,,,,,,,,,,0.0313588850174216,0.022341431830006,0.0403763382048372,0.0271390007668905,0.027087392119776,0.027190609414005,0.0250871080139373,0.0169955836332686,0.033178632394606,0.0258367645299478,0.025786375606196,0.0258871534536995,0.0421774162752511,0.0398172007321564,0.0445376318183458,1,1,1
SS,SSD,South Sudan,2020-06-21,2020-06-02,6,20,101,3018203.71043447,0,0,101,4,91268.5523507587,3,85758.6595866053,27,1960.41371158392,0,0,,,,,,,1,1,1,,,,,,,,,,0.032033426183844,0.0229258513762153,0.0411410009914727,0.0271368319019726,0.0270855645209354,0.0271880992830097,0.0250696378830084,0.0169836758206527,0.033155599945364,0.0257088644022591,0.0256589275110929,0.0257588012934254,0.0388175069024493,0.0365509614763634,0.0410840523285351,1,1,1
SS,SSD,South Sudan,2020-06-22,2020-06-02,5,21,106,3333826.42884621,0,0,106,5,124762.438014422,4,119252.545250268,27,2042.95744680851,0,0,,,,,,,1,1,1,,,,,,,,,,0.0333564975677554,0.0240787813628116,0.0426342137726992,0.0278097536256632,0.0277583767212394,0.0278611305300871,0.0257123002084781,0.0175345890121722,0.033890011404784,0.0262693763056211,0.0262194030057252,0.0263193496055171,0.0354413481126449,0.0332742138552096,0.0376084823700801,1,1,1
SS,SSD,South Sudan,2020-06-23,2020-06-03,4,21,101,3309915.62769943,0,0,101,6,140218.237411054,5,134708.344646901,27,1939.77777777778,0,0,,,,,,,1,1,1,,,,,,,,,,0.0361362056984017,0.0264935468384686,0.0457788645583347,0.0294310412073066,0.0293787727224846,0.0294833096921286,0.0277970813064628,0.0193034040809203,0.0362907585320053,0.0277848661843944,0.0277340374563338,0.027835694912455,0.0321868953596169,0.0301181755480355,0.0342556151711983,1,1,1
SS,SSD,South Sudan,2020-06-24,2020-06-04,6,21,102,3358806.09564514,0,0,102,5,133068.120778333,4,127558.22801418,27,1981.04964539007,0,0,,,,,,,1,1,1,,,,,,,,,,0.0383008356545961,0.0283743706645583,0.0482273006446339,0.0308394955755636,0.0307865436811718,0.0308924474699555,0.0292479108635097,0.0205328090870648,0.0379630126399547,0.0290902517590191,0.0290387771346598,0.0291417263833784,0.0289538107325909,0.0269877383373703,0.0309198831278115,,,
SS,SSD,South Sudan,2020-06-25,2020-06-05,7,21,103,3441364.18319353,0,0,103,5,133068.120778333,4,127558.22801418,26,2001.68557919622,0,0,,,,,,,1,1,1,,,,,,,,,,0.0404463040446304,0.0302498872941113,0.0506427207951496,0.0322347698013247,0.0321811493540014,0.0322883902486481,0.0306834030683403,0.0217573779960981,0.0396094281405825,0.0303840474171334,0.0303319392464048,0.030436155587862,0.0263606364492394,0.0244814748139116,0.0282397980845671,,,
SS,SSD,South Sudan,2020-06-26,2020-06-06,5,21,103,3443108.32073451,0,0,103,4,87876.3935490723,3,82366.5007849189,29,1981.04964539007,0,0,,,,,,,1,1,1,,,,,,,,,,0.0412011173184358,0.0309068642975925,0.051495370339279,0.03236005091805,0.0323068170857025,0.0324132847503975,0.0314245810055866,0.0223885429460823,0.0404606190650909,0.0305427473513506,0.03049098134977,0.0305945133529312,0.0246062051514308,0.022787674322316,0.0264247359805456,,,
SS,SSD,South Sudan,2020-06-27,2020-06-07,5,21,101,3462128.12795907,0,0,101,4,87876.3935490723,3,82366.5007849189,26,1939.77777777778,0,0,,,,,,,1,1,1,,,,,,,,,,0.0418702023726448,0.0314999410782008,0.0522404636670888,0.0324597752789756,0.0324069543259617,0.0325125962319894,0.0321004884856943,0.0229741630378285,0.0412268139335602,0.0306758653322382,0.030624469028409,0.0307272616360673,0.0234225247286943,0.0216471969112104,0.0251978525461783,,,
SS,SSD,South Sudan,2020-06-28,2020-06-08,3,21,100,3376109.15834181,0,0,100,4,87876.3935490723,3,82366.5007849189,26,1919.14184397163,0,0,,,,,,,1,1,1,,,,,,,,,,0.0427170868347339,0.0322287903719219,0.0532053832975459,0.0327007708095838,0.0326481244224807,0.0327534171966868,0.0329131652661064,0.0236597607460419,0.042166569786171,0.0309412544296373,0.0308899974314968,0.0309925114277779,0.0222299637025835,0.0204955103479206,0.0239644170572464,,,
SS,SSD,South Sudan,2020-06-29,2020-06-09,6,21,103,3639228.98016454,0,0,103,4,87876.3935490723,3,82366.5007849189,26,1981.04964539007,0,0,,,,,,,1,1,1,,,,,,,,,,0.0426573426573427,0.0321833883153602,0.0531312969993251,0.0318426859049463,0.0317913374677871,0.0318940343421055,0.0328671328671329,0.0236264502556406,0.0421078154786252,0.030125276502266,0.0300752876967413,0.0301752653077907,0.0207527700043567,0.019075669466815,0.0224298705418984,,,
SS,SSD,South Sudan,2020-06-30,2020-06-09,1,22,104,3649166.45572307,0,0,104,4,87876.3935490723,3,82366.5007849189,26,2001.68557919622,0,0,,,,,,,1,1,1,,,,,,,,,,0.0425680390788556,0.0321155245806029,0.0530205535771082,0.0311529704336758,0.0311026566160204,0.0312032842513312,0.0327983251919051,0.023576660017979,0.0420199903658312,0.0294687657602506,0.0294197883671185,0.0295177431533827,0.0192612556699441,0.0176449166315197,0.0208775947083685,,,
SS,SSD,South Sudan,2020-07-01,2020-06-11,8,21,100,3663919.02425118,0,0,0,4,87876.3935490723,3,82366.5007849189,26,1763.74774774775,0,0,,,,,,,0.930020993701889,0.916793966755381,0.943248020648398,,,,,,,,,,0.0426871938418474,0.0322060733419768,0.0531683143417181,0.0305423915804176,0.0304929895824605,0.0305917935783747,0.032890132960112,0.0236430937680101,0.0421371721522138,0.0288872613818709,0.0288391756099346,0.0289353471538071,0.0179657548828308,0.0163957774749627,0.0195357322906988,,,
SS,SSD,South Sudan,2020-07-02,2020-06-11,2,22,102,3784137.26467551,0,0,0,4,87876.3935490723,3,82366.5007849189,32,1802.09009009009,0,0,,,,,,,0.858839972047519,0.84079981696896,0.876880127126079,,,,,,,,,,0.0426275331935709,0.0321607352244892,0.0530943311626526,0.0298967718405869,0.0298483402843613,0.0299452033968125,0.0328441649196366,0.023609830159411,0.0420784996798622,0.0282727584653479,0.0282256212870678,0.028319895643628,0.0167895500894208,0.0152665355490796,0.0183125646297619,,,
SS,SSD,South Sudan,2020-07-03,2020-06-11,2,23,104,3866459.94603282,0,0,0,4,87876.3935490723,3,82366.5007849189,36,1840.43243243243,0,1,,,,,,,0.786610878661088,0.76540581273124,0.807815944590936,,,,,,,,,,0.0425383542538354,0.03209296689337,0.0529837416143009,0.0292665332132901,0.0292190504740768,0.0293140159525034,0.0327754532775453,0.0235601098744264,0.0419907966806642,0.0276729481645018,0.0276267383715792,0.0277191579574244,0.0157365574568333,0.0142574776233576,0.0172156372903091,0,0,0
SS,SSD,South Sudan,2020-07-04,2020-06-11,3,24,107,4056428.89756643,0,0,0,4,87876.3935490723,3,82366.5007849189,36,1897.94594594595,0,1,,,,,,,0.712595685455811,0.689197189451388,0.735994181460234,,,,,,,,,,0.0424495476687544,0.032025483569158,0.0528736117683507,0.0286071426666187,0.0285606582919468,0.0286536270412905,0.0327070285316632,0.0235105985652159,0.0419034584981105,0.0270457231675252,0.0270004888737618,0.0270909574612885,0.0146750032732964,0.0132420870665839,0.016107919480009,0,0,0
SS,SSD,South Sudan,2020-07-05,2020-06-12,6,24,105,3963168.57989057,0,0,0,4,87876.3935490723,3,82366.5007849189,36,1840.43243243243,0,1,,,,,,,0.640527411519778,0.615752172663176,0.66530265037638,,,,,,,,,,0.0423317140874393,0.0319359460486701,0.0527274821262085,0.028002847672119,0.0279572763551947,0.0280484189890433,0.032616238723109,0.0234449062888748,0.0417875711573431,0.0264707340719439,0.0264263920510603,0.0265150760928275,0.0150745427285082,0.0136193151964698,0.0165297702605466,0,0,0
SS,SSD,South Sudan,2020-07-06,2020-06-14,4,23,100,3763368.05447206,0,0,0,3,82366.5007849189,3,82366.5007849189,36,1744.57657657658,0,1,,,,,,,0.569337979094077,0.543718192655851,0.594957765532302,,,,,,,,,,0.0411149825783972,0.0308417892233506,0.0513881759334439,0.0269310239123219,0.0268864981362779,0.0269755496883658,0.0320557491289199,0.0229419326710877,0.0411695655867521,0.0255203818805804,0.0254770065082259,0.0255637572529349,0.0155813284465323,0.0140939604032919,0.0170686964897728,0,0,0
SS,SSD,South Sudan,2020-07-07,2020-06-14,4,24,104,3864427.25025671,0,0,0,3,82366.5007849189,3,82366.5007849189,36,1821.26126126126,0,1,,,,,,,0.497913769123783,0.472071248479085,0.523756289768481,,,,,,,,,,0.0389429763560501,0.0289439480694665,0.0489420046426337,0.0255130866189951,0.0254699521689134,0.0255562210690768,0.0305980528511822,0.0216964649025376,0.0394996407998268,0.0242250217747463,0.0241829625091685,0.0242670810403241,0.0159903899549717,0.0144805744271422,0.0175002054828012,0,0,0
SS,SSD,South Sudan,2020-07-08,2020-06-15,2,24,101,3785400.68066233,0,0,0,3,82366.5007849189,3,82366.5007849189,33,1763.74774774775,0,1,,,,,,,0.427279053583855,0.401702204437426,0.452855902730284,,,,,,,,,,0.0375782881002088,0.0277456306659413,0.0474109455344762,0.0243232247446956,0.0242812564650479,0.0243651930243432,0.0299234516353514,0.0211144122142669,0.038732491056436,0.0231522302214906,0.0231112600796087,0.0231932003633724,0.0163506651530701,0.0148179218078567,0.0178834084982835,0,0,0
SS,SSD,South Sudan,2020-07-09,2020-06-16,5,24,100,4081402.8603264,0,0,0,2,48949.6850602953,2,48949.6850602953,25,1744.57657657658,0,1,,,,,,,0.356345885634589,0.331558217981557,0.38113355328762,,,,,,,,,,0.0355648535564854,0.0259792261902414,0.0451504809227294,0.0224207594340547,0.0223806736852508,0.0224608451828585,0.0285913528591353,0.019965702488861,0.0372170032294095,0.0213692221489844,0.0213300666603557,0.0214083776376132,0.0164736957514225,0.0149277171600218,0.0180196743428232,0,0,0
SS,SSD,South Sudan,2020-07-10,2020-06-16,2,25,102,4195352.31962521,0,0,0,2,48949.6850602953,2,48949.6850602953,26,1782.91891891892,0,1,,,,,,,0.284717376133985,0.261352105287327,0.308082646980643,,,,,,,,,,0.0341939986043266,0.0247849677973443,0.0436030294113089,0.021371053734168,0.0213321746878534,0.0214099327804827,0.0279134682484299,0.019384738377295,0.0364421981195647,0.0204380643828217,0.020400025352428,0.0204761034132153,0.0164839090153282,0.0149315426121533,0.0180362754185032,0,0,0
SS,SSD,South Sudan,2020-07-11,2020-06-17,4,25,100,3995214.26655495,0,0,0,2,48949.6850602953,2,48949.6850602953,21,1744.57657657658,0,1,,,,,,,0.214385474860335,0.193129598608251,0.23564135111242,,,,,,,,,,0.0328212290502793,0.0235932334299385,0.0420492246706201,0.0204337255971142,0.0203958798378424,0.020471571356386,0.0272346368715084,0.0188043680051748,0.035664905737842,0.0196126370105141,0.0195755438892333,0.0196497301317948,0.0164144178886599,0.0148593884833065,0.0179694472940132,0,0,0
SS,SSD,South Sudan,2020-07-12,2020-06-18,4,25,101,4202931.85443068,0,0,0,2,48949.6850602953,2,48949.6850602953,21,1763.74774774775,0,1,,,,,,,0.144452198185625,0.126250612971635,0.162653783399615,,,,,,,,,,0.0314026517794836,0.0223728171798607,0.0404324863791065,0.0194096721104765,0.0193730485564996,0.0194462956644533,0.0265177948360084,0.0181990518328357,0.034836537839181,0.0187021171616001,0.0186661543695464,0.0187380799536539,0.0163183398824292,0.0147630738484031,0.0178736059164553,0,0,0
SS,SSD,South Sudan,2020-07-13,2020-06-21,8,23,102,4254661.8711707,0,0,0,2,48949.6850602953,2,48949.6850602953,23,1802.09009009009,0,2,,,,,,,0.0726256983240224,0.0591841508200804,0.0860672458279643,,,,,,,,,,0.0300279329608939,0.0211886117750969,0.0388672541466908,0.0184868403646893,0.0184512814002623,0.0185223993291163,0.0258379888268156,0.0176208328663389,0.0340551447872924,0.0178871354522861,0.0178521473172891,0.017922123587283,0.0163151923084636,0.014754586408546,0.0178757982083812,0,0,0
SS,SSD,South Sudan,2020-07-14,2020-06-21,3,24,105,4329592.23852466,0,0,0,2,48949.6850602953,2,48949.6850602953,23,1859.6036036036,0,2,,,,,,,0,0,0,,,,,,,,,,0.0286113049546406,0.0199797239337907,0.0372428859754905,0.0175639073099731,0.017529443081815,0.0175983715381312,0.0251221214235869,0.0170194494226871,0.0332247934244867,0.0170702465169586,0.017036261540685,0.0171042314932322,0.0162881022052465,0.0147243763734069,0.0178518280370862,0,0,0
SS,SSD,South Sudan,2020-07-15,2020-06-23,6,23,100,4276417.4546164,0,0,0,1,15455.7993966323,1,15455.7993966323,22,1802.09009009009,0,3,,,,,,,0,0,0,,,,,,,,,,0.0265177948360084,0.0181990518328357,0.034836537839181,0.0160896076313966,0.0160567764855968,0.0161224387771964,0.0237264480111654,0.0158464316140515,0.0316064644082792,0.0156989664413745,0.0156665298626515,0.0157314030200974,0.0161046627976786,0.0145508053942472,0.01765852020111,0,0,0
SS,SSD,South Sudan,2020-07-16,2020-06-24,4,23,100,4216050.44946476,0,0,0,0,0,0,0,22,1802.09009009009,0,4,,,,,,,0,0,0,,,,,,,,,,0.023759608665269,0.0158687129845144,0.0316505043460237,0.0144216349863274,0.014390644218379,0.0144526257542757,0.0216631726065688,0.014120356754151,0.0292059884589866,0.0141308799576437,0.0141001986586403,0.0141615612566471,0.0157079962263072,0.0141730849919105,0.017242907460704,0,0,0
SS,SSD,South Sudan,2020-07-17,2020-06-25,6,23,100,4220450.1863793,0,0,0,0,0,0,0,22,1802.09009009009,0,4,,,,,,,0,0,0,,,,,,,,,,0.0210231254379818,0.013579732231117,0.0284665186448466,0.0127962223856359,0.0127670967176268,0.0128253480536449,0.0196215837421163,0.0124254371081774,0.0268177303760552,0.0126035851833633,0.0125746767587881,0.0126324936079385,0.0151757440058639,0.0136655046974658,0.016685983314262,0,0,0
SS,SSD,South Sudan,2020-07-18,2020-06-25,3,24,103,4251329.01604975,0,0,0,0,0,0,0,25,1859.6036036036,0,6,,,,,,,0,0,0,,,,,,,,,,0.0182712579058327,0.0113125978971285,0.025229917914537,0.0112218191536785,0.011194568677481,0.0112490696298759,0.0175685172171469,0.0107425479133763,0.0243944865209175,0.0111258276010256,0.0110986926085156,0.0111529625935356,0.0147612308804047,0.0132703104851024,0.0162521512757069,0,0,0
SS,SSD,South Sudan,2020-07-19,2020-06-25,3,25,106,4358613.46410735,0,0,0,0,0,0,0,25,1917.11711711712,0,6,,,,,,,0,0,0,,,,,,,,,,0.0154494382022472,0.00904371078358187,0.0218551656209125,0.00962455873393498,0.00959938819552755,0.00964972927234242,0.0154494382022472,0.00904371078358187,0.0218551656209125,0.00962455873393498,0.00959938819552755,0.00964972927234242,0.0142799965693702,0.0128154549139225,0.0157445382248179,0,0,0
SS,SSD,South Sudan,2020-07-20,2020-06-26,3,25,102,4301143.68635865,0,0,0,0,0,0,0,24,1840.43243243243,0,6,,,,,,,0,0,0,,,,,,,,,,0.0133239831697055,0.00737294614938691,0.019275020190024,0.00812382377171783,0.00810078814897122,0.00814685939446444,0.0133239831697055,0.00737294614938691,0.019275020190024,0.00812382377171783,0.00810078814897122,0.00814685939446444,0.0137517088174983,0.0123168529803516,0.015186564654645,0,0,0
SS,SSD,South Sudan,2020-07-21,2020-06-26,1,26,103,4321882.31234374,0,0,0,0,0,0,0,24,1859.6036036036,0,6,,,,,,,0,0,0,,,,,,,,,,0.0112280701754386,0.00575739054916113,0.0166987498017161,0.00665959283218005,0.00663880220380819,0.00668038346055191,0.0112280701754386,0.00575739054916113,0.0166987498017161,0.00665959283218005,0.00663880220380819,0.00668038346055191,0.0132574249542161,0.0118493052903298,0.0146655446181024,0,0,0
SS,SSD,South Sudan,2020-07-22,2020-06-27,2,26,100,4174655.99975608,0,0,0,1,68325.1328518351,1,68325.1328518351,16,1821.26126126126,0,6,,,,,,,0,0,0,,,,,,,,,,0.0098314606741573,0.00470689950741464,0.0149560218409,0.00637852262679117,0.00635823962382391,0.00639880562975843,0.0098314606741573,0.00470689950741464,0.0149560218409,0.00637852262679117,0.00635823962382391,0.00639880562975843,0.0125581642786211,0.0111887505698989,0.0139275779873432,0,0,0
SS,SSD,South Sudan,2020-07-23,2020-06-28,6,26,101,4123297.03294261,0,0,0,1,68325.1328518351,1,68325.1328518351,18,1859.6036036036,0,6,,,,,,,0,0,0,,,,,,,,,,0.00912280701754386,0.00418635614803807,0.0140592578870496,0.0067011790122262,0.006680400061114,0.0067219579633384,0.00912280701754386,0.00418635614803807,0.0140592578870496,0.0067011790122262,0.006680400061114,0.0067219579633384,0.0122272247109133,0.0108787984132179,0.0135756510086087,0,0,0
SS,SSD,South Sudan,2020-07-24,2020-06-29,6,26,104,4223551.55102717,0,0,1,1,68325.1328518351,1,68325.1328518351,27,1917.11711711712,1,7,,,,,,,0.000700770847932726,0,0.00207377513761308,,,,,,,,,,0.00840925017519271,0.00367140380329063,0.0131470965470948,0.00702500259448404,0.0070037360426286,0.00704626914633947,0.00840925017519271,0.00367140380329063,0.0131470965470948,0.00702500259448404,0.0070037360426286,0.00704626914633947,0.0122022404666374,0.0108587038105236,0.0135457771227513,0.0166666666666667,0,0.0490593720655673
