ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
RS,SRB,Serbia,2020-04-23,2020-04-23,274,1,274,6842163.8475251,0,0,0,0,0,1,3,63836.8707864389,3,63836.8707864389,106,17860.295586559,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,SRB,Serbia,2020-04-24,2020-04-24,317,1,317,6723431.48353457,0,0,1,1,1,1,4,82701.1763000078,3,71008.0532467642,156,20562.4067269609,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,SRB,Serbia,2020-04-25,2020-04-25,333,1,333,6996595.70953959,0,0,0,0,0,0,3,145936.508647971,1,26064.3361360474,230,21550.9839734494,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,SRB,Serbia,2020-04-26,2020-04-26,319,1,319,6667851.77029215,0,0,0,0,2,3,1,6393.38156375989,1,6393.38156375989,85,20760.1221762586,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,SRB,Serbia,2020-04-27,2020-04-27,244,1,244,6882404.98520278,0,0,1,1,2,2,1,15797.822464796,1,15797.822464796,82,15619.5204945184,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,SRB,Serbia,2020-04-28,2020-04-28,277,1,277,6943746.14652811,0,0,0,0,0,1,1,20871.0345778647,0,0,117,17662.5801372613,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,SRB,Serbia,2020-04-29,2020-04-29,278,1,278,6806859.16820272,0,0,0,0,0,0,2,43457.7740200013,2,43457.7740200013,86,17860.295586559,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,SRB,Serbia,2020-04-30,2020-04-30,263,1,263,6668336.73191397,0,0,0,0,0,1,2,24503.1214218211,2,24503.1214218211,151,17267.1492386659,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,SRB,Serbia,2020-05-01,2020-05-01,293,1,293,7020161.93219769,0,0,0,0,1,0,0,0,0,0,128,18980.6831325793,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,SRB,Serbia,2020-05-02,2020-05-02,232,1,232,7017041.86881503,0,0,0,0,1,1,1,23247.7667741836,1,23247.7667741836,151,14960.4689968594,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
