ISO2,ISO_3,country_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
AE,ARE,United Arab Emirates,2020-04-23,2020-04-23,162,0.0246913580246914,0.0238964896372133,0.0230094474618024,0.000100682856818979,0.00617283950617284,0.0120611441281663,0.0113912224234967,7.12614491768784e-05,0.00407476304367083,0.0011751272646227,0.0145693652051863,0.0151788098617006,0.0142593917569203,8.09849001170855e-05,0.00666778856404727,0.00895175589254117,0.00780881621253812,5.2727625851312e-05,0.00727817035030564,0.00127508754787064,,,,,
AE,ARE,United Arab Emirates,2020-04-24,2020-04-24,250,0.008,0.0110427926179981,0.0126399726672096,7.95563748561715e-05,0,0,0,0,0.00568017156436562,0.00112139743033996,0.0141777707553848,0.0148138958756679,0.0138755890184042,7.98011322498912e-05,0.00659477907609116,0.00877258135464357,0.00767604654099488,5.21998675882441e-05,0.00725566336974654,0.00126127842935963,,,,,
AE,ARE,United Arab Emirates,2020-04-25,2020-04-25,224,0.0223214285714286,0.0193456409493772,0.0140881467966795,8.46664267285019e-05,0.00892857142857143,0.0123187757257126,0.00637520428036378,5.71772832292793e-05,0.0152421377580552,0.00192568181366834,0.0137686712350543,0.0144165627590716,0.013473840015527,7.85541917842785e-05,0.00648300317066578,0.00854914090670087,0.00750619560058032,5.15185903315457e-05,0.00722407251820617,0.00124414804074957,,,,,
AE,ARE,United Arab Emirates,2020-04-26,2020-04-26,231,0.0173160173160173,0.0168218224749858,0.0197449669385418,9.72856902487027e-05,0.00865800865800866,0.0119471099399107,0.0120552959030847,7.63143966348979e-05,0.00524221562559212,0.00112481888332323,0.0133454025775059,0.0139850161106454,0.0130580811480119,7.72601118815457e-05,0.00633150435781278,0.00828076898534922,0.00729793941735936,5.06872750199854e-05,0.00718485121169179,0.00122338002393956,,,,,
AE,ARE,United Arab Emirates,2020-04-27,2020-04-27,234,0.00854700854700855,0.0117946021264241,0.00969271547402073,7.20669526486293e-05,0.00854700854700855,0.0117946021264241,0.00969271547402073,7.20669526486293e-05,0.0102545095132197,0.00155192491393359,0.0129122383445975,0.0135184447757528,0.0126332420396482,7.59387601137667e-05,0.00614152457954993,0.00796936479402065,0.00705197779144872,4.9720329785233e-05,0.00713962262972574,0.00119872900889137,,,,,
AE,ARE,United Arab Emirates,2020-04-28,2020-04-28,230,0.0217391304347826,0.0188465819917651,0.0238166635333052,0.000110040694243369,0.0217391304347826,0.0188465819917651,0.0238166635333052,0.000110040694243369,0.00694751468451967,0.00129380052537673,0.012474618920651,0.0130175853341758,0.0122062325853329,7.46167843017085e-05,0.00591700045686789,0.00761987315956165,0.00677155339266655,4.86441236200312e-05,0.00709052192828859,0.00117009129966504,,,,,
AE,ARE,United Arab Emirates,2020-04-29,2020-04-29,224,0.00892857142857143,0.0123187757257126,0.00868299329524274,6.64128671312594e-05,0.00446428571428571,0.00873028647892629,0.00461118251446554,4.84968748329527e-05,0.00271352887970022,0.00081953566405905,0.0120379437728175,0.0124848187436143,0.0117835610399915,7.33191669207261e-05,0.00566402484758269,0.00724014698878209,0.00646177509131221,4.74930518463393e-05,0.00704008208369764,0.00113755943058087,-0.000421903572061477,-0.000412638452821474,-0.000167293952744097,-0.000224506853537652,-3.96813777680004e-05
AE,ARE,United Arab Emirates,2020-04-30,2020-04-30,237,0.00421940928270042,0.00825242476135942,0.00247402598146149,3.54304522449103e-05,0.00421940928270042,0.00825242476135942,0.00247402598146149,3.54304522449103e-05,0.00596592656374931,0.0011836975883302,0.0116082781474432,0.0119249263328366,0.0113727721190249,7.2073247944056e-05,0.00539138198540037,0.00684102038856935,0.00613032276353452,4.63101044436886e-05,0.00699085800496619,0.00110146056908417,-0.000428248767990271,-0.000417136149896563,-0.000200566181781798,-0.000257620629576726,-4.41342274633917e-05
AE,ARE,United Arab Emirates,2020-05-01,2020-05-01,176,0.00568181818181818,0.0111044771209389,0.00514182704142835,5.01628163919404e-05,0,0,0,0,0.0103822937625755,0.00178229782580245,0.0111908387167282,0.0113448288341764,0.0109808612375243,7.09030652515479e-05,0.00510946852268726,0.00643540441199452,0.00578676587165043,4.5143248262033e-05,0.00694535311767673,0.00106239130348579,-0.00042963875305434,-0.000415496463000452,-0.000228922441329754,-0.000286571621488315,-4.64532334215733e-05
AE,ARE,United Arab Emirates,2020-05-02,2020-05-02,160,0.01875,0.0210173797161665,0.011496152655379,7.11206608975827e-05,0,0,0,0,0.00499772830531577,0.00131750243037526,0.0107900056388868,0.0107536781704019,0.0106137367178284,6.98270844031595e-05,0.00482939483949099,0.00603716297990885,0.00544173556382638,4.40394887015197e-05,0.00690588545703194,0.00102122075638706,-0.000425899489769857,-0.000407390738363908,-0.000250351586386966,-0.000309367308922163,-4.64942924433079e-05
