ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
TC,TCA,Turks and Caicos Islands,2020-09-18,2020-06-12,1,58,100,2768514.93088911,0,0,0,1,29484.0956907834,1,29484.0956907834,17,1780.98113207547,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-09-19,2020-06-12,1,59,101,2781633.73725883,0,0,0,1,29484.0956907834,1,29484.0956907834,18,1800.33962264151,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-09-20,2020-06-12,1,60,102,2798622.39134832,0,0,0,1,29484.0956907834,1,29484.0956907834,18,1819.69811320755,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-09-22,2020-06-15,3,59,101,2913174.5524929,0,0,0,1,29484.0956907834,1,29484.0956907834,17,1800.33962264151,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-09-23,2020-06-15,1,60,102,2937178.47678038,0,0,0,1,29484.0956907834,1,29484.0956907834,17,1819.69811320755,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-09-24,2020-06-17,1,60,100,2919296.25105113,0,0,0,0,0,0,0,17,1800.33962264151,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-09-25,2020-06-19,1,60,100,2977808.04116429,0,0,0,0,0,0,0,17,1800.33962264151,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-09-30,2020-06-21,3,60,102,3092967.43367472,0,0,0,0,0,0,0,17,1839.05660377359,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-12-21,2020-09-10,3,57,100,4317905.23821059,0,0,4,3,116838.989002194,3,116838.989002194,23,924.314606741573,1,6,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-12-22,2020-09-14,2,57,101,4492281.87272043,0,0,4,3,116838.989002194,3,116838.989002194,25,924.314606741573,1,6,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-12-23,2020-09-15,3,57,101,4322969.47840047,0,0,4,3,116838.989002194,3,116838.989002194,28,936.164794007491,1,6,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-12-25,2020-09-16,1,57,100,4476830.08977739,0,0,4,3,116838.989002194,3,116838.989002194,28,924.314606741573,1,6,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-12-27,2020-09-18,1,57,100,4434237.46536274,0,0,4,3,116838.989002194,3,116838.989002194,28,936.164794007491,1,6,,,,,,,,,,,,,,,,,,,,,,,,
TC,TCA,Turks and Caicos Islands,2020-12-29,2020-09-19,1,57,100,4399577.98009348,0,0,4,3,116838.989002194,3,116838.989002194,28,936.164794007491,1,6,,,,0.0170212765957447,0.0102696773183076,0.0237728758731818,0.0163120567375887,0.00970022838337021,0.0229238850918071,0.0170945630466652,0.0170585012211513,0.0171306248721791,0.0163120567375887,0.00970022838337021,0.0229238850918071,0.0170945630466652,0.0170585012211513,0.0171306248721791,0.0148686044546896,0.0131930550139199,0.0165441538954593,0.166666666666667,0.0449274249199193,0.288405908413414
TC,TCA,Turks and Caicos Islands,2020-12-31,2020-09-22,2,56,100,4411434.78076378,0,0,5,3,116838.989002194,3,116838.989002194,27,936.164794007491,2,8,,,,0.0205673758865248,0.0131591321880836,0.0279756195849661,0.0177304964539007,0.0108421606117534,0.024618832296048,0.0182504642750136,0.0182138265346627,0.0182871020153644,0.0177304964539007,0.0108421606117534,0.024618832296048,0.0182504642750136,0.0182138265346627,0.0182871020153644,0.0160438273047586,0.0142664951884204,0.0178211594210969,0.181818181818182,0.0678548021267811,0.295781561509583
TC,TCA,Turks and Caicos Islands,2021-03-17,2020-12-10,1,60,100,2923460.76761512,0,0,2,1,92772.1549757781,1,92772.1549757781,23,1681.20652173913,1,11,,,,0.0220014194464159,0.0143421551291909,0.0296606837636409,0.0177430801987225,0.0108498996990706,0.0246362606983744,0.0194309837697402,0.0193932545297948,0.0194687130096856,0.0177430801987225,0.0108498996990706,0.0246362606983744,0.0194309837697402,0.0193932545297948,0.0194687130096856,0.0164060900693584,0.0146035333909324,0.0182086467477843,0.163636363636364,0.0658666760728597,0.261406051199868
TC,TCA,Turks and Caicos Islands,2021-03-18,2020-12-11,1,60,100,2920597.74011431,0,0,2,1,92772.1549757781,1,92772.1549757781,23,1681.20652173913,1,11,,,,0.023454157782516,0.0155463285700205,0.0313619869950115,0.0177683013503909,0.0108654110656211,0.0246711916351607,0.0206129451398055,0.0205741547390637,0.0206517355405473,0.0177683013503909,0.0108654110656211,0.0246711916351607,0.0206129451398055,0.0205741547390637,0.0206517355405473,0.0167900492192541,0.0149602238987684,0.0186198745397397,0.151515151515152,0.0650131410840298,0.238017161946273
