ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
ME,MNE,Montenegro,2020-06-20,2020-04-23,2,46,101,1364848.06096008,0,0,0,0,3,18826.6493460474,1,6890.17653244959,12,783.682926829268,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-06-21,2020-04-27,6,44,100,1442137.85362788,0,0,0,0,3,18826.6493460474,1,6890.17653244959,11,767.850948509485,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-06-22,2020-04-30,2,44,100,1426858.53776577,0,0,0,0,3,18826.6493460474,1,6890.17653244959,11,767.850948509485,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-06-24,2020-05-04,2,44,101,1437044.63666121,0,0,0,0,3,18826.6493460474,1,6890.17653244959,13,775.766937669377,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-06-25,2020-05-06,2,44,100,1414501.6216042,0,0,0,0,3,18826.6493460474,1,6890.17653244959,13,767.850948509485,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-06-26,2020-05-06,1,45,101,1423894.11007299,0,0,0,0,3,18826.6493460474,1,6890.17653244959,13,775.766937669377,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-06-27,2020-05-07,1,45,100,1415387.83935404,0,0,0,0,3,18826.6493460474,1,6890.17653244959,21,767.850948509485,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-06-28,2020-05-07,4,46,104,1440847.51294396,0,0,0,0,3,18826.6493460474,1,6890.17653244959,22,799.514905149052,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-06-29,2020-05-07,1,47,105,1446897.9703533,0,0,0,0,3,18826.6493460474,1,6890.17653244959,22,807.430894308943,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-06-30,2020-05-07,1,48,106,1451682.73886642,0,0,0,0,3,18826.6493460474,1,6890.17653244959,22,815.346883468835,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-07-23,2020-06-10,4,40,100,1195710.20578157,0,0,0,0,1,9052.59955201866,0,0,33,2152.06367924528,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-07-24,2020-06-10,1,41,101,1199081.23655417,0,0,0,0,1,9052.59955201866,0,0,39,2174.71698113208,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-07-25,2020-06-14,3,40,100,1196524.05828946,0,0,0,0,1,9052.59955201866,0,0,39,2152.06367924528,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,MNE,Montenegro,2020-07-26,2020-06-16,4,39,100,1142576.63609037,0,0,0,0,0,0,0,0,38,2129.41037735849,0,15,,,,0,0,0,0,0,0,0.0232558139534884,0.0154140623227983,0.0310975655841784,0.0113393184165258,0.0112917069744278,0.0113869298586239,0.00704721634954193,0.00269480439595206,0.0113996283031318,0.0036267918014212,0.00359976052445659,0.00365382307838581,0.0187988587859572,0.016722610154612,0.0208751074173024,0,0,0
ME,MNE,Montenegro,2020-07-27,2020-06-17,3,39,101,1154029.20580359,0,0,0,0,0,0,0,0,38,2174.71698113208,0,17,,,,0,0,0,0,0,0,0.0211416490486258,0.0136567448154619,0.0286265532817897,0.0104644605440248,0.010418446385853,0.0105104747021967,0.00634249471458774,0.00221196920282762,0.0104730202263479,0.00330074061439403,0.00327480448724493,0.00332667674154314,0.0187904534093032,0.0167972857598386,0.0207836210587679,0,0,0
ME,MNE,Montenegro,2020-07-28,2020-06-20,5,37,100,1104051.34730372,0,0,0,0,0,0,0,0,40,2129.41037735849,0,18,,,,0,0,0,0,0,0,0.0190274841437632,0.01191901639185,0.0261359518956764,0.00963576067961817,0.00959118467687626,0.00968033668236008,0.00563777307963355,0.00174209556911266,0.00953345059015443,0.0029877581636051,0.00296285333196852,0.00301266299524169,0.018968448377709,0.0170383888949322,0.0208985078604857,0,0,0
ME,MNE,Montenegro,2020-07-29,2020-06-21,4,37,102,1124745.2869084,0,0,0,0,0,0,0,0,40,2174.71698113208,0,19,,,,0,0,0,0,0,0,0.0168895144264602,0.0101897304773344,0.0235892983755861,0.00875872421028437,0.00871585395274334,0.00880159446782539,0.00492610837438424,0.00128586266324251,0.00856635408552596,0.00265781141508852,0.00263412331910708,0.00268149951106996,0.0190807936771766,0.0172124151373064,0.0209491722170468,0,0,0
ME,MNE,Montenegro,2020-07-30,2020-06-24,6,36,100,1071601.11813966,0,0,0,0,1,9791.25134107623,0,0,56,2152.06367924528,0,23,,,,0,0,0,0,0,0,0.0154929577464789,0.00906932800000988,0.0219165874929479,0.00843059841231267,0.0083881018033937,0.00847309502123164,0.00422535211267606,0.000851578754705896,0.00759912547064622,0.00232494375512087,0.00230255838397481,0.00234732912626693,0.0198426024215352,0.0179986428793643,0.0216865619637062,0,0,0
