ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_rf_smooth,p_rf_CI_smooth,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth
,NAM,Namibia,2020-09-10,2020-06-10,100,1,63,0,0,0.01,0.0195013954179879,0.00684837762630682,9.52672060616745e-05,0,0,0,0,0.0198927521190106,0.0145891752899075,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-11,2020-06-13,100,2,62,0,0,0.01,0.0195013954179879,0.0069168653908013,9.62166158803481e-05,0,0,0,0,0.0198927521190106,0.0145891752899075,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-12,2020-06-13,102,2,63,0,0,0.00980392156862745,0.0191209083686488,0.00675597084685714,9.39861152286863e-05,0,0,0,0,0.0194783197831978,0.0142882540306328,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-13,2020-06-13,103,1,64,0,0,0.00970873786407767,0.018936178546626,0.00674783216724641,9.38732780713936e-05,0,0,0,0,0.0192775123627525,0.0141424003774301,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-14,2020-06-14,100,1,64,0,0,0.01,0.0195013954179879,0.00771332006624627,0.000107252613669529,0,0,0,0,0.0142091086564361,0.0123658030336847,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-15,2020-06-14,102,2,65,0,0,0.00980392156862745,0.0191209083686488,0.00683768739205944,9.51190070347575e-05,0,0,0,0,0.013913085559427,0.0121099999833911,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-16,2020-06-16,100,2,64,0,0,0.01,0.0195013954179879,0.00688012679018079,9.57073361869515e-05,0,0,0,0,0.0142091086564361,0.0123658030336847,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-18,2020-06-20,100,3,62,0,0,0.01,0.0195013954179879,0.00655964697220902,9.12639614906448e-05,0,0,0,0,0.0143618947710214,0.0124978000383355,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-19,2020-06-23,100,2,61,0,0,0.01,0.0195013954179879,0.00647723522142752,9.01211097201368e-05,0,0,0,0,0.0143618947710214,0.0124978000383355,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-21,2020-06-24,100,1,61,0,0,0.02,0.0274394957835608,0.0838743502872607,0.000299303118456976,0,0,0,0,0.0145180023228804,0.0126326451788791,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-23,2020-06-24,101,1,62,0,0,0.0198019801980198,0.0271705622473482,0.0836088447001819,0.000298398900304448,0,0,0,0,0.0143618947710214,0.0124978000383355,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-25,2020-06-27,100,2,61,0,0,0.02,0.0274394957835608,0.0839101787632833,0.00029942511607142,0,0,0,0,0.0145180023228804,0.0126326451788791,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-26,2020-06-27,101,1,62,0,0,0.0198019801980198,0.0271705622473482,0.0836317513723576,0.000298476923399729,0,0,0,0,0.0143618947710214,0.0124978000383355,0,0,,,,,,,,,,,,
,NAM,Namibia,2020-09-27,2020-06-28,100,1,62,0,0,0.02,0.0274394957835608,0.0839914365660887,0.000299701783685643,0,0,0,0,0.0143618947710214,0.0124978000383355,0,0,0,0,0.188920541397372,0.31084597963723,0.480753624162507,0.00235411308526234,0,0,0,0,0.221718117757138,0.182204901588074
,NAM,Namibia,2020-09-30,2020-06-29,100,1,62,0,0,0.02,0.0274394957835608,0.0839800565024704,0.000299663038282682,0,0,0,0,0.0143618947710214,0.0124978000383355,0,0,0,0,0.198920541397372,0.318784080002803,0.55788530303867,0.00255850891748335,0,0,0,0,0.216187260409149,0.180113526336502
,NAM,Namibia,2020-12-20,2020-09-10,100,2,63,0.01,0.0195013954179879,0.03,0.0334344809563718,0.0753090883162198,0.000243032903277699,0.01,0.0195013954179879,0.00372575291400859,5.61099087482271e-05,0.0294601893290149,0.0103855541493003,20,1,0.01,0.0195013954179879,0.218920541397372,0.332717165541187,0.626277525964089,0.0027053252048807,0.01,0.0195013954179879,0.00372575291400859,5.61099087482271e-05,0.225754697619154,0.175909905195895
,NAM,Namibia,2020-12-22,2020-09-11,101,2,63,0.0099009900990099,0.0193092777830645,0.0297029702970297,0.0331085145091172,0.0751678895158909,0.000242595754976626,0.0099009900990099,0.0193092777830645,0.00371876741128187,5.60049032878687e-05,0.0291399698797865,0.0102743622309696,20,1,0.0199009900990099,0.0388106732010524,0.238819590125774,0.346704771681655,0.694689444633123,0.00285393484462864,0.0199009900990099,0.0388106732010524,0.00744452032529046,0.000112114812036096,0.235416347715742,0.171896013396232
,NAM,Namibia,2020-12-23,2020-09-12,101,2,63,0.0099009900990099,0.0193092777830645,0.0297029702970297,0.0331085145091172,0.0740508055925166,0.000239134786610736,0.0099009900990099,0.0193092777830645,0.00366350212025579,5.51741342852955e-05,0.0291399698797865,0.0102743622309696,21,1,0.0298019801980198,0.0581199509841169,0.258813822558726,0.360877107644146,0.761992418058393,0.00299919635316798,0.0298019801980198,0.0581199509841169,0.0111080224455462,0.000167288946321391,0.245278805232776,0.168027975249771
,NAM,Namibia,2020-12-24,2020-09-14,100,2,62,0.01,0.0195013954179879,0.03,0.0334344809563718,0.0749173868190388,0.000241820029595087,0.01,0.0195013954179879,0.00370637433663934,5.58186098669571e-05,0.0304421956399821,0.0105518855014512,21,1,0.0398019801980198,0.0776213464021048,0.278813822558726,0.37481019318253,0.829196484811186,0.00313376376909354,0.0398019801980198,0.0776213464021048,0.0148143967821856,0.000223107556188348,0.261511892216322,0.166214057717538
,NAM,Namibia,2020-12-25,2020-09-15,101,2,62,0.0099009900990099,0.0193092777830645,0.0297029702970297,0.0331085145091172,0.0746139510788991,0.000240880088618339,0.0099009900990099,0.0193092777830645,0.00369136251511399,5.55929481778812e-05,0.0398246255023749,0.0119449172353111,23,1,0.0497029702970297,0.0969306241851693,0.298712871287129,0.388797799322999,0.896972748498025,0.00327952485067712,0.0497029702970297,0.0969306241851693,0.0185057592972996,0.00027870050436623,0.28742343215927,0.166048974969458
,NAM,Namibia,2020-12-26,2020-09-16,100,1,62,0.01,0.0195013954179879,0.03,0.0334344809563718,0.0803249665449967,0.000258515830087043,0.01,0.0195013954179879,0.00397390255099142,5.98395931896167e-05,0.0402622587496537,0.0120734276793459,22,1,0.0597029702970297,0.116432019603157,0.318712871287129,0.402730884861382,0.970417588252841,0.00344233334457721,0.0597029702970297,0.116432019603157,0.022479661848291,0.000338540097555846,0.313476582252488,0.165756599615119
,NAM,Namibia,2020-12-27,2020-09-19,100,5,61,0.01,0.0195013954179879,0.04,0.0384072934108425,0.0828715262797551,0.000261768304040798,0.01,0.0195013954179879,0.00396028538527641,5.96349516052562e-05,0.0402622587496537,0.0120734276793459,24,1,0.0697029702970297,0.135933415021145,0.348712871287129,0.421636782854237,1.04672946756039,0.00361283768712736,0.0697029702970297,0.135933415021145,0.0264399472335674,0.000398175049161103,0.33937694623112,0.165332227256129
,NAM,Namibia,2020-12-28,2020-09-19,101,1,62,0.0099009900990099,0.0193092777830645,0.0396039603960396,0.0380348662281565,0.0824635861273696,0.000260537658019598,0.0099009900990099,0.0193092777830645,0.00394079063845462,5.93419756314119e-05,0.0398246255023749,0.0119449172353111,24,1,0.0796039603960396,0.15524269280421,0.378316831683168,0.440170253664406,1.12271581846633,0.00378325423542682,0.0796039603960396,0.15524269280421,0.030380737872022,0.000457517024792514,0.364839676962474,0.164779344453105
,NAM,Namibia,2020-12-30,2020-09-21,100,1,62,0.01,0.0195013954179879,0.04,0.0384072934108425,0.083796519243873,0.000264556588196912,0.01,0.0195013954179879,0.00400448918218627,6.02992451824458e-05,0.0402622587496537,0.0120734276793459,23,1,0.0896039603960396,0.174744088222198,0.398316831683168,0.451138051291687,1.12263798742294,0.00374850770516676,0.0896039603960396,0.174744088222198,0.0343852270542083,0.00051781626997496,0.390583933389247,0.164220126953572
,NAM,Namibia,2021-03-26,2020-12-10,100,1,59,0.02,0.0274394957835608,0.03,0.0334344809563718,0.00912889997382868,0.000105043766068685,0.02,0.0274394957835608,0.00531092240901733,8.02751510616937e-05,0.0171735241502683,0.00589889886824571,18,2,0.10960396039604,0.202183584005758,0.408514851485149,0.457401970000711,1.04815804269659,0.003555152570931,0.10960396039604,0.202183584005758,0.0396961494632256,0.000598091421036654,0.393395562768494,0.157621225783482
,NAM,Namibia,2021-03-28,2020-12-10,101,1,60,0.0198019801980198,0.0271705622473482,0.0396039603960396,0.0380348662281565,0.021934893898366,0.000160723518713892,0.0198019801980198,0.0271705622473482,0.00524228417736261,7.92404108069882e-05,0.0381962864721485,0.00865259167680341,18,2,0.129405940594059,0.229354146253107,0.428118811881188,0.467997340445307,0.986182757831671,0.00341645097357347,0.129405940594059,0.229354146253107,0.0449384336405882,0.000677331831843642,0.417073846917762,0.153641172281406
,NAM,Namibia,2021-03-30,2020-12-10,102,1,61,0.0196078431372549,0.0269068483623884,0.0392156862745098,0.0376695877073438,0.0216412498244971,0.000158595703085341,0.0196078431372549,0.0269068483623884,0.00517210532492084,7.81823711555189e-05,0.0377622377622378,0.00855619676479019,18,2,0.149013783731314,0.256260994615495,0.447532517957678,0.478496365905302,0.92419225628381,0.00327656975325908,0.149013783731314,0.256260994615495,0.0501105389655091,0.000755514202999161,0.440474189908978,0.149699569007861
,NAM,Namibia,2021-03-31,2020-12-11,100,1,61,0.02,0.0274394957835608,0.04,0.0384072934108425,0.0217691106933272,0.000159522293548725,0.02,0.0274394957835608,0.00520266316635273,7.86430805168304e-05,0.0359570661896243,0.00845362788663804,19,2,0.169013783731314,0.283700490399056,0.467532517957678,0.489464163532584,0.861969930411049,0.00313639026312216,0.169013783731314,0.283700490399056,0.0553132021318618,0.000834157283515991,0.462069361327581,0.145655396856163
