ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
SO,SOM,Somalia,2020-06-01,2020-04-25,3,32,100,2849975.92045005,0,0,0,0,6,143836.052787951,3,104020.198072944,143,2315.83832335329,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-02,2020-04-26,2,32,101,2919016.85495681,0,0,0,0,6,143836.052787951,3,104020.198072944,148,2341.01047904192,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-03,2020-04-28,3,31,100,2700946.30979308,0,0,0,0,6,143836.052787951,3,104020.198072944,143,2366.18263473054,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-04,2020-05-02,3,30,100,2661217.06532339,0,0,0,0,6,143836.052787951,3,104020.198072944,136,2366.18263473054,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-05,2020-05-03,3,30,100,2468924.4972554,0,0,0,0,6,143836.052787951,3,104020.198072944,140,2366.18263473054,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-06,2020-05-03,1,31,101,2484501.42090872,0,0,0,0,6,143836.052787951,3,104020.198072944,140,2391.35479041916,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-07,2020-05-07,5,29,102,2654340.08252703,0,0,0,0,7,190746.551446616,3,104020.198072944,133,2416.52694610778,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-08,2020-05-10,5,28,101,3004489.38771844,0,0,0,0,7,190746.551446616,3,104020.198072944,134,2391.35479041916,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-09,2020-05-10,3,29,104,3147401.81039872,0,0,0,0,7,190746.551446616,3,104020.198072944,135,2466.87125748503,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-10,2020-05-12,3,28,100,3169990.09288473,0,0,0,0,6,188312.235510789,2,101585.882137116,114,2391.35479041916,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-11,2020-05-14,5,27,100,2978873.66319881,0,0,0,0,6,188312.235510789,2,101585.882137116,114,2391.35479041916,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-12,2020-05-14,2,28,102,3024975.38479116,0,0,0,0,6,188312.235510789,2,101585.882137116,114,2441.69910179641,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-13,2020-05-14,3,29,105,3101023.82541659,0,0,0,0,6,188312.235510789,2,101585.882137116,117,2517.21556886228,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,SOM,Somalia,2020-06-14,2020-05-14,1,30,106,3129302.88181049,0,0,0,0,6,188312.235510789,2,101585.882137116,117,2542.3877245509,0,3,,,,0,0,0,0,0,0,0.0611814345991561,0.0487248507542057,0.0736380184441066,0.058985441758781,0.0589126984230246,0.0590581850945373,0.0260196905766526,0.0177455204708144,0.0342938606824908,0.035838489610985,0.0357810948347027,0.0358958843872674,0.0542344456221629,0.0518166090255466,0.0566522822187792,0,0,0
SO,SOM,Somalia,2020-06-15,2020-05-15,2,30,100,2993854.37297289,0,0,0,0,5,174893.278642122,1,88166.9252684495,90,2391.35479041916,0,3,,,,0,0,0,0,0,0,0.0604781997187061,0.0480887747152239,0.0728676247221882,0.059543580467048,0.059470645555217,0.059616515378879,0.0246132208157525,0.0165599751200881,0.0326664665114168,0.035318948247766,0.035262057137823,0.0353758393577091,0.0525442784257367,0.0501649532160903,0.0549236036353832,0,0,0
