"date","ISO2","country","ISO3","population","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high","p_cases_active"
2020-05-17,"VC","Saint Vincent and the Grenadines","VCT",110696,0.142857142857143,0,0.402082007388211,0,0,0,0.272237196765499,0.226944331481748,0.31753006204925,0.142857142857143
2020-05-18,"VC","Saint Vincent and the Grenadines","VCT",110696,0.142857142857143,0,0.402082007388211,0,0,0,0.272237196765499,0.226944331481748,0.31753006204925,0.142857142857143
2020-05-19,"VC","Saint Vincent and the Grenadines","VCT",110696,0.142857142857143,0,0.402082007388211,0,0,0,0.272237196765499,0.226944331481748,0.31753006204925,0.142857142857143
2020-05-20,"VC","Saint Vincent and the Grenadines","VCT",110696,0.166666666666667,0,0.464865690619526,0,0,0,0.317610062893082,0.266442119116955,0.368778006669209,0.166666666666667
2020-05-21,"VC","Saint Vincent and the Grenadines","VCT",110696,0.285714285714286,0,0.620372146798186,0.142857142857143,0,0.402082007388211,0.54177897574124,0.491078770666046,0.592479180816434,0.285714285714286
2020-05-22,"VC","Saint Vincent and the Grenadines","VCT",110696,0.285714285714286,0,0.620372146798186,0.142857142857143,0,0.402082007388211,0.54177897574124,0.491078770666046,0.592479180816434,0.285714285714286
2020-05-23,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.71052857802539,0.166666666666667,0,0.464865690619526,0.632075471698113,0.579072725669041,0.685078217727185,0.333333333333333
2020-05-24,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.71052857802539,0.166666666666667,0,0.464865690619526,0.632075471698113,0.579072725669041,0.685078217727185,0.333333333333333
2020-05-25,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.71052857802539,0.166666666666667,0,0.464865690619526,0.632075471698113,0.579072725669041,0.685078217727185,0.333333333333333
2020-05-26,"VC","Saint Vincent and the Grenadines","VCT",110696,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.754716981132076,0.702914452878235,0.806519509385916,0.4
2020-05-27,"VC","Saint Vincent and the Grenadines","VCT",110696,0.428571428571429,0.0619721094472632,0.795170747695594,0.285714285714286,0,0.620372146798186,0.61455525606469,0.565030463082101,0.664080049047279,0.428571428571429
2020-05-28,"VC","Saint Vincent and the Grenadines","VCT",110696,0.428571428571429,0.0619721094472632,0.795170747695594,0.285714285714286,0,0.620372146798186,0.61455525606469,0.565030463082101,0.664080049047279,0.428571428571429
2020-05-29,"VC","Saint Vincent and the Grenadines","VCT",110696,0.5,0.0999240269703909,0.900075973029609,0.333333333333333,0,0.71052857802539,0.716981132075472,0.667470771496798,0.766491492654145,0.5
2020-05-30,"VC","Saint Vincent and the Grenadines","VCT",110696,0.5,0.0100090038649866,0.989990996135013,0.5,0.0100090038649866,0.989990996135013,0.60377358490566,0.537933720547396,0.669613449263924,0.5
2020-05-31,"VC","Saint Vincent and the Grenadines","VCT",110696,0.5,0.0100090038649866,0.989990996135013,0.5,0.0100090038649866,0.989990996135013,0.60377358490566,0.537933720547396,0.669613449263924,0.5
2020-06-01,"VC","Saint Vincent and the Grenadines","VCT",110696,0.4,0,0.829406594492118,0.4,0,0.829406594492118,0.486792452830189,0.42661364367898,0.546971261981397,0.4
2020-06-02,"VC","Saint Vincent and the Grenadines","VCT",110696,0.5,0.0100090038649866,0.989990996135013,0.5,0.0100090038649866,0.989990996135013,0.608490566037736,0.542788624876173,0.674192507199298,0.5
2020-06-03,"VC","Saint Vincent and the Grenadines","VCT",110696,0.5,0.0100090038649866,0.989990996135013,0.5,0.0100090038649866,0.989990996135013,0.608490566037736,0.542788624876173,0.674192507199298,0.5
2020-06-04,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.182389937106918,0.122366193320717,0.24241368089312,0.333333333333333
2020-06-05,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.136792452830189,0.0905363709129138,0.183048534747464,0.25
2020-06-06,"VC","Saint Vincent and the Grenadines","VCT",110696,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.109433962264151,0.0718472550876816,0.14702066944062,0.2
2020-06-07,"VC","Saint Vincent and the Grenadines","VCT",110696,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0911949685534591,0.0595535947527775,0.122836342354141,0.166666666666667
2020-06-08,"VC","Saint Vincent and the Grenadines","VCT",110696,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0911949685534591,0.0595535947527775,0.122836342354141,0.166666666666667
2020-06-09,"VC","Saint Vincent and the Grenadines","VCT",110696,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0911949685534591,0.0595535947527775,0.122836342354141,0.166666666666667
2020-06-10,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-06-11,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-06-12,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-06-13,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-14,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-06-15,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-06-16,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-06-17,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-06-18,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-06-19,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-06-20,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-21,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-06-22,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-23,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-24,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-25,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-06-26,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-06-27,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-06-28,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-06-29,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-06-30,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-07-01,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-07-02,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-07-03,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-07-04,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-07-05,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-07-06,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0,0,0,0
2020-07-07,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0,0,0,0
2020-07-08,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.2,0,0.550609016230633,0,0,0,0
2020-07-09,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0,0,0,0
2020-07-10,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0,0,0,0
2020-07-11,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.2,0,0.550609016230633,0,0,0,0
2020-07-12,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.2,0,0.550609016230633,0,0,0,0
2020-07-13,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0,0,0,0
2020-07-14,"VC","Saint Vincent and the Grenadines","VCT",110696,0.2,0,0.550609016230633,0.4,0,0.829406594492118,0.00377358490566038,0,0.0111557073357215,0.2
2020-07-15,"VC","Saint Vincent and the Grenadines","VCT",110696,0.2,0,0.550609016230633,0.4,0,0.829406594492118,0.00377358490566038,0,0.0111557073357215,0.2
2020-07-16,"VC","Saint Vincent and the Grenadines","VCT",110696,0.166666666666667,0,0.464865690619526,0.333333333333333,0,0.71052857802539,0.00314465408805031,0,0.00929836431956434,0.166666666666667
2020-07-17,"VC","Saint Vincent and the Grenadines","VCT",110696,0.166666666666667,0,0.464865690619526,0.333333333333333,0,0.71052857802539,0.00314465408805031,0,0.00929836431956434,0.166666666666667
2020-07-18,"VC","Saint Vincent and the Grenadines","VCT",110696,0.2,0,0.550609016230633,0.4,0,0.829406594492118,0.00377358490566038,0,0.0111557073357215,0.2
2020-07-19,"VC","Saint Vincent and the Grenadines","VCT",110696,0.2,0,0.550609016230633,0.4,0,0.829406594492118,0.00377358490566038,0,0.0111557073357215,0.2
2020-07-20,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0.25
2020-07-21,"VC","Saint Vincent and the Grenadines","VCT",110696,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00377358490566038,0,0.0111557073357215,0.2
2020-07-22,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0.25
2020-07-23,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0.25
2020-07-24,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0.25
2020-07-25,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.00628930817610063,0,0.0185773009704059,0.333333333333333
2020-07-26,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.00628930817610063,0,0.0185773009704059,0.333333333333333
2020-07-27,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.00628930817610063,0,0.0185773009704059,0.333333333333333
2020-07-28,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-07-29,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-07-30,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-07-31,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0
2020-08-01,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0
2020-08-02,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.2,0,0.550609016230633,0.00377358490566038,0,0.0111557073357215,0
2020-08-03,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.2,0,0.550609016230633,0.00377358490566038,0,0.0111557073357215,0
2020-08-04,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0
2020-08-05,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0
2020-08-06,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.166666666666667,0,0.464865690619526,0.00314465408805031,0,0.00929836431956434,0
2020-08-07,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.166666666666667,0,0.464865690619526,0.00314465408805031,0,0.00929836431956434,0
2020-08-08,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.166666666666667,0,0.464865690619526,0.00314465408805031,0,0.00929836431956434,0
2020-08-09,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.166666666666667,0,0.464865690619526,0.00314465408805031,0,0.00929836431956434,0
2020-08-10,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.166666666666667,0,0.464865690619526,0.00314465408805031,0,0.00929836431956434,0
2020-08-11,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0
2020-08-12,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0
2020-08-13,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974,0
2020-08-14,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-08-15,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-08-16,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-08-17,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-08-18,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-08-19,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-08-20,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-08-21,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-08-22,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.0125786163522013,0,0.0299013819415159,0
2020-08-23,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.0125786163522013,0,0.0299013819415159,0
2020-08-24,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00943396226415094,0,0.0224467080271918,0
2020-08-25,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00943396226415094,0,0.0224467080271918,0
2020-08-26,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00943396226415094,0,0.0224467080271918,0
2020-08-27,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00943396226415094,0,0.0224467080271918,0
2020-08-28,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.0125786163522013,0,0.0299013819415159,0
2020-08-29,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.0113207547169811,0,0.024058441138122,0
2020-08-30,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.0113207547169811,0,0.024058441138122,0
2020-08-31,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.0113207547169811,0,0.024058441138122,0
2020-09-01,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.0125786163522013,0.000329571335091925,0.0248276613693106,0
2020-09-02,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.0125786163522013,0.000329571335091925,0.0248276613693106,0
2020-09-03,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.0150943396226415,0.000414222198662526,0.0297744570466205,0
2020-09-04,"VC","Saint Vincent and the Grenadines","VCT",110696,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.327044025157233,0.275481881162194,0.378606169152271,0.166666666666667
2020-09-05,"VC","Saint Vincent and the Grenadines","VCT",110696,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.384905660377359,0.326322449901079,0.443488870853638,0.2
2020-09-06,"VC","Saint Vincent and the Grenadines","VCT",110696,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.384905660377359,0.326322449901079,0.443488870853638,0.2
2020-09-07,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.481132075471698,0.413874574266159,0.548389576677237,0.25
2020-09-08,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.481132075471698,0.413874574266159,0.548389576677237,0.25
2020-09-09,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.481132075471698,0.413874574266159,0.548389576677237,0.25
2020-09-10,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.481132075471698,0.413874574266159,0.548389576677237,0.25
2020-09-11,"VC","Saint Vincent and the Grenadines","VCT",110696,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.384905660377359,0.326322449901079,0.443488870853638,0.2
2020-09-12,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.635220125786163,0.560398509038341,0.710041742533986,0.333333333333333
2020-09-13,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.481132075471698,0.413874574266159,0.548389576677237,0.25
2020-09-14,"VC","Saint Vincent and the Grenadines","VCT",110696,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.481132075471698,0.413874574266159,0.548389576677237,0.25
2020-09-15,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.635220125786163,0.560398509038341,0.710041742533986,0.333333333333333
2020-09-16,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.635220125786163,0.560398509038341,0.710041742533986,0.333333333333333
2020-09-17,"VC","Saint Vincent and the Grenadines","VCT",110696,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.635220125786163,0.560398509038341,0.710041742533986,0.333333333333333
2020-09-18,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-09-19,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-09-20,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-09-21,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-09-22,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0
2020-09-23,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-09-24,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-09-25,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-09-26,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-09-27,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-09-28,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-09-29,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-09-30,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-01,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-02,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-03,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-04,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-05,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-06,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-07,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-08,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-09,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-10,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-22,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-23,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-24,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-25,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-26,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-27,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-28,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-29,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-30,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-10-31,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-01,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-02,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-03,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-04,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-05,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-06,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-07,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-08,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-09,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-10,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-11,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-22,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-23,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-24,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-25,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-26,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-27,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-28,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-29,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-11-30,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-12-01,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-12-02,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-12-03,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-12-04,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-12-05,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-12-06,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
2020-12-07,"VC","Saint Vincent and the Grenadines","VCT",110696,0,0,0,0,0,0,0,0,0,0
