"date","ISO2","country","ISO3","population","count_14days","count_local_14days","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high","p_cases_active"
2020-05-06,"SB","Solomon Islands","SLB",728041,3,3,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-05-07,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-08,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-09,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-10,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-11,"SB","Solomon Islands","SLB",728041,5,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-05-12,"SB","Solomon Islands","SLB",728041,5,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-05-13,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-14,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-15,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-16,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-17,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-18,"SB","Solomon Islands","SLB",728041,3,3,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059,0
2020-05-19,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0
2020-05-20,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"SB","Solomon Islands","SLB",728041,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"SB","Solomon Islands","SLB",728041,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,"SB","Solomon Islands","SLB",728041,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,"SB","Solomon Islands","SLB",728041,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,"SB","Solomon Islands","SLB",728041,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,"SB","Solomon Islands","SLB",728041,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,"SB","Solomon Islands","SLB",728041,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,"SB","Solomon Islands","SLB",728041,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,"SB","Solomon Islands","SLB",728041,6,6,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0
2020-05-30,"SB","Solomon Islands","SLB",728041,6,6,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0
2020-05-31,"SB","Solomon Islands","SLB",728041,6,6,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0
2020-06-01,"SB","Solomon Islands","SLB",728041,7,7,0,0,0,0,0,0,0.142857142857143,0,0.402082007388211,0,0,0,0
2020-06-02,"SB","Solomon Islands","SLB",728041,6,6,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0
2020-06-03,"SB","Solomon Islands","SLB",728041,6,6,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0
2020-06-04,"SB","Solomon Islands","SLB",728041,6,6,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0
2020-06-05,"SB","Solomon Islands","SLB",728041,7,7,0,0,0,0,0,0,0.142857142857143,0,0.402082007388211,0.0107816711590297,0.000272940662938622,0.0212904016551207,0
2020-06-06,"SB","Solomon Islands","SLB",728041,9,9,0,0,0,0,0,0,0.111111111111111,0,0.316430196199952,0.00838574423480084,0.00020239494622651,0.0165690935233752,0
2020-06-07,"SB","Solomon Islands","SLB",728041,8,8,0,0,0,0,0,0,0.125,0,0.354172303767662,0.00943396226415094,0.000232561493248209,0.0186353630350537,0
2020-06-08,"SB","Solomon Islands","SLB",728041,8,8,0,0,0,0,0,0,0.125,0,0.354172303767662,0.00943396226415094,0.000232561493248209,0.0186353630350537,0
2020-06-09,"SB","Solomon Islands","SLB",728041,9,9,0,0,0,0,0,0,0.111111111111111,0,0.316430196199952,0.00838574423480084,0.00020239494622651,0.0165690935233752,0
2020-06-10,"SB","Solomon Islands","SLB",728041,8,8,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.25,0,0.550056979772207,0.172169811320755,0.136235088904626,0.208104533736883,0.125
2020-06-11,"SB","Solomon Islands","SLB",728041,9,9,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.222222222222222,0,0.493833841502414,0.153039832285115,0.120730897844659,0.185348766725572,0.111111111111111
2020-06-12,"SB","Solomon Islands","SLB",728041,8,8,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.172169811320755,0.136235088904626,0.208104533736883,0.125
2020-06-13,"SB","Solomon Islands","SLB",728041,8,8,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.172169811320755,0.136235088904626,0.208104533736883,0.125
2020-06-14,"SB","Solomon Islands","SLB",728041,9,9,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.153039832285115,0.120730897844659,0.185348766725572,0.111111111111111
