ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
CL,CHL,Chile,2020-04-23,2020-04-23,1021,1,1021,14232568.9462454,0,0,16,16,17,19,3,43304.3791356615,2,19319.4430532798,206,57371.7282880159,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-04-24,2020-04-24,1052,1,1052,14275321.1898309,0,0,18,22,17,23,8,182461.796340205,4,133351.687610171,212,59432.9879869865,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-04-25,2020-04-25,1089,1,1089,14123572.586749,0,0,20,21,16,22,11,172567.440024614,5,81983.0990083789,203,61780.5337552586,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-04-26,2020-04-26,1149,1,1149,14243788.2142256,0,0,23,22,30,31,5,56518.9508974892,2,26724.3740722824,199,64757.908875994,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-04-27,2020-04-27,1093,1,1093,14327529.0600726,0,0,17,15,13,26,6,70649.0851987369,3,30271.5393711608,322,61494.2476859572,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-04-28,2020-04-28,1229,1,1229,14163964.9152577,0,0,11,11,12,20,8,68154.810305879,5,42992.5211492306,202,68994.9427016558,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-04-29,2020-04-29,1183,1,1183,13972113.0323825,0,0,11,14,10,22,7,78933.4409884493,3,35835.3544414408,257,67162.7118581264,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-04-30,2020-04-30,1134,1,1134,14200460.0931846,0,0,23,23,26,32,5,65910.6436880937,3,19973.7228178811,291,64070.8223096705,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-05-01,2020-05-01,1034,1,1034,14207168.5424634,0,0,15,19,16,17,7,113894.189186282,2,33484.5319865911,226,58230.5864959203,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-05-02,2020-05-02,904,1,904,14169151.5527505,0,0,9,13,11,17,5,56230.7965401446,5,56230.7965401446,205,50672.6342663613,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-05-03,2020-05-03,2246,1,2246,14046692.4953621,0,0,27,32,27,39,13,56149.610774568,8,35598.7511435552,628,127225.529197576,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-05-04,2020-05-04,2255,1,2255,14266375.1408002,0,0,26,31,33,45,11,72501.919679858,8,44652.8171368174,439,127683.586908459,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,CHL,Chile,2020-05-05,2020-05-05,2194,1,2194,14276684.1853579,0,0,31,32,36,41,14,84179.3844509538,9,51414.3361871862,699,124419.925718422,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
