ISO2,ISO_3,country_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
NO,NOR,Norway,2020-04-23,2020-04-23,101,0,0,0,0,0,0,0,0,0.0022312090363966,0.00109205199768025,0.00648472407103623,0.00555996291419097,0.007692810357813,7.42104686923666e-05,0.00515421024247878,0.0048649300418629,0.00622660573995103,6.58723150642936e-05,0.00227843982047203,0.000529841103407814,,,,,
NO,NOR,Norway,2020-04-24,2020-04-24,898,0.00779510022271715,0.00575203417970547,0.00866718290191295,8.4229325962763e-05,0.00779510022271715,0.00575203417970547,0.00866718290191295,8.4229325962763e-05,0.00207544479475277,0.000355036075021412,0.00657095404025195,0.00563354168165027,0.00778725259704234,7.54719331715058e-05,0.00513011350856902,0.00488292268539838,0.00621065632336327,6.64287299565043e-05,0.00224784291115138,0.000514133450283601,,,,,
NO,NOR,Norway,2020-04-25,2020-04-25,511,0.00391389432485323,0.00541365567447881,0.00480507141410494,6.66435805623406e-05,0.00391389432485323,0.00541365567447881,0.00480507141410494,6.66435805623406e-05,0.00382094547482917,0.000638597701141395,0.00664138657503254,0.0056879050073623,0.00786234571713155,7.66228707706088e-05,0.00508837319358746,0.00488236727259367,0.00617444661728213,6.68632884033508e-05,0.00221360456492837,0.000497937213537499,,,,,
NO,NOR,Norway,2020-04-26,2020-04-26,611,0.00981996726677578,0.00781879070811542,0.0131201641191772,0.000110636809198734,0.00818330605564648,0.00714344310219415,0.0102399475885324,9.78839976856745e-05,0.00200540994310232,0.000423414886378231,0.0066939362294077,0.00572012553849764,0.00791581851943529,7.76471105625725e-05,0.00502933813820486,0.0048618841309287,0.00611831483240777,6.71750497919803e-05,0.00217572661928357,0.000481238180716691,,,,,
NO,NOR,Norway,2020-04-27,2020-04-27,631,0.0158478605388273,0.00974428218550727,0.0197326952589439,0.000134201561449134,0.0142630744849445,0.00925167779247729,0.0181257631642744,0.000128726567398666,0.00249342947637981,0.000463277889413819,0.00672752542027751,0.00572789212229014,0.00794627794565922,7.8531158091986e-05,0.0049549113941157,0.00482096212212845,0.00604404317497967,6.73695175331516e-05,0.00213422734751718,0.00046403743877306,,,,,
NO,NOR,Norway,2020-04-28,2020-04-28,567,0.00529100529100529,0.00597136587675655,0.00503408919915888,6.57373288163895e-05,0.0017636684303351,0.00345367699911867,0.00243610625192681,4.57895075607548e-05,0.00207348218575366,0.000448322726647961,0.00674123901177351,0.00570951654910079,0.00795251568849025,7.92617369908285e-05,0.00486755079109806,0.00475979675607859,0.00595400420101179,6.74547306606171e-05,0.00208918664230871,0.000446364173061222,,,,,
NO,NOR,Norway,2020-04-29,2020-04-29,504,0.00396825396825397,0.00548869556255141,0.0025726092664932,4.83272847895593e-05,0.00396825396825397,0.00548869556255141,0.0025726092664932,4.83272847895593e-05,0.00190638782188078,0.000456044878412389,0.00673479800487614,0.00566436260881516,0.00793373838777934,7.98269152915916e-05,0.00477047904959493,0.00467956240780196,0.00585106777692322,6.74402695607251e-05,0.00204069824595164,0.000428281261333756,4.1678988973318e-05,4.01546716610571e-05,-6.39551988139755e-05,-6.25896605046351e-05,-3.96235957533976e-05
NO,NOR,Norway,2020-04-30,2020-04-30,515,0.00194174757281553,0.00380205860633055,0.00358127903569798,5.7872068180748e-05,0.00194174757281553,0.00380205860633055,0.00358127903569798,5.7872068180748e-05,0.00183949702111303,0.000440058049019393,0.00670848228148025,0.00559299069851081,0.00788950171645929,8.02159248091905e-05,0.00466740609193348,0.00458240378530441,0.00573830410261913,6.73355985368059e-05,0.00198894595783163,0.00040989924690435,2.29213735380506e-05,1.70415199028245e-05,-7.71179027725893e-05,-7.87253701240224e-05,-4.31494922199578e-05
NO,NOR,Norway,2020-05-01,2020-05-01,516,0.00968992248062015,0.00845218493316776,0.0116929150358547,0.000104680712195959,0.00193798449612403,0.00379469742943741,0.00157881075628885,3.86617270399706e-05,0.00143325707670682,0.000389277285259361,0.00666370682806956,0.00549761872442162,0.00782052251803607,8.04243606545602e-05,0.00456258723700566,0.0044716490829165,0.00561916776812537,6.71523146922089e-05,0.00193414067741429,0.000391377454845324,3.72004217283672e-06,-6.97053318258079e-06,-8.76309927636339e-05,-9.25464748594593e-05,-4.65773145856803e-05
NO,NOR,Norway,2020-05-02,2020-05-02,469,0.00639658848614073,0.00721510096252964,0.00567042621488104,7.22493006163358e-05,0.00426439232409382,0.00589742280792941,0.00459037605012416,6.50407690052472e-05,0.00218082689686506,0.000503186475733167,0.00660300601393076,0.00538209464510911,0.00772886771431472,8.04554744588191e-05,0.00446033169721611,0.00435155953260244,0.00549707940757717,6.69019073252907e-05,0.00187662673195935,0.000372931636652552,-1.5155035912823e-05,-3.11584675200962e-05,-9.48344068314588e-05,-0.000103539237471766,-4.98499812207037e-05
