ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_active
CK,COK,Cook Islands,2020-09-13,2020-04-29,100,2,70,0.06,0.046546565661405,0.0750828610109191,0.000304527357796715,0.06,0.046546565661405,0.0750828610109191,0.000304527357796715,0.0641894957806225,0.0101420271094404,9,2,0.0526603615204076,0.0436784127279359,0.031698700070709,0.000184999987281682,0.0526603615204076,0.0436784127279359,0.031698700070709,0.000184999987281682,0.0580559861546096,0.00965166223734714,0.0526603615204076
CK,COK,Cook Islands,2020-09-14,2020-05-09,100,2,69,0.06,0.046546565661405,0.0748737904388193,0.000303713712138815,0.06,0.046546565661405,0.0748737904388193,0.000303713712138815,0.0641894957806225,0.0101420271094404,9,2,0.0524556116232963,0.0435975150747963,0.0306282628440965,0.000181855242125411,0.0524556116232963,0.0435975150747963,0.0306282628440965,0.000181855242125411,0.0579384637919656,0.00964194947109659,0.0524556116232963
CK,COK,Cook Islands,2020-09-16,2020-05-12,100,1,69,0.05,0.042716424707947,0.0141515095313262,0.000139929591454613,0.05,0.042716424707947,0.0141515095313262,0.000139929591454613,0.0552742880333138,0.00945612650163743,8,1,0.0520313637953394,0.0434293523551321,0.0284914791378487,0.000175504923682499,0.0520313637953394,0.0434293523551321,0.0284914791378487,0.000175504923682499,0.0577167164978027,0.00962351988511382,0.0520313637953394
CK,COK,Cook Islands,2020-09-19,2020-05-12,101,1,70,0.0495049504950495,0.042304508043671,0.0141032100966919,0.000139455424497483,0.0495049504950495,0.042304508043671,0.0141032100966919,0.000139455424497483,0.0546734805546909,0.00935631621965274,8,1,0.0513587724800133,0.0431609897880173,0.0253607647793344,0.000165991957685712,0.0513587724800133,0.0431609897880173,0.0253607647793344,0.000165991957685712,0.0574287652073728,0.00959926086585399,0.0513587724800133
CK,COK,Cook Islands,2020-09-21,2020-05-13,100,1,70,0.05,0.042716424707947,0.0142127409672171,0.000140530681167609,0.05,0.042716424707947,0.0142127409672171,0.000140530681167609,0.0552742880333138,0.00945612650163743,9,1,0.0508830048701608,0.0429695306744153,0.023372120725489,0.000159781585165642,0.0508830048701608,0.0429695306744153,0.023372120725489,0.000159781585165642,0.0572745467433421,0.00958591826800748,0.0508830048701608
CK,COK,Cook Islands,2020-09-26,2020-05-13,101,1,71,0.0495049504950495,0.042304508043671,0.013964572280182,0.000138094253880494,0.0495049504950495,0.042304508043671,0.013964572280182,0.000138094253880494,0.0546734805546909,0.00935631621965274,9,1,0.0495929580920095,0.042442645116797,0.0189905331773671,0.0001454125794814,0.0495929580920095,0.042442645116797,0.0189905331773671,0.0001454125794814,0.0570475409651293,0.00956425940903294,0.0495929580920095
CK,COK,Cook Islands,2020-09-27,2020-05-15,100,1,71,0.05,0.042716424707947,0.0139070334287104,0.000137529270450329,0.05,0.042716424707947,0.0139070334287104,0.000137529270450329,0.0546734805546909,0.00935631621965274,9,1,0.0493165702815675,0.0423282566650963,0.0182418040833761,0.000142819988446612,0.0493165702815675,0.0423282566650963,0.0182418040833761,0.000142819988446612,0.0570302336485045,0.00956193525014867,0.0493165702815675
CK,COK,Cook Islands,2020-09-28,2020-05-16,100,1,71,0.05,0.042716424707947,0.0137618656489563,0.000136103696114225,0.05,0.042716424707947,0.0137618656489563,0.000136103696114225,0.0559962260519818,0.00946219412842203,9,1,0.0490338052430373,0.0422107031219258,0.017540906585648,0.000140340467372611,0.0490338052430373,0.0422107031219258,0.017540906585648,0.000140340467372611,0.05702180251431,0.0095602138226437,0.0490338052430373
CK,COK,Cook Islands,2020-09-30,2020-05-17,100,1,71,0.05,0.042716424707947,0.0124564339414256,0.000123274591255339,0.05,0.042716424707947,0.0124564339414256,0.000123274591255339,0.0566115691954101,0.0095630559490413,9,1,0.048451612852718,0.0419671008099015,0.0162878708464724,0.000135749691217644,0.048451612852718,0.0419671008099015,0.0162878708464724,0.000135749691217644,0.057029456937115,0.00955838514572416,0.048451612852718
CK,COK,Cook Islands,2020-10-04,2020-05-18,100,1,71,0.05,0.042716424707947,0.0119287529056891,0.00011808395304652,0.05,0.042716424707947,0.0119287529056891,0.00011808395304652,0.0583946107448719,0.00970330491412393,9,1,0.0472343257876118,0.0414518377712553,0.0143787660232324,0.000128142626592564,0.0472343257876118,0.0414518377712553,0.0143787660232324,0.000128142626592564,0.0571176861579453,0.00955877545851193,0.0472343257876118
CK,COK,Cook Islands,2020-10-05,2020-05-20,100,1,71,0.05,0.042716424707947,0.0117579869865646,0.000116403581201629,0.05,0.042716424707947,0.0117579869865646,0.000116403581201629,0.0583946107448719,0.00970330491412393,9,1,0.0469249352106878,0.0413198092599169,0.014021286065751,0.000126579437042687,0.0469249352106878,0.0413198092599169,0.014021286065751,0.000126579437042687,0.0571498718520471,0.00955927173393864,0.0469249352106878
CK,COK,Cook Islands,2020-10-07,2020-05-20,101,1,72,0.0495049504950495,0.042304508043671,0.0115538589918878,0.000114394535208578,0.0495049504950495,0.042304508043671,0.0115538589918878,0.000114394535208578,0.0577598867150363,0.00960106855160084,9,1,0.0463092452353545,0.0410560223397715,0.0134387626181213,0.000123854490505669,0.0463092452353545,0.0410560223397715,0.0134387626181213,0.000123854490505669,0.0572171988280835,0.00955992827000393,0.0463092452353545
CK,COK,Cook Islands,2020-10-10,2020-05-21,100,1,72,0.04,0.0384072934108425,0.0109426323262644,0.000111365436081049,0.04,0.0384072934108425,0.0109426323262644,0.000111365436081049,0.0577598867150363,0.00960106855160084,9,1,0.0454183307576834,0.0406722774597658,0.0128630052451156,0.000120729203029376,0.0454183307576834,0.0406722774597658,0.0128630052451156,0.000120729203029376,0.0573095420777677,0.00955877685186625,0.0454183307576834
CK,COK,Cook Islands,2020-10-13,2020-05-23,100,1,72,0.04,0.0384072934108425,0.0109401755577427,0.000111340571320774,0.04,0.0384072934108425,0.0109401755577427,0.000111340571320774,0.0577598867150363,0.00960106855160084,9,1,0.0446044675475262,0.0403201989142302,0.0125846499234393,0.00011864734934143,0.0446044675475262,0.0403201989142302,0.0125846499234393,0.00011864734934143,0.0573601200297799,0.00955250374713462,0.0446044675475262
CK,COK,Cook Islands,2020-10-14,2020-05-24,101,2,72,0.0396039603960396,0.0380348662281565,0.0106585800366379,0.00010849015264231,0.0396039603960396,0.0380348662281565,0.0106585800366379,0.00010849015264231,0.057138812664337,0.00950096096969238,9,1,0.0443562697217099,0.0402126574813594,0.0125454155674575,0.00011815582642176,0.0443562697217099,0.0402126574813594,0.0125454155674575,0.00011815582642176,0.0573614286718584,0.00954877478600581,0.0443562697217099
CK,COK,Cook Islands,2020-10-16,2020-05-27,100,3,71,0.04,0.0384072934108425,0.010550146984283,0.000107392333233344,0.04,0.0384072934108425,0.010550146984283,0.000107392333233344,0.0577598867150363,0.00960106855160084,9,1,0.0438985325504591,0.0400142921811276,0.0125307698284127,0.000117429480081402,0.0438985325504591,0.0400142921811276,0.0125307698284127,0.000117429480081402,0.0573298736181249,0.00953795150368545,0.0438985325504591
CK,COK,Cook Islands,2020-10-20,2020-05-27,101,1,72,0.0396039603960396,0.0380348662281565,0.0104962220299053,0.000106846330361771,0.0396039603960396,0.0380348662281565,0.0104962220299053,0.000106846330361771,0.0575749868068128,0.00953494900543354,9,1,0.0431341035173768,0.039683790993916,0.0126808908419531,0.000116753444331748,0.0431341035173768,0.039683790993916,0.0126808908419531,0.000116753444331748,0.0570730818415156,0.00949794928676209,0.0431341035173768
CK,COK,Cook Islands,2020-10-23,2020-05-28,100,1,72,0.05,0.042716424707947,0.0157548920542703,0.000131296130560532,0.05,0.042716424707947,0.0157548920542703,0.000131296130560532,0.0584473350917645,0.0096024645950964,9,1,0.0426666359489188,0.039483136013916,0.0128720497088952,0.000116639771059591,0.0426666359489188,0.039483136013916,0.0128720497088952,0.000116639771059591,0.0566238248226696,0.00944399376843403,0.0426666359489188
CK,COK,Cook Islands,2020-10-25,2020-05-28,101,1,73,0.0495049504950495,0.042304508043671,0.0156559959638842,0.000130478517496653,0.0495049504950495,0.042304508043671,0.0156559959638842,0.000130478517496653,0.0578255549312139,0.00950344709425873,9,1,0.0423854622981357,0.0393632765151366,0.0130056138174734,0.000116628359925008,0.0423854622981357,0.0393632765151366,0.0130056138174734,0.000116628359925008,0.0561461477909173,0.00939136105291127,0.0423854622981357
CK,COK,Cook Islands,2020-10-28,2020-06-02,100,1,73,0.04,0.0384072934108425,0.014529322453324,0.000123821919885019,0.04,0.0384072934108425,0.014529322453324,0.000123821919885019,0.0575749868068128,0.00953494900543354,10,1,0.0419812886636987,0.0391917814551542,0.0131837721061141,0.000116581633729017,0.0419812886636987,0.0391917814551542,0.0131837721061141,0.000116581633729017,0.0550697329747827,0.00927851231664063,0.0419812886636987
CK,COK,Cook Islands,2020-10-29,2020-06-02,101,1,74,0.0396039603960396,0.0380348662281565,0.0131969662972533,0.000112543304712298,0.0396039603960396,0.0380348662281565,0.0131969662972533,0.000112543304712298,0.0569624869471659,0.00943657838927244,10,1,0.041846862768782,0.0391348100327426,0.0132331123562252,0.00011654180043473,0.041846862768782,0.0391348100327426,0.0132331123562252,0.00011654180043473,0.0545958920621523,0.00923001450430814,0.041846862768782
CK,COK,Cook Islands,2020-10-30,2020-06-03,100,1,74,0.04,0.0384072934108425,0.0132117853584764,0.000112668835193257,0.04,0.0384072934108425,0.0132117853584764,0.000112668835193257,0.0575749868068128,0.00953494900543354,10,1,0.0417115443751524,0.0390773717927287,0.0132784965959629,0.000116492247674551,0.0417115443751524,0.0390773717927287,0.0132784965959629,0.000116492247674551,0.0540564411501417,0.00917528865656095,0.0417115443751524
CK,COK,Cook Islands,2020-11-03,2020-06-09,100,2,73,0.04,0.0384072934108425,0.0133745020964478,0.000114047063813694,0.04,0.0384072934108425,0.0133745020964478,0.000114047063813694,0.0569624869471659,0.00943657838927244,10,1,0.0411401342265189,0.0388323540910588,0.0133936191119864,0.000116117940921768,0.0411401342265189,0.0388323540910588,0.0133936191119864,0.000116117940921768,0.051160694161486,0.00888616564970318,0.0411401342265189
CK,COK,Cook Islands,2020-11-04,2020-06-11,100,1,73,0.04,0.0384072934108425,0.0134083692677381,0.00011433389360241,0.04,0.0384072934108425,0.0134083692677381,0.00011433389360241,0.0569624869471659,0.00943657838927244,10,1,0.0409869451290965,0.0387655843993126,0.0134055908036531,0.000115983087615653,0.0409869451290965,0.0387655843993126,0.0134055908036531,0.000115983087615653,0.0502413351583855,0.00879527759165596,0.0409869451290965
CK,COK,Cook Islands,2020-11-11,2020-06-12,100,1,73,0.04,0.0384072934108425,0.0134493236871125,0.000114680733831725,0.04,0.0384072934108425,0.0134493236871125,0.000114680733831725,0.0569624869471659,0.00943657838927244,10,1,0.0397232032405988,0.0381902694851476,0.0133172340642763,0.000114716232605984,0.0397232032405988,0.0381902694851476,0.0133172340642763,0.000114716232605984,0.0419440913431507,0.00798259249129363,0.0397232032405988
CK,COK,Cook Islands,2020-11-14,2020-06-12,101,1,74,0.0396039603960396,0.0380348662281565,0.0133595733052174,0.000113920624880459,0.0396039603960396,0.0380348662281565,0.0133595733052174,0.000113920624880459,0.0563628818214063,0.00934021393227076,10,1,0.0390296229506271,0.0378579452321168,0.0131971434076301,0.000114060543958389,0.0390285381217419,0.0378574055648659,0.0131968819247704,0.000114059369612096,0.0378923181383454,0.00758825559625221,0.0390296229506271
CK,COK,Cook Islands,2020-11-15,2020-06-14,100,1,74,0.04,0.0384072934108425,0.0133375885136063,0.000113734421852538,0.04,0.0384072934108425,0.0133375885136063,0.000113734421852538,0.0233028355692951,0.00614242617183249,10,1,0.0387725372067509,0.0377327650448967,0.0131474296169223,0.000113830232199968,0.0387706714543326,0.0377318369618905,0.0131469804696331,0.000113828215035061,0.0365668350070184,0.00745943405814446,0.0387725372067509
CK,COK,Cook Islands,2020-11-16,2020-06-15,100,1,74,0.04,0.0384072934108425,0.0133024113301485,0.000113436475441826,0.04,0.0384072934108425,0.0133024113301485,0.000113436475441826,0.0231172295512203,0.00615130366169381,10,1,0.0385019569759279,0.037600150788024,0.0130932375000605,0.000113593674196628,0.0384993811063859,0.0375988694742887,0.0130926174358378,0.000113590889426749,0.0352749822356853,0.00733392475774889,0.0385019569759279
CK,COK,Cook Islands,2020-11-20,2020-06-19,100,1,74,0.04,0.0384072934108425,0.0133932794437098,0.000114206095228262,0.04,0.0384072934108425,0.0133932794437098,0.000114206095228262,0.0231172295512203,0.00615130366169381,10,1,0.0372976494279214,0.0370027429628448,0.0128384442716868,0.000112588247484161,0.0372882070138473,0.0369980462104266,0.0128361685262282,0.000112578027262144,0.0306401668863027,0.00688359695019406,0.0372976494279214
CK,COK,Cook Islands,2020-11-23,2020-06-22,100,1,74,0.04,0.0384072934108425,0.0136378105824119,0.000116276829161891,0.04,0.0384072934108425,0.0136378105824119,0.000116276829161891,0.0233685037854727,0.00621736588687266,10,1,0.0363086397149325,0.0365070331488499,0.0126201335376297,0.000111787562836351,0.036287341995806,0.0364964395517451,0.0126150005814202,0.000111764511141211,0.0278967879293885,0.00661633442901182,0.0363086397149325
CK,COK,Cook Islands,2020-11-26,2020-06-22,101,1,75,0.0396039603960396,0.0380348662281565,0.0136045092425433,0.000115994857894283,0.0396039603960396,0.0380348662281565,0.0136045092425433,0.000115994857894283,0.0231172295512203,0.00615130366169381,10,1,0.0353119936521216,0.0360051157189593,0.0123956872973247,0.00011098268819829,0.0352672576174598,0.035982864000073,0.0123849055216525,0.000110934268266609,0.025825015165361,0.00641328721679551,0.0353119936521216
CK,COK,Cook Islands,2020-11-29,2020-06-24,100,1,75,0.04,0.0384072934108425,0.0136363507750335,0.000116264468787642,0.04,0.0384072934108425,0.0136363507750335,0.000116264468787642,0.0233685037854727,0.00621736588687266,10,1,0.0343727696518376,0.0355308505222162,0.0121811766487887,0.000110218995582723,0.0342846032337487,0.0354869969476087,0.0121599276172272,0.000110123568531694,0.0243552352489099,0.00626770932420094,0.0343727696518376
CK,COK,Cook Islands,2020-12-01,2020-07-01,100,2,74,0.04,0.0384072934108425,0.0136133371297938,0.000116069606891487,0.04,0.0384072934108425,0.0136133371297938,0.000116069606891487,0.023625300530368,0.00628486215106526,10,1,0.0338069573322183,0.0352447804192398,0.0120506397120648,0.000109755921949363,0.0336727496689644,0.0351780265763052,0.0120182938935905,0.000109610660811449,0.0236552034123222,0.00619744840773663,0.0338069573322183
CK,COK,Cook Islands,2020-12-02,2020-07-03,100,3,73,0.03,0.0334344809563718,0.010885871693525,0.000104162069681089,0.03,0.0334344809563718,0.010885871693525,0.000104162069681089,0.0218422589809063,0.00604856081072499,9,1,0.0335474436563173,0.0351135240963736,0.011990413695241,0.000109543020249514,0.0333833524676431,0.0350319066881289,0.0119508652514503,0.000109365413221113,0.0233762659108164,0.00616916793841427,0.0335474436563173
