ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_active
PN,PCN,Pitcairn,2020-12-12,2020-04-29,100,1,90,0.02,0.0274394957835608,0.0223938079398054,0.000185664599666794,0.01,0.0195013954179879,0.0187320489304017,0.000170125575829645,0.00852435531108498,0.00354682139400008,7,1,0.02,0.0274394957835608,0.0216962510233981,0.000179942771306459,0.01,0.0195013954179879,0.0181485541391181,0.000164873237098863,0.015739628068547,0.0046881086852004,0.02
PN,PCN,Pitcairn,2020-12-13,2020-04-30,100,1,90,0.02,0.0274394957835608,0.0221044615728988,0.000183292779711175,0.01,0.0195013954179879,0.0184900154934222,0.000167948122533665,0.00852435531108498,0.00354682139400008,7,1,0.02,0.0274394957835608,0.0216045334574408,0.000179190243371955,0.01,0.0195013954179879,0.0180718339163714,0.000164182486729464,0.0163156856041545,0.00477944643160176,0.02
PN,PCN,Pitcairn,2020-12-14,2020-05-03,100,1,90,0.02,0.0274394957835608,0.0221661101127645,0.000183798182830299,0.01,0.0195013954179879,0.0185415834745516,0.000168412099430063,0.0216983589736709,0.00562104883410135,7,1,0.02,0.0274394957835608,0.0215019606362546,0.000178348633910353,0.01,0.0195013954179879,0.0179860334526648,0.000163409970299404,0.0169302517626777,0.00487687467032298,0.02
PN,PCN,Pitcairn,2020-12-17,2020-05-05,100,1,90,0.02,0.0274394957835608,0.0206844571950343,0.000171642423011891,0.01,0.0195013954179879,0.0173022053827415,0.000157254097659061,0.0219291925797737,0.00568017697878317,7,1,0.02,0.0274394957835608,0.0211480677390315,0.000175444826683487,0.01,0.0195013954179879,0.0176900079136086,0.000160744573186057,0.0188672184736826,0.00518379921794095,0.02
PN,PCN,Pitcairn,2020-12-21,2020-05-06,100,1,90,0.02,0.0274394957835608,0.0204751005099848,0.000169923312998121,0.01,0.0195013954179879,0.0171270819879713,0.00015567632771414,0.0223207853044126,0.00572952111770555,8,1,0.02,0.0274394957835608,0.0207055854796338,0.000171813823474078,0.01,0.0195013954179879,0.0173198788423871,0.00015741172987247,0.0209460026862352,0.00551279773881141,0.02
PN,PCN,Pitcairn,2020-12-22,2020-05-07,100,1,90,0.02,0.0274394957835608,0.0206475627604254,0.0001713394954089,0.01,0.0195013954179879,0.0172713438001018,0.000156976071662386,0.0223207853044126,0.00572952111770555,8,1,0.02,0.0274394957835608,0.020622291826674,0.000171130262926904,0.01,0.0195013954179879,0.0172502050831484,0.000156784308274766,0.0212872411505266,0.00556673079894432,0.02
PN,PCN,Pitcairn,2020-12-24,2020-05-09,100,1,90,0.02,0.0274394957835608,0.0205432581714399,0.000170483023325631,0.01,0.0195013954179879,0.0171840947413534,0.000156190013996484,0.0223207853044126,0.00572952111770555,8,1,0.02,0.0274394957835608,0.0204937412779401,0.000170075235448271,0.01,0.0195013954179879,0.0171426746812004,0.000155815936616384,0.0217661192031829,0.00564234363330142,0.02
PN,PCN,Pitcairn,2020-12-25,2020-05-10,100,1,90,0.02,0.0274394957835608,0.0198980112733688,0.000165182674008025,0.01,0.0195013954179879,0.0166443564128231,0.000151325748782756,0.0223207853044126,0.00572952111770555,8,1,0.02,0.0274394957835608,0.0204461998197178,0.000169685030631712,0.01,0.0195013954179879,0.0171029070398936,0.000155457785907335,0.0219229453112106,0.00566707421273806,0.02
PN,PCN,Pitcairn,2020-12-26,2020-05-12,100,1,90,0.02,0.0274394957835608,0.0202783649513449,0.000168307499797693,0.01,0.0195013954179879,0.0169625159561155,0.000154193414461367,0.0223207853044126,0.00572952111770555,8,1,0.02,0.0274394957835608,0.0204076972871621,0.000169368998363631,0.01,0.0195013954179879,0.0170707003099924,0.00015516771718251,0.0220385899627777,0.00568529290594059,0.02
PN,PCN,Pitcairn,2020-12-27,2020-05-15,100,1,90,0.02,0.0274394957835608,0.0202390943295063,0.000167984925915612,0.01,0.0195013954179879,0.0169296667322683,0.000153897378246948,0.0223207853044126,0.00572952111770555,8,1,0.02,0.0274394957835608,0.0203766110787079,0.000169113826222073,0.01,0.0195013954179879,0.0170446972121991,0.000154933510763433,0.0221224533376554,0.00569849001582137,0.02
