"date","ISO2","country","ISO3","population","p_cli_local","p_cli_local_low","p_cli_local_high","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high","p_cases_active"
2020-05-16,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.0134770889487871,0.00174398896693721,0.0252101889306369,0
2020-05-17,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.0157232704402516,0.00205024625527756,0.0293962946252256,0
2020-05-18,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.0188679245283019,0.00248652674456564,0.0352493223120381,0
2020-05-19,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.0188679245283019,0.00248652674456564,0.0352493223120381,0
2020-05-20,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.0188679245283019,0.000552965022852563,0.0371828840337512,0
2020-05-21,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.0188679245283019,0.000552965022852563,0.0371828840337512,0
2020-05-22,"MP","Northern Mariana Islands","MNP",56801,0.00943396226415094,0,0.0278367638059564,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-05-23,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-05-24,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-05-25,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-05-26,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-05-27,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-05-28,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-05-29,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-05-30,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-05-31,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-06-01,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-06-02,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-06-03,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434,0
2020-06-04,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835,0
2020-06-05,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0,0,0,0,0,0,0.125
2020-06-17,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0,0,0,0,0,0,0.125
2020-06-18,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0,0,0,0,0,0,0.125
2020-06-19,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0,0,0,0,0,0,0.125
2020-06-20,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0,0,0,0,0,0,0.111111111111111
2020-06-21,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0,0,0,0,0,0,0.111111111111111
2020-06-22,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0,0,0,0,0,0,0.125
2020-06-23,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.222222222222222,0,0.493833841502414,0.222222222222222,0,0.493833841502414,0.111111111111111,0,0.316430196199952,0,0,0,0.222222222222222
2020-06-24,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.25,0,0.550056979772207,0.25,0,0.550056979772207,0.125,0,0.354172303767662,0,0,0,0.25
2020-06-25,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.25,0,0.550056979772207,0.25,0,0.550056979772207,0.125,0,0.354172303767662,0,0,0,0.25
2020-06-26,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.25,0,0.550056979772207,0.25,0,0.550056979772207,0.125,0,0.354172303767662,0,0,0,0.25
2020-06-27,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.222222222222222,0,0.493833841502414,0.222222222222222,0,0.493833841502414,0.111111111111111,0,0.316430196199952,0,0,0,0.222222222222222
2020-06-28,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.25,0,0.550056979772207,0.25,0,0.550056979772207,0.125,0,0.354172303767662,0,0,0,0.25
2020-06-29,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.222222222222222,0,0.493833841502414,0.222222222222222,0,0.493833841502414,0.111111111111111,0,0.316430196199952,0,0,0,0.222222222222222
2020-06-30,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0,0,0,0.125
2020-07-01,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0,0,0,0.125
2020-07-02,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0,0,0,0.125
2020-07-03,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0,0,0,0.125
2020-07-04,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0,0,0,0.142857142857143
2020-07-05,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667
2020-07-06,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0,0,0,0.142857142857143
2020-07-07,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-10,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-11,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,"MP","Northern Mariana Islands","MNP",56801,1,1,1,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0.314465408805031,0.263434223264162,0.365496594345901,0
2020-07-18,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0.314465408805031,0.263434223264162,0.365496594345901,0
2020-07-19,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0.314465408805031,0.263434223264162,0.365496594345901,0
2020-07-20,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064,0
2020-07-21,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064,0
2020-07-22,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0.314465408805031,0.263434223264162,0.365496594345901,0
2020-07-23,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0.314465408805031,0.263434223264162,0.365496594345901,0
2020-07-24,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.166666666666667,0,0.464865690619526,0.314465408805031,0.263434223264162,0.365496594345901,0
2020-07-25,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.142857142857143,0,0.402082007388211,0,0,0,0.142857142857143,0,0.402082007388211,0.269541778975741,0.224390311284278,0.314693246667205,0
2020-07-26,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.314465408805031,0.263434223264162,0.365496594345901,0
2020-07-27,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.2,0,0.550609016230633,0,0,0,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064,0
2020-07-28,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.25,0,0.674344650278564,0,0,0,0.25,0,0.674344650278564,0.471698113207547,0.404500583035962,0.538895643379132,0
2020-07-29,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.2,0,0.550609016230633,0,0,0,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064,0
2020-07-30,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.2,0,0.550609016230633,0,0,0,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064,0
2020-07-31,"MP","Northern Mariana Islands","MNP",56801,0.0188679245283019,0,0.0554978435392005,0.2,0,0.550609016230633,0,0,0,0.2,0,0.550609016230633,0.00377358490566038,0,0.0111557073357215,0
2020-08-01,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.2,0,0.550609016230633,0,0,0,0.2,0,0.550609016230633,0.00377358490566038,0,0.0111557073357215,0
2020-08-02,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.2,0,0.550609016230633,0,0,0,0.2,0,0.550609016230633,0.00377358490566038,0,0.0111557073357215,0
2020-08-03,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00314465408805031,0,0.00929836431956434,0
2020-08-04,"MP","Northern Mariana Islands","MNP",56801,0.235849056603774,0.1550322274518,0.316665885755748,0.125,0,0.354172303767662,0,0,0,0.125,0,0.354172303767662,0.0613207547169811,0.0384843613058525,0.0841571481281098,0
2020-08-05,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.111111111111111,0,0.316430196199952,0,0,0,0.111111111111111,0,0.316430196199952,0.0545073375262055,0.0341347840067953,0.0748798910456156,0
2020-08-06,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.111111111111111,0,0.316430196199952,0,0,0,0.111111111111111,0,0.316430196199952,0.0545073375262055,0.0341347840067953,0.0748798910456156,0
2020-08-07,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.1,0,0.285938509691368,0,0,0,0.1,0,0.285938509691368,0.0490566037735849,0.0306685303666252,0.0674446771805446,0
2020-08-08,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.111111111111111,0,0.316430196199952,0.0545073375262055,0.0341347840067953,0.0748798910456156,0
2020-08-09,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.111111111111111,0,0.316430196199952,0.0545073375262055,0.0341347840067953,0.0748798910456156,0
2020-08-10,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.111111111111111,0,0.316430196199952,0.0545073375262055,0.0341347840067953,0.0748798910456156,0
2020-08-11,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0.1,0,0.285938509691368,0.0490566037735849,0.0306685303666252,0.0674446771805446,0
2020-08-12,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0.111111111111111,0,0.316430196199952,0.0545073375262055,0.0341347840067953,0.0748798910456156,0
2020-08-13,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0.316430196199952,0.0545073375262055,0.0341347840067953,0.0748798910456156,0
2020-08-14,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.0524109014675052,0.0324118340600657,0.0724099688749448,0
2020-08-15,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.0471698113207547,0.0291209428525166,0.0652186797889928,0
2020-08-16,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.0471698113207547,0.0291209428525166,0.0652186797889928,0
2020-08-17,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.0428816466552316,0.0264367040271472,0.0593265892833159,0
2020-08-18,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-20,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-23,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-29,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,"MP","Northern Mariana Islands","MNP",56801,0.518867924528302,0.423751454152104,0.6139843949045,0,0,0,0,0,0,0,0,0,0.172955974842767,0.131387256921138,0.214524692764397,0
2020-09-03,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.172955974842767,0.131387256921138,0.214524692764397,0
2020-09-04,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.172955974842767,0.131387256921138,0.214524692764397,0
2020-09-05,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.172955974842767,0.131387256921138,0.214524692764397,0
2020-09-06,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.172955974842767,0.131387256921138,0.214524692764397,0
2020-09-07,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.207547169811321,0.158719019566887,0.256375320055755,0
2020-09-08,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.207547169811321,0.158719019566887,0.256375320055755,0
2020-09-09,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.207547169811321,0.158719019566887,0.256375320055755,0
2020-09-10,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.259433962264151,0.20043077522241,0.318437149305892,0
2020-09-11,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0.207547169811321,0.158719019566887,0.256375320055755,0
2020-09-12,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.259433962264151,0.20043077522241,0.318437149305892,0
2020-09-13,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.259433962264151,0.20043077522241,0.318437149305892,0
2020-09-14,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.259433962264151,0.20043077522241,0.318437149305892,0
2020-09-15,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.259433962264151,0.20043077522241,0.318437149305892,0
2020-09-16,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-17,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-18,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-22,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,"MP","Northern Mariana Islands","MNP",56801,0.00943396226415094,0,0.0278367638059564,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-10-05,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215,0
2020-10-06,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-07,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.2,0,0.550609016230633,0,0,0,0.2,0,0.550609016230633,0.00471698113207547,0,0.0139402639808974,0
2020-10-08,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.2,0,0.550609016230633,0,0,0,0.2,0,0.550609016230633,0.00471698113207547,0,0.0139402639808974,0
2020-10-09,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-10,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-11,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-12,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-13,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-14,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-15,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-16,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-17,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.166666666666667,0,0.464865690619526,0,0,0,0.166666666666667,0,0.464865690619526,0.00377358490566038,0,0.0111557073357215,0
2020-10-18,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.25,0,0.674344650278564,0,0,0,0.25,0,0.674344650278564,0,0,0,0
2020-10-19,"MP","Northern Mariana Islands","MNP",56801,NA,NA,NA,0.25,0,0.674344650278564,0,0,0,0.25,0,0.674344650278564,0,0,0,0
2020-10-20,"MP","Northern Mariana Islands","MNP",56801,0,0,0,0,0,0,0,0,0,0.25,0,0.674344650278564,0,0,0,0
