ISO2,ISO_3,country_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,D1.-88,D2.-88,D4.-88,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cli_smooth_slope2,p_cliWHO_smooth_slope2,p_cases_infected,p_cases_infected_smooth,p_cases_active
GY,GUY,Guyana,2020-12-22,2020-07-16,1,100,8,142791.515976824,4,66564.1336135649,37,83,11,1,3244222.48034844,47,220,37,199,100,10,79,11,12,79,9,4,84,12,14,74,12,12,78,10,10,78,12,11,79,10,6,82,12,5,84,11,7,81,12,8,83,9,15,75,10,14,80,6,5,4,91,32,53,15,13,18,69,1,10,1,88,33,44,23,48,29,23,24,52,24,23,54,23,12,63,25,14,61,25,23,55,22,14,3,1,4,78,12,78,10,42,9,5,2,2,8,32,33,16,6,13,32,0,3,4,7,47,39,1,3,5,12,39,40,17,13,14,15,41,9,11,11,27,42,22,27,1,2,48,6,8,10,13,6,8,1,48,26,7,14,53,77,0.08,0.0531724899927667,0.0440140948537806,0.000223210391121005,0.04,0.0384072934108425,0.0205177462448308,0.000154260910165276,0.00627863566943832,0.00201671637878274,,,,,,0.0783078544273215,0.0525966082956163,0.0434034429000306,0.000220061635544261,0.0383668702702453,0.0375604517060832,0.0202454855498382,0.000151982122426232,0.00666847326303379,0.00207475075872822,-0.00100164610919688,-0.00153415019177003,-0.00111914546724564,-0.00159709102558327,-0.000134287141990754,-0.000209840560796502,-7.67039015143109e-05,,,0.0783078544273215
GY,GUY,Guyana,2020-12-23,2020-07-16,1,101,8,142791.515976824,4,66564.1336135649,37,83,11,1,3249603.74733034,47,221,37,199,101,10,80,11,13,79,9,4,85,12,14,74,13,12,79,10,10,79,12,11,80,10,7,82,12,6,84,11,7,82,12,8,84,9,16,75,10,14,80,7,5,4,92,32,53,16,13,18,70,1,10,1,89,33,44,24,48,29,24,24,52,25,23,54,24,12,63,26,14,61,26,23,55,23,14,3,1,4,79,12,78,11,42,9,5,2,2,8,33,33,16,6,13,33,0,3,4,7,47,40,1,3,5,12,39,41,17,13,14,15,42,9,11,11,27,43,22,27,1,2,49,6,8,10,13,6,8,1,49,26,7,14,54,78,0.0792079207920792,0.0526686877686011,0.0439412085532373,0.000222849254743612,0.0396039603960396,0.0380348662281565,0.0204837693421081,0.000154008128841333,0.00627863566943832,0.00201671637878274,,,,,,0.0779003816468663,0.0524705517852142,0.0431603307147015,0.000219232705566393,0.037956342143306,0.0373608748003105,0.0200568392125844,0.000151161641919381,0.00662186676607614,0.00206870018526309,-0.000985787868815001,-0.00139664139568288,-0.00107035941419803,-0.00141966290236812,-0.000136884350201334,-0.000166961164712728,-5.69943115684896e-05,,,0.0779003816468663
GY,GUY,Guyana,2020-12-25,2020-07-22,3,100,8,142791.515976824,4,66564.1336135649,37,82,11,1,3256794.48798565,46,262,37,195,100,10,80,10,14,78,8,4,85,11,15,73,12,14,76,10,10,79,11,10,80,10,7,82,11,6,84,10,7,82,11,8,83,9,16,74,10,14,79,7,5,4,91,32,52,16,13,18,69,1,10,1,88,31,43,26,46,29,25,23,51,26,23,52,25,11,62,27,14,60,26,21,55,24,13,2,1,4,80,13,75,12,42,9,4,2,2,7,34,32,14,7,13,34,0,1,4,8,46,41,1,3,4,12,38,42,15,13,14,15,43,7,12,10,27,44,22,26,0,2,50,5,8,10,11,6,9,1,50,25,8,13,54,76,0.08,0.0531724899927667,0.0438441898939535,0.000222368503352502,0.04,0.0384072934108425,0.0204385428245843,0.000153671638825914,0.00635520439711439,0.00204123183539752,,,,,,0.0770548946465389,0.0522078082861303,0.042745268153666,0.000217705984832577,0.0371048665984839,0.036943459968259,0.0197552725169937,0.000149729671830654,0.00656383411434064,0.00206141125640557,-0.000834368115570955,-0.000911969179450587,-0.000863567758232977,-0.000865402650701193,-0.000121368072212008,-7.34886753169559e-05,2.59677210228356e-05,,,0.0770548946465389
GY,GUY,Guyana,2020-12-26,2020-07-23,1,100,8,142791.515976824,4,66564.1336135649,37,82,12,1,3446837.20683829,47,262,37,199,100,10,79,11,14,77,9,4,84,12,14,73,13,14,75,11,10,79,11,10,80,10,7,81,12,6,83,11,7,81,12,8,82,10,15,74,11,14,79,7,5,4,91,33,51,16,14,18,68,1,11,1,87,32,42,26,47,28,25,23,50,27,24,51,25,12,61,27,15,59,26,22,54,24,13,2,2,4,79,14,74,12,42,10,4,2,2,7,33,32,14,7,14,33,0,1,4,8,47,40,1,3,4,12,39,41,15,13,14,16,42,7,12,10,28,43,23,26,0,2,49,6,8,10,11,6,9,1,49,26,8,13,53,76,0.08,0.0531724899927667,0.0414268233189357,0.000210373560364906,0.04,0.0384072934108425,0.0193116557641615,0.000145282387220549,0.00635520439711439,0.00204123183539752,,,,,,0.0766168375036642,0.0520714791020743,0.0425604097649679,0.000216993833942732,0.0366636953315224,0.0367262890110325,0.0196268622794853,0.000149081520626333,0.00655110396221634,0.00206000291329068,-0.000719618136357958,-0.000628838213810716,-0.000733634119533129,-0.000562721393972427,-9.78152363101551e-05,-1.01969381449847e-05,7.01699523157738e-05,,,0.0766168375036642
GY,GUY,Guyana,2020-12-27,2020-07-26,2,100,7,138350.692840495,3,62123.310477236,37,83,12,1,3420691.98588303,46,257,37,197,100,9,80,11,13,78,9,4,84,12,13,74,13,13,76,11,9,80,11,9,81,10,7,81,12,6,83,11,7,81,12,7,83,10,14,75,11,13,80,7,5,4,91,34,51,15,14,19,67,1,11,1,87,32,43,25,49,27,24,24,50,26,24,52,24,13,61,26,15,60,25,22,55,23,13,2,2,4,79,13,75,12,43,10,4,2,2,7,32,33,13,8,14,32,0,1,4,8,48,39,1,3,4,12,40,40,16,12,14,16,42,7,12,10,28,43,22,26,0,2,50,6,8,10,11,6,8,1,50,26,8,12,54,75,0.07,0.0500078962992033,0.0404452354703257,0.000208765953381389,0.03,0.0334344809563718,0.0181610360516571,0.000141508180759918,0.00627863566943832,0.00201671637878274,,,,,,0.0761717125179718,0.0519329502302242,0.042386368159732,0.000216314299839481,0.0362152060066889,0.0365052560984867,0.0195074509658342,0.000148466731513409,0.00654796806360672,0.00205991481738523,-0.00055907612892798,-0.000341741774849792,-0.000564365449814095,-0.00027308881908067,-5.46648780338577e-05,6.33770029010223e-05,0.000111140863497874,,,0.0761717125179718
GY,GUY,Guyana,2020-12-29,2020-07-27,1,100,7,138350.692840495,3,62123.310477236,37,83,12,1,3417505.23774158,46,258,37,197,100,9,80,11,13,78,9,4,84,12,13,74,13,14,75,11,9,80,11,9,81,10,7,81,12,6,83,11,7,81,12,7,83,10,15,74,11,13,80,7,5,4,91,34,51,15,14,19,67,1,11,1,87,32,43,25,49,27,24,24,50,26,25,51,24,13,61,26,15,60,25,23,54,23,14,2,2,4,78,13,75,12,44,9,4,2,2,7,32,32,13,8,14,33,0,1,4,8,47,40,1,3,4,12,39,41,16,12,14,15,43,7,12,9,28,44,22,26,0,2,50,6,8,10,11,6,8,1,50,26,8,12,54,75,0.07,0.0500078962992033,0.0404829497589658,0.000208956516492402,0.03,0.0334344809563718,0.0181779708165976,0.000141638912502308,0.00627863566943832,0.00201671637878274,,,,,,0.0752770444461756,0.0516546192339324,0.0420679668358568,0.000215065519886183,0.0353132959157969,0.036060413703757,0.0192894703955919,0.000147333506340772,0.00656627641719372,0.00206312532056011,-0.000572102939346488,-0.000269592925143161,-0.000576500158222115,-0.000197888112351739,-2.6787704331696e-05,7.18737140322682e-05,9.80120089659817e-05,,,0.0752770444461756
GY,GUY,Guyana,2020-12-31,2020-07-30,2,100,7,138350.692840495,3,62123.310477236,45,83,13,2,3374051.13960028,47,270,45,204,100,9,81,10,15,77,8,4,85,11,14,74,12,15,75,10,10,80,10,10,81,9,8,81,11,6,84,10,8,81,11,8,82,10,16,74,10,14,79,7,5,5,90,35,50,15,15,19,66,2,11,1,86,32,44,24,48,29,23,23,52,25,25,52,23,13,62,25,15,61,24,23,54,23,14,2,2,4,78,14,74,12,43,8,5,2,2,8,32,33,11,8,15,33,0,1,4,9,47,39,1,3,5,12,39,40,15,13,14,15,43,7,12,10,28,43,23,26,0,2,49,6,9,11,11,6,7,1,49,27,8,12,53,74,0.07,0.0500078962992033,0.0410043259915988,0.000211590138801932,0.03,0.0334344809563718,0.0184120832515288,0.000143445962007803,0.00763617851688444,0.00222255935656281,,,,,,0.0744073543743455,0.0513841560806114,0.0417893962005395,0.0002139855388398,0.0344362496311469,0.0356276881019155,0.0190957239608134,0.000146335917701119,0.00661027280942996,0.00206988139148925,-0.000650083342162667,-0.000269007783248523,-0.000655103439849735,-0.000191626931504133,-9.70007560063795e-06,5.85937945057031e-05,7.73403378993168e-05,,,0.0744073543743455
GY,GUY,Guyana,2021-04-03,2020-12-02,2,101,7,221023.149758276,2,71404.0182919919,50,78,16,2,2884439.71743327,48,188,49,104,101,7,85,9,20,73,8,6,86,9,16,75,10,21,73,7,12,80,9,12,83,6,11,83,7,7,86,8,10,84,7,17,76,8,27,64,10,12,72,17,6,5,90,34,43,24,17,17,67,2,14,1,84,23,46,32,37,34,30,16,51,34,26,42,33,9,59,33,15,55,31,26,44,31,15,4,3,4,75,8,57,36,39,8,5,2,2,9,36,25,15,10,14,37,1,2,3,14,42,39,1,4,6,8,43,39,17,19,8,15,42,8,10,10,32,41,27,22,0,2,50,9,12,5,10,6,7,2,50,24,18,6,53,69,0.0693069306930693,0.0495312145212828,0.0766260249512005,0.000306968859654136,0.0198019801980198,0.0271705622473482,0.0247549005307454,0.000179310135477703,0.00902853015529072,0.00249121217338827,0,0,0,0,0,0.0639733601021004,0.0478557554431266,0.0878600972814088,0.00031492382214754,0.021424712164122,0.028247312230655,0.0441599407585303,0.000211972762369852,0.00934325168667973,0.00254025200259082,-0.00232117025746098,0.00744996109445122,-0.00275527166319734,0.00401718359099098,0.000453564153433931,-0.000222563731440996,-0.000280818708166551,,,0.0639733601021004
GY,GUY,Guyana,2021-04-06,2020-12-04,2,100,6,189983.934029045,2,71404.0182919919,52,78,16,2,2828726.12206528,48,190,51,106,100,6,85,9,20,73,7,5,87,8,16,75,9,23,72,5,11,80,9,10,84,6,11,82,7,6,86,8,9,84,7,16,76,8,27,63,10,13,71,16,7,5,88,34,43,23,17,17,66,2,14,1,83,23,46,31,37,34,29,17,50,33,26,42,32,10,58,32,16,54,30,27,43,30,16,4,3,4,73,8,58,34,39,9,4,2,3,9,34,25,15,11,14,35,1,2,3,14,42,38,1,4,6,8,43,38,17,19,9,14,41,8,10,10,32,40,27,22,0,2,49,9,12,4,10,7,7,2,49,24,18,6,52,68,0.06,0.046546565661405,0.0671623641988841,0.000291688064047465,0.02,0.0274394957835608,0.0252424643499453,0.000182796054226751,0.00938967136150235,0.0025400849269135,0,0,0,0,0,0.0642542040850825,0.0479680650431441,0.099773502583087,0.00032719839497888,0.0225823142879636,0.0289385167505069,0.0575624997325303,0.000233517038671588,0.00940620237853072,0.0025517112080439,-0.00213344842690941,0.00950470573823683,-0.00242042538508671,0.00630120453592275,0.000473728044031679,-0.000216513385223076,-0.00025947627114229,,,0.0642542040850825
GY,GUY,Guyana,2021-04-07,2020-12-05,1,100,6,189983.934029045,2,71404.0182919919,52,78,16,2,2841624.09992165,48,190,51,107,100,6,85,9,20,73,7,5,87,8,16,75,9,23,72,5,11,80,9,10,84,6,11,82,7,6,86,8,9,84,7,16,76,8,27,63,10,13,71,16,7,5,88,35,42,23,17,18,65,2,14,1,83,24,45,31,38,33,29,17,50,33,27,41,32,10,58,32,16,54,30,27,43,30,16,4,3,4,73,8,58,34,39,9,4,2,3,9,34,25,15,11,14,35,1,2,3,14,42,38,1,4,6,7,44,38,16,19,10,14,41,7,10,10,33,40,28,22,0,1,49,9,12,4,9,7,8,2,49,23,18,7,52,68,0.06,0.046546565661405,0.0668575178660272,0.000290411548566218,0.02,0.0274394957835608,0.0251278901716665,0.000181977046797063,0.00938967136150235,0.0025400849269135,0,0,0,0,0,0.0645416667796987,0.0480694911279955,0.105205742007941,0.000332874009805691,0.0231312099107345,0.0292600673200959,0.0635189480468049,0.000243046621232131,0.00943051461017395,0.00255615032505694,-0.00201252845399425,0.0104408887071622,-0.00225541423679798,0.00731534762788661,0.000479901774659602,-0.000215485052939381,-0.000253630019544142,,,0.0645416667796987
GY,GUY,Guyana,2021-04-09,2020-12-07,1,100,6,189983.934029045,2,71404.0182919919,52,77,15,2,2844595.22325376,48,190,51,107,100,6,85,9,20,73,7,5,87,8,16,75,9,23,72,5,11,80,9,10,84,6,11,82,7,6,86,8,9,84,7,16,76,8,27,63,10,13,70,17,7,5,88,34,42,24,16,18,66,2,13,1,84,23,45,32,37,33,30,17,49,34,27,40,33,10,57,33,16,53,31,27,43,30,16,4,3,4,73,8,58,34,39,9,4,2,3,9,34,25,15,11,14,35,1,2,3,14,42,38,1,4,6,7,44,38,16,19,10,14,41,7,10,10,33,40,28,22,0,1,49,9,12,4,9,7,8,2,49,23,18,7,52,68,0.06,0.046546565661405,0.0667876865137016,0.000290119074324002,0.02,0.0274394957835608,0.0251016445884055,0.000181789422403507,0.00951161514541796,0.00257291466577882,0,0,0,0,0,0.065517930007449,0.0484034459933767,0.118645542129199,0.000347006185664005,0.0245744015050979,0.0300920126104774,0.0780525765407766,0.000266212874078403,0.00948896015951492,0.00256658932596925,-0.00177563041842047,0.0127098623282445,-0.00194013408359849,0.00975752092915706,0.000490165349318033,-0.000202759048248748,-0.000229294772297399,,,0.065517930007449
GY,GUY,Guyana,2021-04-11,2020-12-09,1,100,7,638733.262417056,3,520153.346680003,52,76,16,3,3274591.10633591,47,189,51,105,100,7,84,9,21,72,7,5,87,8,16,75,9,24,71,5,12,79,9,10,84,6,11,82,7,7,85,8,10,83,7,16,76,8,28,62,10,14,69,17,8,5,87,34,42,24,17,17,66,3,13,1,83,22,45,33,37,32,31,17,48,35,27,39,34,10,56,34,16,52,32,26,43,31,15,4,3,4,74,8,57,35,39,9,3,2,3,9,35,25,15,11,13,36,1,2,3,14,41,39,1,4,6,7,43,39,16,18,10,14,42,7,10,10,32,41,27,22,0,1,50,9,12,4,9,6,8,2,50,23,17,7,53,68,0.07,0.0500078962992033,0.19505741073479,0.000429173830831905,0.03,0.0334344809563718,0.158845281682215,0.000395908343482761,0.00963676797627873,0.00260660411221208,0,0,0,0,0,0.0671330585108238,0.0489439415838891,0.135381995005617,0.000364679166190274,0.0265720324112619,0.0312201280459602,0.0959243058909297,0.000294555357041945,0.00956850683183346,0.00258008212134571,-0.0013573309892253,0.0155523380282934,-0.00145687725075583,0.0127724725825563,0.00050037173577329,-0.000130871341646469,-0.000146729515422286,,,0.0671330585108238
GY,GUY,Guyana,2021-04-14,2020-12-10,1,100,7,638733.262417056,3,520153.346680003,52,77,16,3,3273417.13439287,47,189,51,105,100,7,84,9,21,72,7,5,87,8,16,75,9,24,71,5,12,79,9,10,84,6,11,82,7,7,85,8,10,83,7,16,76,8,28,62,10,13,70,17,8,5,87,34,43,23,17,17,66,3,13,1,83,22,45,33,37,32,31,17,48,35,27,39,34,10,56,34,16,52,32,26,43,31,15,4,3,4,74,8,57,35,39,9,3,2,3,9,35,25,15,11,13,36,1,2,3,14,41,39,1,4,6,7,43,39,16,18,10,14,42,7,10,10,32,41,27,22,0,1,50,9,12,4,9,6,8,2,50,23,17,7,53,68,0.07,0.0500078962992033,0.19512736574452,0.000429309092735931,0.03,0.0334344809563718,0.158902249644538,0.00039603691961955,0.00951161514541796,0.00257291466577882,0,0,0,0,0,0.0706251226726584,0.0500931798401338,0.162876465835458,0.000393693839158385,0.0304571408837776,0.0333618083456471,0.125013899364975,0.000340337964257975,0.00974216908136215,0.00260732486317167,-0.000630371950281173,0.0201811782724865,-0.000663184791228227,0.017653029234027,0.000521982711988698,3.28523198024893e-06,-1.34689189641539e-06,,,0.0706251226726584
GY,GUY,Guyana,2021-04-19,2020-12-10,1,101,7,638733.262417056,3,520153.346680003,52,77,16,3,3309699.58578866,47,189,51,105,101,7,85,9,21,73,7,5,88,8,16,76,9,24,72,5,12,80,9,10,85,6,11,83,7,7,86,8,10,84,7,16,77,8,28,63,10,13,70,18,8,5,88,34,43,24,17,17,67,3,13,1,84,22,45,34,37,32,32,17,48,36,27,39,35,10,56,35,16,52,33,26,43,32,15,4,3,4,75,8,57,36,39,9,3,2,3,9,36,25,15,11,13,37,1,2,3,14,41,40,1,4,6,7,43,40,16,18,10,14,43,7,10,10,32,42,27,22,0,1,51,9,12,4,9,6,8,2,51,23,17,7,54,69,0.0693069306930693,0.0495312145212828,0.192988289680332,0.000425166658819577,0.0297029702970297,0.0331085145091172,0.157160289989297,0.000392100782015183,0.00951161514541796,0.00257291466577882,0,0,0,0,0,0.076068639596129,0.0518552679425389,0.19178891396557,0.000423630067908578,0.0361377802898401,0.0363936587353493,0.155462859574686,0.000387313656521056,0.0100913526782578,0.00265632822613137,0.00201587991567142,0.0173214694473601,0.00245217802095302,0.0185504864693593,0.000124683498596337,0.000722841695522067,0.000867908280691727,,,0.076068639596129
GY,GUY,Guyana,2021-04-20,2020-12-14,2,100,8,659922.938087628,4,541343.022350575,52,76,16,3,3266869.95404028,49,198,51,109,100,8,83,9,22,72,6,6,87,7,17,75,8,24,71,5,13,79,8,10,84,6,11,82,7,8,84,8,10,84,6,17,75,8,28,62,10,13,69,18,8,5,87,34,42,24,17,17,66,3,13,1,83,22,44,34,34,34,32,15,49,36,25,40,35,9,56,35,14,53,33,25,45,30,14,4,3,4,75,8,58,34,40,8,3,2,3,10,34,27,14,11,13,35,1,1,3,16,41,38,1,3,7,8,43,38,18,18,9,14,41,7,12,9,32,40,29,21,0,1,49,9,12,5,9,6,8,2,49,24,17,7,52,68,0.08,0.0531724899927667,0.202004655028118,0.000435374546839792,0.04,0.0384072934108425,0.165706939659803,0.000403191930560258,0.00963676797627873,0.00260660411221208,0,0,0,0,0,0.0767676904585132,0.0520784639913899,0.194120041733733,0.000425853216148221,0.0368507523499025,0.0367639875231081,0.157943926741326,0.000390948509349799,0.0101512791981075,0.00266390294204083,0.00208558106223845,0.0157244231917744,0.00237807301032314,0.0167302378347992,0.000124179469929469,0.000703171581524644,0.000799749732568308,,,0.0767676904585132
GY,GUY,Guyana,2021-04-21,2020-12-16,1,100,8,659922.938087628,4,541343.022350575,55,76,16,3,3273461.07166585,49,228,54,109,100,8,83,9,22,72,6,6,87,7,17,75,8,25,70,5,13,79,8,10,84,6,12,81,7,9,83,8,10,84,6,17,75,8,29,61,10,14,68,18,9,5,86,35,42,23,17,18,65,3,13,1,83,23,43,34,33,35,32,15,49,36,25,40,35,10,55,35,15,52,33,26,44,30,14,5,3,4,74,8,58,34,39,8,3,3,3,10,34,26,14,11,14,35,1,1,3,16,40,39,1,3,7,8,42,39,18,18,8,14,42,7,12,9,31,41,29,21,0,1,49,9,12,5,9,6,8,2,49,24,17,7,52,68,0.08,0.0531724899927667,0.201597918423327,0.000434608636936756,0.04,0.0384072934108425,0.165373288546574,0.000402460555180386,0.0101927353595256,0.002679987776797,0,0,0,0,0,0.0773416563834239,0.0522605117947119,0.195659130654422,0.000427191197856036,0.0374348990298764,0.0370646671194954,0.159608484884746,0.000393279432999015,0.0102054621345778,0.00267040445574863,0.00213333160062086,0.0150755647744134,0.00238394818652364,0.0160149228063235,0.000129157920733971,0.000690976675769185,0.000773227070553604,,,0.0773416563834239
GY,GUY,Guyana,2021-04-22,2020-12-19,1,100,8,659922.938087628,4,541343.022350575,58,76,16,3,3275522.85465634,50,228,57,113,100,8,83,9,22,72,6,6,87,7,17,75,8,25,70,5,13,79,8,10,84,6,12,81,7,9,83,8,10,84,6,17,75,8,29,61,10,15,67,18,9,6,85,35,42,23,17,18,65,3,13,1,83,24,42,34,34,34,32,16,48,36,25,40,35,10,55,35,15,52,33,26,44,30,14,5,3,4,74,8,58,34,40,8,3,3,3,9,34,26,14,11,14,35,1,1,3,16,40,39,1,3,7,8,42,39,19,18,8,13,42,7,13,9,30,41,30,21,0,1,48,9,13,5,9,6,8,2,48,24,17,8,51,68,0.08,0.0531724899927667,0.201471022297863,0.00043436958656923,0.04,0.0384072934108425,0.165269194071116,0.00040223230657378,0.0107487027427724,0.00275133492476763,0,0,0,0,0,0.077809065906975,0.0524073435245931,0.196585193004497,0.000427826419892676,0.0379107623282696,0.0373071847541987,0.160647206639993,0.000394603553407277,0.0102538447204861,0.00267581969668731,0.00204852264992099,0.0129899418125497,0.00222272680386194,0.0137657716832028,0.000127480760161862,0.000637358844723577,0.000693810147910072,,,0.077809065906975
GY,GUY,Guyana,2021-04-23,2020-12-21,1,100,8,659922.938087628,4,541343.022350575,58,76,16,3,3280981.35491896,51,229,57,115,100,8,83,9,23,71,6,6,87,7,16,76,8,25,70,5,13,79,8,10,84,6,12,81,7,9,83,8,10,84,6,17,75,8,29,61,10,15,67,18,9,6,85,35,42,23,17,18,65,3,13,1,83,24,41,35,35,33,32,16,47,37,24,40,36,10,54,36,15,51,34,27,43,30,15,5,3,4,73,8,58,34,40,8,3,3,3,9,34,26,13,12,14,35,1,1,4,16,39,39,1,3,8,7,42,39,19,19,8,12,42,8,13,9,29,41,31,21,0,1,47,10,13,5,9,6,8,2,47,24,18,8,50,68,0.08,0.0531724899927667,0.201135839159295,0.000433737937210736,0.04,0.0384072934108425,0.164994239159261,0.000401629251771082,0.0107487027427724,0.00275133492476763,0,0,0,0,0,0.0781882611888375,0.0525247425771012,0.19704211747421,0.000427902650335753,0.0382981860319115,0.0375023763591054,0.161213652576902,0.000395157311502611,0.0102963929316966,0.00268013298610254,0.00184253377966895,0.0102766870780988,0.00195435893677493,0.0108815577809954,0.000121314349977192,0.000533310794815708,0.000568539364588459,,,0.0781882611888375
GY,GUY,Guyana,2021-04-25,2020-12-21,1,101,8,659922.938087628,4,541343.022350575,58,77,16,3,3291853.58557552,52,229,57,117,101,8,84,9,23,72,6,6,88,7,16,77,8,25,71,5,13,80,8,10,85,6,12,82,7,9,84,8,10,85,6,17,76,8,29,62,10,15,68,18,9,6,86,35,43,23,17,18,66,3,13,1,84,24,42,35,35,34,32,16,48,37,25,40,36,10,55,36,15,52,34,27,44,30,15,5,3,4,74,8,59,34,41,8,3,3,3,9,34,27,13,12,14,35,1,1,4,16,40,39,1,3,8,7,42,40,19,19,8,13,42,8,13,9,30,41,32,21,0,1,47,10,13,5,9,6,9,2,47,25,18,8,50,69,0.0792079207920792,0.0526686877686011,0.200471534025488,0.000432485108206433,0.0396039603960396,0.0380348662281565,0.164449301367069,0.000400433363900772,0.0106091092006585,0.00271579489540052,0,0,0,0,0,0.0787408004292667,0.0526894721418151,0.196952210056675,0.000426777030581456,0.0388716496303695,0.0377850482205762,0.161360895615433,0.000394612002997676,0.0103646089381867,0.00268548088722248,0.00135261295943471,0.00567929070353618,0.001402418124432,0.00605783270840964,0.000103739976137425,0.000330497484952647,0.000344267152610037,,,0.0787408004292667
GY,GUY,Guyana,2021-04-26,2020-12-22,1,100,8,659922.938087628,4,541343.022350575,58,77,15,3,3285577.34565535,53,229,57,120,100,8,84,8,23,71,6,6,87,7,16,76,8,25,70,5,13,79,8,10,84,6,12,81,7,9,83,8,10,84,6,17,75,8,29,61,10,14,68,18,9,5,86,34,43,23,16,18,66,3,12,1,84,23,42,35,36,33,31,16,47,37,25,39,36,10,54,36,15,51,34,27,44,29,15,5,3,4,73,8,60,32,42,8,3,3,3,9,32,28,13,12,14,33,1,2,4,16,40,37,1,3,8,7,43,38,20,19,8,13,40,8,13,10,30,39,33,21,0,1,45,11,13,5,9,6,9,2,45,25,18,9,48,69,0.08,0.0531724899927667,0.20085448268636,0.000433207474809903,0.04,0.0384072934108425,0.164763438933013,0.000401122862279011,0.0106091092006585,0.00271579489540052,0,0,0,0,0,0.0789364536786248,0.0527437124609431,0.196549442661327,0.000425724348378403,0.0390814712192479,0.0378851643080622,0.16109351370173,0.000393748260053807,0.0103900303231813,0.00268649958643389,0.000477969013749309,0.000793421449292902,0.000490615154901285,0.000938442354507236,4.97796074872542e-05,-0.000256318483653686,-0.000326927144341957,,,0.0789364536786248
GY,GUY,Guyana,2021-04-28,2020-12-25,2,100,8,659922.938087628,4,541343.022350575,58,78,15,3,3517200.07186344,53,228,57,126,100,8,84,8,22,72,6,6,87,7,16,77,7,25,70,5,13,79,8,10,84,6,11,82,7,8,84,8,10,84,6,17,75,8,28,62,10,14,69,17,9,5,86,34,43,23,16,18,66,3,12,1,84,24,41,35,35,33,32,16,46,38,25,38,37,10,53,37,15,50,35,28,43,29,15,6,3,4,72,8,60,32,42,8,3,3,3,9,32,27,13,13,14,33,1,2,4,16,40,37,1,3,8,8,42,38,19,20,8,13,40,8,13,11,29,39,34,20,0,1,45,11,13,5,10,6,8,2,45,24,18,10,48,68,0.08,0.0531724899927667,0.187627352611191,0.000408014198021484,0.04,0.0384072934108425,0.15391305904977,0.000377133216613875,0.0104730949801372,0.00268116128634498,0,0,0,0,0,0.0791999661649693,0.0528071745098098,0.195289494306969,0.000422974851429569,0.0393830997584585,0.0380223474737922,0.160134024816866,0.000391275776310198,0.0104253964675269,0.00268569592730788,0.000405379284409357,0.000194908762205949,0.000422057901425999,0.000365016345923314,4.5686211569888e-05,-0.000280033629638183,-0.000326002518149523,,,0.0791999661649693
