ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cli_smooth_slope2,p_cliWHO_smooth_slope2,p_cases_infected,p_cases_infected_smooth,p_cases_active
SR,SUR,Suriname,2020-12-18,2020-04-23,100,1,82,0.02,0.0274394957835608,0.0173998660882017,0.000162001221554874,0,0,0,0,0.0046432440798638,0.00165767108322342,9,1,,,0.0213394781014954,0.0282425109193378,0.0173822069912206,0.000158253677564298,0.00133947810149544,0.00261216921109982,0.000717768553088737,1.17405785155236e-05,0.00478697208818795,0.0016777850591408,,,,,,,,,,0.0213394781014954
SR,SUR,Suriname,2020-12-20,2020-04-24,100,1,82,0.02,0.0274394957835608,0.0168102333218298,0.000156558405716097,0,0,0,0,0.0046432440798638,0.00165767108322342,9,1,,,0.0217043134318622,0.0284612291589445,0.0175365338892691,0.000158692393330985,0.00170431343186224,0.00332364901509335,0.000915179154212431,1.49695478450405e-05,0.00482963136633472,0.00168448993668656,,,,,,,,,,0.0217043134318622
SR,SUR,Suriname,2020-12-21,2020-05-04,100,2,81,0.02,0.0274394957835608,0.0163740362298715,0.000152529804222953,0,0,0,0,0.0046432440798638,0.00165767108322342,9,1,,,0.0219211910906573,0.0285912469938235,0.0176354636046172,0.000159017570995828,0.00192119109065733,0.0037465907132424,0.00103292157001338,1.68953977808283e-05,0.0048553407063535,0.00168859546804364,,,,,,,,,,0.0219211910906573
SR,SUR,Suriname,2020-12-22,2020-05-07,100,1,81,0.02,0.0274394957835608,0.0164114218345394,0.000152875158727671,0,0,0,0,0.00459277403551745,0.00163969448844442,9,1,,,0.0221650780088253,0.0287374568396495,0.0177516527498906,0.000159427207486825,0.0021650780088253,0.0042222042360892,0.00116564796614657,1.90663183839714e-05,0.0048845127704087,0.00169330113353747,,,,,,,,,,0.0221650780088253
SR,SUR,Suriname,2020-12-23,2020-05-08,100,1,81,0.02,0.0274394957835608,0.0163464578725122,0.000152275036953133,0,0,0,0,0.00459277403551745,0.00163969448844442,9,1,,,0.0224391557029216,0.02890176601088,0.0178873018556374,0.000159932527785499,0.00243915570292159,0.00475669398487142,0.00131517620614747,2.15120394351062e-05,0.00491757948084898,0.00169868550952089,,,,,,,,,,0.0224391557029216
SR,SUR,Suriname,2020-12-24,2020-05-12,100,2,80,0.03,0.0334344809563718,0.0215772286456912,0.000173960256149591,0.01,0.0195013954179879,0.00532885439144115,8.71656990365015e-05,0.00581751377832211,0.00184427962091758,10,2,,,0.022746436295336,0.0290859802704217,0.0180445520349042,0.000160544623002853,0.00274643629533601,0.00535593401856613,0.00148324093608105,2.42609291807482e-05,0.00495495549906421,0.00170482485796164,,,,,,,,,,0.022746436295336
SR,SUR,Suriname,2020-12-30,2020-05-14,100,2,80,0.03,0.0334344809563718,0.0223878203018324,0.000180420637543245,0.01,0.0195013954179879,0.00552904344154681,9.04311509485939e-05,0.00588144250116081,0.0018644864811919,10,2,,,0.0253159698524681,0.0306264118280265,0.0194803606090931,0.000166715253884387,0.00531596985246813,0.0103668830123084,0.00290108201022023,4.74507803214546e-05,0.00527538105724844,0.00175881068356048,0.000662748625162116,0.00034969226964542,0.000662748625162116,0.000363885576188581,8.14014948434143e-05,,,,,0.0253159698524681
SR,SUR,Suriname,2021-08-11,2020-12-03,100,1,84,0.04,0.0384072934108425,0.0388395227481731,0.00023028909853853,0.03,0.0334344809563718,0.0193162178059106,0.000164045389385626,0.00933508024893547,0.00241208224091696,17,2,6,16,0.041167650110683,0.0389004527773009,0.0471626831022167,0.000242566515616018,0.03018047922207,0.033523096532888,0.0199275512060255,0.000163585217559577,0.0093129814463584,0.0024090677836504,0.00324388944647013,0.00493769153549127,0.0047460276317013,0.00316872867530217,0.00074722501333728,,,0.272727272727273,0.264669936129156,0.041167650110683
SR,SUR,Suriname,2021-08-14,2020-12-04,100,1,84,0.04,0.0384072934108425,0.0381651550792344,0.000226369977380744,0.03,0.0334344809563718,0.0189808317905122,0.000161224643511494,0.00933508024893547,0.00241208224091696,17,2,6,17,0.0425461920277885,0.0394735754056373,0.0568808271227522,0.000257836123867095,0.0305554581493634,0.0337070945216716,0.0217254862777521,0.000167063443099615,0.00926764332367494,0.00240287503020796,0.00343750015618853,0.00654089391968917,0.00477237784311769,0.00344876078462313,0.000735383769553574,,,0.260869565217391,0.262602424059677,0.0425461920277885
SR,SUR,Suriname,2021-08-19,2020-12-08,100,1,84,0.04,0.0384072934108425,0.0380742977003429,0.000225841738683621,0.03,0.0334344809563718,0.0189356453207577,0.000160844530346916,0.00933508024893547,0.00241208224091696,18,2,6,18,0.0471998284677446,0.0413762085902564,0.0881099226231075,0.000305187653343433,0.0323919387030554,0.0346080037163683,0.0309939021520187,0.000187994306748534,0.00904984968257684,0.00237311092017853,0.00417245840981989,0.0117263783122028,0.00503781011570501,0.00497137569764536,0.000694222818694691,,,0.25,0.259002135656454,0.0471998284677446
